READING_ID,SUBSTATION_ID,READING_DATE,LOAD_MW,TEMPERATURE_F,IS_PEAK_SEASON
552,SUB-012,2023-12-15,315.1,67.9,0
553,SUB-012,2024-01-15,301.9,69.3,0
554,SUB-012,2024-02-15,288.1,73.0,0
555,SUB-012,2024-03-15,304.2,76.2,0
556,SUB-012,2024-04-15,299.3,83.7,0
557,SUB-012,2024-05-15,272.5,90.3,0
558,SUB-012,2024-06-15,398.9,90.7,1
559,SUB-012,2024-07-15,396.9,94.0,1
560,SUB-012,2024-08-15,392.8,96.7,1
561,SUB-012,2024-09-15,400.6,90.4,1
562,SUB-012,2024-10-15,293.1,89.5,0
563,SUB-012,2024-11-15,301.7,79.5,0
564,SUB-012,2024-12-15,286.2,70.3,0
565,SUB-012,2025-01-15,307.8,71.6,0
566,SUB-012,2025-02-15,305.4,72.3,0
567,SUB-012,2025-03-15,293.9,77.7,0
568,SUB-012,2025-04-15,288.6,82.9,0
569,SUB-012,2025-05-15,321.8,92.8,0
570,SUB-012,2025-06-15,418.9,98.8,1
571,SUB-012,2025-07-15,391.2,98.6,1
572,SUB-012,2025-08-15,397.3,96.2,1
573,SUB-012,2025-09-15,369.8,90.4,1
574,SUB-012,2025-10-15,326.1,85.4,0
575,SUB-012,2025-11-15,314.3,82.5,0
576,SUB-012,2025-12-15,339.8,66.2,0
