A_ARTICLE_ID,PRODUCT_CODE,PROD_NAME,PRODUCT_TYPE_NO,PRODUCT_TYPE_NAME,PRODUCT_GROUP_NAME,GRAPHICAL_APPEARANCE_NO,GRAPHICAL_APPEARANCE_NAME,COLOUR_GROUP_CODE,COLOUR_GROUP_NAME,PERCEIVED_COLOUR_VALUE_ID,PERCEIVED_COLOUR_VALUE_NAME,PERCEIVED_COLOUR_MASTER_ID,PERCEIVED_COLOUR_MASTER_NAME,DEPARTMENT_NO,DEPARTMENT_NAME,INDEX_CODE,INDEX_NAME,INDEX_GROUP_NO,INDEX_GROUP_NAME,SECTION_NO,SECTION_NAME,GARMENT_GROUP_NO,GARMENT_GROUP_NAME,DETAIL_DESC
83282,811696,Selma Paper Bag,272,Trousers,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,"Trousers in wide-wale corduroy. High paper bag waist with wide, covered elastication and a detachable tie belt. Diagonal side pockets and straight, wide legs."
96260,869658,LE 2 Magnolia Jaquard Kaftan,265,Dress,Garment Full body,1010022,Jacquard,9,Black,4,Dark,5,Black,3000,Limited Edition,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"Calf-length kaftan in airy chiffon with a shimmering metallic jacquard pattern. V-neck, dropped shoulders and 3/4-length sleeves. Discreet pockets in the side seams and a rounded hem with slits in the sides. Lace border around the neckline, sleeves and hem. Unlined."
52221,700904,SIMPSON LOW PRICE HOOD TP,308,Hoodie,Garment Upper body,1010001,All over pattern,32,Orange,7,Medium,3,Orange,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,Long-sleeved top in printed sweatshirt fabric with a jersey-lined hood and ribbing at the cuffs and hem. Soft brushed inside.
70892,762073,Lee hood,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,2,Medium Dusty,11,Beige,8758,Young Boy Knitwear,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1003,Knitwear,"Fine-knit jumper in soft cotton with long sleeves and a hood with a wrapover front and decorative drawstring. Ribbing around the hood, cuffs and hem."
27791,620887,MARLOW knitted top,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Fine-knit jumper in a soft silk and cotton blend with long raglan sleeves with buttons at the top, and roll edges around the neckline, cuffs and hem."
40525,664880,Kayla sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
76401,784698,Guapa,265,Dress,Garment Full body,1010022,Jacquard,43,Dark Red,7,Medium,18,Red,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a jacquard weave with a slight sheen. Opening with a covered button at the back of the neck, gathered elastication at the bust and a seam at the waist. Long sleeves with gathered elastication at the cuffs. Unlined."
64960,743530,TP JOEL brushed sweatpants SB,272,Trousers,Garment Lower body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Joggers in heavy sweatshirt fabric with elasticated ribbing at the waist, side pockets and ribbed hems. Soft brushed inside."
76488,785086,CAMP Delilah n-slip (W),293,Night gown,Nightwear,1010021,Lace,43,Dark Red,4,Dark,18,Red,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short satin nightslip with a V-neck, lace trims at the top and hem, and adjustable spaghetti shoulder straps."
10121,538826,BB BEANIE STATEMENT,75,Hat/beanie,Accessories,1010002,Application/3D,9,Black,4,Dark,5,Black,4222,Young Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Double-layered hat in a soft, fine knit with an embroidered motif on the turned-up hem."
89606,839089,COMFY fancy dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved dress in soft organic cotton jersey with a glittery pattern. Seam at the waist and a flared skirt. Unlined.
84778,816845,Amalfi RTW blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Straight-cut blouse in woven fabric with a small stand-up collar, V-neck and short cap sleeves."
60567,729958,SB UV Set Sibling,60,Swimwear top,Swimwear,1010014,Placement print,9,Black,4,Dark,5,Black,4210,Kids Boy Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,Swim top and swim shorts and top in UV-protective fabric. Top with long raglan sleeves and a small collar. Shorts with an elasticated drawstring waist and lined front. UPF 50.
44173,679280,Charlotte Bikini Lotus Low,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bikini briefs with a low waist, lined gusset and cutaway coverage at the back."
40605,665118,Alicia top,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,Fine-knit jumper in a cotton blend. Long sleeves with a flared flounce at the cuffs and narrow ribbing around the neckline and hem.
69232,756776,Anita Sunglasses,81,Sunglasses,Accessories,1010016,Solid,93,Dark Green,4,Dark,19,Green,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
96624,870942,Jack skirt set,275,Skirt,Garment Lower body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,Short skirt in a cotton weave with an elasticated waist and twisted drawstring. Broderie anglaise and a scalloped edge at the hem. Lined.
58039,718489,Kylie dress,265,Dress,Garment Full body,1010015,Sequin,73,Dark Blue,4,Dark,2,Blue,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Long-sleeved dress in sweatshirt fabric with a reversible sequin motif on the front (sizes 1½-3Y with normal sequins), and ribbing around the neckline and cuffs."
103436,911981,Shiva dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Fitted, double-breasted, knee-length dress in woven fabric. Notch lapels, covered buttons at the front, and a seam with a tie belt at the waist. Thin shoulder pads for a more defined silhouette, long sleeves and a slit at the back of the hem. Lined."
4744,486633,Leo satin pinafore,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Sleeveless, backless satin jumpsuit with narrow, adjustable shoulder straps that cross at the back, a concealed zip in the side and wide, ankle-length legs. Lined."
73221,771131,Antoni top,254,Top,Garment Upper body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Jersey blouse with a gently draped wrapover front, long sleeves with buttoned cuffs, and a wide hem."
64617,742204,Liverpool LOGG collarless shir,259,Shirt,Garment Upper body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,7657,Kids Boy Shirt,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1011,Shirts,"Shirt in a soft weave with a grandad collar, decorative chest pocket with a button and long sleeves with a tab and button and buttoned cuffs. Gently rounded hem."
3467,455014,Marie 7-p SG,302,Socks,Socks & Tights,1010013,Other pattern,31,Light Orange,1,Dusty Light,3,Orange,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend.
31749,633152,Selena shopper (1),66,Bag,Accessories,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Shopper in grained imitation leather with imitation suede inside and two handles at the top. Unlined. Size 16x28x38 cm.
6603,507564,Canon Jumpsuit,268,Dungarees,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Sleeveless playsuit in washed denim with hard-worn details, a collar and concealed press-studs at the top. Flap chest pockets with a concealed press-stud, side pockets and back pockets. Drawstring at the waist and short legs."
33007,637255,Gloss,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Straight-cut dress in stretch jersey with a round neckline and 3/4-length sleeves. Unlined.
46982,687398,PQ Sally Boot SG,87,Boots,Shoes,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Ankle boots with a zip at one side, an elastic gore and tab with a metal buckle at the other and a loop at the back. Cotton canvas linings and insoles and rubber soles."
85548,820245,KIDS-Karel Knitted Jumper,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,7848,Boys Local Relevance,H,Children Sizes 92-140,4,Baby/Children,48,Kids Local Relevance,1023,Special Offers,"KIDS EXCLUSIVE. Jumper in soft, cable-knit organic cotton with long raglan sleeves and ribbing around the neckline, cuffs and hem."
57167,715981,Maggie cashmere jumper,245,Cardigan,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Slightly wider-fitting jumper in soft, fine-knit cashmere. Dropped shoulders with raw-edge seams, long, wide sleeves, and ribbing around the neckline, cuffs and hem. Slightly longer at the back."
59119,722315,Diane slingback pump,90,Pumps,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Slingbacks in imitation suede with pointed toes and long straps that tie around the ankles. Satin linings, imitation leather insoles and rubber soles. Heel 5.5 cm. The slingbacks are made partly from recycled polyester."
51855,699871,Alice Romper,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,"Sleeveless romper suit in soft, patterned cotton jersey with elastication at the top both front and back."
100749,892298,Luke dress,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short dress in smocked cotton jersey with short, jersey-lined balloon sleeves in cotton poplin with pleats at the top and concealed elastication at the hems for added width. Small overlocked frill at the hem."
22657,599580,Timeless Midrise Brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and medium coverage at the back.
48927,693571,Colleen 5pkt  trouser,272,Trousers,Garment Lower body,1010018,Treatment,7,Grey,2,Medium Dusty,12,Grey,8717,Young Girl Trouser,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1009,Trousers,"Slim-fit trousers in soft, stretch twill with a zip fly and button, a coin pocket, side pockets, back pockets and narrow hems."
51442,698988,Minou strawhat,76,Hat/brim,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Hat in braided paper straw with a grosgrain band and bow. Lined. Width of brim. 4 cm.
41626,669806,Charles cord jacket,262,Jacket,Garment Upper body,1010007,Embroidery,52,Pink,2,Medium Dusty,18,Red,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Jacket in narrow-wale cotton corduroy with embroidery, buttons down the front, flap chest pockets with a button, buttons at the cuffs and an adjustable tab with a button at the hem. Unlined."
9275,531862,JOGGER DENIM 79,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,3,Light,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,"Joggers in supersoft stretch denim with worn details, elasticated ribbing and a drawstring at the waist and a fake fly. Front and back pockets and tapered legs with ribbed hems."
20196,587679,Eivissa shape Highwaist (1),59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a high waist and lined gusset. Sculpting effect on the waist, seat and hips."
74923,778968,Olivia DEAL  sweater,252,Sweater,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,"Jumper in a soft, fine knit containing some wool with gently dropped shoulders, long sleeves, ribbing around the neckline and cuffs and hem, and short slits in the sides."
98341,878784,BEANIE KNIT RIB NEW,75,Hat/beanie,Accessories,1010016,Solid,43,Dark Red,7,Medium,18,Red,4212,Kids Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Hat in a soft rib knit. Turn-up at the hem with a small appliqué.
52387,701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
43391,676731,Dune,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Dress in a gently crêped weave with short cap sleeves, an opening and button at the back of the neck and an elasticated seam under the bust. Unlined."
85674,820572,Liza Padded (Milano) 2pk,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bras in microfibre and mesh with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
75840,783126,Torman jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5262,Jacket Smart,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Biker jacket with a diagonal zip down the front and notch lapels with press-studs. Diagonal, zipped chest pocket, zipped side pockets, an inner pocket and long sleeves with a zip at the cuffs. Lined."
68505,754362,Hawlin Head Band,74,Hair/alice band,Accessories,1010016,Solid,7,Grey,2,Medium Dusty,12,Grey,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool with a draped detail at the front. Width approx. 11.5 cm.
78389,793855,Smicker dress,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Short, fitted dress in stretch jersey with a small stand-up collar and a concealed zip at the back. Draped front and a gathered seam at the back of the skirt. Long sleeves with gathered seams at the shoulders for added volume. Jersey lining."
29884,626442,PERFECT HOOD,252,Sweater,Garment Upper body,1010008,Front print,7,Grey,1,Dusty Light,12,Grey,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Top in sweatshirt fabric with a motif, lined hood, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
71825,765657,Sandy,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Jersey trousers with a regular, elasticated waist and straight, wide legs."
103136,909630,ED Angel dress,265,Dress,Garment Full body,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,Short A-line dress in a cotton weave with gathered seams on the skirt. Square neckline front and back and short puff sleeves with elastication at the shoulders and hems. Unlined.
21957,596272,Hampus dress,265,Dress,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Dress in an airy cotton weave with woven stripes. Narrow, adjustable shoulder straps with bows, smocking at the top and a seam and flounce at the hem. Unlined."
42648,673711,PQ Costa Suede cross bag,66,Bag,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small suede bag with a narrow, adjustable shoulder strap, zip at the top and an inner compartment. Lined. Size approx. 5.5x17x24.5 cm."
85479,819947,AALIYAH BUCKET HAT NEW,76,Hat/brim,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Knitted bucket hat with a soft, fluffy finish. Width of brim 5.5 cm."
28419,622969,Sweetheart boot,87,Boots,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ankle boots with pile linings and insoles and fluted soles.
60216,727642,Almost famous romper,272,Trousers,Garment Lower body,1010017,Stripe,72,Blue,2,Medium Dusty,2,Blue,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,Off-the-shoulder playsuit in woven fabric with elastication around the top and short sleeves with ties. Elasticated seam at the waist and side pockets.
95871,868146,SPAM shorts BB,274,Shorts,Garment Lower body,1010010,Melange,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Shorts in sweatshirt fabric made from a cotton blend with wide elastication and a drawstring at the waist, and side pockets."
94117,860895,CE Sailor top,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,7020,Conscious Exclusive,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"CONSCIOUS EXCLUSIVE. Fitted, hip-length top in a soft, airy, fine rib knit made from recycled polyester. Wide ribbed sections front and back, slim sleeves in a wide rib knit and a flounced peplum at the hem."
79971,800304,LOGG Glee Vest.,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Quilted, padded gilet in woven fabric with a high collar and detachable, faux-fur trimmed hood. Zip down the front and discreet side pockets with a concealed zip. Lined."
88010,831064,DIV Siri cardigan,245,Cardigan,Garment Upper body,1010016,Solid,92,Green,1,Dusty Light,19,Green,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Cardigan in a soft knit with dropped shoulders, long sleeves and front pockets. No buttons."
57795,717779,Matcha,265,Dress,Garment Full body,1010001,All over pattern,7,Grey,2,Medium Dusty,12,Grey,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a viscose weave with a V-neck, notch lapels and concealed buttons down the front. Long sleeves with gentle gathers and buttoned cuffs. Detachable belt with metal D-rings. Unlined."
104734,926450,8p smashing terrys,73,Hair string,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics in various designs.
30979,630525,REBECCA 2-p tanktop,253,Vest top,Garment Upper body,1010012,Mixed solid/pattern,11,Off White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with a scalloped trim around the neckline and armholes.
7960,519192,Full Suit Own,277,Costumes,Garment Full body,1010008,Front print,9,Black,4,Dark,5,Black,4216,Dress-up Boys,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Jersey fancy dress costume with an accessory, a print motif on the front and a hook and loop fastening at the back."
5599,497653,Lourdes Tie Bikini,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bikini briefs with a low waist, lined gusset, satin ribbons that tie at the sides and cutaway coverage at the back."
2001,391598,AZELIA IPHONE CASE,78,Other accessories,Accessories,1010014,Placement print,2,Transparent,3,Light,9,White,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Smartphone case in plastic. Fits iPhone 6/6s/7.
3316,452898,MARION-SHORTS,274,Shorts,Garment Lower body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Shorts in sweatshirt fabric with an elasticated drawstring waist and side pockets.
80202,801301,Cinderella fold fluff,252,Sweater,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy polo-neck jumper knitted in soft, fluffy chenille yarn with dropped shoulders, long sleeves and ribbing around the cuffs and hem."
33443,638874,Nico jaquard sweater,252,Sweater,Garment Upper body,1010013,Other pattern,73,Dark Blue,4,Dark,2,Blue,7658,Kids Boy Knitwear,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1003,Knitwear,"Jumper in a soft jacquard knit containing some wool with long sleeves and ribbing around the neckline, cuffs and hem."
78157,792701,Ariana Skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1447,Skirts DS,D,Divided,2,Divided,58,Divided Selected,1012,Skirts,"A-line skirt in lacquered jersey with a high waist, D-ring belt and a concealed zip in one side. Unlined."
20804,590547,Harriet Cargo,272,Trousers,Garment Lower body,1010024,Chambray,73,Dark Blue,4,Dark,2,Blue,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"3/4-length pull-on trousers in an airy, patterned cotton weave with and elasticated waistband with a drawstring. Fake fly, side pockets, one back pocket and elasticated hems."
101370,896161,Barbara,245,Cardigan,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Cardigan in a soft cable knit containing some wool. Boxy fit with dropped shoulders, long sleeves and ribbing at the cuffs and hem. Buttons down the front. The polyester content of the cardigan is recycled."
21583,594581,HAPPY PRICE SS TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif.
58229,719272,J STAN TEE EQ,255,T-shirt,Garment Upper body,1010017,Stripe,61,Light Purple,3,Light,6,Lilac Purple,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Top in cotton jersey with a wider neckline, low dropped shoulders and short sleeves with a flounced trim."
379,233091,Magic Gloves 2pack,71,Gloves,Accessories,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Fine-knit gloves.
14836,564358,PAUL  R-NECK,252,Sweater,Garment Upper body,1010010,Melange,73,Dark Blue,5,Bright,2,Blue,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in a soft, fine cotton knit with a round neck, long sleeves and ribbing at the cuffs and hem."
57553,717196,popon shorts,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,5690,Shorts,F,Menswear,3,Menswear,55,Contemporary Street,1025,Shorts,"Shorts in a cotton weave with an elasticated drawstring waist, side pockets and a welt back pocket."
6751,508544,BEN FANCY POLO,257,Polo shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Short-sleeved polo shirt in cotton piqué with a ribbed collar, button placket, small embroidery detail on the chest and short slits in the sides. Slightly longer at the back."
61443,733203,Simon Low BB,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,4221,Young Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,
40174,663679,Stork dress,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short wrap dress in woven fabric with a small stand-up collar, V-neck and an opening with covered buttons at the back of the neck. Elasticated seam at the waist and long trumpet sleeves. Lined."
41952,670944,W LIDO DRESS EQ,265,Dress,Garment Full body,1010001,All over pattern,14,Dark Beige,2,Medium Dusty,11,Beige,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,Calf-length wrap dress in a cotton and Tencel™ lyocell weave with a V-neck with a concealed press-stud and short sleeves. Seam and a tie belt at the waist and a gently flared skirt with concealed buttons at the front and slits in the sides. Slightly longer at the back. Unlined.
83551,812376,Kicki Lace Leggings,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Leggings with an elasticated waist and lace-trimmed hems. 90 denier.
26455,617114,LOGG hunterglove,71,Gloves,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4322,Young Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Mittens in a soft knit with a cable-knit section on the uppers and a front flap that can be fastened back with a button to reveal a pair of fingerless gloves. Ribbed, foldover cuffs."
90977,845883,RELAX tee,255,T-shirt,Garment Upper body,1010005,Colour blocking,91,Light Green,3,Light,19,Green,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Block-coloured T-shirt in soft jersey made from a modal and cotton blend. Boxy style in a relaxed fit with a small embroidery detail at the top and ribbing around the neckline. The cotton content of the T-shirt is organic.
102738,906100,Winslet jumper,252,Sweater,Garment Upper body,1010016,Solid,22,Yellow,2,Medium Dusty,11,Beige,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Jumper in a soft, rib-knit wool and alpaca blend with a turtle neck, long, wide sleeves that taper at the cuffs, and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
