C_CUSTOMER_ID,FN,ACTIVE,CLUB_MEMBER_STATUS,FASHION_NEWS_FREQUENCY,AGE,POSTAL_CODE
832828,,,PRE-CREATE,NONE,48.0,728419956ff44d98f7f9f06bcce444eff165c80cb2e78b5cf67a2150bc6c946f
121695,,,ACTIVE,NONE,26.0,636dc1d9090866a3b8b2f5c2e74f09605d74088d3035e32a92a24f5a3242e617
519770,1.0,1.0,ACTIVE,Regularly,56.0,121792647ab0e090e813c69b013cf8d5f68baac738cdaec279346222203d3c8a
964647,,,ACTIVE,NONE,48.0,31275306a2dfa89ce1234d196bf73aab826e0419c2f7ba3f65a5005c48d70917
688037,,,ACTIVE,NONE,40.0,4dfab18eeb19f77ca4a9a9de4fbbb1f976ec7708bcb9890ac438aaa3e93b6300
617671,,,ACTIVE,NONE,58.0,4772f372a2b2316caaae5f020c689caa055bff2a0a970fbf42e3e2646c867aa5
1334008,,,ACTIVE,NONE,53.0,962a626873d28da8b77d09725b5a1e1cec9943fefc033c45278ac5a0d25ac9cf
1135039,,,ACTIVE,NONE,45.0,71314c77d1d71d17f1f6359fb69b8e672824f12efe1c5c0f9aacade38a9f0772
1058319,1.0,1.0,ACTIVE,Regularly,45.0,3084450fb6492df60775f5edc0f8108105636509e75cba71ff427120ca831ee8
132877,1.0,1.0,ACTIVE,Regularly,31.0,f3d12ebeff3b850257e5c94a783ae323a7a716da4fdf35adacd892c5dff66d4b
620520,1.0,,ACTIVE,Regularly,20.0,69db2e681a5ec9f4e7a76d0f099725d95d843c270bc90cb84b565cc65640afae
326716,,,ACTIVE,NONE,20.0,1eeba3962d67e4d1db2fa9bcaa805d4ab61b97bf4f03397df918be1fcb142cde
1169864,,,ACTIVE,NONE,,adb26b97c6ef96391e77a6a7f08c7c5c0976c002d4025a1db97dad0bcae0e2ff
1364232,,,ACTIVE,NONE,33.0,f9cfec359750f63e3ed2e9f087fb3d5ae8f2e1a1e5028b46b989a3036cf2ef54
785089,,,ACTIVE,NONE,59.0,5c5095cc869377d900d62033cd33e28a0ae3a348e053cde9876a582d246afc87
1369210,,,ACTIVE,NONE,47.0,f8859a485b2abeec6a56c881be273a122e5bba317b64e13a34803115263219af
162105,,,ACTIVE,NONE,17.0,fa6951c46fb1f7bf60c7dd1a0f4803bfb9f589feebad6417889624d86212a0bf
1132104,,,ACTIVE,NONE,27.0,e829ecd5d084bc7ce2cd44eac77a795089702decfe5ad3709dbe956eb3c05daa
1102434,,,ACTIVE,NONE,20.0,acf42f29e7101dc636789c7b689d2526f5561723bb824ed6e904df3c0164fc0f
475222,1.0,1.0,ACTIVE,Regularly,31.0,f89edad58e83b13f5692b2a0db1032346c8579069c182376bdba8129713cc8af
1016157,,,ACTIVE,NONE,24.0,a8bd68137f58737e14bba8231887e0d033a751684b49bc62f8821f21080f40ee
733271,,,ACTIVE,NONE,64.0,0178b4e38a94461f5a486b94fe7cfaf0282d3692224b1259133e3b6a790cdb74
1188216,,,ACTIVE,NONE,30.0,e7ccdc983c24a4007049a4012d2701a5ba694eac206da9dd5b09c144a12984cd
1264296,,,ACTIVE,NONE,26.0,ff80849b058f87bb646db38de7d7214c44ca85cc95311d296ce7a240f66de189
149055,,,PRE-CREATE,NONE,33.0,3dcd9e31f51394f0c308de44ad670969b161bd938e7db6138287b3fec152b6bc
458361,,,ACTIVE,NONE,69.0,f602cb095170cee5029b66473b9e9095c5e4242389483f792c6558836c58a2d4
315126,,,ACTIVE,NONE,35.0,a07b770695fee8eeadaff7e4ebc11609bb85ad0a3f117f1bed413b8a21a65029
416094,1.0,1.0,ACTIVE,Regularly,49.0,9486fcd0f6b205b448323999b4e7a04d67a5b7f9d1ab86cbf0e38cee5adff7df
1140911,,,ACTIVE,NONE,21.0,e469b8445945e99c893f03426bf8778d5fdc03288246180b9a5f5178186e5ecc
579819,,,ACTIVE,NONE,29.0,5550a90f6b7cc1723f27d7b790f3021c274c498cda93ebfb73257106239594e4
778772,,,ACTIVE,NONE,51.0,6badb3595502a1c42695dd35b03e1831ade70d21abfb77ca35827c62b6f683d4
995592,,,ACTIVE,NONE,29.0,7d47ba4eafd137bf26b220b72f339a9de3ffdbdd9631f8cd37b44f51df18526b
262094,,,ACTIVE,NONE,54.0,bfe83c97fb954404c1bfdd29fe34b42e6553a114d52640571b276ef684567b54
118255,1.0,1.0,ACTIVE,Regularly,27.0,392de4a98c9bf2abb2e91b07711a73364b7812a138c7f5172a594abd0d243452
533964,,,ACTIVE,NONE,53.0,2a6f8d1b4645d78dd07cfc0beec7b74bd710e211f6d6d4accaca56e51ec67ce0
1295599,,,ACTIVE,NONE,25.0,87bfdc36760c748d6d722039723560145bf5fd7da395cf8f221be962f0fdc7ef
728915,1.0,1.0,ACTIVE,Regularly,21.0,f88b82f0f571d695035e4e34bc0438508413c3b3bfb2a24d7a4529387fae213d
111631,,,ACTIVE,NONE,31.0,5fd63eb5c3c8aec2583c7e7f7ecea271060167cdf23b9e81fa61448ec85d0088
771974,,,PRE-CREATE,NONE,,09c6c8b9fc08782e57f768c79993dc8161db8a8df85559679c3315499bd47ea6
175660,1.0,1.0,ACTIVE,Regularly,39.0,ed1ea388f2b100c8358405030cb03d621911ff32ae79129203154120809bf2fe
978147,,,PRE-CREATE,NONE,,086fcf2d65bb7c05c26af4592d5307768828740f6569baa28f08bf4671a784e0
317866,1.0,1.0,ACTIVE,Regularly,31.0,1ed36b5b7bcd523e6825c1d24b64f1f687b8880aa62fef52f3dea94a474454d0
1350942,,,ACTIVE,NONE,49.0,9781897c55b75aa32e6005d81fd7ed35629fd0a7bd9f9174c3982f5c50241fb3
329595,1.0,1.0,ACTIVE,Regularly,37.0,f500682bf758e1d339ed743a5309591c6b78ef753780f8de2c36e50752d21a89
773827,1.0,1.0,ACTIVE,Regularly,29.0,f5ef7f7ede643f3e490ab2900ea35a76e421c8b416fd3ec9a3a2564bd415920c
198371,,,ACTIVE,NONE,21.0,2e10fb68a0a8015b6b6e6925e7b49b8120a5eac105db1009f7d516fc90499be9
636982,,,ACTIVE,NONE,34.0,bc0c3a913bb49f6aa54add224833aca86fe64047931e58f8d77c69095c2b51dd
76568,,,ACTIVE,NONE,72.0,4d21c6a3cd4b8b8d628fc14c4e878229a6c79fa09690eec1f5fa8070c870615d
1237185,,,ACTIVE,NONE,30.0,5b7eb31eabebd3277de632b82267286d847fd5d44287ee150bb4206b48439145
262163,,,ACTIVE,NONE,24.0,899c3a9b8147cfc071a8c6351e159b463c7228ddc8607a0914f2069a3b99e184
113361,1.0,1.0,ACTIVE,Regularly,79.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
593339,1.0,1.0,ACTIVE,Regularly,24.0,e87561cc7ae0d09d6d9c8f7050aceabfae567fa0570c546f77abdb5e3b9c6569
1256421,1.0,1.0,ACTIVE,Regularly,19.0,cb6aaeb3b13fe13bf759ea4a2fd708f1728f8be4bc061950823fe8f6c2a3eaab
1036532,,,ACTIVE,NONE,25.0,f8cefe4a3987f8e8e882b91370f3bc06cc635cb1b792a8fe91f3e2305803595a
928049,,,ACTIVE,NONE,24.0,e946314ce26e51ef54a32b402c2be9db9a06fd0e6a3f2cc9a93813d1bd136039
523686,,,ACTIVE,NONE,32.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
661611,,,ACTIVE,NONE,52.0,b1aa8bff1a70b88a7b33a6257ba91659b2c3299aa5b9c31a163916698e8b6b5c
391805,,,ACTIVE,NONE,31.0,4b6fa4b9ed43bd02e14951823f8b702545b6bb38329364466288fa56b7d80622
241377,1.0,1.0,ACTIVE,Regularly,42.0,039e84a27f6f1946f28b642eb172b30d18382343dbe4f8ad39f7b04ccedc0909
374264,,,ACTIVE,NONE,33.0,9d83eec13d19c4225e0d8eb84dfd8c7452d618ba6f7a5d3c723a991af28a26dd
1050772,1.0,1.0,ACTIVE,Regularly,32.0,201ce1f81c9a6e51b6d84e1ad9814e19bf9f10eaf86514fe6645da74ab57fbc6
1179401,,,ACTIVE,NONE,25.0,17dc0df8be70822efcd4ec5251d715b4375d612a26a018a9839404b0029f3bc5
448105,1.0,1.0,ACTIVE,Regularly,38.0,518a700cb7572af0e9a6a0f3659437930a7378e03cbfbbcf8f819695ec775777
1165138,,,ACTIVE,NONE,40.0,b2c61a4fbb8369a34cfb81da4b04462e99582fe82502f71aaedde4c40f161ffc
338433,,,ACTIVE,NONE,31.0,0e5b4c8d3ca7a0b168e27f3d93b7a6142185578b8a05648fc4a770fafcf4253b
1116529,1.0,1.0,ACTIVE,Regularly,19.0,f9f63a69fdc743e5f040ea3e7d6c4643f712498e71e8685df11a9826a7541559
611695,1.0,1.0,ACTIVE,Regularly,27.0,65b526df98787ca9fa3b10ae11b689b0abd6eb7ac0fa9ba0d77273c6d0ab17e1
108865,,,ACTIVE,NONE,29.0,3cbe5222ef2fd7265fa3401a95790820ec63f34a8ce701c35c4cc237a6cba3ed
265541,1.0,1.0,ACTIVE,Regularly,53.0,da5246f91a323c307be82d3b4040ea21d71f71b7aa44bca81c8e899f18b0063a
614619,,,ACTIVE,NONE,71.0,1004b380d755fa761a05ddb2718cf9debdb199c158e2b0695ba51a1905d62e9e
979717,,,ACTIVE,NONE,31.0,fdbb05befb92c7b8971c720530ec2139e7ccc6d1a29495badb825ab2f845513e
861346,1.0,1.0,ACTIVE,Regularly,43.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
490701,,,ACTIVE,NONE,27.0,d6e2173f36fcdda4aceace093f82d3e596cc9e6aee2e43e92ade5dd32d3ab729
1092243,,,ACTIVE,NONE,32.0,54910a0ca55df69bd1d0816b735e8f48028e9366aa2220893450dc5e056cb66b
809310,1.0,1.0,ACTIVE,Regularly,74.0,3c48f3ff707050d7ba9b0da564effb02ae44e250d2d2d88f4335417a9bf55e26
520401,,,ACTIVE,NONE,34.0,ca49c6b7e0647d6e088d5792f252a743b73318b50ee6e622ef373c3bf37873f7
1135697,,,ACTIVE,NONE,53.0,b86d052af8fcec97a9500c7593fcd33947e1ac8ca13cc825274de29d5f5ff8de
729854,,,ACTIVE,NONE,69.0,3b059a4dd6144fabeba02d018f7f2fd80745f9880d45f920485eb512330daf97
310197,1.0,1.0,ACTIVE,Regularly,29.0,654267cb7fbb7081b8b19813a3067547ff4314068b2489cf501ec3f8e14420cc
1114794,1.0,1.0,ACTIVE,Regularly,55.0,46ff92fc65e2e6ab618e6e198e152c5f203f4e5f60b0d6802e635c7874926772
231096,,,ACTIVE,NONE,37.0,3c3598e9c37c3de2e44560bd6e18ee87b9c92d946f7130eddb8ca709034f4e87
786766,1.0,1.0,ACTIVE,Regularly,51.0,d231d8d6bb3c48727f8a5792724a34f5ab870a286b8b709da0950fe3dba91e85
875264,,,ACTIVE,NONE,36.0,0449c662d4c262aa99a956f3287e23385f20e39b00221e3734b45b9f7b3bdf1e
457396,,,ACTIVE,NONE,63.0,792d7661b0b5688e082b58a98201dd00c8c75253dd7341ff05c8f1a7402ec103
900580,1.0,1.0,PRE-CREATE,Regularly,35.0,dd720a5dd4e8c81ceca0608d43a5bb83ff01d7e70f80b5d627b1b76ddbbc1303
347595,,,ACTIVE,NONE,39.0,65acb7198dccfe41ee77da4e83cf650f0a2ffc8aa8f15aaa841edb654dbfdef7
19447,,,ACTIVE,NONE,23.0,c25d7dd8a200ab1a5e915903639a39002f98f20fae32518d351d7ad089943fad
257413,,,ACTIVE,NONE,65.0,5e1f6e992df4fad44beb9062f56948301b00a3247285f478bbe6ee1ea0ec7502
547906,,,ACTIVE,NONE,44.0,e587cc1574c55b3a943fab8b1ae97a8066a2a6fada1d18c8e174f7448ef2dc32
215057,,,ACTIVE,NONE,26.0,5e40fe8963eeb13d77d6db9bf8bbe629fcfad530648dbe6884af8714cbe82bd8
1351330,1.0,,ACTIVE,Regularly,48.0,17bbc9def00d4b7f1cd9023758a4b00eb2476ec18fc7240a8fbdb9aec1c5aa16
588323,,,ACTIVE,NONE,21.0,3342e395f16c5c7fc5154c2ec8a94cc73263a161638abbf51a213818342393fb
789403,,,ACTIVE,NONE,33.0,7ca83e9ab3f2144b984eb4e688792e0c77fb98d9760f1328a986748e6b8be55e
1110886,1.0,1.0,ACTIVE,Regularly,27.0,0a6d5cdbc18b2c53edc7341527d80200c32681c62a4aab9f15e3aa454ba035c0
404128,,,ACTIVE,NONE,38.0,cbba6c4b28b90ebced050dc00b3e429ca117205d708edd2b49ded201eb7ff1b5
600779,1.0,1.0,ACTIVE,Regularly,51.0,9f9d6ee443dc0059ed66f62407f301da408686f853aca0c67051898cabb1632a
679516,,,ACTIVE,NONE,18.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
431083,1.0,1.0,ACTIVE,Regularly,40.0,de3c4a1abf248959822d442cf276aac9288b17fef9767914fe04f34254e1902b
533562,1.0,1.0,ACTIVE,Regularly,26.0,14ddf37eef1d0170e14fbf5d9fc71ebb9eea371172d23d728c72bdea93d220c3
708263,,,ACTIVE,NONE,25.0,56bd5a66ae40c9200e9b165438efdda538a3990b705e2bb4c6daf0403539b52d
1354393,1.0,1.0,ACTIVE,Regularly,68.0,b49479c1e24df877f536e0ea2c4cb09582b6a59d188effdc3c4b6d73ed47edce
468907,1.0,1.0,ACTIVE,Regularly,34.0,8289af1494f900d451fb39b508eb092e313f67d83a3d35df90e14b860318d224
445452,,,ACTIVE,NONE,57.0,6543bae7feefb7a43062e9c4fc7e1bab3f10812a0992f731b6cdbd01e67c00a1
1323271,1.0,1.0,ACTIVE,Regularly,22.0,de78fc180c19459e7ca751151b7cf4ea8b78734cf5b48276758ebba94a9d6b17
1200357,1.0,1.0,ACTIVE,Regularly,29.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1311737,,,ACTIVE,NONE,47.0,bd1a1591c1fbed6ab52cd82a9ed58a72322c07707c87c8966545c47784857c0e
1181915,1.0,1.0,ACTIVE,Regularly,59.0,d8fe0cac96afa6d61bb2a7de9bd254a8abcfe38b3ada3fa4a8246e6831fdbcf8
1359460,1.0,1.0,ACTIVE,Regularly,55.0,5969237970f600b4259cbd4f256da54ed5048c0763c51c70f3a47eb58c5cc31a
632535,1.0,1.0,ACTIVE,Regularly,42.0,dd1bd92e9e6cc7135c3c2527f1ffb5f6c9cc74006fc6e0a239fad68fbcf9dc43
706172,,,ACTIVE,NONE,23.0,be53aaff9389a63f01c6e8e6cd3644769608fa61e7deb7027f9bff311c4d7919
133626,,,ACTIVE,NONE,41.0,d38890d5fdad139653bc5a4138fe53e2d0aa7c2aab27daa49835c0ca67dd133c
92542,,,ACTIVE,NONE,33.0,f3638894ab39c8e9c7fa906873f92a386c5a0a0981c35d616ca5f4e922e7fba2
638068,,,ACTIVE,NONE,17.0,73540272f730243ffb37d2239b802d283e4550c289de05deffb7c2066c2e047b
123345,,,ACTIVE,NONE,47.0,c67cfbde9fb902dcfbfe0f4de3ca807aef9fbb2b9340d7de4502575024a111ae
425584,,,ACTIVE,NONE,41.0,20e551e72a3428d98b6c85339d6e291b5a13e9f3f3338c481f4200bea8f6fe1a
287593,,,ACTIVE,NONE,49.0,b27605b7d5066e545608294db968e3794857d75ac79e1fc08030ad7b34b68506
269153,,,ACTIVE,NONE,33.0,b4512c3217e45aff21f0c6a326e4854adb0beaf4dc29f529f1d565b44e272c6e
829629,,,ACTIVE,NONE,52.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
202742,1.0,1.0,ACTIVE,Regularly,59.0,d924b2199741748b3c49565b1877c410c19812a3d6c4e5f762ddf13efd698974
176747,,,PRE-CREATE,NONE,24.0,5480daa7e9a642bb503b709c29baac9d0c78c2c67edaba22ed8cad5ad626e59a
57126,,,PRE-CREATE,NONE,19.0,5cda71d323db981a08d204f60b3ff6c2df6411c9d6cbe51cda6f940bbcedb021
1219051,,,ACTIVE,NONE,44.0,ca7984a61feaf41de7e1200ab6c723e7cda788dca4729d0c15e9cb5213094248
582433,,,ACTIVE,NONE,45.0,c542ba20d4c4a1cb1f9e46d180e24da1fd3e0d2dc59a6054c8850d1e1a9bcd68
1289605,,,ACTIVE,NONE,28.0,4c22eb4b14bba773a11c6d844c44fbe14fc1c40c94db2393687212089e5f0768
1164707,1.0,1.0,ACTIVE,Regularly,21.0,5ddfe4cbdb4bba354da0fecaeaec1f5bb542a7a3b5cc053cdad04e822aa92b05
589068,1.0,1.0,ACTIVE,Regularly,30.0,99bf3b6956d0bbc7f5ee816e771f318c8f77f193cf2864df8d6f3ea57b0845b6
1004487,,,ACTIVE,NONE,21.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
127102,,,ACTIVE,NONE,28.0,62373dc7e1d9f305d1a3b8e2fe6028306045d0b5c3ee86aa2c92117388d4639f
1251267,,,ACTIVE,NONE,53.0,8cf69ca3a3a302dbaec00f1debcd0d39772993d533cb2bc6d6c69e9a837f962e
713119,,,PRE-CREATE,NONE,48.0,e4243c38105a8566bae98363eb6d69400b1501fd0258cef5d37347fa0dedb3c6
518428,,,ACTIVE,NONE,55.0,0705fbb5ba95825e23bf3737136de9f8b1a37071e5f37050bd739d3771814f76
306582,,,ACTIVE,NONE,61.0,0ef753572867e3ef0262662061c61c442e5a5cd3eab37cc37ca0f1808c229314
536869,,,ACTIVE,NONE,54.0,84fa9636f7443446f048f09f5c65313476017d62ff6eb13368329ec1d2cb338c
1223484,1.0,1.0,ACTIVE,Regularly,72.0,a98e6c20ab2898400c799e3cdca78029bd5fe21b5b43eb46100710e7608be2ec
317924,1.0,1.0,ACTIVE,Regularly,26.0,391ab2147a7d6e4043d6fa8a0dd460149720e214b3ebab5810d36ca70eddd527
813330,,,ACTIVE,NONE,31.0,dfc357df3a6daf70771d50c3092683490679cd2c54655b3e5cedc545152a5967
1063654,1.0,1.0,ACTIVE,Regularly,63.0,6647e6694fa0a0def62b57c95ba972715f6e185739f326240415fa24a9e5cd76
716922,1.0,1.0,ACTIVE,Regularly,45.0,d545723d41e060ea13fb7b4056603692ce0b5683fec0fdcc43e855e660cc8a5a
86865,1.0,1.0,ACTIVE,Regularly,30.0,c5fa5f86b463e26cebe075eecb25533dc491c3eacd717384231701d497de0efd
1339531,,,ACTIVE,NONE,22.0,067da8dc46e4c7f115f9c40cc309091f1f94a0da6b40a88bdc0d6f991a92bd10
99347,,,ACTIVE,NONE,55.0,4225f4596f013d108e34a31a78f5c105e69197ee61b498680d0f55d428e1fe05
254808,1.0,,ACTIVE,Regularly,21.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1031155,,,ACTIVE,NONE,22.0,491e1c6b29ef6644e5ba86d77b0ac0325e75202290d70c8b238fcb25255e6dd7
606939,,,ACTIVE,NONE,43.0,033dc0d2b9e57b1229a3487ad15a4e3f7fc4995a1e35502805ef4c5eaf0fbcce
349679,1.0,1.0,ACTIVE,Regularly,20.0,f67cac61e0a12585754ae4e64b179fa344b34795d81e4b91e3c01993fd0dd680
250146,,,ACTIVE,NONE,29.0,bd16a522607d466f68f3e5bb549764432ab85482a3c8667a426d94d8f9543691
90571,1.0,1.0,ACTIVE,Regularly,55.0,26f68423c9a5d7a0a05185a4975252340105fca32d7f5da970c9aca58b54f771
752444,,,ACTIVE,NONE,62.0,0c24dd1caec84dabcd5bb40f9b00b1b0e0e3d72b5b55d9e8cbd905f73bb85b79
141121,,,ACTIVE,NONE,19.0,54b0dd9a79f22223ae2d2ddc0088c630f644767a3484aa6d3a2d89fa98637e32
409405,,,PRE-CREATE,NONE,,49afe98c09af7db756d5c3bc6f6187bc001a6eaa6d852c99ec7552ccac51dfa7
1266329,,,ACTIVE,NONE,60.0,cede7482c8111a8a3f372741108e31a295d86e4a392e3b25b449b842f56bc87a
484512,1.0,1.0,ACTIVE,Regularly,49.0,08d1747263cdc9b0460a742b61d1cdd07be84c756496b7bb1ff3d6aa7af76b9b
148301,,,ACTIVE,NONE,45.0,aabbfc685771a8e88679699af4ae226bd416e6beed25fbafd911eb54b948b2f9
263492,,,ACTIVE,NONE,51.0,f6d17f33b829d464531af44c634bec0d4936d226e4db0a497138c3da799a352d
207486,,,ACTIVE,NONE,29.0,c8f7d2c85dc81d45bff1c3d66380ddacae4650b7629eb309a61f3f2ba688270c
46805,,,ACTIVE,NONE,31.0,ee9576ca82fcf9337f684ff5ce0ea9e2144ae23dca50f76df50f0027b31e7f86
978075,,,ACTIVE,NONE,50.0,e2be0f674bbbefec5f05a96df6f2b602e87feea4533fef575e26fba7cce3f495
1085603,1.0,1.0,ACTIVE,Regularly,41.0,60c464c290c1831588233c555d2aa9b151ef8c2019f71568a201d5fcd3346c75
1156232,1.0,1.0,ACTIVE,Regularly,26.0,2e82935ae373713e622767cd1aca130894ce869f609de89e3bbe24cee654edd2
923336,,,ACTIVE,NONE,23.0,2bc0dac3daa0c948b8e380f7c5166eb85fd61bb6f00b8ef7f1254e5f5da9b3da
721729,,,ACTIVE,NONE,36.0,7ec7b5669f460d730c91a5025997ba46b0ab25f9a340c0b26038712c1784cdd3
1170652,1.0,1.0,ACTIVE,Regularly,22.0,621654c2d6720677445a8591b57f27860154896a4af632e9708b89e230810ea0
1351730,1.0,1.0,ACTIVE,Regularly,35.0,6bd34450cf168d91cb7e994e5588b779eb35c068fb767ee289cbd1fe979654c8
1131796,,,ACTIVE,NONE,29.0,16fb15189e3e0693829a0f245f1876b5a86838e576261be8792d31989bedff32
567594,1.0,1.0,PRE-CREATE,Regularly,21.0,e6a3ce118ed540c0b30debf310242992252f32dd2ccc01ff6cfc3fa904f3790c
533071,,,ACTIVE,NONE,29.0,c2d10f13fa4aa54b576362f911ed8fddac37fd57f7735350507abbd4343fb5ee
1291200,,,ACTIVE,NONE,33.0,2f49493495ac71e3a6da87d6f734cdfb058a1654c55e9b86a95a2d62296319a7
922340,1.0,1.0,ACTIVE,Regularly,31.0,0ddf6b515b9c526e4f3f1f0c387846f8935a51cac40f1da4a69493df1a164b60
597372,1.0,1.0,ACTIVE,Regularly,20.0,eb3f4f98e8651bf90b27f7810086646fbbec48d0dcb711745b987deec1a2739b
41564,1.0,1.0,ACTIVE,Regularly,31.0,23394cb9d25c660862fd7dbc8288c5432f35950f5a714ff5743015a09cd1d919
941141,1.0,1.0,ACTIVE,Regularly,27.0,ddc173446cf426faae4f83f94ce2a4dea68117f6df10ecb85375ce744a6e6fad
661956,,,ACTIVE,NONE,24.0,144ae92bf0ad3d903f12320513635f3e238be05e69e3ac6dc3eb6b1af08f1e44
828845,,,PRE-CREATE,NONE,21.0,3fae4442842dede91bc8ca064aaad735409810a4308354d0cd1477fd96680cfb
1188873,1.0,1.0,ACTIVE,Regularly,27.0,1b3c24e5d0168093fd1d93b95a0c38dc5e6ef0e88e4d96c42aaba6bfb489b954
2145,1.0,1.0,ACTIVE,Regularly,37.0,79c3018a2b7ff28690142b2aa76133f0965bda9a27fc9af36589b0631c49ce6a
48260,,,ACTIVE,NONE,51.0,23f60e4e96283b91c51d0b9b3fa76d4da3eb7a4c148982d59a5b9198060c3aea
1201444,,,ACTIVE,NONE,41.0,0ea38d427cdc072f04db33de1efdf76f9c227d9f1e4355b5316ee7674415ee81
1037609,1.0,1.0,ACTIVE,Regularly,29.0,0ea3d475d310403fd6d55079576f5bafaed78fcfa9e6db851cb6e5498ae3d493
1197899,,,ACTIVE,NONE,29.0,ba4a0aa5017db8aaa9da7ef571bf3cd89b1a8f279087246054b6904dedaf4434
267380,,,ACTIVE,NONE,50.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
158629,,,ACTIVE,NONE,21.0,e227a18f247af86df54a73a2fe4b3bd0ee3baf233e35d9833718ac3acc825739
509758,,,ACTIVE,NONE,35.0,77d247fa87a57b038dddddf7de96898690116195b56d3e8a63ab3049857518d6
282808,,,ACTIVE,NONE,36.0,91703154804dcf98aed0da935b632decd1bf44df86483b68cf395637000b04db
1010522,,,ACTIVE,NONE,26.0,facfdcf964e1a00bc924e5096e635d6eb10477e1c350667181b4ed7519d7f591
559466,,,ACTIVE,NONE,38.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1024761,,,ACTIVE,NONE,27.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1185949,,,PRE-CREATE,NONE,,17e1ded9f25fba247a762a24d5e1d0c14e53aecde51e28e80577e8b6305dc4fe
233574,1.0,,ACTIVE,Regularly,19.0,2c867fb9e4b87ec0d48c6d87a7904bcc102f57782de32ffc61ac72919eb0ce3d
207491,,,PRE-CREATE,NONE,,b548e298c7f6816a30c303d0f423c4af06ab82aaef3bf1bd323b328525be4ebf
911074,1.0,1.0,ACTIVE,Regularly,30.0,dbf8b72308e9278c5f10a271ce16a30d433dc72796633d4e80cf2ca021058c02
1295978,1.0,1.0,ACTIVE,Regularly,31.0,e830d4d18da1f7350a71b606f97a8d9458084baeb5f33eeebbdd0f08b2c135cc
1026761,,,ACTIVE,NONE,,91f8e88eb56d8209e7f89a8f5c57b60f0a7511f433c813562d1e52f312e44b27
1016724,1.0,1.0,ACTIVE,Regularly,36.0,6dd4bdbe48a004cb82fd52c372e933024becd41952aff4cd406b7fb1e9767584
6797,,,ACTIVE,Regularly,32.0,7b882a3aa213395ea1177aec6a956cde488428e4c95d07c3c95757ec0a9b6fbb
1355244,1.0,1.0,ACTIVE,Regularly,26.0,2441b4014a66696ff8bdb10b52e614e5a306f8e4133fad427b38d9a25282bb9b
1285830,1.0,1.0,ACTIVE,Regularly,41.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
698963,,,ACTIVE,NONE,66.0,75d70fbd3b5ddabd2fdce95aab913979424a953c5dedfea30b2df798d516bec4
688423,,,ACTIVE,NONE,33.0,a3b248ae17f559218972f541a6ac2b855865a2086d3bdc796c5cfbc6d0e5231f
834276,,,ACTIVE,NONE,48.0,8d3834bd6697ec7721b84a5578f697bfdedcb3a12519316201debc6c7218317a
1299659,,,ACTIVE,NONE,21.0,505b8c6ffe75d65e62f3a7188bb892d9b8697250e47b553e620a53764422d16f
123258,,,ACTIVE,NONE,57.0,c7b0a3f6bdfe11cec0837aa46ad69641b585b2d08998c917985407366a36f959
1287897,,,ACTIVE,NONE,51.0,55f430d4c347a5428b3b6795c315a301127d39e69cef1fb3ad9c8545721df706
179155,,,ACTIVE,NONE,30.0,a39b68336a8dac2532c71fd4ec0cfe39e185c33f78d9af3f712a9b4143e31697
1263261,,,ACTIVE,NONE,22.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1005401,,,PRE-CREATE,NONE,19.0,edc7091185501187cb2aaec01b7c57c02961b3150ddca919b301c6d1b871a4af
1040883,1.0,1.0,ACTIVE,Regularly,33.0,56ee47fc324975480f932a0ee56a42e8a9763496279074b961e45738ea7b6caf
1055908,1.0,1.0,ACTIVE,Regularly,40.0,5a7c3812013f779f9e2e291ad53996b4edf168227d506e80f5b9821778ff7247
345029,,,PRE-CREATE,NONE,28.0,3e3496555a8c722388bb9fed555b170d84c65ece3ffd0709049cfaf79d55fc18
437208,1.0,1.0,ACTIVE,Regularly,45.0,f388a81a88b3315df2926f7eb6a3297f4ae7158f8190af12869cb03c0f00556f
737926,,,ACTIVE,NONE,49.0,c376f72d8c5ef18a7b6f22d7faa755bf7e2e6e46791af6bc09ce7a17fd989eb1
1274317,,,ACTIVE,NONE,38.0,4c8367c50dfd2d9e316c3681e879d913fbb0d98dc3ff0cf3caf2560df07d8a47
225656,1.0,1.0,PRE-CREATE,Regularly,61.0,0bc236e16b4407492e96e3b1820ec85bb2ca39a1473e7d0dfb98f0cfa8808e2f
