customer_id,product_id,period_id,demand_usd
9,5,19,564285.71
9,5,20,567857.14
9,5,21,571428.57
9,5,22,575000.0
9,5,23,578571.43
9,5,24,582142.86
9,5,25,585714.29
9,5,26,589285.71
9,5,27,592857.14
9,5,28,596428.57
9,5,29,600000.0
9,5,30,603571.43
9,5,31,607142.86
9,5,32,610714.29
9,5,33,614285.71
9,5,34,617857.14
9,5,35,621428.57
9,5,36,625000.0
10,1,1,16666666.67
10,1,2,16785714.29
10,1,3,16904761.9
10,1,4,17023809.52
10,1,5,17142857.14
10,1,6,17261904.76
10,1,7,17380952.38
10,1,8,17500000.0
10,1,9,17619047.62
10,1,10,17738095.24
10,1,11,17857142.86
10,1,12,17976190.48
10,1,13,18095238.1
10,1,14,18214285.71
10,1,15,18333333.33
10,1,16,18452380.95
10,1,17,18571428.57
10,1,18,18690476.19
10,1,19,18809523.81
10,1,20,18928571.43
10,1,21,19047619.05
10,1,22,19166666.67
10,1,23,19285714.29
10,1,24,19404761.9
10,1,25,19523809.52
10,1,26,19642857.14
10,1,27,19761904.76
10,1,28,19880952.38
10,1,29,20000000.0
10,1,30,20119047.62
10,1,31,20238095.24
10,1,32,20357142.86
10,1,33,20476190.48
10,1,34,20595238.1
10,1,35,20714285.71
10,1,36,20833333.33
10,2,1,16666666.67
10,2,2,16785714.29
10,2,3,16904761.9
10,2,4,17023809.52
10,2,5,17142857.14
10,2,6,17261904.76
10,2,7,17380952.38
10,2,8,17500000.0
10,2,9,17619047.62
10,2,10,17738095.24
10,2,11,17857142.86
10,2,12,17976190.48
10,2,13,18095238.1
10,2,14,18214285.71
10,2,15,18333333.33
10,2,16,18452380.95
10,2,17,18571428.57
10,2,18,18690476.19
10,2,19,18809523.81
10,2,20,18928571.43
10,2,21,19047619.05
10,2,22,19166666.67
10,2,23,19285714.29
10,2,24,19404761.9
10,2,25,19523809.52
10,2,26,19642857.14
10,2,27,19761904.76
10,2,28,19880952.38
10,2,29,20000000.0
10,2,30,20119047.62
10,2,31,20238095.24
10,2,32,20357142.86
10,2,33,20476190.48
10,2,34,20595238.1
10,2,35,20714285.71
10,2,36,20833333.33
10,3,1,100000000.0
10,3,2,100714285.71
10,3,3,101428571.43
10,3,4,102142857.14
10,3,5,102857142.86
10,3,6,103571428.57
10,3,7,104285714.29
10,3,8,105000000.0
10,3,9,105714285.71
10,3,10,106428571.43
10,3,11,107142857.14
10,3,12,107857142.86
10,3,13,108571428.57
10,3,14,109285714.29
10,3,15,110000000.0
10,3,16,110714285.71
10,3,17,111428571.43
10,3,18,112142857.14
10,3,19,112857142.86
10,3,20,113571428.57
10,3,21,114285714.29
10,3,22,115000000.0
10,3,23,115714285.71
10,3,24,116428571.43
10,3,25,117142857.14
10,3,26,117857142.86
10,3,27,118571428.57
10,3,28,119285714.29
10,3,29,120000000.0
10,3,30,120714285.71
10,3,31,121428571.43
10,3,32,122142857.14
10,3,33,122857142.86
10,3,34,123571428.57
10,3,35,124285714.29
10,3,36,125000000.0
10,4,1,100000000.0
10,4,2,100714285.71
10,4,3,101428571.43
10,4,4,102142857.14
10,4,5,102857142.86
10,4,6,103571428.57
10,4,7,104285714.29
10,4,8,105000000.0
10,4,9,105714285.71
10,4,10,106428571.43
10,4,11,107142857.14
10,4,12,107857142.86
10,4,13,108571428.57
10,4,14,109285714.29
10,4,15,110000000.0
10,4,16,110714285.71
10,4,17,111428571.43
10,4,18,112142857.14
10,4,19,112857142.86
10,4,20,113571428.57
10,4,21,114285714.29
10,4,22,115000000.0
10,4,23,115714285.71
10,4,24,116428571.43
10,4,25,117142857.14
10,4,26,117857142.86
10,4,27,118571428.57
10,4,28,119285714.29
10,4,29,120000000.0
10,4,30,120714285.71
10,4,31,121428571.43
10,4,32,122142857.14
10,4,33,122857142.86
10,4,34,123571428.57
10,4,35,124285714.29
10,4,36,125000000.0
10,5,1,100000000.0
10,5,2,100714285.71
10,5,3,101428571.43
10,5,4,102142857.14
10,5,5,102857142.86
10,5,6,103571428.57
10,5,7,104285714.29
10,5,8,105000000.0
10,5,9,105714285.71
10,5,10,106428571.43
10,5,11,107142857.14
10,5,12,107857142.86
10,5,13,108571428.57
10,5,14,109285714.29
10,5,15,110000000.0
10,5,16,110714285.71
10,5,17,111428571.43
10,5,18,112142857.14
10,5,19,112857142.86
10,5,20,113571428.57
10,5,21,114285714.29
10,5,22,115000000.0
10,5,23,115714285.71
10,5,24,116428571.43
10,5,25,117142857.14
10,5,26,117857142.86
10,5,27,118571428.57
10,5,28,119285714.29
10,5,29,120000000.0
10,5,30,120714285.71
10,5,31,121428571.43
10,5,32,122142857.14
10,5,33,122857142.86
10,5,34,123571428.57
10,5,35,124285714.29
10,5,36,125000000.0
11,3,1,833333.33
11,3,2,839285.71
11,3,3,845238.1
11,3,4,851190.48
11,3,5,857142.86
11,3,6,863095.24
11,3,7,869047.62
11,3,8,875000.0
11,3,9,880952.38
11,3,10,886904.76
11,3,11,892857.14
11,3,12,898809.52
11,3,13,904761.9
11,3,14,910714.29
11,3,15,916666.67
11,3,16,922619.05
11,3,17,928571.43
11,3,18,934523.81
11,3,19,940476.19
11,3,20,946428.57
11,3,21,952380.95
11,3,22,958333.33
11,3,23,964285.71
11,3,24,970238.1
11,3,25,976190.48
11,3,26,982142.86
11,3,27,988095.24
11,3,28,994047.62
11,3,29,1000000.0
11,3,30,1005952.38
11,3,31,1011904.76
11,3,32,1017857.14
11,3,33,1023809.52
11,3,34,1029761.9
11,3,35,1035714.29
11,3,36,1041666.67
11,4,1,500000.0
11,4,2,503571.43
11,4,3,507142.86
11,4,4,510714.29
11,4,5,514285.71
11,4,6,517857.14
11,4,7,521428.57
11,4,8,525000.0
11,4,9,528571.43
11,4,10,532142.86
11,4,11,535714.29
11,4,12,539285.71
11,4,13,542857.14
11,4,14,546428.57
11,4,15,550000.0
11,4,16,553571.43
11,4,17,557142.86
11,4,18,560714.29
11,4,19,564285.71
11,4,20,567857.14
11,4,21,571428.57
11,4,22,575000.0
11,4,23,578571.43
11,4,24,582142.86
11,4,25,585714.29
11,4,26,589285.71
11,4,27,592857.14
11,4,28,596428.57
11,4,29,600000.0
11,4,30,603571.43
11,4,31,607142.86
11,4,32,610714.29
11,4,33,614285.71
11,4,34,617857.14
11,4,35,621428.57
11,4,36,625000.0
11,5,1,333333.33
11,5,2,335714.29
11,5,3,338095.24
11,5,4,340476.19
11,5,5,342857.14
11,5,6,345238.1
11,5,7,347619.05
11,5,8,350000.0
11,5,9,352380.95
11,5,10,354761.9
11,5,11,357142.86
11,5,12,359523.81
11,5,13,361904.76
11,5,14,364285.71
11,5,15,366666.67
11,5,16,369047.62
11,5,17,371428.57
11,5,18,373809.52
11,5,19,376190.48
11,5,20,378571.43
11,5,21,380952.38
11,5,22,383333.33
11,5,23,385714.29
11,5,24,388095.24
11,5,25,390476.19
11,5,26,392857.14
11,5,27,395238.1
11,5,28,397619.05
11,5,29,400000.0
11,5,30,402380.95
11,5,31,404761.9
11,5,32,407142.86
11,5,33,409523.81
11,5,34,411904.76
11,5,35,414285.71
11,5,36,416666.67
