SRC,DST
TSHP05845,TSHP01478
TSHP05845,TSHP07361
TSHP05845,TSHP00519
TSHP05845,TSHP01604
TSHP05845,TSHP02644
TSHP05845,TSHP01248
TSHP05845,TSHP00349
TSHP05845,TSHP03922
TSHP07390,TSHP06886
TSHP07390,TSHP06800
TSHP07390,TSHP06242
TSHP07390,TSHP06456
TSHP07390,TSHP01917
TSHP07390,TSHP04194
TSHP07390,TSHP01336
TSHP07390,TSHP05526
TSHP07390,TSHP01439
TSHP07390,TSHP00050
TSHP03068,TSHP07363
TSHP03068,TSHP04843
TSHP03068,TSHP04457
TSHP03068,TSHP04272
TSHP03068,TSHP02526
TSHP03068,TSHP04432
TSHP03068,TSHP05634
TSHP03068,TSHP05581
TSHP03068,TSHP01837
TSHP03068,TSHP07393
TSHP04111,TSHP02943
TSHP04111,TSHP02780
TSHP04111,TSHP06022
TSHP04111,TSHP01257
TSHP04111,TSHP07378
TSHP04111,TSHP06690
TSHP04111,TSHP03162
TSHP04111,TSHP02200
TSHP04111,TSHP07246
TSHP04111,TSHP05342
TSHP00291,TSHP01574
TSHP00291,TSHP02939
TSHP00291,TSHP06580
TSHP00291,TSHP03961
TSHP00291,TSHP05353
TSHP00291,TSHP00516
TSHP00291,TSHP04399
TSHP00291,TSHP01711
TSHP00291,TSHP04236
TSHP00291,TSHP05019
TSHP03804,TSHP02681
TSHP03804,TSHP06617
TSHP03804,TSHP02092
TSHP03804,TSHP06638
TSHP03804,TSHP02277
TSHP03804,TSHP06279
TSHP06188,TSHP00564
TSHP06188,TSHP04769
TSHP06188,TSHP03510
TSHP06188,TSHP05650
TSHP06188,TSHP04798
TSHP06188,TSHP03913
TSHP06188,TSHP00727
TSHP06188,TSHP04738
TSHP06188,TSHP01464
TSHP06188,TSHP05145
TSHP05460,TSHP04535
TSHP05460,TSHP04912
TSHP05460,TSHP01889
TSHP05460,TSHP07468
TSHP05460,TSHP02556
TSHP05460,TSHP01312
TSHP05460,TSHP00506
TSHP05460,TSHP06782
TSHP05460,TSHP06203
TSHP05460,TSHP07423
TSHP05618,TSHP01485
TSHP05618,TSHP01153
TSHP05618,TSHP06069
TSHP05618,TSHP01662
TSHP05618,TSHP00017
TSHP05618,TSHP03888
TSHP05618,TSHP05254
TSHP05618,TSHP03356
TSHP05618,TSHP05075
TSHP05618,TSHP05477
TSHP04093,TSHP04284
TSHP04093,TSHP03992
TSHP04093,TSHP02271
TSHP04093,TSHP06504
TSHP04093,TSHP07297
TSHP04093,TSHP03249
TSHP04732,TSHP06803
TSHP04732,TSHP02779
TSHP04732,TSHP04278
TSHP04732,TSHP01478
TSHP04732,TSHP07143
TSHP04732,TSHP03500
TSHP04732,TSHP03783
TSHP04732,TSHP02993
TSHP04732,TSHP04759
TSHP04732,TSHP02872
TSHP05288,TSHP03527
TSHP05288,TSHP05132
TSHP05288,TSHP03404
TSHP05288,TSHP04687
TSHP05288,TSHP05267
TSHP05288,TSHP07272
TSHP02608,TSHP04727
TSHP02608,TSHP06014
TSHP02608,TSHP03486
TSHP02608,TSHP07429
TSHP02608,TSHP05144
TSHP02608,TSHP01066
TSHP02608,TSHP06474
TSHP02608,TSHP03170
TSHP02608,TSHP07482
TSHP02608,TSHP07245
TSHP05192,TSHP04599
TSHP05192,TSHP07431
TSHP05192,TSHP05253
TSHP05192,TSHP06141
TSHP05192,TSHP00216
TSHP05192,TSHP03587
TSHP05192,TSHP05294
TSHP05192,TSHP02169
TSHP05192,TSHP00097
TSHP05192,TSHP04667
TSHP07345,TSHP03024
TSHP07345,TSHP06186
TSHP07345,TSHP03998
TSHP07345,TSHP05749
TSHP07345,TSHP05186
TSHP07345,TSHP02534
TSHP07345,TSHP00659
TSHP07345,TSHP00547
TSHP07345,TSHP04535
TSHP07345,TSHP00315
TSHP03618,TSHP03845
TSHP03618,TSHP04087
TSHP03618,TSHP02081
TSHP03618,TSHP02772
TSHP03618,TSHP03982
TSHP03618,TSHP05770
TSHP03618,TSHP05292
TSHP03618,TSHP07032
TSHP03618,TSHP02362
TSHP03618,TSHP04575
TSHP07381,TSHP00567
TSHP07381,TSHP02313
TSHP07381,TSHP06662
TSHP07381,TSHP02498
TSHP07381,TSHP00596
TSHP07381,TSHP02946
TSHP07381,TSHP05490
TSHP07381,TSHP05649
TSHP07381,TSHP06034
TSHP07381,TSHP00631
TSHP06264,TSHP01179
TSHP06264,TSHP01986
TSHP06264,TSHP00571
TSHP06264,TSHP04720
TSHP06264,TSHP01125
TSHP06264,TSHP05736
TSHP06264,TSHP03079
TSHP06264,TSHP03323
TSHP06264,TSHP06104
TSHP06264,TSHP00656
TSHP04198,TSHP02340
TSHP04198,TSHP00693
TSHP04198,TSHP06349
TSHP04198,TSHP00884
TSHP04198,TSHP04914
TSHP04198,TSHP04914
TSHP04198,TSHP04290
TSHP04198,TSHP05774
TSHP04198,TSHP01070
TSHP04198,TSHP00638
TSHP07367,TSHP04465
TSHP07367,TSHP05408
TSHP07367,TSHP00587
TSHP07367,TSHP00436
TSHP07367,TSHP01623
TSHP07367,TSHP06240
TSHP07367,TSHP06833
TSHP07367,TSHP04339
TSHP07367,TSHP05230
TSHP07367,TSHP04305
TSHP07442,TSHP02924
TSHP07442,TSHP05970
TSHP07442,TSHP05272
TSHP07442,TSHP06615
TSHP07442,TSHP05241
TSHP07442,TSHP07139
TSHP07442,TSHP01901
TSHP07442,TSHP00495
TSHP07442,TSHP06753
TSHP07442,TSHP03662
TSHP00568,TSHP00658
TSHP00568,TSHP04796
TSHP00568,TSHP03507
TSHP00568,TSHP00334
TSHP00568,TSHP06534
TSHP00568,TSHP00106
TSHP00568,TSHP04675
TSHP00568,TSHP00737
TSHP00568,TSHP02378
TSHP00568,TSHP00289
TSHP03900,TSHP02958
TSHP03900,TSHP06252
TSHP03900,TSHP04654
TSHP03900,TSHP03508
TSHP03900,TSHP01663
TSHP03900,TSHP01240
TSHP02527,TSHP00993
TSHP02527,TSHP01542
TSHP02527,TSHP02621
TSHP02527,TSHP03096
TSHP02527,TSHP01342
TSHP02527,TSHP00261
TSHP05931,TSHP03936
TSHP05931,TSHP01182
TSHP05931,TSHP02259
TSHP05931,TSHP03735
TSHP05931,TSHP06147
TSHP05931,TSHP01865
TSHP02066,TSHP07452
TSHP02066,TSHP03842
TSHP02066,TSHP02264
TSHP02066,TSHP00806
TSHP02066,TSHP02017
TSHP02066,TSHP02918
TSHP02066,TSHP02722
TSHP02066,TSHP01957
TSHP02066,TSHP02222
TSHP02066,TSHP00179
TSHP06255,TSHP03374
TSHP06255,TSHP05870
TSHP06255,TSHP06626
TSHP06255,TSHP02598
TSHP06255,TSHP01430
TSHP06255,TSHP05946
TSHP06255,TSHP04845
TSHP06255,TSHP07456
TSHP06255,TSHP01452
TSHP06255,TSHP01354
TSHP04945,TSHP05627
TSHP04945,TSHP04610
TSHP04945,TSHP05836
TSHP04945,TSHP06645
TSHP04945,TSHP01585
TSHP04945,TSHP07450
TSHP04945,TSHP07004
TSHP04945,TSHP03551
TSHP04945,TSHP03840
TSHP04945,TSHP01071
TSHP00973,TSHP01078
TSHP00973,TSHP00753
TSHP00973,TSHP06559
TSHP00973,TSHP05087
TSHP00973,TSHP00144
TSHP00973,TSHP04103
TSHP00973,TSHP03822
TSHP00973,TSHP06279
TSHP00973,TSHP02709
TSHP00973,TSHP00323
TSHP04380,TSHP00929
TSHP04380,TSHP03963
TSHP04380,TSHP01113
TSHP04380,TSHP05139
TSHP04380,TSHP01445
TSHP04380,TSHP01479
TSHP04380,TSHP01308
TSHP04380,TSHP00132
TSHP04380,TSHP04556
TSHP04380,TSHP06654
TSHP06292,TSHP04595
TSHP06292,TSHP02592
TSHP06292,TSHP00472
TSHP06292,TSHP03547
TSHP06292,TSHP03073
TSHP06292,TSHP07432
TSHP02203,TSHP00975
TSHP02203,TSHP06708
TSHP02203,TSHP06811
TSHP02203,TSHP00474
TSHP02203,TSHP06802
TSHP02203,TSHP06836
TSHP02203,TSHP06333
TSHP02203,TSHP03932
TSHP02203,TSHP00941
TSHP02203,TSHP04460
TSHP00159,TSHP02305
TSHP00159,TSHP05729
TSHP00159,TSHP00002
TSHP00159,TSHP04563
TSHP00159,TSHP04932
TSHP00159,TSHP06786
TSHP00159,TSHP01645
TSHP00159,TSHP03466
TSHP00159,TSHP06756
TSHP00159,TSHP00949
TSHP00753,TSHP02270
TSHP00753,TSHP02961
TSHP00753,TSHP01003
TSHP00753,TSHP05599
TSHP00753,TSHP03418
TSHP00753,TSHP05283
TSHP00753,TSHP02082
TSHP00753,TSHP04706
TSHP00753,TSHP02016
TSHP00753,TSHP05499
TSHP04971,TSHP02638
TSHP04971,TSHP00099
TSHP04971,TSHP06421
TSHP04971,TSHP02654
TSHP04971,TSHP04652
TSHP04971,TSHP06048
TSHP04971,TSHP01114
TSHP04971,TSHP01882
TSHP04971,TSHP01484
TSHP04971,TSHP04382
TSHP05703,TSHP04147
TSHP05703,TSHP05856
TSHP05703,TSHP06818
TSHP05703,TSHP04223
TSHP05703,TSHP04779
TSHP05703,TSHP06339
TSHP05703,TSHP05966
TSHP05703,TSHP02093
TSHP05703,TSHP00469
TSHP05703,TSHP00028
TSHP06808,TSHP07299
TSHP06808,TSHP06855
TSHP06808,TSHP06956
TSHP06808,TSHP06653
TSHP06808,TSHP06834
TSHP06808,TSHP04528
TSHP06808,TSHP03914
TSHP06808,TSHP00765
TSHP06808,TSHP05121
TSHP06808,TSHP02669
TSHP06962,TSHP04416
TSHP06962,TSHP07211
TSHP06962,TSHP00667
TSHP06962,TSHP00631
TSHP06962,TSHP01765
TSHP06962,TSHP02258
TSHP06962,TSHP02184
TSHP06962,TSHP03457
TSHP06962,TSHP03949
TSHP06962,TSHP06782
TSHP02684,TSHP00205
TSHP02684,TSHP01966
TSHP02684,TSHP05107
TSHP02684,TSHP02749
TSHP02684,TSHP02256
TSHP02684,TSHP02831
TSHP02684,TSHP05227
TSHP02684,TSHP00695
TSHP02684,TSHP06753
TSHP02684,TSHP05644
TSHP06019,TSHP04155
TSHP06019,TSHP04826
TSHP06019,TSHP02886
TSHP06019,TSHP03776
TSHP06019,TSHP06703
TSHP06019,TSHP04642
TSHP06019,TSHP02408
TSHP06019,TSHP01329
TSHP06019,TSHP01343
TSHP06019,TSHP00140
TSHP04312,TSHP04681
TSHP04312,TSHP06055
TSHP04312,TSHP00178
TSHP04312,TSHP06459
TSHP04312,TSHP06238
TSHP04312,TSHP02378
TSHP04312,TSHP04352
TSHP04312,TSHP05267
TSHP04312,TSHP03547
TSHP04312,TSHP05646
TSHP02266,TSHP06471
TSHP02266,TSHP00306
TSHP02266,TSHP00778
TSHP02266,TSHP04921
TSHP02266,TSHP01335
TSHP02266,TSHP00092
TSHP02266,TSHP05543
TSHP02266,TSHP04351
TSHP02266,TSHP00578
TSHP02266,TSHP01527
TSHP01327,TSHP00317
TSHP01327,TSHP05949
TSHP01327,TSHP04615
TSHP01327,TSHP01330
TSHP01327,TSHP05894
TSHP01327,TSHP02317
TSHP01327,TSHP00021
TSHP01327,TSHP06963
TSHP01327,TSHP04269
TSHP01327,TSHP04416
TSHP06495,TSHP06849
TSHP06495,TSHP05748
TSHP06495,TSHP00023
TSHP06495,TSHP00819
TSHP06495,TSHP02292
TSHP06495,TSHP02265
TSHP05698,TSHP00823
TSHP05698,TSHP04707
TSHP05698,TSHP06568
TSHP05698,TSHP05328
TSHP05698,TSHP03107
TSHP05698,TSHP00113
TSHP04313,TSHP05990
TSHP04313,TSHP02925
TSHP04313,TSHP05775
TSHP04313,TSHP07379
TSHP04313,TSHP02665
TSHP04313,TSHP00411
TSHP01520,TSHP04992
TSHP01520,TSHP02773
TSHP01520,TSHP00978
TSHP01520,TSHP06030
TSHP01520,TSHP04992
TSHP01520,TSHP01580
TSHP01520,TSHP02178
TSHP01520,TSHP01312
TSHP01520,TSHP02675
TSHP01520,TSHP01367
TSHP06201,TSHP03220
TSHP06201,TSHP01858
TSHP06201,TSHP01941
TSHP06201,TSHP01141
TSHP06201,TSHP00548
TSHP06201,TSHP01600
TSHP06201,TSHP04590
TSHP06201,TSHP01242
TSHP06201,TSHP07005
TSHP06201,TSHP02353
TSHP01665,TSHP03874
TSHP01665,TSHP05111
TSHP01665,TSHP00189
TSHP01665,TSHP04066
TSHP01665,TSHP06351
TSHP01665,TSHP01754
TSHP01665,TSHP00932
TSHP01665,TSHP05277
TSHP01665,TSHP06637
TSHP01665,TSHP01843
TSHP05445,TSHP04023
TSHP05445,TSHP00875
TSHP05445,TSHP03992
TSHP05445,TSHP03453
TSHP05445,TSHP04093
TSHP05445,TSHP05601
TSHP00644,TSHP07296
TSHP00644,TSHP07039
TSHP00644,TSHP07276
TSHP00644,TSHP01195
TSHP00644,TSHP04381
TSHP00644,TSHP04779
TSHP00644,TSHP01350
TSHP00644,TSHP01086
TSHP00644,TSHP02055
TSHP00644,TSHP05033
TSHP01920,TSHP01439
TSHP01920,TSHP01236
TSHP01920,TSHP00417
TSHP01920,TSHP04759
TSHP01920,TSHP03250
TSHP01920,TSHP07152
TSHP01920,TSHP00391
TSHP01920,TSHP03402
TSHP01920,TSHP03773
TSHP01920,TSHP03773
TSHP02323,TSHP00770
TSHP02323,TSHP03926
TSHP02323,TSHP01600
TSHP02323,TSHP00397
TSHP02323,TSHP04724
TSHP02323,TSHP00104
TSHP02323,TSHP00664
TSHP02323,TSHP03683
TSHP02323,TSHP02499
TSHP02323,TSHP01711
TSHP03309,TSHP00820
TSHP03309,TSHP03621
TSHP03309,TSHP01293
TSHP03309,TSHP02913
TSHP03309,TSHP04075
TSHP03309,TSHP03008
TSHP06854,TSHP04637
TSHP06854,TSHP03710
TSHP06854,TSHP00931
TSHP06854,TSHP06714
TSHP06854,TSHP05132
TSHP06854,TSHP04284
TSHP07269,TSHP04741
TSHP07269,TSHP06671
TSHP07269,TSHP05614
TSHP07269,TSHP05414
TSHP07269,TSHP00825
TSHP07269,TSHP04269
TSHP07269,TSHP06975
TSHP07269,TSHP01918
TSHP07269,TSHP03386
TSHP07269,TSHP04642
TSHP05652,TSHP03062
TSHP05652,TSHP06476
TSHP05652,TSHP04033
TSHP05652,TSHP00673
TSHP05652,TSHP03489
TSHP05652,TSHP02772
TSHP05652,TSHP06365
TSHP05652,TSHP05168
TSHP05652,TSHP07291
TSHP05652,TSHP05040
TSHP01773,TSHP00237
TSHP01773,TSHP05775
TSHP01773,TSHP03045
TSHP01773,TSHP02292
TSHP01773,TSHP00327
TSHP01773,TSHP04110
TSHP07323,TSHP01178
TSHP07323,TSHP06812
TSHP07323,TSHP01154
TSHP07323,TSHP06369
TSHP07323,TSHP05733
TSHP07323,TSHP04872
TSHP07323,TSHP06875
TSHP07323,TSHP02421
TSHP07323,TSHP03568
TSHP07323,TSHP04735
TSHP02345,TSHP04431
TSHP02345,TSHP01916
TSHP02345,TSHP03087
TSHP02345,TSHP05456
TSHP02345,TSHP05557
TSHP02345,TSHP06532
TSHP02345,TSHP02480
TSHP02345,TSHP05286
TSHP02345,TSHP02362
TSHP02345,TSHP07110
TSHP03197,TSHP02580
TSHP03197,TSHP03561
TSHP03197,TSHP02891
TSHP03197,TSHP05051
TSHP03197,TSHP04543
TSHP03197,TSHP00674
TSHP01775,TSHP05359
TSHP01775,TSHP04609
TSHP01775,TSHP06888
TSHP01775,TSHP00003
TSHP01775,TSHP01466
TSHP01775,TSHP05959
TSHP01775,TSHP00980
TSHP01775,TSHP00624
TSHP01775,TSHP05227
TSHP01775,TSHP02676
TSHP00413,TSHP06305
TSHP00413,TSHP02415
TSHP00413,TSHP01570
TSHP00413,TSHP04322
TSHP00413,TSHP04390
TSHP00413,TSHP01868
TSHP00413,TSHP06767
TSHP00413,TSHP05968
TSHP00413,TSHP03520
TSHP00413,TSHP05996
TSHP03733,TSHP02979
TSHP03733,TSHP05023
TSHP03733,TSHP02094
TSHP03733,TSHP06922
TSHP03733,TSHP05903
TSHP03733,TSHP02188
TSHP03733,TSHP04351
TSHP03733,TSHP01780
TSHP03733,TSHP01728
TSHP03733,TSHP02366
TSHP03693,TSHP05388
TSHP03693,TSHP07165
TSHP03693,TSHP02646
TSHP03693,TSHP04172
TSHP03693,TSHP05009
TSHP03693,TSHP07139
TSHP03693,TSHP06526
TSHP03693,TSHP04790
TSHP03693,TSHP07011
TSHP03693,TSHP00928
TSHP03198,TSHP00998
TSHP03198,TSHP00100
TSHP03198,TSHP03730
TSHP03198,TSHP06456
TSHP03198,TSHP06123
TSHP03198,TSHP07222
TSHP03198,TSHP01550
TSHP03198,TSHP01935
TSHP03198,TSHP02626
TSHP03198,TSHP03581
TSHP00780,TSHP07324
TSHP00780,TSHP05194
TSHP00780,TSHP02480
TSHP00780,TSHP05120
TSHP00780,TSHP02460
TSHP00780,TSHP05194
TSHP00780,TSHP06019
TSHP00780,TSHP03817
TSHP00780,TSHP04292
TSHP00780,TSHP00234
TSHP01042,TSHP00121
TSHP01042,TSHP01046
TSHP01042,TSHP01266
TSHP01042,TSHP00357
TSHP01042,TSHP01467
TSHP01042,TSHP05277
TSHP01114,TSHP03354
TSHP01114,TSHP02527
TSHP01114,TSHP00011
TSHP01114,TSHP05123
TSHP01114,TSHP05524
TSHP01114,TSHP06352
TSHP05546,TSHP00189
TSHP05546,TSHP05333
TSHP05546,TSHP04609
TSHP05546,TSHP05672
TSHP05546,TSHP02948
TSHP05546,TSHP04139
TSHP05546,TSHP02316
TSHP05546,TSHP07424
TSHP05546,TSHP03162
TSHP05546,TSHP01790
TSHP05328,TSHP04847
TSHP05328,TSHP02612
TSHP05328,TSHP06428
TSHP05328,TSHP06584
TSHP05328,TSHP04517
TSHP05328,TSHP03281
TSHP03244,TSHP02426
TSHP03244,TSHP07181
TSHP03244,TSHP01480
TSHP03244,TSHP00525
TSHP03244,TSHP03357
TSHP03244,TSHP04716
TSHP03244,TSHP03045
TSHP03244,TSHP06079
TSHP03244,TSHP03857
TSHP03244,TSHP01071
TSHP06033,TSHP02446
TSHP06033,TSHP00161
TSHP06033,TSHP02446
TSHP06033,TSHP02224
TSHP06033,TSHP06788
TSHP06033,TSHP02786
TSHP06033,TSHP03014
TSHP06033,TSHP00367
TSHP06033,TSHP02012
TSHP06033,TSHP02788
TSHP05534,TSHP00989
TSHP05534,TSHP06440
TSHP05534,TSHP03493
TSHP05534,TSHP04408
TSHP05534,TSHP04358
TSHP05534,TSHP03772
TSHP05534,TSHP02785
TSHP05534,TSHP05019
TSHP05534,TSHP01080
TSHP05534,TSHP03177
TSHP02287,TSHP01196
TSHP02287,TSHP03945
TSHP02287,TSHP06203
TSHP02287,TSHP05510
TSHP02287,TSHP05167
TSHP02287,TSHP05297
TSHP02287,TSHP05468
TSHP02287,TSHP04460
TSHP02287,TSHP04089
TSHP02287,TSHP06245
TSHP02636,TSHP02336
TSHP02636,TSHP07285
TSHP02636,TSHP05647
TSHP02636,TSHP05304
TSHP02636,TSHP03798
TSHP02636,TSHP06416
TSHP02636,TSHP00549
TSHP02636,TSHP00028
TSHP02636,TSHP04467
TSHP02636,TSHP07499
TSHP06887,TSHP01793
TSHP06887,TSHP01114
TSHP06887,TSHP06617
TSHP06887,TSHP02435
TSHP06887,TSHP03629
TSHP06887,TSHP06512
TSHP00299,TSHP06192
TSHP00299,TSHP00030
TSHP00299,TSHP02499
TSHP00299,TSHP00590
TSHP00299,TSHP03586
TSHP00299,TSHP03177
TSHP00299,TSHP02813
TSHP00299,TSHP05017
TSHP00299,TSHP01454
TSHP00299,TSHP00314
TSHP07116,TSHP00288
TSHP07116,TSHP06901
TSHP07116,TSHP02470
TSHP07116,TSHP04018
TSHP07116,TSHP06018
TSHP07116,TSHP03910
TSHP07116,TSHP04301
TSHP07116,TSHP05409
TSHP07116,TSHP07346
TSHP07116,TSHP06900
TSHP06331,TSHP05029
TSHP06331,TSHP01334
TSHP06331,TSHP06754
TSHP06331,TSHP00523
TSHP06331,TSHP07259
TSHP06331,TSHP00228
TSHP01281,TSHP00827
TSHP01281,TSHP01237
TSHP01281,TSHP05401
TSHP01281,TSHP03499
TSHP01281,TSHP03590
TSHP01281,TSHP05018
TSHP01281,TSHP07033
TSHP01281,TSHP01380
TSHP01281,TSHP06356
TSHP01281,TSHP00376
TSHP04044,TSHP03873
TSHP04044,TSHP01695
TSHP04044,TSHP02573
TSHP04044,TSHP01979
TSHP04044,TSHP01610
TSHP04044,TSHP06834
TSHP04044,TSHP05121
TSHP04044,TSHP04186
TSHP04044,TSHP01446
TSHP04044,TSHP06122
TSHP01237,TSHP07323
TSHP01237,TSHP03959
TSHP01237,TSHP01980
TSHP01237,TSHP04714
TSHP01237,TSHP01395
TSHP01237,TSHP04402
TSHP01237,TSHP06695
TSHP01237,TSHP00524
TSHP01237,TSHP07363
TSHP01237,TSHP03624
TSHP01582,TSHP05539
TSHP01582,TSHP05165
TSHP01582,TSHP07342
TSHP01582,TSHP03908
TSHP01582,TSHP01418
TSHP01582,TSHP05826
TSHP01582,TSHP05757
TSHP01582,TSHP03837
TSHP01582,TSHP07062
TSHP01582,TSHP06124
TSHP04886,TSHP00178
TSHP04886,TSHP06542
TSHP04886,TSHP01706
TSHP04886,TSHP02378
TSHP04886,TSHP02567
TSHP04886,TSHP06100
TSHP04886,TSHP04022
TSHP04886,TSHP05646
TSHP04886,TSHP07297
TSHP04886,TSHP04595
TSHP01286,TSHP02617
TSHP01286,TSHP06880
TSHP01286,TSHP02776
TSHP01286,TSHP04713
TSHP01286,TSHP03861
TSHP01286,TSHP05455
TSHP01286,TSHP02843
TSHP01286,TSHP06160
TSHP01286,TSHP01591
TSHP01286,TSHP02986
TSHP05161,TSHP00448
TSHP05161,TSHP07059
TSHP05161,TSHP04767
TSHP05161,TSHP06611
TSHP05161,TSHP05259
TSHP05161,TSHP02683
TSHP05161,TSHP03608
TSHP05161,TSHP05845
TSHP05161,TSHP06722
TSHP05161,TSHP03954
TSHP01133,TSHP03460
TSHP01133,TSHP00136
TSHP01133,TSHP05464
TSHP01133,TSHP05702
TSHP01133,TSHP02079
TSHP01133,TSHP05478
TSHP01133,TSHP06903
TSHP01133,TSHP06175
TSHP01133,TSHP06102
TSHP01133,TSHP04575
TSHP00263,TSHP02948
TSHP00263,TSHP04486
TSHP00263,TSHP03363
TSHP00263,TSHP05403
TSHP00263,TSHP02508
TSHP00263,TSHP03450
TSHP00263,TSHP06041
TSHP00263,TSHP01166
TSHP00263,TSHP00938
TSHP00263,TSHP04249
TSHP01073,TSHP06251
TSHP01073,TSHP02614
TSHP01073,TSHP07321
TSHP01073,TSHP04440
TSHP01073,TSHP00896
TSHP01073,TSHP02814
TSHP01073,TSHP03681
TSHP01073,TSHP03393
TSHP01073,TSHP04813
TSHP01073,TSHP00944
TSHP06787,TSHP04108
TSHP06787,TSHP02326
TSHP06787,TSHP00929
TSHP06787,TSHP05515
TSHP06787,TSHP00946
TSHP06787,TSHP06347
TSHP06787,TSHP00135
TSHP06787,TSHP06051
TSHP06787,TSHP02120
TSHP06787,TSHP03856
TSHP01519,TSHP01448
TSHP01519,TSHP01903
TSHP01519,TSHP00571
TSHP01519,TSHP07008
TSHP01519,TSHP04177
TSHP01519,TSHP04146
TSHP01519,TSHP05373
TSHP01519,TSHP00690
TSHP01519,TSHP00471
TSHP01519,TSHP06052
TSHP00654,TSHP06466
TSHP00654,TSHP05193
TSHP00654,TSHP03425
TSHP00654,TSHP03737
TSHP00654,TSHP00842
TSHP00654,TSHP05273
TSHP00654,TSHP04456
TSHP00654,TSHP00668
TSHP00654,TSHP03196
TSHP00654,TSHP00859
TSHP03462,TSHP04534
TSHP03462,TSHP02865
TSHP03462,TSHP04331
TSHP03462,TSHP05449
TSHP03462,TSHP01341
TSHP03462,TSHP05870
TSHP03462,TSHP05810
TSHP03462,TSHP06854
TSHP03462,TSHP02861
TSHP03462,TSHP06714
TSHP01916,TSHP04029
TSHP01916,TSHP01413
TSHP01916,TSHP06973
TSHP01916,TSHP05126
TSHP01916,TSHP05866
TSHP01916,TSHP03423
TSHP01916,TSHP00252
TSHP01916,TSHP01901
TSHP01916,TSHP03324
TSHP01916,TSHP06859
TSHP06248,TSHP02756
TSHP06248,TSHP05345
TSHP06248,TSHP05681
TSHP06248,TSHP03701
TSHP06248,TSHP01634
TSHP06248,TSHP02762
TSHP06248,TSHP07233
TSHP06248,TSHP07412
TSHP06248,TSHP07437
TSHP06248,TSHP00825
TSHP03011,TSHP04848
TSHP03011,TSHP02517
TSHP03011,TSHP06272
TSHP03011,TSHP05506
TSHP03011,TSHP04951
TSHP03011,TSHP06349
TSHP03011,TSHP01111
TSHP03011,TSHP00186
TSHP03011,TSHP02584
TSHP03011,TSHP07437
TSHP05594,TSHP02416
TSHP05594,TSHP05603
TSHP05594,TSHP02388
TSHP05594,TSHP06135
TSHP05594,TSHP00893
TSHP05594,TSHP07251
TSHP05594,TSHP04708
TSHP05594,TSHP03446
TSHP05594,TSHP02421
TSHP05594,TSHP06827
TSHP06829,TSHP06961
TSHP06829,TSHP01380
TSHP06829,TSHP04180
TSHP06829,TSHP03127
TSHP06829,TSHP06196
TSHP06829,TSHP01204
TSHP06829,TSHP03965
TSHP06829,TSHP00178
TSHP06829,TSHP06154
TSHP06829,TSHP00364
TSHP04702,TSHP05602
TSHP04702,TSHP01142
TSHP04702,TSHP05776
TSHP04702,TSHP05488
TSHP04702,TSHP00033
TSHP04702,TSHP05262
TSHP04702,TSHP02735
TSHP04702,TSHP06192
TSHP04702,TSHP05019
TSHP04702,TSHP01464
TSHP03814,TSHP05103
TSHP03814,TSHP03331
TSHP03814,TSHP03965
TSHP03814,TSHP04153
TSHP03814,TSHP02272
TSHP03814,TSHP05282
TSHP03814,TSHP04384
TSHP03814,TSHP01019
TSHP03814,TSHP07462
TSHP03814,TSHP03482
TSHP06070,TSHP06304
TSHP06070,TSHP05450
TSHP06070,TSHP06452
TSHP06070,TSHP01417
TSHP06070,TSHP01027
TSHP06070,TSHP05450
TSHP02815,TSHP02869
TSHP02815,TSHP06321
TSHP02815,TSHP02792
TSHP02815,TSHP01753
TSHP02815,TSHP01884
TSHP02815,TSHP05616
TSHP02815,TSHP02133
TSHP02815,TSHP01187
TSHP02815,TSHP07396
TSHP02815,TSHP06412
TSHP07320,TSHP05731
TSHP07320,TSHP00416
TSHP07320,TSHP04835
TSHP07320,TSHP02970
TSHP07320,TSHP00636
TSHP07320,TSHP01668
TSHP04114,TSHP00127
TSHP04114,TSHP02398
TSHP04114,TSHP02989
TSHP04114,TSHP04442
TSHP04114,TSHP02140
TSHP04114,TSHP00320
TSHP02805,TSHP03962
TSHP02805,TSHP04548
TSHP02805,TSHP02736
TSHP02805,TSHP04490
TSHP02805,TSHP02496
TSHP02805,TSHP01181
TSHP02805,TSHP06451
TSHP02805,TSHP01462
TSHP02805,TSHP06276
TSHP02805,TSHP05192
TSHP06009,TSHP06878
TSHP06009,TSHP00598
TSHP06009,TSHP01120
TSHP06009,TSHP05634
TSHP06009,TSHP06081
TSHP06009,TSHP00264
TSHP06009,TSHP03404
TSHP06009,TSHP04845
TSHP06009,TSHP02271
TSHP06009,TSHP06243
TSHP01592,TSHP02646
TSHP01592,TSHP06966
TSHP01592,TSHP04120
TSHP01592,TSHP03666
TSHP01592,TSHP04368
TSHP01592,TSHP06032
TSHP01592,TSHP05105
TSHP01592,TSHP01036
TSHP01592,TSHP00659
TSHP01592,TSHP03495
TSHP02446,TSHP00115
TSHP02446,TSHP06639
TSHP02446,TSHP03709
TSHP02446,TSHP04566
TSHP02446,TSHP06764
TSHP02446,TSHP01492
TSHP02446,TSHP06468
TSHP02446,TSHP04329
TSHP02446,TSHP03916
TSHP02446,TSHP00416
TSHP06194,TSHP06325
TSHP06194,TSHP07072
TSHP06194,TSHP00213
