SHIPMENT_ID,SHIP_DATE,IS_LATE
TSHP01566,2022-05-07,1
TSHP00417,2022-05-07,0
TSHP00482,2022-05-07,0
TSHP00185,2022-05-07,1
TSHP02330,2022-05-07,0
TSHP01405,2022-05-07,0
TSHP02368,2022-05-07,0
TSHP01857,2022-05-08,0
TSHP00191,2022-05-08,0
TSHP00358,2022-05-08,0
TSHP02157,2022-05-08,0
TSHP01553,2022-05-08,0
TSHP01982,2022-05-09,0
TSHP01285,2022-05-09,0
TSHP00270,2022-05-09,0
TSHP02136,2022-05-09,1
TSHP00713,2022-05-09,0
TSHP00988,2022-05-09,1
TSHP00767,2022-05-09,0
TSHP01617,2022-05-10,0
TSHP02418,2022-05-10,0
TSHP02020,2022-05-10,1
TSHP02456,2022-05-10,0
TSHP00652,2022-05-10,0
TSHP00754,2022-05-10,0
TSHP01549,2022-05-10,0
TSHP02032,2022-05-10,1
TSHP01185,2022-05-11,1
TSHP00327,2022-05-11,1
TSHP01500,2022-05-11,1
TSHP01749,2022-05-11,0
TSHP01449,2022-05-11,0
TSHP02347,2022-05-11,0
TSHP01195,2022-05-11,0
TSHP00937,2022-05-11,0
TSHP00203,2022-05-11,0
TSHP00465,2022-05-12,0
TSHP00124,2022-05-12,1
TSHP01155,2022-05-12,1
TSHP02250,2022-05-12,1
TSHP00577,2022-05-12,1
TSHP01550,2022-05-12,0
TSHP01224,2022-05-12,0
TSHP00944,2022-05-12,0
TSHP01727,2022-05-12,0
TSHP00008,2022-05-13,0
TSHP00213,2022-05-13,1
TSHP01537,2022-05-13,0
TSHP02127,2022-05-13,0
TSHP00469,2022-05-13,0
TSHP01978,2022-05-13,0
TSHP00071,2022-05-13,0
TSHP00854,2022-05-14,1
TSHP01123,2022-05-14,1
TSHP00699,2022-05-14,1
TSHP00295,2022-05-14,1
TSHP01437,2022-05-14,0
TSHP00774,2022-05-14,0
TSHP01634,2022-05-14,0
TSHP01578,2022-05-14,0
TSHP01984,2022-05-15,0
TSHP01261,2022-05-15,0
TSHP02098,2022-05-15,0
TSHP00352,2022-05-16,0
TSHP02033,2022-05-16,0
TSHP00861,2022-05-16,1
TSHP00967,2022-05-16,0
TSHP02318,2022-05-16,0
TSHP01873,2022-05-16,0
TSHP00388,2022-05-16,0
TSHP00887,2022-05-17,0
TSHP00636,2022-05-17,0
TSHP00531,2022-05-17,0
TSHP00095,2022-05-17,0
TSHP02259,2022-05-17,0
TSHP00583,2022-05-17,0
TSHP02412,2022-05-17,0
TSHP01691,2022-05-17,1
TSHP01305,2022-05-17,0
TSHP02405,2022-05-17,1
TSHP00961,2022-05-18,0
TSHP00850,2022-05-18,0
TSHP01852,2022-05-18,0
TSHP02029,2022-05-18,1
TSHP00612,2022-05-18,1
TSHP00401,2022-05-18,0
TSHP01160,2022-05-18,0
TSHP00529,2022-05-18,0
TSHP01778,2022-05-18,0
TSHP00117,2022-05-18,0
TSHP01044,2022-05-19,0
TSHP00706,2022-05-19,1
TSHP00618,2022-05-19,1
TSHP01839,2022-05-19,0
TSHP01890,2022-05-19,0
TSHP00888,2022-05-19,0
TSHP02145,2022-05-19,0
TSHP00140,2022-05-19,0
TSHP01628,2022-05-20,1
TSHP02144,2022-05-20,1
TSHP02156,2022-05-20,1
TSHP00963,2022-05-20,0
TSHP00639,2022-05-20,1
TSHP02488,2022-05-21,0
TSHP01494,2022-05-21,0
TSHP00145,2022-05-21,1
TSHP01930,2022-05-21,0
TSHP01759,2022-05-21,0
TSHP00386,2022-05-21,0
TSHP02235,2022-05-21,0
TSHP02138,2022-05-22,0
TSHP01489,2022-05-22,0
TSHP02092,2022-05-22,0
TSHP00054,2022-05-22,0
TSHP01110,2022-05-23,0
TSHP01831,2022-05-23,0
TSHP01962,2022-05-23,0
TSHP02373,2022-05-23,0
TSHP01976,2022-05-24,1
TSHP02068,2022-05-24,0
TSHP02467,2022-05-24,0
TSHP01722,2022-05-24,0
TSHP01347,2022-05-24,1
TSHP01119,2022-05-24,0
TSHP01158,2022-05-24,0
TSHP02322,2022-05-24,1
TSHP02333,2022-05-25,1
TSHP00313,2022-05-25,1
TSHP00251,2022-05-25,0
TSHP00459,2022-05-25,0
TSHP01761,2022-05-25,0
TSHP01130,2022-05-25,0
TSHP01960,2022-05-25,0
TSHP00538,2022-05-25,1
TSHP00405,2022-05-25,1
TSHP00958,2022-05-25,1
TSHP01985,2022-05-25,0
TSHP01235,2022-05-26,0
TSHP01775,2022-05-26,0
TSHP01928,2022-05-26,0
TSHP01171,2022-05-26,1
TSHP01190,2022-05-26,0
TSHP01376,2022-05-26,1
TSHP01788,2022-05-26,0
TSHP02294,2022-05-27,0
TSHP00533,2022-05-27,0
TSHP00741,2022-05-27,0
TSHP02056,2022-05-27,1
TSHP00874,2022-05-27,0
TSHP02177,2022-05-28,0
TSHP01651,2022-05-28,0
TSHP02479,2022-05-28,0
TSHP00299,2022-05-28,0
TSHP02196,2022-05-28,0
TSHP02006,2022-05-29,1
TSHP00549,2022-05-29,1
TSHP01187,2022-05-29,1
TSHP01274,2022-05-29,1
TSHP02097,2022-05-29,0
TSHP02438,2022-05-29,0
TSHP00980,2022-05-29,1
TSHP01423,2022-05-29,0
TSHP00994,2022-05-30,0
TSHP00552,2022-05-30,1
TSHP02270,2022-05-30,0
TSHP01080,2022-05-30,0
TSHP02166,2022-05-30,0
TSHP02296,2022-05-30,1
TSHP00532,2022-05-30,1
TSHP01455,2022-05-31,1
TSHP00036,2022-05-31,0
TSHP00843,2022-05-31,1
TSHP01049,2022-05-31,0
TSHP01473,2022-05-31,0
TSHP00761,2022-05-31,0
TSHP01167,2022-05-31,1
TSHP02218,2022-05-31,0
TSHP02023,2022-06-01,0
TSHP01341,2022-06-01,0
TSHP00031,2022-06-01,1
TSHP01530,2022-06-01,1
TSHP01296,2022-06-02,0
TSHP01265,2022-06-02,1
TSHP02055,2022-06-02,0
TSHP00161,2022-06-02,0
TSHP00283,2022-06-02,1
TSHP01315,2022-06-02,0
TSHP01242,2022-06-02,0
TSHP01879,2022-06-02,0
TSHP01693,2022-06-03,0
TSHP02181,2022-06-03,0
TSHP01239,2022-06-03,0
TSHP00566,2022-06-03,0
TSHP02152,2022-06-03,1
TSHP01971,2022-06-03,0
TSHP00498,2022-06-03,0
TSHP00277,2022-06-03,1
TSHP01771,2022-06-03,0
TSHP00460,2022-06-04,0
TSHP01344,2022-06-04,0
TSHP00787,2022-06-04,0
TSHP00269,2022-06-04,1
TSHP01379,2022-06-04,1
TSHP00625,2022-06-04,0
TSHP01989,2022-06-04,0
TSHP02176,2022-06-04,0
TSHP01840,2022-06-05,0
TSHP01993,2022-06-05,0
TSHP01219,2022-06-05,0
TSHP00393,2022-06-05,1
TSHP00546,2022-06-05,0
TSHP00323,2022-06-05,0
TSHP00475,2022-06-05,0
TSHP01670,2022-06-05,0
TSHP01881,2022-06-06,1
TSHP02403,2022-06-06,1
TSHP02473,2022-06-06,1
TSHP00411,2022-06-06,0
TSHP02146,2022-06-06,1
TSHP00391,2022-06-06,0
TSHP00816,2022-06-06,0
TSHP00820,2022-06-06,1
TSHP00265,2022-06-06,0
TSHP01202,2022-06-06,1
TSHP01946,2022-06-06,1
TSHP00845,2022-06-07,1
TSHP01382,2022-06-07,0
TSHP02100,2022-06-07,1
TSHP00471,2022-06-07,1
TSHP00048,2022-06-07,0
TSHP00260,2022-06-07,0
TSHP00010,2022-06-07,0
TSHP00194,2022-06-07,0
TSHP00965,2022-06-07,1
TSHP02370,2022-06-08,0
TSHP01891,2022-06-08,0
TSHP02140,2022-06-08,0
TSHP00394,2022-06-08,0
TSHP01170,2022-06-08,0
TSHP00212,2022-06-08,0
TSHP01573,2022-06-08,1
TSHP02044,2022-06-08,1
TSHP00045,2022-06-09,1
TSHP01685,2022-06-09,0
TSHP00028,2022-06-09,0
TSHP01774,2022-06-09,0
TSHP02441,2022-06-09,0
TSHP01469,2022-06-09,0
TSHP01587,2022-06-09,0
TSHP00090,2022-06-09,0
TSHP01875,2022-06-10,0
TSHP01309,2022-06-10,0
TSHP00047,2022-06-10,0
TSHP02308,2022-06-10,0
TSHP02037,2022-06-10,0
TSHP00810,2022-06-11,1
TSHP01445,2022-06-11,0
TSHP02359,2022-06-11,0
TSHP02435,2022-06-11,0
TSHP00162,2022-06-11,0
TSHP00005,2022-06-12,1
TSHP01933,2022-06-12,0
TSHP01959,2022-06-12,0
TSHP00907,2022-06-12,1
TSHP00236,2022-06-13,0
TSHP00807,2022-06-13,0
TSHP01109,2022-06-13,0
TSHP02093,2022-06-13,0
TSHP00365,2022-06-13,0
TSHP01116,2022-06-13,0
TSHP01898,2022-06-13,1
TSHP01917,2022-06-13,0
TSHP00995,2022-06-14,0
TSHP00633,2022-06-14,0
TSHP00292,2022-06-14,0
TSHP00276,2022-06-14,1
TSHP00486,2022-06-14,1
TSHP00938,2022-06-14,0
TSHP01814,2022-06-14,0
TSHP00879,2022-06-14,0
TSHP01754,2022-06-15,1
TSHP00593,2022-06-15,0
TSHP02094,2022-06-15,1
TSHP01074,2022-06-15,0
TSHP01949,2022-06-15,1
TSHP01436,2022-06-15,0
TSHP01104,2022-06-16,0
TSHP01007,2022-06-16,0
TSHP00916,2022-06-16,1
TSHP01747,2022-06-16,1
TSHP02351,2022-06-16,1
TSHP01708,2022-06-16,0
TSHP00962,2022-06-17,0
TSHP01868,2022-06-17,0
TSHP01416,2022-06-17,1
TSHP01398,2022-06-17,0
TSHP00018,2022-06-17,0
TSHP00497,2022-06-17,0
TSHP01568,2022-06-17,0
TSHP01211,2022-06-17,0
TSHP01346,2022-06-18,0
TSHP02361,2022-06-18,0
TSHP01784,2022-06-18,0
TSHP00037,2022-06-18,1
TSHP00982,2022-06-19,0
TSHP00573,2022-06-19,1
TSHP01810,2022-06-19,0
TSHP00770,2022-06-19,0
TSHP01874,2022-06-19,0
TSHP02343,2022-06-19,0
TSHP01823,2022-06-19,0
TSHP02133,2022-06-19,0
TSHP01535,2022-06-19,0
TSHP01443,2022-06-20,1
TSHP01308,2022-06-20,1
TSHP02276,2022-06-20,1
TSHP00233,2022-06-20,1
TSHP00452,2022-06-20,0
TSHP00163,2022-06-20,0
TSHP01488,2022-06-20,0
TSHP00435,2022-06-20,0
TSHP00631,2022-06-20,0
TSHP01724,2022-06-21,0
TSHP01050,2022-06-21,0
TSHP00336,2022-06-21,1
TSHP02113,2022-06-21,1
TSHP00516,2022-06-21,0
TSHP01479,2022-06-21,1
TSHP00170,2022-06-21,0
TSHP01383,2022-06-21,0
TSHP00439,2022-06-21,0
TSHP00517,2022-06-21,0
TSHP02148,2022-06-22,0
TSHP01446,2022-06-22,0
TSHP01936,2022-06-22,0
TSHP00074,2022-06-22,0
TSHP02063,2022-06-22,0
TSHP01562,2022-06-22,0
TSHP01636,2022-06-22,1
TSHP01216,2022-06-22,1
TSHP01637,2022-06-22,1
TSHP01878,2022-06-23,1
TSHP02123,2022-06-23,0
TSHP00858,2022-06-23,1
TSHP01795,2022-06-23,1
TSHP01126,2022-06-23,0
TSHP01300,2022-06-23,0
TSHP02079,2022-06-23,0
TSHP00118,2022-06-23,1
TSHP01228,2022-06-23,0
TSHP02135,2022-06-24,1
TSHP01199,2022-06-24,0
TSHP01258,2022-06-24,0
TSHP00803,2022-06-24,1
TSHP02147,2022-06-24,0
TSHP01429,2022-06-24,0
TSHP02295,2022-06-25,1
TSHP02263,2022-06-25,0
TSHP02395,2022-06-25,1
TSHP01717,2022-06-25,1
TSHP02313,2022-06-25,0
TSHP01640,2022-06-26,0
TSHP00624,2022-06-26,1
TSHP02089,2022-06-26,0
TSHP00948,2022-06-26,0
TSHP01020,2022-06-26,0
TSHP01563,2022-06-26,0
TSHP00053,2022-06-26,1
TSHP02466,2022-06-26,0
TSHP00096,2022-06-26,0
TSHP00186,2022-06-26,0
TSHP01944,2022-06-26,0
TSHP02299,2022-06-27,0
TSHP00711,2022-06-27,0
TSHP00561,2022-06-27,0
TSHP00841,2022-06-27,1
TSHP02282,2022-06-27,1
TSHP01464,2022-06-27,0
TSHP00822,2022-06-27,0
TSHP00647,2022-06-27,1
TSHP00920,2022-06-27,0
TSHP00996,2022-06-27,0
TSHP01781,2022-06-27,0
TSHP01899,2022-06-28,0
TSHP01557,2022-06-28,0
TSHP01259,2022-06-28,0
TSHP00635,2022-06-28,0
TSHP01188,2022-06-28,0
TSHP00120,2022-06-28,0
TSHP01980,2022-06-28,0
TSHP00799,2022-06-29,0
TSHP00780,2022-06-29,1
TSHP01222,2022-06-29,0
TSHP02399,2022-06-29,0
TSHP02353,2022-06-29,0
TSHP00547,2022-06-30,0
TSHP02052,2022-06-30,0
TSHP02126,2022-06-30,0
TSHP02229,2022-06-30,1
TSHP01582,2022-06-30,0
TSHP00202,2022-06-30,0
TSHP00158,2022-06-30,0
TSHP00838,2022-06-30,1
TSHP00400,2022-06-30,0
TSHP01057,2022-06-30,0
TSHP02159,2022-06-30,0
TSHP01420,2022-06-30,0
TSHP00425,2022-06-30,0
TSHP01676,2022-06-30,0
TSHP00651,2022-07-01,1
TSHP01328,2022-07-01,0
TSHP00875,2022-07-01,1
TSHP01227,2022-07-01,0
TSHP00006,2022-07-01,0
TSHP00282,2022-07-02,0
TSHP01129,2022-07-02,1
TSHP01886,2022-07-02,1
TSHP00208,2022-07-02,1
TSHP01075,2022-07-02,0
TSHP02302,2022-07-02,1
TSHP01166,2022-07-02,0
TSHP01951,2022-07-02,0
TSHP01673,2022-07-02,0
TSHP02199,2022-07-03,0
TSHP01115,2022-07-03,0
TSHP00480,2022-07-03,0
TSHP02436,2022-07-03,0
TSHP02328,2022-07-03,1
TSHP00660,2022-07-03,0
TSHP01184,2022-07-03,0
TSHP00627,2022-07-03,0
TSHP00437,2022-07-04,0
TSHP01655,2022-07-04,0
TSHP00210,2022-07-04,1
TSHP00134,2022-07-04,0
TSHP00080,2022-07-04,0
TSHP00267,2022-07-04,0
TSHP00324,2022-07-04,0
TSHP00275,2022-07-04,0
TSHP00718,2022-07-05,1
TSHP01519,2022-07-05,0
TSHP01546,2022-07-05,0
TSHP00409,2022-07-05,0
TSHP01003,2022-07-05,1
TSHP01041,2022-07-05,0
TSHP00525,2022-07-05,0
TSHP01144,2022-07-06,0
TSHP01290,2022-07-06,1
TSHP01955,2022-07-06,0
TSHP00024,2022-07-06,0
TSHP01977,2022-07-06,1
TSHP00833,2022-07-06,0
TSHP01225,2022-07-06,0
TSHP01294,2022-07-06,0
TSHP00441,2022-07-07,0
TSHP01559,2022-07-07,0
TSHP01023,2022-07-07,0
TSHP00367,2022-07-08,0
TSHP02247,2022-07-08,1
TSHP00856,2022-07-08,1
TSHP00131,2022-07-08,0
TSHP00889,2022-07-08,1
TSHP01058,2022-07-09,0
TSHP02190,2022-07-09,0
TSHP01855,2022-07-09,1
TSHP02188,2022-07-09,0
TSHP01584,2022-07-10,0
TSHP00705,2022-07-10,0
TSHP00808,2022-07-10,0
TSHP01997,2022-07-10,0
TSHP00436,2022-07-10,0
TSHP00562,2022-07-10,1
TSHP00776,2022-07-11,1
TSHP01312,2022-07-11,0
TSHP01013,2022-07-11,0
TSHP01111,2022-07-11,1
TSHP00345,2022-07-11,1
TSHP00179,2022-07-11,0
TSHP00039,2022-07-12,0
TSHP01817,2022-07-12,1
TSHP00821,2022-07-12,0
TSHP01465,2022-07-12,1
TSHP01912,2022-07-12,1
TSHP00971,2022-07-12,0
TSHP00620,2022-07-12,0
TSHP02169,2022-07-12,0
TSHP00423,2022-07-13,0
TSHP00063,2022-07-13,0
TSHP00753,2022-07-13,0
TSHP00997,2022-07-13,0
TSHP00708,2022-07-13,0
TSHP01450,2022-07-13,0
TSHP00068,2022-07-13,1
TSHP00091,2022-07-13,0
TSHP00574,2022-07-14,0
TSHP02141,2022-07-14,0
TSHP00181,2022-07-14,0
TSHP00905,2022-07-14,0
TSHP01339,2022-07-14,1
TSHP01994,2022-07-14,0
TSHP00673,2022-07-14,1
TSHP02114,2022-07-15,0
TSHP00294,2022-07-15,0
TSHP01364,2022-07-15,0
TSHP01302,2022-07-15,0
TSHP02139,2022-07-15,1
TSHP01678,2022-07-15,0
TSHP00585,2022-07-16,0
TSHP00835,2022-07-16,0
TSHP01758,2022-07-16,1
TSHP00448,2022-07-16,1
TSHP00826,2022-07-16,0
TSHP01746,2022-07-16,1
TSHP01884,2022-07-16,0
TSHP00396,2022-07-17,0
TSHP01580,2022-07-17,0
TSHP00329,2022-07-17,1
TSHP01038,2022-07-17,0
TSHP01456,2022-07-17,0
TSHP01276,2022-07-17,1
TSHP00880,2022-07-17,0
TSHP01289,2022-07-17,0
TSHP00855,2022-07-17,0
TSHP00599,2022-07-17,1
TSHP01864,2022-07-18,1
TSHP01779,2022-07-18,0
TSHP01970,2022-07-18,1
TSHP00876,2022-07-18,0
TSHP01569,2022-07-18,0
TSHP00871,2022-07-18,0
TSHP00906,2022-07-18,0
TSHP02422,2022-07-18,1
TSHP00846,2022-07-18,0
TSHP00692,2022-07-18,1
TSHP00092,2022-07-19,0
TSHP00226,2022-07-19,0
TSHP00904,2022-07-19,0
TSHP01536,2022-07-19,0
TSHP01672,2022-07-19,0
TSHP01495,2022-07-19,0
TSHP00793,2022-07-19,0
TSHP01157,2022-07-19,0
TSHP02162,2022-07-20,1
TSHP02071,2022-07-20,1
TSHP01407,2022-07-20,0
TSHP01957,2022-07-20,0
TSHP01782,2022-07-20,0
TSHP01102,2022-07-20,0
TSHP00873,2022-07-20,0
TSHP02443,2022-07-20,0
TSHP01401,2022-07-21,0
TSHP01619,2022-07-21,1
TSHP02051,2022-07-21,0
TSHP00416,2022-07-21,1
TSHP00986,2022-07-21,0
TSHP00784,2022-07-22,0
TSHP01904,2022-07-22,0
TSHP01807,2022-07-22,0
TSHP01114,2022-07-22,0
TSHP00682,2022-07-22,0
TSHP02416,2022-07-22,0
TSHP00872,2022-07-22,0
TSHP02393,2022-07-22,0
TSHP00374,2022-07-23,0
TSHP02448,2022-07-23,0
TSHP00079,2022-07-23,1
TSHP00033,2022-07-23,0
TSHP01954,2022-07-23,0
TSHP02118,2022-07-24,0
TSHP00956,2022-07-24,0
TSHP00206,2022-07-24,0
TSHP01734,2022-07-24,0
TSHP02423,2022-07-24,0
TSHP00174,2022-07-24,0
TSHP01639,2022-07-24,0
TSHP00527,2022-07-24,0
TSHP01585,2022-07-25,0
TSHP02143,2022-07-25,0
TSHP02185,2022-07-25,1
TSHP01635,2022-07-25,0
TSHP01736,2022-07-25,0
TSHP02130,2022-07-25,0
TSHP01384,2022-07-25,0
TSHP00796,2022-07-25,0
TSHP01342,2022-07-26,0
TSHP02455,2022-07-26,0
TSHP01900,2022-07-26,0
TSHP00609,2022-07-26,0
TSHP00769,2022-07-26,0
TSHP00111,2022-07-26,0
TSHP00990,2022-07-26,0
TSHP01853,2022-07-27,0
TSHP00049,2022-07-27,0
TSHP00650,2022-07-27,1
TSHP02433,2022-07-27,0
TSHP00535,2022-07-28,0
TSHP01707,2022-07-28,0
TSHP01799,2022-07-28,0
TSHP00999,2022-07-28,0
TSHP00523,2022-07-28,0
TSHP01035,2022-07-28,1
TSHP01668,2022-07-29,1
TSHP00298,2022-07-29,0
TSHP02165,2022-07-29,0
TSHP00746,2022-07-29,0
TSHP01431,2022-07-29,0
TSHP02077,2022-07-29,1
TSHP02080,2022-07-29,0
TSHP01856,2022-07-29,0
TSHP01607,2022-07-29,0
TSHP00946,2022-07-29,0
TSHP01134,2022-07-29,0
TSHP02101,2022-07-29,0
TSHP00125,2022-07-30,0
TSHP00657,2022-07-30,0
TSHP00199,2022-07-30,0
TSHP01361,2022-07-30,0
TSHP00154,2022-07-30,0
TSHP00716,2022-07-30,0
TSHP00688,2022-07-30,0
TSHP01725,2022-07-31,1
TSHP00674,2022-07-31,1
TSHP00715,2022-07-31,0
TSHP00867,2022-07-31,1
TSHP00512,2022-07-31,0
TSHP00211,2022-07-31,0
TSHP01412,2022-07-31,0
TSHP01896,2022-07-31,1
TSHP00581,2022-07-31,0
TSHP01052,2022-07-31,1
TSHP01512,2022-07-31,0
TSHP00172,2022-07-31,0
TSHP00663,2022-08-01,0
TSHP00603,2022-08-01,0
TSHP01789,2022-08-01,0
TSHP00242,2022-08-01,0
TSHP01005,2022-08-01,0
TSHP02300,2022-08-01,0
TSHP00150,2022-08-01,0
TSHP02494,2022-08-01,0
TSHP02246,2022-08-02,0
TSHP01403,2022-08-02,1
TSHP01880,2022-08-02,0
TSHP01034,2022-08-02,1
TSHP01612,2022-08-02,0
TSHP00146,2022-08-02,0
TSHP01532,2022-08-02,1
TSHP02184,2022-08-02,0
TSHP01666,2022-08-02,0
TSHP00698,2022-08-02,0
TSHP01932,2022-08-02,0
TSHP00680,2022-08-02,0
TSHP02099,2022-08-03,0
TSHP02201,2022-08-03,1
TSHP01392,2022-08-03,0
TSHP00189,2022-08-03,1
TSHP02171,2022-08-03,1
TSHP00760,2022-08-03,0
TSHP00377,2022-08-03,1
TSHP01718,2022-08-03,0
TSHP01314,2022-08-04,1
TSHP00343,2022-08-04,1
TSHP00239,2022-08-04,0
TSHP00392,2022-08-04,0
TSHP00177,2022-08-05,0
TSHP00167,2022-08-05,0
TSHP00364,2022-08-05,1
TSHP01558,2022-08-05,1
TSHP01869,2022-08-05,0
TSHP00333,2022-08-05,1
TSHP00287,2022-08-05,0
TSHP02390,2022-08-05,1
TSHP02459,2022-08-06,1
TSHP01349,2022-08-06,0
TSHP01792,2022-08-06,0
TSHP01641,2022-08-06,1
TSHP00307,2022-08-06,1
TSHP00750,2022-08-06,0
TSHP02305,2022-08-06,0
TSHP02041,2022-08-06,0
TSHP00510,2022-08-07,0
TSHP00100,2022-08-07,0
TSHP02336,2022-08-07,0
TSHP01927,2022-08-07,0
TSHP02124,2022-08-07,0
TSHP02180,2022-08-07,0
TSHP01892,2022-08-07,0
TSHP02128,2022-08-08,0
TSHP00414,2022-08-08,0
TSHP01889,2022-08-08,1
TSHP00398,2022-08-08,1
TSHP00155,2022-08-08,0
TSHP02380,2022-08-09,0
TSHP01091,2022-08-09,0
TSHP02168,2022-08-09,0
TSHP00262,2022-08-09,0
TSHP00227,2022-08-09,1
TSHP01180,2022-08-09,0
TSHP00656,2022-08-09,0
TSHP00418,2022-08-09,0
TSHP00940,2022-08-09,0
TSHP01523,2022-08-09,0
TSHP01614,2022-08-09,0
TSHP01586,2022-08-10,0
TSHP01009,2022-08-10,1
TSHP00676,2022-08-10,0
TSHP01611,2022-08-10,0
TSHP01866,2022-08-10,0
TSHP00556,2022-08-11,0
TSHP01181,2022-08-11,0
TSHP01836,2022-08-11,0
TSHP01937,2022-08-11,0
TSHP00621,2022-08-11,0
TSHP01861,2022-08-12,1
TSHP00126,2022-08-12,0
TSHP00115,2022-08-12,0
TSHP00935,2022-08-12,1
TSHP02483,2022-08-12,0
TSHP01870,2022-08-13,0
TSHP01371,2022-08-13,0
TSHP00316,2022-08-13,0
TSHP01524,2022-08-13,1
TSHP01726,2022-08-13,0
TSHP01411,2022-08-13,1
TSHP02075,2022-08-14,0
TSHP02281,2022-08-14,0
TSHP00520,2022-08-14,1
TSHP01354,2022-08-14,0
TSHP01169,2022-08-15,0
TSHP02445,2022-08-15,0
TSHP00998,2022-08-15,0
TSHP00201,2022-08-15,1
TSHP00476,2022-08-16,0
TSHP00586,2022-08-16,1
TSHP00789,2022-08-16,0
TSHP02243,2022-08-16,0
TSHP01238,2022-08-16,1
TSHP00654,2022-08-16,0
TSHP02389,2022-08-16,0
TSHP02109,2022-08-16,1
TSHP01019,2022-08-17,0
TSHP00415,2022-08-17,0
TSHP01391,2022-08-17,0
TSHP00544,2022-08-17,0
TSHP00152,2022-08-17,0
TSHP00325,2022-08-17,0
TSHP01862,2022-08-17,0
TSHP00060,2022-08-17,0
TSHP01963,2022-08-17,0
TSHP00563,2022-08-17,0
TSHP00014,2022-08-18,0
TSHP02487,2022-08-18,0
TSHP00470,2022-08-18,0
TSHP02087,2022-08-18,0
TSHP00696,2022-08-18,1
TSHP00300,2022-08-18,0
TSHP01737,2022-08-18,0
TSHP02344,2022-08-18,0
TSHP00171,2022-08-18,0
TSHP00783,2022-08-19,1
TSHP00729,2022-08-19,0
TSHP01606,2022-08-19,0
TSHP01662,2022-08-19,0
TSHP00001,2022-08-19,0
TSHP01515,2022-08-19,1
TSHP01071,2022-08-19,0
TSHP00301,2022-08-19,0
TSHP02387,2022-08-19,0
TSHP01764,2022-08-19,0
TSHP02050,2022-08-19,0
TSHP00848,2022-08-20,0
TSHP00600,2022-08-20,0
TSHP01417,2022-08-20,0
TSHP02284,2022-08-20,0
TSHP01914,2022-08-20,1
TSHP01610,2022-08-20,0
TSHP02429,2022-08-20,0
TSHP00395,2022-08-21,0
TSHP02179,2022-08-21,0
TSHP00598,2022-08-21,0
TSHP00289,2022-08-21,1
TSHP00678,2022-08-22,0
TSHP01208,2022-08-22,0
TSHP00255,2022-08-22,1
TSHP00952,2022-08-22,0
TSHP00410,2022-08-22,0
TSHP01461,2022-08-22,0
TSHP01702,2022-08-22,0
TSHP02129,2022-08-22,0
TSHP01288,2022-08-22,0
TSHP01131,2022-08-22,1
TSHP00035,2022-08-23,0
TSHP00691,2022-08-23,0
TSHP01507,2022-08-23,0
TSHP01683,2022-08-23,0
TSHP02257,2022-08-23,0
TSHP02107,2022-08-23,0
TSHP01755,2022-08-23,0
TSHP01325,2022-08-23,0
TSHP01419,2022-08-24,1
TSHP00326,2022-08-24,0
TSHP01929,2022-08-24,0
TSHP00686,2022-08-24,0
TSHP01844,2022-08-24,0
TSHP01438,2022-08-24,0
TSHP00407,2022-08-24,1
TSHP01124,2022-08-25,0
TSHP01213,2022-08-25,0
TSHP00378,2022-08-25,0
TSHP00112,2022-08-25,1
TSHP01205,2022-08-25,0
TSHP00491,2022-08-25,0
TSHP01948,2022-08-26,1
TSHP02363,2022-08-26,0
TSHP00548,2022-08-26,0
TSHP01806,2022-08-26,0
TSHP01332,2022-08-26,0
TSHP00180,2022-08-26,0
TSHP00910,2022-08-26,0
TSHP01056,2022-08-26,1
TSHP01705,2022-08-26,0
TSHP01054,2022-08-27,0
TSHP01763,2022-08-27,0
TSHP00261,2022-08-27,0
TSHP01386,2022-08-27,1
TSHP00348,2022-08-27,0
TSHP00078,2022-08-27,0
TSHP00864,2022-08-27,1
TSHP00069,2022-08-27,0
TSHP02167,2022-08-27,1
TSHP00149,2022-08-27,1
TSHP01687,2022-08-28,0
TSHP00022,2022-08-28,0
TSHP00812,2022-08-28,1
TSHP01248,2022-08-28,0
TSHP00734,2022-08-28,1
TSHP00941,2022-08-28,0
TSHP00412,2022-08-28,1
TSHP01221,2022-08-28,0
TSHP01832,2022-08-29,1
TSHP02187,2022-08-29,1
TSHP02283,2022-08-29,0
TSHP00302,2022-08-29,0
TSHP00837,2022-08-29,1
TSHP00714,2022-08-29,0
TSHP00722,2022-08-30,1
TSHP01357,2022-08-30,1
TSHP01646,2022-08-30,1
TSHP00371,2022-08-30,0
TSHP00701,2022-08-30,0
TSHP01851,2022-08-31,1
TSHP02437,2022-08-31,1
TSHP00675,2022-08-31,0
TSHP01841,2022-08-31,1
TSHP00216,2022-08-31,1
TSHP01723,2022-08-31,0
TSHP02425,2022-08-31,0
TSHP00025,2022-08-31,1
TSHP01192,2022-08-31,1
TSHP02215,2022-08-31,0
TSHP02310,2022-08-31,0
TSHP01298,2022-08-31,0
TSHP00885,2022-09-01,0
TSHP00247,2022-09-01,1
TSHP01909,2022-09-01,0
TSHP00122,2022-09-01,1
TSHP01471,2022-09-01,1
TSHP01901,2022-09-01,0
TSHP01505,2022-09-01,0
TSHP01950,2022-09-02,1
TSHP01729,2022-09-02,0
TSHP01063,2022-09-02,1
TSHP02088,2022-09-02,0
