ID,SUPPLIER_BUSINESS_ID,CUSTOMER_BUSINESS_ID,SKU_ID,QUANTITY,ORIGIN_SITE_ID,DESTINATION_SITE_ID,OPERATION_ID,ORDER_DATE,SHIP_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,DELAY_DAYS,FISCAL_QUARTER,FISCAL_YEAR
SHP0181,B006,B011,SKU004,83,S006,S011,OP031,2024-01-08,2024-01-10,2024-01-18,2024-01-17,DELIVERED,0,Q1-2024,2024
SHP0182,B006,B008,SKU004,117,S006,S008,OP028,2024-01-27,2024-01-28,2024-02-04,2024-02-04,DELIVERED,0,Q1-2024,2024
SHP0183,B006,B010,SKU005,164,S006,S010,OP030,2024-07-04,2024-07-07,2024-07-13,2024-07-13,DELIVERED,0,Q3-2024,2024
SHP0184,B006,B009,SKU005,167,S006,S009,OP029,2024-11-25,2024-11-26,2024-11-28,2024-11-27,DELIVERED,0,Q4-2024,2024
SHP0185,B022,B031,SKU005,68,S022,S031,OP039,2024-02-11,2024-02-13,2024-02-19,2024-02-19,DELIVERED,0,Q1-2024,2024
SHP0186,B026,B028,SKU005,147,S026,S028,OP024,2024-11-01,2024-11-04,2024-11-08,2024-11-08,DELIVERED,0,Q4-2024,2024
SHP0187,B006,B011,SKU004,160,S006,S011,OP031,2024-08-19,2024-08-20,2024-08-25,2024-08-24,DELIVERED,0,Q3-2024,2024
SHP0188,B021,B030,SKU005,236,S021,S030,OP036,2024-02-18,2024-02-20,2024-02-25,2024-02-24,DELIVERED,0,Q1-2024,2024
SHP0189,B027,B029,SKU004,225,S027,S029,OP027,2024-08-30,2024-08-31,2024-09-02,2024-09-02,DELIVERED,0,Q3-2024,2024
SHP0190,B021,B031,SKU004,240,S021,S031,OP037,2024-07-09,2024-07-10,2024-07-16,2024-07-25,DELAYED,9,Q3-2024,2024
SHP0191,B023,B031,SKU005,221,S023,S031,OP041,2024-03-03,2024-03-05,2024-03-09,2024-03-08,DELIVERED,0,Q1-2024,2024
SHP0192,B006,B009,SKU005,203,S006,S009,OP029,2024-06-08,2024-06-10,2024-06-12,2024-06-12,DELIVERED,0,Q2-2024,2024
SHP0193,B007,B008,SKU005,107,S007,S008,OP032,2024-02-25,2024-02-27,2024-03-06,2024-03-06,DELIVERED,0,Q1-2024,2024
SHP0194,B026,B028,SKU004,256,S026,S028,OP024,2024-08-07,2024-08-10,2024-08-18,2024-08-18,DELIVERED,0,Q3-2024,2024
SHP0195,B026,B028,SKU004,96,S026,S028,OP024,2024-05-19,2024-05-22,2024-05-30,2024-05-29,DELIVERED,0,Q2-2024,2024
SHP0196,B027,B029,SKU004,96,S027,S029,OP027,2024-03-14,2024-03-17,2024-03-24,2024-03-24,DELIVERED,0,Q1-2024,2024
SHP0197,B006,B008,SKU004,241,S006,S008,OP028,2024-09-28,2024-09-29,2024-10-04,2024-10-03,DELIVERED,0,Q3-2024,2024
SHP0198,B007,B009,SKU005,129,S007,S009,OP033,2024-06-15,2024-06-18,2024-06-24,2024-06-24,DELIVERED,0,Q2-2024,2024
SHP0199,B007,B008,SKU004,243,S007,S008,OP032,2024-11-12,2024-11-13,2024-11-20,2024-11-19,DELIVERED,0,Q4-2024,2024
SHP0200,B022,B031,SKU005,156,S022,S031,OP039,2024-05-19,2024-05-20,2024-05-28,2024-05-27,DELIVERED,0,Q2-2024,2024
SHP0201,B021,B031,SKU004,122,S021,S031,OP037,2024-12-13,2024-12-16,2024-12-22,,IN_TRANSIT,,Q4-2024,2024
SHP0202,B006,B009,SKU004,102,S006,S009,OP029,2024-06-03,2024-06-04,2024-06-12,2024-06-11,DELIVERED,0,Q2-2024,2024
SHP0203,B026,B029,SKU005,80,S026,S029,OP025,2024-01-04,2024-01-06,2024-01-13,2024-01-13,DELIVERED,0,Q1-2024,2024
SHP0204,B021,B030,SKU004,178,S021,S030,OP036,2024-10-13,2024-10-16,2024-10-24,2024-10-24,DELIVERED,0,Q4-2024,2024
SHP0205,B021,B031,SKU004,167,S021,S031,OP037,2024-02-09,2024-02-11,2024-02-17,2024-02-16,DELIVERED,0,Q1-2024,2024
SHP0206,B021,B031,SKU005,79,S021,S031,OP037,2024-07-26,2024-07-27,2024-07-31,2024-07-30,DELIVERED,0,Q3-2024,2024
SHP0207,B027,B029,SKU004,161,S027,S029,OP027,2024-02-24,2024-02-25,2024-03-01,2024-03-01,DELIVERED,0,Q1-2024,2024
SHP0208,B021,B030,SKU005,240,S021,S030,OP036,2024-06-22,2024-06-23,2024-06-27,2024-06-27,DELIVERED,0,Q2-2024,2024
SHP0209,B023,B030,SKU004,185,S023,S030,OP040,2024-09-18,2024-09-19,2024-09-27,2024-09-27,DELIVERED,0,Q3-2024,2024
SHP0210,B007,B011,SKU004,87,S007,S011,OP035,2024-05-11,2024-05-12,2024-05-15,2024-05-15,DELIVERED,0,Q2-2024,2024
SHP0211,B007,B009,SKU005,168,S007,S009,OP033,2024-10-15,2024-10-18,2024-10-23,2024-10-22,DELIVERED,0,Q4-2024,2024
SHP0212,B027,B028,SKU004,162,S027,S028,OP026,2024-02-04,2024-02-06,2024-02-11,2024-02-10,DELIVERED,0,Q1-2024,2024
SHP0213,B006,B009,SKU005,179,S006,S009,OP029,2024-02-07,2024-02-09,2024-02-14,2024-02-14,DELIVERED,0,Q1-2024,2024
SHP0214,B027,B029,SKU005,69,S027,S029,OP027,2024-11-26,2024-11-27,2024-12-03,2024-12-03,DELIVERED,0,Q4-2024,2024
SHP0215,B007,B010,SKU005,204,S007,S010,OP034,2024-08-31,2024-09-03,2024-09-06,2024-09-05,DELIVERED,0,Q3-2024,2024
SHP0216,B006,B011,SKU005,232,S006,S011,OP031,2024-02-13,2024-02-16,2024-02-23,2024-02-23,DELIVERED,0,Q1-2024,2024
SHP0217,B022,B030,SKU005,184,S022,S030,OP038,2024-09-24,2024-09-27,2024-09-30,2024-09-29,DELIVERED,0,Q3-2024,2024
SHP0218,B021,B030,SKU005,248,S021,S030,OP036,2024-06-22,2024-06-25,2024-07-01,2024-07-07,DELAYED,6,Q2-2024,2024
SHP0219,B006,B010,SKU005,74,S006,S010,OP030,2024-10-12,2024-10-15,2024-10-20,2024-10-20,DELIVERED,0,Q4-2024,2024
SHP0220,B027,B028,SKU004,199,S027,S028,OP026,2024-12-05,2024-12-06,2024-12-10,,IN_TRANSIT,,Q4-2024,2024
SHP0221,B006,B010,SKU005,193,S006,S010,OP030,2024-07-11,2024-07-14,2024-07-22,2024-07-22,DELIVERED,0,Q3-2024,2024
SHP0222,B023,B030,SKU004,215,S023,S030,OP040,2024-12-09,2024-12-11,2024-12-17,2024-12-17,DELIVERED,0,Q4-2024,2024
SHP0223,B027,B028,SKU005,99,S027,S028,OP026,2024-04-25,2024-04-26,2024-04-29,2024-04-29,DELIVERED,0,Q2-2024,2024
SHP0224,B023,B030,SKU004,219,S023,S030,OP040,2024-06-21,2024-06-24,2024-06-27,2024-06-27,DELIVERED,0,Q2-2024,2024
SHP0225,B007,B009,SKU004,262,S007,S009,OP033,2024-11-15,2024-11-16,2024-11-23,2024-11-23,DELIVERED,0,Q4-2024,2024
SHP0226,B022,B030,SKU005,242,S022,S030,OP038,2024-08-17,2024-08-18,2024-08-24,2024-08-23,DELIVERED,0,Q3-2024,2024
SHP0227,B007,B010,SKU005,223,S007,S010,OP034,2024-10-19,2024-10-21,2024-10-26,2024-10-25,DELIVERED,0,Q4-2024,2024
SHP0228,B007,B009,SKU004,255,S007,S009,OP033,2024-11-05,2024-11-06,2024-11-14,2024-11-13,DELIVERED,0,Q4-2024,2024
SHP0229,B023,B031,SKU004,232,S023,S031,OP041,2024-09-21,2024-09-22,2024-09-26,2024-09-29,DELAYED,3,Q3-2024,2024
SHP0230,B026,B028,SKU005,281,S026,S028,OP024,2024-09-19,2024-09-20,2024-09-28,2024-09-28,DELIVERED,0,Q3-2024,2024
SHP0231,B022,B030,SKU005,288,S022,S030,OP038,2024-01-14,2024-01-16,2024-01-18,2024-01-17,DELIVERED,0,Q1-2024,2024
SHP0232,B007,B011,SKU005,70,S007,S011,OP035,2024-07-10,2024-07-11,2024-07-13,2024-07-13,DELIVERED,0,Q3-2024,2024
SHP0233,B027,B028,SKU004,85,S027,S028,OP026,2024-01-20,2024-01-22,2024-01-30,2024-01-30,DELIVERED,0,Q1-2024,2024
SHP0234,B022,B031,SKU005,207,S022,S031,OP039,2024-01-03,2024-01-04,2024-01-06,2024-01-06,DELIVERED,0,Q1-2024,2024
SHP0235,B023,B031,SKU005,78,S023,S031,OP041,2024-05-27,2024-05-28,2024-06-01,2024-06-01,DELIVERED,0,Q2-2024,2024
SHP0236,B021,B031,SKU005,66,S021,S031,OP037,2024-02-26,2024-02-28,2024-03-05,2024-03-05,DELIVERED,0,Q1-2024,2024
SHP0237,B007,B008,SKU005,159,S007,S008,OP032,2024-01-01,2024-01-04,2024-01-08,2024-01-07,DELIVERED,0,Q1-2024,2024
SHP0238,B007,B009,SKU004,184,S007,S009,OP033,2024-07-03,2024-07-04,2024-07-10,2024-07-10,DELIVERED,0,Q3-2024,2024
SHP0239,B021,B030,SKU005,61,S021,S030,OP036,2024-11-21,2024-11-23,2024-11-27,,IN_TRANSIT,,Q4-2024,2024
SHP0240,B006,B011,SKU005,84,S006,S011,OP031,2024-01-23,2024-01-25,2024-01-31,2024-01-31,DELIVERED,0,Q1-2024,2024
SHP0241,B022,B030,SKU005,211,S022,S030,OP038,2024-04-03,2024-04-04,2024-04-06,2024-04-05,DELIVERED,0,Q2-2024,2024
SHP0242,B006,B009,SKU005,101,S006,S009,OP029,2024-01-23,2024-01-24,2024-01-26,2024-01-25,DELIVERED,0,Q1-2024,2024
SHP0243,B023,B030,SKU005,258,S023,S030,OP040,2024-10-05,2024-10-07,2024-10-11,2024-10-15,DELAYED,4,Q4-2024,2024
SHP0244,B026,B029,SKU005,270,S026,S029,OP025,2024-01-25,2024-01-28,2024-02-01,2024-01-31,DELIVERED,0,Q1-2024,2024
SHP0245,B021,B031,SKU005,240,S021,S031,OP037,2024-08-13,2024-08-15,2024-08-19,2024-08-18,DELIVERED,0,Q3-2024,2024
SHP0246,B022,B031,SKU005,286,S022,S031,OP039,2024-09-22,2024-09-24,2024-10-02,2024-10-09,DELAYED,7,Q3-2024,2024
SHP0247,B006,B010,SKU005,204,S006,S010,OP030,2024-04-02,2024-04-05,2024-04-09,2024-04-09,DELIVERED,0,Q2-2024,2024
SHP0248,B027,B028,SKU005,128,S027,S028,OP026,2024-08-16,2024-08-19,2024-08-26,2024-08-25,DELIVERED,0,Q3-2024,2024
SHP0249,B027,B029,SKU005,60,S027,S029,OP027,2024-06-29,2024-07-02,2024-07-07,2024-07-07,DELIVERED,0,Q2-2024,2024
SHP0250,B006,B010,SKU005,143,S006,S010,OP030,2024-09-19,2024-09-22,2024-09-29,2024-09-29,DELIVERED,0,Q3-2024,2024
SHP0251,B006,B008,SKU004,267,S006,S008,OP028,2024-11-07,2024-11-10,2024-11-18,2024-11-26,DELAYED,8,Q4-2024,2024
SHP0252,B006,B008,SKU005,67,S006,S008,OP028,2024-04-30,2024-05-03,2024-05-07,2024-05-13,DELAYED,6,Q2-2024,2024
SHP0253,B006,B008,SKU005,204,S006,S008,OP028,2024-03-19,2024-03-22,2024-03-27,2024-04-02,DELAYED,6,Q1-2024,2024
SHP0254,B007,B008,SKU005,245,S007,S008,OP032,2024-02-09,2024-02-12,2024-02-15,2024-02-24,DELAYED,9,Q1-2024,2024
SHP0255,B007,B009,SKU004,130,S007,S009,OP033,2024-11-28,2024-11-30,2024-12-03,2024-12-05,DELAYED,2,Q4-2024,2024
SHP0256,B006,B009,SKU005,177,S006,S009,OP029,2024-09-22,2024-09-24,2024-09-30,2024-10-02,DELAYED,2,Q3-2024,2024
SHP0257,B007,B009,SKU005,230,S007,S009,OP033,2024-08-16,2024-08-17,2024-08-23,2024-08-28,DELAYED,5,Q3-2024,2024
SHP0258,B006,B009,SKU005,81,S006,S009,OP029,2024-03-10,2024-03-11,2024-03-16,2024-03-19,DELAYED,3,Q1-2024,2024
SHP0259,B006,B009,SKU004,257,S006,S009,OP029,2024-12-15,2024-12-17,2024-12-24,2024-12-30,DELAYED,6,Q4-2024,2024
SHP0260,B007,B009,SKU005,278,S007,S009,OP033,2024-06-02,2024-06-03,2024-06-10,2024-06-13,DELAYED,3,Q2-2024,2024
SHP0261,B006,B009,SKU004,81,S006,S009,OP029,2024-04-12,2024-04-13,2024-04-16,2024-04-24,DELAYED,8,Q2-2024,2024
SHP0262,B007,B009,SKU004,191,S007,S009,OP033,2024-10-20,2024-10-22,2024-10-27,2024-11-05,DELAYED,9,Q4-2024,2024
