sale_id,date,store_id,item_id,unit_sales,onpromotion
2063,2024-01-28,2,13,11,False
2064,2024-01-28,2,14,18,False
2065,2024-01-28,2,15,14,False
2066,2024-01-28,2,16,14,False
2067,2024-01-28,2,17,27,False
2068,2024-01-28,2,18,29,False
2069,2024-01-28,2,19,20,False
2070,2024-01-28,2,20,17,False
2071,2024-01-28,2,21,17,False
2072,2024-01-28,2,22,14,False
2073,2024-01-28,2,23,10,False
2074,2024-01-28,2,24,8,False
2075,2024-01-28,2,25,18,False
2076,2024-01-28,3,1,24,False
2077,2024-01-28,3,2,19,False
2078,2024-01-28,3,3,10,False
2079,2024-01-28,3,4,22,False
2080,2024-01-28,3,5,14,False
2081,2024-01-28,3,6,26,False
2082,2024-01-28,3,7,12,False
2083,2024-01-28,3,8,26,False
2084,2024-01-28,3,9,8,False
2085,2024-01-28,3,10,19,False
2086,2024-01-28,3,11,12,False
2087,2024-01-28,3,12,17,False
2088,2024-01-28,3,13,7,False
2089,2024-01-28,3,14,14,False
2090,2024-01-28,3,15,8,False
2091,2024-01-28,3,16,11,False
2092,2024-01-28,3,17,12,False
2093,2024-01-28,3,18,16,False
2094,2024-01-28,3,19,21,False
2095,2024-01-28,3,20,9,False
2096,2024-01-28,3,21,7,False
2097,2024-01-28,3,22,7,False
2098,2024-01-28,3,23,7,False
2099,2024-01-28,3,24,0,False
2100,2024-01-28,3,25,8,False
2101,2024-01-29,1,1,31,False
2102,2024-01-29,1,2,31,False
2103,2024-01-29,1,3,23,False
2104,2024-01-29,1,4,33,False
2105,2024-01-29,1,5,15,False
2106,2024-01-29,1,6,34,False
2107,2024-01-29,1,7,30,False
2108,2024-01-29,1,8,39,False
2109,2024-01-29,1,9,18,False
2110,2024-01-29,1,10,33,False
2111,2024-01-29,1,11,48,True
2112,2024-01-29,1,12,38,False
2113,2024-01-29,1,13,13,False
2114,2024-01-29,1,14,29,False
2115,2024-01-29,1,15,16,False
2116,2024-01-29,1,16,7,False
2117,2024-01-29,1,17,24,False
2118,2024-01-29,1,18,26,False
2119,2024-01-29,1,19,23,False
2120,2024-01-29,1,20,17,False
2121,2024-01-29,1,21,14,False
2122,2024-01-29,1,22,18,False
2123,2024-01-29,1,23,3,False
2124,2024-01-29,1,24,11,False
2125,2024-01-29,1,25,11,False
2126,2024-01-29,2,1,26,False
2127,2024-01-29,2,2,10,False
2128,2024-01-29,2,3,16,False
2129,2024-01-29,2,4,14,False
2130,2024-01-29,2,5,6,False
2131,2024-01-29,2,6,14,False
2132,2024-01-29,2,7,17,False
2133,2024-01-29,2,8,20,False
2134,2024-01-29,2,9,16,False
2135,2024-01-29,2,10,28,False
2136,2024-01-29,2,11,28,False
2137,2024-01-29,2,12,33,True
2138,2024-01-29,2,13,15,False
2139,2024-01-29,2,14,13,False
2140,2024-01-29,2,15,8,False
2141,2024-01-29,2,16,9,False
2142,2024-01-29,2,17,17,False
2143,2024-01-29,2,18,11,False
2144,2024-01-29,2,19,20,False
2145,2024-01-29,2,20,5,False
2146,2024-01-29,2,21,11,True
2147,2024-01-29,2,22,14,False
2148,2024-01-29,2,23,13,False
2149,2024-01-29,2,24,2,False
2150,2024-01-29,2,25,12,False
2151,2024-01-29,3,1,13,False
2152,2024-01-29,3,2,13,False
2153,2024-01-29,3,3,11,False
2154,2024-01-29,3,4,11,False
2155,2024-01-29,3,5,4,False
2156,2024-01-29,3,6,17,False
2157,2024-01-29,3,7,15,False
2158,2024-01-29,3,8,6,False
2159,2024-01-29,3,9,5,False
2160,2024-01-29,3,10,20,False
2161,2024-01-29,3,11,11,False
2162,2024-01-29,3,12,11,False
2163,2024-01-29,3,13,6,False
2164,2024-01-29,3,14,11,False
2165,2024-01-29,3,15,6,False
2166,2024-01-29,3,16,2,False
2167,2024-01-29,3,17,10,False
2168,2024-01-29,3,18,20,True
2169,2024-01-29,3,19,10,False
2170,2024-01-29,3,20,8,False
2171,2024-01-29,3,21,7,False
2172,2024-01-29,3,22,6,False
2173,2024-01-29,3,23,9,True
2174,2024-01-29,3,24,2,False
2175,2024-01-29,3,25,5,False
2176,2024-01-30,1,1,30,False
2177,2024-01-30,1,2,25,False
2178,2024-01-30,1,3,18,False
2179,2024-01-30,1,4,32,False
2180,2024-01-30,1,5,15,False
2181,2024-01-30,1,6,27,False
2182,2024-01-30,1,7,25,False
2183,2024-01-30,1,8,21,False
2184,2024-01-30,1,9,21,False
2185,2024-01-30,1,10,30,False
2186,2024-01-30,1,11,31,False
2187,2024-01-30,1,12,34,False
2188,2024-01-30,1,13,17,False
2189,2024-01-30,1,14,31,False
2190,2024-01-30,1,15,7,False
2191,2024-01-30,1,16,12,False
2192,2024-01-30,1,17,30,False
2193,2024-01-30,1,18,19,False
2194,2024-01-30,1,19,27,False
2195,2024-01-30,1,20,14,False
2196,2024-01-30,1,21,11,False
2197,2024-01-30,1,22,12,False
2198,2024-01-30,1,23,9,False
2199,2024-01-30,1,24,12,False
2200,2024-01-30,1,25,16,False
2201,2024-01-30,2,1,22,False
2202,2024-01-30,2,2,19,False
2203,2024-01-30,2,3,15,False
2204,2024-01-30,2,4,20,False
2205,2024-01-30,2,5,11,False
2206,2024-01-30,2,6,27,True
2207,2024-01-30,2,7,19,False
2208,2024-01-30,2,8,15,False
2209,2024-01-30,2,9,10,False
2210,2024-01-30,2,10,31,False
2211,2024-01-30,2,11,30,False
2212,2024-01-30,2,12,16,False
2213,2024-01-30,2,13,11,False
2214,2024-01-30,2,14,21,False
2215,2024-01-30,2,15,7,False
2216,2024-01-30,2,16,9,False
2217,2024-01-30,2,17,16,False
2218,2024-01-30,2,18,21,False
2219,2024-01-30,2,19,19,False
2220,2024-01-30,2,20,7,False
2221,2024-01-30,2,21,13,False
2222,2024-01-30,2,22,9,False
2223,2024-01-30,2,23,2,False
2224,2024-01-30,2,24,7,False
2225,2024-01-30,2,25,9,False
2226,2024-01-30,3,1,11,False
2227,2024-01-30,3,2,10,False
2228,2024-01-30,3,3,14,False
2229,2024-01-30,3,4,10,False
2230,2024-01-30,3,5,4,False
2231,2024-01-30,3,6,14,False
2232,2024-01-30,3,7,8,False
2233,2024-01-30,3,8,11,False
2234,2024-01-30,3,9,10,False
2235,2024-01-30,3,10,7,False
2236,2024-01-30,3,11,20,False
2237,2024-01-30,3,12,13,False
2238,2024-01-30,3,13,9,False
2239,2024-01-30,3,14,10,False
2240,2024-01-30,3,15,10,True
2241,2024-01-30,3,16,3,False
2242,2024-01-30,3,17,11,False
2243,2024-01-30,3,18,24,False
2244,2024-01-30,3,19,15,False
2245,2024-01-30,3,20,5,False
2246,2024-01-30,3,21,5,False
2247,2024-01-30,3,22,6,False
2248,2024-01-30,3,23,5,False
2249,2024-01-30,3,24,4,False
2250,2024-01-30,3,25,6,False
2251,2024-01-31,1,1,37,False
2252,2024-01-31,1,2,30,False
2253,2024-01-31,1,3,9,False
2254,2024-01-31,1,4,32,False
2255,2024-01-31,1,5,12,False
2256,2024-01-31,1,6,36,False
2257,2024-01-31,1,7,35,False
2258,2024-01-31,1,8,40,False
2259,2024-01-31,1,9,18,False
2260,2024-01-31,1,10,58,True
2261,2024-01-31,1,11,34,False
2262,2024-01-31,1,12,32,False
2263,2024-01-31,1,13,22,False
2264,2024-01-31,1,14,27,False
2265,2024-01-31,1,15,19,False
2266,2024-01-31,1,16,16,False
2267,2024-01-31,1,17,24,False
2268,2024-01-31,1,18,17,False
2269,2024-01-31,1,19,27,False
2270,2024-01-31,1,20,14,False
2271,2024-01-31,1,21,17,False
2272,2024-01-31,1,22,10,False
2273,2024-01-31,1,23,10,False
2274,2024-01-31,1,24,14,False
2275,2024-01-31,1,25,12,False
2276,2024-01-31,2,1,26,False
2277,2024-01-31,2,2,23,False
2278,2024-01-31,2,3,14,False
2279,2024-01-31,2,4,23,False
2280,2024-01-31,2,5,10,False
2281,2024-01-31,2,6,25,False
2282,2024-01-31,2,7,15,False
2283,2024-01-31,2,8,19,False
2284,2024-01-31,2,9,14,False
2285,2024-01-31,2,10,22,False
2286,2024-01-31,2,11,25,False
2287,2024-01-31,2,12,28,False
2288,2024-01-31,2,13,19,False
2289,2024-01-31,2,14,15,False
2290,2024-01-31,2,15,11,False
2291,2024-01-31,2,16,9,False
2292,2024-01-31,2,17,10,False
2293,2024-01-31,2,18,12,False
2294,2024-01-31,2,19,23,False
2295,2024-01-31,2,20,9,False
2296,2024-01-31,2,21,8,False
2297,2024-01-31,2,22,4,False
2298,2024-01-31,2,23,5,False
2299,2024-01-31,2,24,9,False
2300,2024-01-31,2,25,6,False
2301,2024-01-31,3,1,10,False
2302,2024-01-31,3,2,11,False
2303,2024-01-31,3,3,4,False
2304,2024-01-31,3,4,14,False
2305,2024-01-31,3,5,11,False
2306,2024-01-31,3,6,16,False
2307,2024-01-31,3,7,11,False
2308,2024-01-31,3,8,16,False
2309,2024-01-31,3,9,5,False
2310,2024-01-31,3,10,21,False
2311,2024-01-31,3,11,17,False
2312,2024-01-31,3,12,17,False
2313,2024-01-31,3,13,11,True
2314,2024-01-31,3,14,9,False
2315,2024-01-31,3,15,9,False
2316,2024-01-31,3,16,5,False
2317,2024-01-31,3,17,15,False
2318,2024-01-31,3,18,8,False
2319,2024-01-31,3,19,13,False
2320,2024-01-31,3,20,8,False
2321,2024-01-31,3,21,6,False
2322,2024-01-31,3,22,8,False
2323,2024-01-31,3,23,8,False
2324,2024-01-31,3,24,1,False
2325,2024-01-31,3,25,5,False
2326,2024-02-01,1,1,32,False
2327,2024-02-01,1,2,30,False
2328,2024-02-01,1,3,24,False
2329,2024-02-01,1,4,22,False
2330,2024-02-01,1,5,15,False
2331,2024-02-01,1,6,29,False
2332,2024-02-01,1,7,28,False
2333,2024-02-01,1,8,33,False
2334,2024-02-01,1,9,32,False
2335,2024-02-01,1,10,29,False
2336,2024-02-01,1,11,36,False
2337,2024-02-01,1,12,53,True
2338,2024-02-01,1,13,15,False
2339,2024-02-01,1,14,26,False
2340,2024-02-01,1,15,25,True
2341,2024-02-01,1,16,14,False
2342,2024-02-01,1,17,17,False
2343,2024-02-01,1,18,23,False
2344,2024-02-01,1,19,31,False
2345,2024-02-01,1,20,12,False
2346,2024-02-01,1,21,13,False
2347,2024-02-01,1,22,16,False
2348,2024-02-01,1,23,6,False
2349,2024-02-01,1,24,11,False
2350,2024-02-01,1,25,17,False
2351,2024-02-01,2,1,30,False
2352,2024-02-01,2,2,27,True
2353,2024-02-01,2,3,23,False
2354,2024-02-01,2,4,19,False
2355,2024-02-01,2,5,10,False
2356,2024-02-01,2,6,21,False
2357,2024-02-01,2,7,25,True
2358,2024-02-01,2,8,23,False
2359,2024-02-01,2,9,8,False
2360,2024-02-01,2,10,25,False
2361,2024-02-01,2,11,18,False
2362,2024-02-01,2,12,41,True
2363,2024-02-01,2,13,9,False
2364,2024-02-01,2,14,25,False
2365,2024-02-01,2,15,12,False
2366,2024-02-01,2,16,6,False
2367,2024-02-01,2,17,17,False
2368,2024-02-01,2,18,14,False
2369,2024-02-01,2,19,15,False
2370,2024-02-01,2,20,8,False
2371,2024-02-01,2,21,12,False
2372,2024-02-01,2,22,11,False
2373,2024-02-01,2,23,12,False
2374,2024-02-01,2,24,10,False
2375,2024-02-01,2,25,7,False
2376,2024-02-01,3,1,21,False
2377,2024-02-01,3,2,12,False
2378,2024-02-01,3,3,9,False
2379,2024-02-01,3,4,13,False
2380,2024-02-01,3,5,8,False
2381,2024-02-01,3,6,16,False
2382,2024-02-01,3,7,7,False
2383,2024-02-01,3,8,18,False
2384,2024-02-01,3,9,9,False
2385,2024-02-01,3,10,17,False
2386,2024-02-01,3,11,11,False
2387,2024-02-01,3,12,3,False
2388,2024-02-01,3,13,7,False
2389,2024-02-01,3,14,13,False
2390,2024-02-01,3,15,5,False
2391,2024-02-01,3,16,3,False
2392,2024-02-01,3,17,7,False
2393,2024-02-01,3,18,15,False
2394,2024-02-01,3,19,14,False
2395,2024-02-01,3,20,6,False
2396,2024-02-01,3,21,6,False
2397,2024-02-01,3,22,5,False
2398,2024-02-01,3,23,3,False
2399,2024-02-01,3,24,0,False
2400,2024-02-01,3,25,9,False
2401,2024-02-02,1,1,39,False
2402,2024-02-02,1,2,26,False
2403,2024-02-02,1,3,20,False
2404,2024-02-02,1,4,30,False
2405,2024-02-02,1,5,27,False
2406,2024-02-02,1,6,35,False
2407,2024-02-02,1,7,23,False
2408,2024-02-02,1,8,24,False
2409,2024-02-02,1,9,20,False
2410,2024-02-02,1,10,27,False
2411,2024-02-02,1,11,33,False
2412,2024-02-02,1,12,28,False
2413,2024-02-02,1,13,21,False
2414,2024-02-02,1,14,20,False
2415,2024-02-02,1,15,18,False
2416,2024-02-02,1,16,10,False
2417,2024-02-02,1,17,12,False
2418,2024-02-02,1,18,26,False
2419,2024-02-02,1,19,23,False
2420,2024-02-02,1,20,13,False
2421,2024-02-02,1,21,16,False
2422,2024-02-02,1,22,26,True
2423,2024-02-02,1,23,6,False
2424,2024-02-02,1,24,11,False
2425,2024-02-02,1,25,13,False
2426,2024-02-02,2,1,21,False
2427,2024-02-02,2,2,29,False
2428,2024-02-02,2,3,17,False
2429,2024-02-02,2,4,32,True
2430,2024-02-02,2,5,17,False
2431,2024-02-02,2,6,29,False
2432,2024-02-02,2,7,19,False
2433,2024-02-02,2,8,28,False
2434,2024-02-02,2,9,8,False
2435,2024-02-02,2,10,25,False
2436,2024-02-02,2,11,22,False
2437,2024-02-02,2,12,26,False
2438,2024-02-02,2,13,17,False
2439,2024-02-02,2,14,18,False
2440,2024-02-02,2,15,9,False
2441,2024-02-02,2,16,12,False
2442,2024-02-02,2,17,13,False
2443,2024-02-02,2,18,20,False
2444,2024-02-02,2,19,20,False
2445,2024-02-02,2,20,6,False
2446,2024-02-02,2,21,7,False
2447,2024-02-02,2,22,7,False
2448,2024-02-02,2,23,14,False
2449,2024-02-02,2,24,7,False
2450,2024-02-02,2,25,10,False
2451,2024-02-02,3,1,6,False
2452,2024-02-02,3,2,8,False
2453,2024-02-02,3,3,0,False
2454,2024-02-02,3,4,21,False
2455,2024-02-02,3,5,7,False
2456,2024-02-02,3,6,15,False
2457,2024-02-02,3,7,7,False
2458,2024-02-02,3,8,10,False
2459,2024-02-02,3,9,5,False
2460,2024-02-02,3,10,17,False
2461,2024-02-02,3,11,15,False
2462,2024-02-02,3,12,14,False
2463,2024-02-02,3,13,12,False
2464,2024-02-02,3,14,15,False
2465,2024-02-02,3,15,6,False
2466,2024-02-02,3,16,1,False
2467,2024-02-02,3,17,11,False
2468,2024-02-02,3,18,12,False
2469,2024-02-02,3,19,9,False
2470,2024-02-02,3,20,9,False
2471,2024-02-02,3,21,1,False
2472,2024-02-02,3,22,3,False
2473,2024-02-02,3,23,4,False
2474,2024-02-02,3,24,7,False
2475,2024-02-02,3,25,1,False
2476,2024-02-03,1,1,38,False
2477,2024-02-03,1,2,37,False
2478,2024-02-03,1,3,21,False
2479,2024-02-03,1,4,45,False
2480,2024-02-03,1,5,24,False
2481,2024-02-03,1,6,44,False
2482,2024-02-03,1,7,35,False
2483,2024-02-03,1,8,39,False
2484,2024-02-03,1,9,28,False
2485,2024-02-03,1,10,36,False
2486,2024-02-03,1,11,44,False
2487,2024-02-03,1,12,35,False
2488,2024-02-03,1,13,19,False
2489,2024-02-03,1,14,25,False
2490,2024-02-03,1,15,13,False
2491,2024-02-03,1,16,11,False
2492,2024-02-03,1,17,42,True
2493,2024-02-03,1,18,25,False
2494,2024-02-03,1,19,29,False
2495,2024-02-03,1,20,19,False
2496,2024-02-03,1,21,15,False
2497,2024-02-03,1,22,17,False
2498,2024-02-03,1,23,12,False
2499,2024-02-03,1,24,14,True
2500,2024-02-03,1,25,20,False
2501,2024-02-03,2,1,35,False
2502,2024-02-03,2,2,18,False
2503,2024-02-03,2,3,19,False
2504,2024-02-03,2,4,21,False
2505,2024-02-03,2,5,17,False
2506,2024-02-03,2,6,28,False
2507,2024-02-03,2,7,22,False
2508,2024-02-03,2,8,23,False
2509,2024-02-03,2,9,12,False
2510,2024-02-03,2,10,15,False
2511,2024-02-03,2,11,17,False
2512,2024-02-03,2,12,33,False
2513,2024-02-03,2,13,20,False
2514,2024-02-03,2,14,22,False
2515,2024-02-03,2,15,5,False
2516,2024-02-03,2,16,16,True
2517,2024-02-03,2,17,17,False
2518,2024-02-03,2,18,25,False
2519,2024-02-03,2,19,49,True
2520,2024-02-03,2,20,12,False
2521,2024-02-03,2,21,19,True
2522,2024-02-03,2,22,16,False
2523,2024-02-03,2,23,10,False
2524,2024-02-03,2,24,6,False
2525,2024-02-03,2,25,8,False
2526,2024-02-03,3,1,13,False
2527,2024-02-03,3,2,13,False
2528,2024-02-03,3,3,9,False
2529,2024-02-03,3,4,14,False
2530,2024-02-03,3,5,7,False
2531,2024-02-03,3,6,16,False
2532,2024-02-03,3,7,6,False
2533,2024-02-03,3,8,17,False
2534,2024-02-03,3,9,10,False
2535,2024-02-03,3,10,17,False
2536,2024-02-03,3,11,9,False
2537,2024-02-03,3,12,15,False
2538,2024-02-03,3,13,11,False
2539,2024-02-03,3,14,11,False
2540,2024-02-03,3,15,9,False
2541,2024-02-03,3,16,7,False
2542,2024-02-03,3,17,9,False
2543,2024-02-03,3,18,14,False
2544,2024-02-03,3,19,19,False
2545,2024-02-03,3,20,6,False
2546,2024-02-03,3,21,11,False
2547,2024-02-03,3,22,9,False
2548,2024-02-03,3,23,5,False
2549,2024-02-03,3,24,3,False
2550,2024-02-03,3,25,7,False
2551,2024-02-04,1,1,47,False
2552,2024-02-04,1,2,27,False
2553,2024-02-04,1,3,26,False
2554,2024-02-04,1,4,37,False
2555,2024-02-04,1,5,23,False
2556,2024-02-04,1,6,37,False
2557,2024-02-04,1,7,36,False
2558,2024-02-04,1,8,32,False
2559,2024-02-04,1,9,21,False
2560,2024-02-04,1,10,40,False
2561,2024-02-04,1,11,35,False
2562,2024-02-04,1,12,44,False
2563,2024-02-04,1,13,13,False
2564,2024-02-04,1,14,27,False
2565,2024-02-04,1,15,14,False
2566,2024-02-04,1,16,19,False
2567,2024-02-04,1,17,24,False
2568,2024-02-04,1,18,35,False
2569,2024-02-04,1,19,34,False
2570,2024-02-04,1,20,16,False
2571,2024-02-04,1,21,24,False
2572,2024-02-04,1,22,10,False
2573,2024-02-04,1,23,12,False
2574,2024-02-04,1,24,13,False
2575,2024-02-04,1,25,16,False
2576,2024-02-04,2,1,31,False
2577,2024-02-04,2,2,15,False
2578,2024-02-04,2,3,18,False
2579,2024-02-04,2,4,24,False
2580,2024-02-04,2,5,26,True
2581,2024-02-04,2,6,23,False
2582,2024-02-04,2,7,17,False
2583,2024-02-04,2,8,20,False
2584,2024-02-04,2,9,21,False
2585,2024-02-04,2,10,23,False
2586,2024-02-04,2,11,31,False
2587,2024-02-04,2,12,31,False
2588,2024-02-04,2,13,14,False
2589,2024-02-04,2,14,25,False
2590,2024-02-04,2,15,13,False
2591,2024-02-04,2,16,11,False
2592,2024-02-04,2,17,23,False
2593,2024-02-04,2,18,24,False
2594,2024-02-04,2,19,31,False
2595,2024-02-04,2,20,13,False
2596,2024-02-04,2,21,4,False
2597,2024-02-04,2,22,14,False
2598,2024-02-04,2,23,14,False
2599,2024-02-04,2,24,8,False
2600,2024-02-04,2,25,15,False
2601,2024-02-04,3,1,20,False
2602,2024-02-04,3,2,10,False
2603,2024-02-04,3,3,6,False
2604,2024-02-04,3,4,17,False
2605,2024-02-04,3,5,3,False
2606,2024-02-04,3,6,12,False
2607,2024-02-04,3,7,15,False
2608,2024-02-04,3,8,20,False
2609,2024-02-04,3,9,14,False
2610,2024-02-04,3,10,19,False
2611,2024-02-04,3,11,27,True
2612,2024-02-04,3,12,13,False
2613,2024-02-04,3,13,11,False
2614,2024-02-04,3,14,7,False
2615,2024-02-04,3,15,10,False
2616,2024-02-04,3,16,10,False
2617,2024-02-04,3,17,9,False
2618,2024-02-04,3,18,12,False
2619,2024-02-04,3,19,17,False
2620,2024-02-04,3,20,14,False
2621,2024-02-04,3,21,3,False
2622,2024-02-04,3,22,8,False
2623,2024-02-04,3,23,9,False
2624,2024-02-04,3,24,6,False
2625,2024-02-04,3,25,9,False
2626,2024-02-05,1,1,29,False
2627,2024-02-05,1,2,38,False
2628,2024-02-05,1,3,18,False
2629,2024-02-05,1,4,25,False
2630,2024-02-05,1,5,23,False
2631,2024-02-05,1,6,28,False
2632,2024-02-05,1,7,30,False
2633,2024-02-05,1,8,48,True
2634,2024-02-05,1,9,17,False
2635,2024-02-05,1,10,33,False
2636,2024-02-05,1,11,37,False
2637,2024-02-05,1,12,38,False
2638,2024-02-05,1,13,18,False
2639,2024-02-05,1,14,29,False
2640,2024-02-05,1,15,16,False
2641,2024-02-05,1,16,13,False
2642,2024-02-05,1,17,25,False
2643,2024-02-05,1,18,24,False
2644,2024-02-05,1,19,34,False
2645,2024-02-05,1,20,18,False
2646,2024-02-05,1,21,16,False
2647,2024-02-05,1,22,21,False
2648,2024-02-05,1,23,14,True
2649,2024-02-05,1,24,7,False
2650,2024-02-05,1,25,11,False
2651,2024-02-05,2,1,28,False
2652,2024-02-05,2,2,22,False
2653,2024-02-05,2,3,14,False
2654,2024-02-05,2,4,17,False
2655,2024-02-05,2,5,6,False
2656,2024-02-05,2,6,25,False
2657,2024-02-05,2,7,16,False
2658,2024-02-05,2,8,23,False
2659,2024-02-05,2,9,22,True
2660,2024-02-05,2,10,34,False
2661,2024-02-05,2,11,29,False
2662,2024-02-05,2,12,16,False
2663,2024-02-05,2,13,13,False
2664,2024-02-05,2,14,16,False
2665,2024-02-05,2,15,21,True
2666,2024-02-05,2,16,19,False
2667,2024-02-05,2,17,12,False
2668,2024-02-05,2,18,15,False
2669,2024-02-05,2,19,20,False
2670,2024-02-05,2,20,13,False
2671,2024-02-05,2,21,14,False
2672,2024-02-05,2,22,10,False
2673,2024-02-05,2,23,8,False
2674,2024-02-05,2,24,8,False
2675,2024-02-05,2,25,17,False
2676,2024-02-05,3,1,28,False
2677,2024-02-05,3,2,10,False
2678,2024-02-05,3,3,6,False
2679,2024-02-05,3,4,17,False
2680,2024-02-05,3,5,7,False
2681,2024-02-05,3,6,15,False
2682,2024-02-05,3,7,10,False
2683,2024-02-05,3,8,19,True
2684,2024-02-05,3,9,6,False
2685,2024-02-05,3,10,19,False
2686,2024-02-05,3,11,11,False
2687,2024-02-05,3,12,16,False
2688,2024-02-05,3,13,10,False
2689,2024-02-05,3,14,8,False
2690,2024-02-05,3,15,6,False
2691,2024-02-05,3,16,8,False
2692,2024-02-05,3,17,9,False
2693,2024-02-05,3,18,11,False
2694,2024-02-05,3,19,10,True
2695,2024-02-05,3,20,7,False
2696,2024-02-05,3,21,8,True
2697,2024-02-05,3,22,1,False
2698,2024-02-05,3,23,9,False
2699,2024-02-05,3,24,4,False
2700,2024-02-05,3,25,6,False
2701,2024-02-06,1,1,35,False
2702,2024-02-06,1,2,22,False
2703,2024-02-06,1,3,21,False
2704,2024-02-06,1,4,36,False
2705,2024-02-06,1,5,16,False
2706,2024-02-06,1,6,31,False
2707,2024-02-06,1,7,28,False
2708,2024-02-06,1,8,36,False
2709,2024-02-06,1,9,28,False
2710,2024-02-06,1,10,47,False
2711,2024-02-06,1,11,26,False
2712,2024-02-06,1,12,29,False
2713,2024-02-06,1,13,15,False
2714,2024-02-06,1,14,30,False
2715,2024-02-06,1,15,11,False
2716,2024-02-06,1,16,14,False
2717,2024-02-06,1,17,15,False
2718,2024-02-06,1,18,17,False
2719,2024-02-06,1,19,24,False
2720,2024-02-06,1,20,16,False
2721,2024-02-06,1,21,9,False
2722,2024-02-06,1,22,24,False
2723,2024-02-06,1,23,12,False
2724,2024-02-06,1,24,11,False
2725,2024-02-06,1,25,18,False
2726,2024-02-06,2,1,24,False
2727,2024-02-06,2,2,16,False
2728,2024-02-06,2,3,16,False
2729,2024-02-06,2,4,26,False
2730,2024-02-06,2,5,15,False
2731,2024-02-06,2,6,23,False
2732,2024-02-06,2,7,19,False
2733,2024-02-06,2,8,26,False
2734,2024-02-06,2,9,12,False
2735,2024-02-06,2,10,32,False
2736,2024-02-06,2,11,33,False
2737,2024-02-06,2,12,10,False
2738,2024-02-06,2,13,16,True
2739,2024-02-06,2,14,19,False
2740,2024-02-06,2,15,22,True
2741,2024-02-06,2,16,12,False
2742,2024-02-06,2,17,19,False
2743,2024-02-06,2,18,18,False
2744,2024-02-06,2,19,21,False
2745,2024-02-06,2,20,8,False
2746,2024-02-06,2,21,15,False
2747,2024-02-06,2,22,21,False
2748,2024-02-06,2,23,6,False
2749,2024-02-06,2,24,8,False
2750,2024-02-06,2,25,14,False
2751,2024-02-06,3,1,17,False
2752,2024-02-06,3,2,12,False
2753,2024-02-06,3,3,11,False
2754,2024-02-06,3,4,11,False
2755,2024-02-06,3,5,5,False
2756,2024-02-06,3,6,6,False
2757,2024-02-06,3,7,11,False
2758,2024-02-06,3,8,17,False
2759,2024-02-06,3,9,14,False
2760,2024-02-06,3,10,15,False
2761,2024-02-06,3,11,18,False
2762,2024-02-06,3,12,13,False
2763,2024-02-06,3,13,8,False
2764,2024-02-06,3,14,14,False
2765,2024-02-06,3,15,8,False
2766,2024-02-06,3,16,8,False
2767,2024-02-06,3,17,13,False
2768,2024-02-06,3,18,9,False
2769,2024-02-06,3,19,13,False
2770,2024-02-06,3,20,7,False
2771,2024-02-06,3,21,8,False
2772,2024-02-06,3,22,6,False
2773,2024-02-06,3,23,5,False
2774,2024-02-06,3,24,2,False
2775,2024-02-06,3,25,4,False
2776,2024-02-07,1,1,38,False
2777,2024-02-07,1,2,22,False
2778,2024-02-07,1,3,11,False
2779,2024-02-07,1,4,32,False
2780,2024-02-07,1,5,20,False
2781,2024-02-07,1,6,31,False
2782,2024-02-07,1,7,24,False
2783,2024-02-07,1,8,39,True
2784,2024-02-07,1,9,18,False
2785,2024-02-07,1,10,36,False
2786,2024-02-07,1,11,34,False
2787,2024-02-07,1,12,30,False
2788,2024-02-07,1,13,15,False
2789,2024-02-07,1,14,21,False
2790,2024-02-07,1,15,12,False
2791,2024-02-07,1,16,16,False
2792,2024-02-07,1,17,28,False
2793,2024-02-07,1,18,13,False
2794,2024-02-07,1,19,29,False
2795,2024-02-07,1,20,16,False
2796,2024-02-07,1,21,11,False
2797,2024-02-07,1,22,16,False
2798,2024-02-07,1,23,10,False
2799,2024-02-07,1,24,8,False
2800,2024-02-07,1,25,18,False
2801,2024-02-07,2,1,27,False
2802,2024-02-07,2,2,13,False
2803,2024-02-07,2,3,19,False
2804,2024-02-07,2,4,19,False
2805,2024-02-07,2,5,19,False
2806,2024-02-07,2,6,15,False
2807,2024-02-07,2,7,16,False
2808,2024-02-07,2,8,23,False
2809,2024-02-07,2,9,15,False
2810,2024-02-07,2,10,23,False
2811,2024-02-07,2,11,20,False
2812,2024-02-07,2,12,25,False
2813,2024-02-07,2,13,13,False
2814,2024-02-07,2,14,22,False
2815,2024-02-07,2,15,11,False
2816,2024-02-07,2,16,17,False
2817,2024-02-07,2,17,13,False
2818,2024-02-07,2,18,23,False
2819,2024-02-07,2,19,28,False
2820,2024-02-07,2,20,7,False
2821,2024-02-07,2,21,14,False
2822,2024-02-07,2,22,11,False
2823,2024-02-07,2,23,5,False
2824,2024-02-07,2,24,3,False
2825,2024-02-07,2,25,15,False
2826,2024-02-07,3,1,13,False
2827,2024-02-07,3,2,18,False
2828,2024-02-07,3,3,11,False
2829,2024-02-07,3,4,16,False
2830,2024-02-07,3,5,7,False
2831,2024-02-07,3,6,18,False
2832,2024-02-07,3,7,11,False
2833,2024-02-07,3,8,14,False
2834,2024-02-07,3,9,9,False
2835,2024-02-07,3,10,18,False
2836,2024-02-07,3,11,13,False
2837,2024-02-07,3,12,8,False
2838,2024-02-07,3,13,6,False
