run_id,machine_id,product_id,shift_id,period,planned_quantity,actual_quantity,good_quantity,waste_quantity,actual_speed,target_speed
RUN0326,M020,PRD06,SHIFT_DAY,4,544,392,385,7,49.1,68.0
RUN0327,M020,PRD02,SHIFT_SWING,4,306,220,218,2,27.6,38.3
RUN0328,M020,PRD06,SHIFT_NIGHT,5,544,378,367,11,47.3,68.0
RUN0329,M020,PRD02,SHIFT_NIGHT,5,306,220,218,2,27.6,38.3
RUN0330,M020,PRD02,SHIFT_SWING,6,306,202,200,2,28.2,38.3
RUN0331,M020,PRD06,SHIFT_DAY,7,544,428,414,14,53.5,68.0
RUN0332,M020,PRD02,SHIFT_SWING,7,306,232,231,1,29.1,38.3
RUN0333,M020,PRD06,SHIFT_NIGHT,8,544,388,375,13,48.5,68.0
RUN0334,M020,PRD02,SHIFT_DAY,8,306,232,230,2,29.0,38.3
RUN0335,M020,PRD02,SHIFT_NIGHT,9,306,227,226,1,28.4,38.3
RUN0336,M020,PRD06,SHIFT_NIGHT,9,544,391,382,9,48.9,68.0
RUN0337,M020,PRD02,SHIFT_DAY,10,306,244,242,2,30.5,38.3
RUN0338,M020,PRD06,SHIFT_DAY,11,544,363,357,6,48.7,68.0
RUN0339,M020,PRD02,SHIFT_NIGHT,12,306,228,227,1,28.5,38.3
RUN0340,M020,PRD06,SHIFT_SWING,12,544,381,373,8,47.7,68.0
RUN0341,M021,PRD06,SHIFT_DAY,1,514,406,403,3,50.8,64.3
RUN0342,M021,PRD07,SHIFT_NIGHT,2,172,112,110,2,14.0,21.5
RUN0343,M021,PRD07,SHIFT_NIGHT,3,172,121,119,2,15.2,21.5
RUN0344,M021,PRD03,SHIFT_DAY,4,222,153,152,1,19.2,27.8
RUN0345,M021,PRD07,SHIFT_SWING,4,172,116,113,3,14.5,21.5
RUN0346,M021,PRD07,SHIFT_NIGHT,5,172,117,115,2,14.7,21.5
RUN0347,M021,PRD03,SHIFT_DAY,5,222,168,162,6,21.1,27.8
RUN0348,M021,PRD06,SHIFT_NIGHT,6,514,347,346,1,43.4,64.3
RUN0349,M021,PRD03,SHIFT_SWING,7,222,171,164,7,21.4,27.8
RUN0350,M021,PRD07,SHIFT_NIGHT,8,172,124,122,2,15.5,21.5
RUN0351,M021,PRD03,SHIFT_SWING,9,222,169,166,3,21.2,27.8
RUN0352,M021,PRD06,SHIFT_SWING,9,514,379,378,1,47.4,64.3
RUN0353,M021,PRD03,SHIFT_DAY,10,222,155,152,3,19.4,27.8
RUN0354,M021,PRD07,SHIFT_NIGHT,10,172,124,122,2,15.6,21.5
RUN0355,M021,PRD07,SHIFT_SWING,11,172,118,115,3,14.8,21.5
RUN0356,M021,PRD07,SHIFT_SWING,12,172,129,126,3,16.2,21.5
RUN0357,M022,PRD03,SHIFT_NIGHT,1,204,112,107,5,16.2,25.5
RUN0358,M022,PRD06,SHIFT_NIGHT,1,530,291,285,6,42.0,66.3
RUN0359,M022,PRD03,SHIFT_NIGHT,2,204,126,123,3,17.3,25.5
RUN0360,M022,PRD07,SHIFT_NIGHT,2,168,110,107,3,15.1,21.1
RUN0361,M022,PRD06,SHIFT_DAY,3,530,217,215,2,44.6,66.3
RUN0362,M022,PRD07,SHIFT_DAY,4,168,79,78,1,14.0,21.1
RUN0363,M022,PRD03,SHIFT_DAY,5,204,122,120,2,19.1,25.5
RUN0364,M022,PRD06,SHIFT_SWING,5,530,304,292,12,47.3,66.3
RUN0365,M022,PRD07,SHIFT_DAY,6,168,85,84,1,14.7,21.1
RUN0366,M022,PRD06,SHIFT_SWING,7,530,318,311,7,47.5,66.3
RUN0367,M022,PRD07,SHIFT_NIGHT,8,168,109,106,3,15.2,21.1
RUN0368,M022,PRD03,SHIFT_DAY,8,204,130,126,4,18.2,25.5
RUN0369,M022,PRD06,SHIFT_SWING,9,530,312,307,5,49.2,66.3
RUN0370,M022,PRD06,SHIFT_DAY,10,530,195,189,6,46.9,66.3
RUN0371,M022,PRD03,SHIFT_SWING,11,204,121,120,1,19.1,25.5
RUN0372,M022,PRD06,SHIFT_NIGHT,12,530,333,319,14,47.3,66.3
RUN0373,M022,PRD07,SHIFT_DAY,12,168,103,100,3,14.7,21.1
RUN0374,M023,PRD07,SHIFT_DAY,1,166,150,143,7,18.8,20.8
RUN0375,M023,PRD03,SHIFT_SWING,1,241,212,206,6,26.6,30.2
RUN0376,M023,PRD07,SHIFT_NIGHT,2,166,118,116,2,15.6,20.8
RUN0377,M023,PRD07,SHIFT_NIGHT,3,166,130,128,2,16.3,20.8
RUN0378,M023,PRD03,SHIFT_SWING,3,241,184,181,3,23.1,30.2
RUN0379,M023,PRD03,SHIFT_DAY,4,241,210,202,8,26.3,30.2
RUN0380,M023,PRD06,SHIFT_DAY,5,585,527,517,10,65.9,73.2
RUN0381,M023,PRD06,SHIFT_NIGHT,6,585,480,470,10,60.0,73.2
RUN0382,M023,PRD07,SHIFT_SWING,6,166,144,141,3,18.1,20.8
RUN0383,M023,PRD07,SHIFT_SWING,7,166,145,143,2,18.2,20.8
RUN0384,M023,PRD07,SHIFT_DAY,8,166,146,139,7,18.3,20.8
RUN0385,M023,PRD06,SHIFT_SWING,8,585,472,462,10,59.0,73.2
RUN0386,M023,PRD06,SHIFT_NIGHT,9,585,428,419,9,53.6,73.2
RUN0387,M023,PRD07,SHIFT_DAY,9,166,141,138,3,17.7,20.8
RUN0388,M023,PRD03,SHIFT_DAY,10,241,215,206,9,26.9,30.2
RUN0389,M023,PRD06,SHIFT_SWING,10,585,484,475,9,60.5,73.2
RUN0390,M023,PRD07,SHIFT_SWING,11,166,125,123,2,15.7,20.8
RUN0391,M023,PRD06,SHIFT_SWING,11,585,472,465,7,59.0,73.2
RUN0392,M023,PRD03,SHIFT_NIGHT,12,241,184,182,2,23.1,30.2
RUN0393,M024,PRD03,SHIFT_SWING,1,229,169,166,3,21.2,28.7
RUN0394,M024,PRD07,SHIFT_SWING,2,180,137,134,3,17.2,22.5
RUN0395,M024,PRD07,SHIFT_DAY,3,180,133,132,1,16.7,22.5
RUN0396,M024,PRD07,SHIFT_NIGHT,4,180,115,112,3,14.4,22.5
RUN0397,M024,PRD06,SHIFT_SWING,5,511,385,381,4,48.2,63.9
RUN0398,M024,PRD06,SHIFT_SWING,6,511,340,335,5,42.5,63.9
RUN0399,M024,PRD06,SHIFT_DAY,7,511,328,321,7,48.1,63.9
RUN0400,M024,PRD03,SHIFT_SWING,8,229,131,128,3,19.0,28.7
RUN0401,M024,PRD03,SHIFT_SWING,9,229,155,151,4,19.4,28.7
RUN0402,M024,PRD06,SHIFT_DAY,9,511,402,390,12,50.3,63.9
RUN0403,M024,PRD07,SHIFT_DAY,10,180,124,123,1,15.5,22.5
RUN0404,M024,PRD07,SHIFT_SWING,11,180,125,123,2,15.7,22.5
RUN0405,M024,PRD06,SHIFT_DAY,11,511,381,376,5,47.7,63.9
RUN0406,M024,PRD06,SHIFT_NIGHT,12,511,379,372,7,47.4,63.9
RUN0407,M024,PRD07,SHIFT_NIGHT,12,180,132,131,1,16.6,22.5
RUN0408,M025,PRD07,SHIFT_DAY,1,156,104,104,0,13.0,19.5
RUN0409,M025,PRD03,SHIFT_SWING,2,222,164,162,2,20.5,27.8
RUN0410,M025,PRD03,SHIFT_DAY,3,222,145,143,2,20.7,27.8
RUN0411,M025,PRD07,SHIFT_NIGHT,4,156,101,101,0,13.8,19.5
RUN0412,M025,PRD03,SHIFT_DAY,4,222,138,136,2,18.8,27.8
RUN0413,M025,PRD06,SHIFT_NIGHT,5,624,425,408,17,53.2,78.0
RUN0414,M025,PRD03,SHIFT_DAY,6,222,162,162,0,20.3,27.8
RUN0415,M025,PRD03,SHIFT_NIGHT,7,222,158,156,2,19.8,27.8
RUN0416,M025,PRD06,SHIFT_NIGHT,8,624,392,380,12,49.1,78.0
RUN0417,M025,PRD07,SHIFT_SWING,9,156,105,104,1,13.2,19.5
RUN0418,M025,PRD06,SHIFT_DAY,9,624,420,403,17,52.5,78.0
RUN0419,M025,PRD06,SHIFT_NIGHT,10,624,428,410,18,53.5,78.0
RUN0420,M025,PRD03,SHIFT_NIGHT,10,222,139,137,2,17.4,27.8
RUN0421,M025,PRD03,SHIFT_NIGHT,11,222,142,140,2,17.8,27.8
RUN0422,M025,PRD03,SHIFT_SWING,12,222,148,147,1,18.5,27.8
RUN0423,M026,PRD06,SHIFT_SWING,1,615,517,498,19,64.7,76.9
RUN0424,M026,PRD03,SHIFT_DAY,2,192,172,168,4,21.6,24.1
RUN0425,M026,PRD07,SHIFT_SWING,2,186,160,158,2,20.1,23.3
RUN0426,M026,PRD03,SHIFT_SWING,3,192,144,140,4,19.4,24.1
RUN0427,M026,PRD07,SHIFT_NIGHT,3,186,138,137,1,18.6,23.3
RUN0428,M026,PRD07,SHIFT_DAY,4,186,144,143,1,18.1,23.3
RUN0429,M026,PRD03,SHIFT_SWING,4,192,145,141,4,18.2,24.1
RUN0430,M026,PRD06,SHIFT_DAY,5,615,552,544,8,69.0,76.9
RUN0431,M026,PRD03,SHIFT_SWING,6,192,156,152,4,19.6,24.1
RUN0432,M026,PRD06,SHIFT_SWING,7,615,468,451,17,58.6,76.9
RUN0433,M026,PRD06,SHIFT_SWING,8,615,476,467,9,59.5,76.9
RUN0434,M026,PRD03,SHIFT_SWING,8,192,157,153,4,19.7,24.1
RUN0435,M026,PRD07,SHIFT_DAY,9,186,151,148,3,20.0,23.3
RUN0436,M026,PRD03,SHIFT_DAY,10,192,164,161,3,20.5,24.1
RUN0437,M026,PRD06,SHIFT_DAY,11,615,548,527,21,68.6,76.9
RUN0438,M026,PRD06,SHIFT_DAY,12,615,493,472,21,61.7,76.9
RUN0439,M027,PRD06,SHIFT_DAY,1,634,491,488,3,61.4,79.3
RUN0440,M027,PRD03,SHIFT_SWING,1,222,164,162,2,20.6,27.8
RUN0441,M027,PRD03,SHIFT_NIGHT,2,222,163,160,3,20.4,27.8
RUN0442,M027,PRD07,SHIFT_DAY,3,161,116,114,2,14.5,20.2
RUN0443,M027,PRD03,SHIFT_DAY,3,222,160,158,2,20.0,27.8
RUN0444,M027,PRD07,SHIFT_SWING,4,161,112,110,2,14.1,20.2
RUN0445,M027,PRD06,SHIFT_SWING,4,634,483,481,2,60.4,79.3
RUN0446,M027,PRD03,SHIFT_SWING,5,222,150,148,2,20.2,27.8
RUN0447,M027,PRD06,SHIFT_DAY,5,634,436,435,1,58.4,79.3
RUN0448,M027,PRD07,SHIFT_SWING,6,161,105,102,3,15.3,20.2
RUN0449,M027,PRD03,SHIFT_DAY,7,222,154,150,4,19.3,27.8
RUN0450,M027,PRD06,SHIFT_NIGHT,8,634,426,422,4,53.3,79.3
RUN0451,M027,PRD06,SHIFT_SWING,9,634,420,417,3,52.5,79.3
RUN0452,M027,PRD07,SHIFT_NIGHT,9,161,108,105,3,13.5,20.2
RUN0453,M027,PRD07,SHIFT_DAY,10,161,106,103,3,14.4,20.2
RUN0454,M027,PRD06,SHIFT_NIGHT,10,634,372,367,5,50.4,79.3
RUN0455,M027,PRD07,SHIFT_SWING,11,161,116,114,2,14.5,20.2
RUN0456,M027,PRD03,SHIFT_NIGHT,11,222,157,155,2,19.7,27.8
RUN0457,M027,PRD03,SHIFT_DAY,12,222,176,174,2,22.0,27.8
RUN0458,M028,PRD06,SHIFT_NIGHT,1,504,277,273,4,43.4,63.0
RUN0459,M028,PRD07,SHIFT_DAY,2,165,97,95,2,14.3,20.7
RUN0460,M028,PRD06,SHIFT_SWING,3,504,250,249,1,42.7,63.0
RUN0461,M028,PRD07,SHIFT_NIGHT,3,165,83,81,2,14.3,20.7
RUN0462,M028,PRD06,SHIFT_NIGHT,4,504,269,265,4,45.3,63.0
RUN0463,M028,PRD03,SHIFT_SWING,5,228,122,121,1,21.3,28.6
RUN0464,M028,PRD07,SHIFT_NIGHT,6,165,104,103,1,14.0,20.7
RUN0465,M028,PRD06,SHIFT_SWING,6,504,316,312,4,42.5,63.0
RUN0466,M028,PRD03,SHIFT_DAY,7,228,144,142,2,19.9,28.6
RUN0467,M028,PRD06,SHIFT_DAY,8,504,324,320,4,44.9,63.0
RUN0468,M028,PRD06,SHIFT_DAY,9,504,296,294,2,44.3,63.0
RUN0469,M028,PRD07,SHIFT_DAY,10,165,114,113,1,15.4,20.7
RUN0470,M028,PRD03,SHIFT_NIGHT,10,228,135,133,2,18.2,28.6
RUN0471,M028,PRD03,SHIFT_DAY,11,228,154,152,2,20.5,28.6
RUN0472,M028,PRD07,SHIFT_SWING,12,165,100,98,2,14.2,20.7
RUN0473,M028,PRD06,SHIFT_SWING,12,504,333,329,4,47.0,63.0
RUN0474,M029,PRD06,SHIFT_NIGHT,1,617,511,501,10,63.9,77.2
RUN0475,M029,PRD03,SHIFT_SWING,2,228,175,173,2,21.9,28.6
RUN0476,M029,PRD03,SHIFT_SWING,3,228,188,185,3,23.6,28.6
RUN0477,M029,PRD06,SHIFT_SWING,4,617,470,463,7,58.8,77.2
RUN0478,M029,PRD07,SHIFT_SWING,5,167,132,129,3,16.6,20.9
RUN0479,M029,PRD06,SHIFT_SWING,5,617,500,489,11,62.5,77.2
RUN0480,M029,PRD06,SHIFT_DAY,6,617,540,531,9,67.5,77.2
RUN0481,M029,PRD03,SHIFT_NIGHT,7,228,179,178,1,22.4,28.6
RUN0482,M029,PRD07,SHIFT_SWING,8,167,126,122,4,15.8,20.9
RUN0483,M029,PRD07,SHIFT_DAY,9,167,140,135,5,17.5,20.9
RUN0484,M029,PRD03,SHIFT_DAY,10,228,178,175,3,22.3,28.6
RUN0485,M029,PRD06,SHIFT_SWING,11,617,508,499,9,63.6,77.2
RUN0486,M029,PRD03,SHIFT_DAY,11,228,180,178,2,22.6,28.6
RUN0487,M029,PRD07,SHIFT_DAY,12,167,139,136,3,18.1,20.9
RUN0488,M030,PRD06,SHIFT_DAY,1,565,421,408,13,55.6,70.7
RUN0489,M030,PRD03,SHIFT_DAY,1,235,159,158,1,21.1,29.4
RUN0490,M030,PRD03,SHIFT_NIGHT,2,235,166,165,1,20.8,29.4
RUN0491,M030,PRD06,SHIFT_DAY,2,565,395,380,15,49.4,70.7
RUN0492,M030,PRD03,SHIFT_DAY,3,235,163,163,0,20.4,29.4
RUN0493,M030,PRD06,SHIFT_DAY,4,565,447,438,9,55.9,70.7
RUN0494,M030,PRD03,SHIFT_DAY,5,235,183,181,2,22.9,29.4
RUN0495,M030,PRD07,SHIFT_NIGHT,6,164,115,114,1,14.4,20.5
RUN0496,M030,PRD06,SHIFT_NIGHT,6,565,359,354,5,44.9,70.7
RUN0497,M030,PRD03,SHIFT_NIGHT,7,235,168,166,2,21.0,29.4
RUN0498,M030,PRD07,SHIFT_SWING,7,164,117,116,1,14.7,20.5
RUN0499,M030,PRD07,SHIFT_SWING,8,164,115,114,1,14.4,20.5
RUN0500,M030,PRD03,SHIFT_SWING,9,235,166,165,1,20.8,29.4
RUN0501,M030,PRD06,SHIFT_DAY,10,565,423,419,4,52.9,70.7
RUN0502,M030,PRD07,SHIFT_NIGHT,11,164,120,118,2,15.0,20.5
RUN0503,M030,PRD06,SHIFT_DAY,12,565,416,402,14,52.0,70.7
RUN0504,M031,PRD04,SHIFT_SWING,1,94,68,68,0,8.5,11.8
RUN0505,M031,PRD08,SHIFT_NIGHT,2,118,76,75,1,9.5,14.8
RUN0506,M031,PRD08,SHIFT_SWING,3,118,88,87,1,11.0,14.8
RUN0507,M031,PRD08,SHIFT_SWING,4,118,79,78,1,9.9,14.8
RUN0508,M031,PRD08,SHIFT_NIGHT,5,118,83,82,1,10.4,14.8
RUN0509,M031,PRD08,SHIFT_NIGHT,6,118,72,71,1,9.9,14.8
RUN0510,M031,PRD04,SHIFT_SWING,6,94,62,62,0,8.6,11.8
RUN0511,M031,PRD04,SHIFT_NIGHT,7,94,61,61,0,7.7,11.8
RUN0512,M031,PRD08,SHIFT_SWING,8,118,88,87,1,11.1,14.8
RUN0513,M031,PRD04,SHIFT_DAY,9,94,72,72,0,9.1,11.8
RUN0514,M031,PRD08,SHIFT_SWING,9,118,90,90,0,11.3,14.8
RUN0515,M031,PRD04,SHIFT_NIGHT,10,94,60,60,0,7.6,11.8
RUN0516,M031,PRD04,SHIFT_SWING,11,94,58,58,0,7.9,11.8
RUN0517,M031,PRD08,SHIFT_DAY,11,118,87,86,1,11.8,14.8
RUN0518,M031,PRD08,SHIFT_SWING,12,118,84,84,0,10.5,14.8
RUN0519,M032,PRD04,SHIFT_SWING,1,91,62,62,0,8.4,11.4
RUN0520,M032,PRD04,SHIFT_NIGHT,2,91,58,58,0,8.2,11.4
RUN0521,M032,PRD04,SHIFT_DAY,3,91,59,59,0,8.0,11.4
RUN0522,M032,PRD04,SHIFT_SWING,4,91,56,56,0,7.6,11.4
RUN0523,M032,PRD08,SHIFT_DAY,5,119,79,78,1,10.8,14.9
RUN0524,M032,PRD04,SHIFT_SWING,5,91,57,57,0,7.8,11.4
RUN0525,M032,PRD04,SHIFT_SWING,6,91,55,55,0,8.1,11.4
RUN0526,M032,PRD08,SHIFT_NIGHT,6,119,63,61,2,9.3,14.9
RUN0527,M032,PRD04,SHIFT_SWING,7,91,48,48,0,7.6,11.4
RUN0528,M032,PRD04,SHIFT_SWING,8,91,39,39,0,8.5,11.4
RUN0529,M032,PRD04,SHIFT_SWING,9,91,56,56,0,7.4,11.4
RUN0530,M032,PRD08,SHIFT_NIGHT,9,119,81,79,2,10.7,14.9
RUN0531,M032,PRD04,SHIFT_NIGHT,10,91,42,42,0,7.9,11.4
RUN0532,M032,PRD08,SHIFT_NIGHT,11,119,69,68,1,9.2,14.9
RUN0533,M032,PRD08,SHIFT_DAY,12,119,47,46,1,10.1,14.9
RUN0534,M033,PRD04,SHIFT_SWING,1,80,61,59,2,7.7,10.1
RUN0535,M033,PRD08,SHIFT_NIGHT,1,108,87,86,1,10.9,13.5
RUN0536,M033,PRD04,SHIFT_SWING,2,80,62,61,1,8.4,10.1
RUN0537,M033,PRD08,SHIFT_DAY,3,108,84,84,0,10.9,13.5
RUN0538,M033,PRD04,SHIFT_NIGHT,4,80,61,60,1,7.7,10.1
RUN0539,M033,PRD04,SHIFT_DAY,5,80,62,60,2,7.8,10.1
RUN0540,M033,PRD08,SHIFT_DAY,5,108,91,89,2,11.4,13.5
RUN0541,M033,PRD04,SHIFT_DAY,6,80,66,65,1,8.3,10.1
RUN0542,M033,PRD08,SHIFT_DAY,6,108,89,88,1,11.2,13.5
RUN0543,M033,PRD08,SHIFT_DAY,7,108,92,90,2,12.1,13.5
RUN0544,M033,PRD04,SHIFT_SWING,8,80,64,64,0,8.1,10.1
RUN0545,M033,PRD04,SHIFT_DAY,9,80,67,65,2,8.4,10.1
RUN0546,M033,PRD04,SHIFT_NIGHT,10,80,60,60,0,7.6,10.1
RUN0547,M033,PRD08,SHIFT_DAY,10,108,85,85,0,10.7,13.5
RUN0548,M033,PRD08,SHIFT_NIGHT,11,108,86,85,1,10.8,13.5
RUN0549,M033,PRD08,SHIFT_SWING,12,108,90,89,1,11.3,13.5
RUN0550,M034,PRD04,SHIFT_SWING,1,81,60,58,2,7.6,10.2
RUN0551,M034,PRD04,SHIFT_NIGHT,2,81,51,50,1,6.8,10.2
RUN0552,M034,PRD08,SHIFT_NIGHT,2,101,63,62,1,8.5,12.7
RUN0553,M034,PRD08,SHIFT_SWING,3,101,75,74,1,9.4,12.7
RUN0554,M034,PRD08,SHIFT_NIGHT,4,101,75,74,1,9.4,12.7
RUN0555,M034,PRD04,SHIFT_NIGHT,5,81,53,51,2,6.7,10.2
RUN0556,M034,PRD08,SHIFT_NIGHT,6,101,73,73,0,9.2,12.7
RUN0557,M034,PRD08,SHIFT_DAY,7,101,69,67,2,8.7,12.7
RUN0558,M034,PRD04,SHIFT_SWING,7,81,56,55,1,7.1,10.2
RUN0559,M034,PRD04,SHIFT_SWING,8,81,61,60,1,7.7,10.2
RUN0560,M034,PRD08,SHIFT_DAY,8,101,79,78,1,9.9,12.7
RUN0561,M034,PRD04,SHIFT_SWING,9,81,46,45,1,7.0,10.2
RUN0562,M034,PRD08,SHIFT_DAY,10,101,76,75,1,9.5,12.7
RUN0563,M034,PRD08,SHIFT_SWING,11,101,76,75,1,9.6,12.7
RUN0564,M034,PRD08,SHIFT_SWING,12,101,76,74,2,9.5,12.7
RUN0565,M034,PRD04,SHIFT_DAY,12,81,63,61,2,7.9,10.2
RUN0566,M035,PRD08,SHIFT_SWING,1,116,72,71,1,10.3,14.6
RUN0567,M035,PRD04,SHIFT_NIGHT,1,90,51,51,0,7.3,11.3
RUN0568,M035,PRD04,SHIFT_DAY,2,90,46,46,0,8.7,11.3
RUN0569,M035,PRD08,SHIFT_DAY,3,116,70,70,0,11.0,14.6
RUN0570,M035,PRD04,SHIFT_NIGHT,3,90,47,47,0,7.4,11.3
RUN0571,M035,PRD08,SHIFT_NIGHT,4,116,75,74,1,10.3,14.6
RUN0572,M035,PRD08,SHIFT_SWING,5,116,49,49,0,10.8,14.6
RUN0573,M035,PRD04,SHIFT_SWING,6,90,40,40,0,7.3,11.3
RUN0574,M035,PRD04,SHIFT_DAY,7,90,48,48,0,8.2,11.3
RUN0575,M035,PRD08,SHIFT_NIGHT,7,116,58,57,1,9.9,14.6
RUN0576,M035,PRD08,SHIFT_SWING,8,116,51,51,0,9.8,14.6
RUN0577,M035,PRD04,SHIFT_DAY,9,90,57,57,0,8.6,11.3
RUN0578,M035,PRD04,SHIFT_DAY,10,90,45,45,0,8.4,11.3
RUN0579,M035,PRD04,SHIFT_DAY,11,90,60,59,1,8.7,11.3
RUN0580,M035,PRD08,SHIFT_SWING,11,116,64,63,1,9.4,14.6
RUN0581,M035,PRD04,SHIFT_SWING,12,90,53,53,0,7.4,11.3
RUN0582,M035,PRD08,SHIFT_DAY,12,116,76,76,0,10.5,14.6
RUN0583,M036,PRD08,SHIFT_NIGHT,1,114,84,83,1,11.0,14.3
RUN0584,M036,PRD04,SHIFT_SWING,2,81,68,67,1,8.5,10.2
RUN0585,M036,PRD08,SHIFT_SWING,2,114,99,99,0,12.4,14.3
RUN0586,M036,PRD08,SHIFT_DAY,3,114,94,94,0,11.8,14.3
RUN0587,M036,PRD04,SHIFT_DAY,3,81,72,72,0,9.1,10.2
RUN0588,M036,PRD08,SHIFT_DAY,4,114,94,93,1,11.8,14.3
RUN0589,M036,PRD04,SHIFT_NIGHT,4,81,66,65,1,8.3,10.2
RUN0590,M036,PRD04,SHIFT_DAY,5,81,69,67,2,8.7,10.2
RUN0591,M036,PRD08,SHIFT_NIGHT,5,114,90,90,0,11.3,14.3
RUN0592,M036,PRD04,SHIFT_NIGHT,6,81,64,63,1,8.0,10.2
RUN0593,M036,PRD08,SHIFT_SWING,6,114,88,87,1,11.1,14.3
RUN0594,M036,PRD08,SHIFT_SWING,7,114,85,85,0,11.1,14.3
RUN0595,M036,PRD04,SHIFT_DAY,7,81,67,66,1,8.8,10.2
RUN0596,M036,PRD08,SHIFT_DAY,8,114,93,92,1,11.7,14.3
RUN0597,M036,PRD04,SHIFT_SWING,8,81,68,66,2,8.5,10.2
RUN0598,M036,PRD08,SHIFT_DAY,9,114,96,95,1,12.1,14.3
RUN0599,M036,PRD04,SHIFT_SWING,10,81,68,66,2,8.5,10.2
RUN0600,M036,PRD08,SHIFT_SWING,11,114,87,87,0,10.9,14.3
RUN0601,M036,PRD04,SHIFT_NIGHT,11,81,68,67,1,8.6,10.2
RUN0602,M036,PRD04,SHIFT_SWING,12,81,61,61,0,7.7,10.2
RUN0603,M036,PRD08,SHIFT_SWING,12,114,96,95,1,12.1,14.3
RUN0604,M037,PRD04,SHIFT_DAY,1,85,60,60,0,8.4,10.7
RUN0605,M037,PRD04,SHIFT_DAY,2,85,60,60,0,7.5,10.7
RUN0606,M037,PRD08,SHIFT_DAY,3,115,84,83,1,10.5,14.4
RUN0607,M037,PRD04,SHIFT_NIGHT,3,85,56,56,0,7.1,10.7
RUN0608,M037,PRD08,SHIFT_NIGHT,4,115,73,72,1,9.2,14.4
RUN0609,M037,PRD04,SHIFT_SWING,4,85,65,64,1,8.2,10.7
RUN0610,M037,PRD08,SHIFT_SWING,5,115,85,84,1,10.7,14.4
RUN0611,M037,PRD04,SHIFT_NIGHT,5,85,61,60,1,7.7,10.7
RUN0612,M037,PRD04,SHIFT_DAY,6,85,64,64,0,8.0,10.7
RUN0613,M037,PRD08,SHIFT_NIGHT,6,115,78,78,0,9.8,14.4
RUN0614,M037,PRD08,SHIFT_DAY,7,115,81,80,1,10.2,14.4
RUN0615,M037,PRD08,SHIFT_SWING,8,115,80,80,0,10.0,14.4
RUN0616,M037,PRD04,SHIFT_DAY,9,85,66,66,0,8.3,10.7
RUN0617,M037,PRD04,SHIFT_NIGHT,10,85,56,56,0,7.1,10.7
RUN0618,M037,PRD08,SHIFT_SWING,10,115,77,77,0,9.7,14.4
RUN0619,M037,PRD08,SHIFT_SWING,11,115,77,76,1,10.2,14.4
RUN0620,M037,PRD08,SHIFT_NIGHT,12,115,82,81,1,10.3,14.4
RUN0621,M038,PRD04,SHIFT_DAY,1,87,55,54,1,7.9,10.9
RUN0622,M038,PRD08,SHIFT_DAY,1,116,68,66,2,9.7,14.5
RUN0623,M038,PRD04,SHIFT_SWING,2,87,64,64,0,8.0,10.9
RUN0624,M038,PRD08,SHIFT_DAY,2,116,80,77,3,10.1,14.5
RUN0625,M038,PRD08,SHIFT_NIGHT,3,116,67,66,1,9.1,14.5
RUN0626,M038,PRD04,SHIFT_SWING,4,87,60,60,0,7.6,10.9
RUN0627,M038,PRD08,SHIFT_DAY,4,116,90,88,2,11.3,14.5
RUN0628,M038,PRD08,SHIFT_DAY,5,116,86,85,1,10.8,14.5
RUN0629,M038,PRD04,SHIFT_NIGHT,6,87,56,55,1,7.1,10.9
RUN0630,M038,PRD04,SHIFT_DAY,7,87,58,56,2,7.8,10.9
RUN0631,M038,PRD08,SHIFT_NIGHT,7,116,70,68,2,9.4,14.5
RUN0632,M038,PRD04,SHIFT_DAY,8,87,59,58,1,7.4,10.9
RUN0633,M038,PRD08,SHIFT_DAY,8,116,85,84,1,10.7,14.5
RUN0634,M038,PRD04,SHIFT_NIGHT,9,87,58,58,0,7.3,10.9
RUN0635,M038,PRD04,SHIFT_DAY,10,87,56,55,1,7.8,10.9
RUN0636,M038,PRD08,SHIFT_NIGHT,10,116,67,66,1,9.3,14.5
RUN0637,M038,PRD08,SHIFT_NIGHT,11,116,76,74,2,9.5,14.5
RUN0638,M038,PRD08,SHIFT_SWING,12,116,85,82,3,10.7,14.5
RUN0639,M038,PRD04,SHIFT_NIGHT,12,87,58,56,2,7.3,10.9
RUN0640,M039,PRD08,SHIFT_NIGHT,1,103,76,76,0,10.0,12.9
RUN0641,M039,PRD08,SHIFT_SWING,2,103,90,89,1,11.3,12.9
RUN0642,M039,PRD04,SHIFT_SWING,3,84,74,72,2,9.3,10.6
RUN0643,M039,PRD08,SHIFT_SWING,3,103,86,84,2,10.8,12.9
RUN0644,M039,PRD08,SHIFT_NIGHT,4,103,78,77,1,9.9,12.9
RUN0645,M039,PRD04,SHIFT_SWING,4,84,65,64,1,8.3,10.6
RUN0646,M039,PRD08,SHIFT_NIGHT,5,103,80,79,1,10.5,12.9
RUN0647,M039,PRD04,SHIFT_SWING,5,84,65,63,2,8.5,10.6
RUN0648,M039,PRD08,SHIFT_DAY,6,103,83,81,2,10.4,12.9
RUN0649,M039,PRD04,SHIFT_SWING,7,84,68,67,1,8.6,10.6
RUN0650,M039,PRD04,SHIFT_NIGHT,8,84,67,66,1,8.4,10.6
RUN0651,M039,PRD08,SHIFT_NIGHT,8,103,74,72,2,9.3,12.9
RUN0652,M039,PRD04,SHIFT_SWING,9,84,72,70,2,9.0,10.6
