metric_id,metric_date,lab,active_training_runs,gpu_hours_consumed,tokens_trained,eval_runs_launched,inference_qps,model_release_events,paper_submissions,funding_announced_usd,prev_day_growth,prev_week_growth,growth_7d_mean,training_intensity_growth_rate
576,2025-08-14,xAI Internal,47,85747.6,974670352005.0,15,1035.86,0,0,0.0,0.08777,0.08576,0.07854,0.08206
577,2025-08-15,Anthropic Research,51,85101.64,1070262860438.0,15,1082.32,0,0,0.0,0.09918,0.10585,0.09954,0.09331
578,2025-08-15,Cohere Inference,12,14461.3,104472057368.0,2,2822.01,0,0,0.0,0.0329,0.02918,0.03118,0.03772
579,2025-08-15,OpenAI Pretrain,64,129866.5,1338714852714.0,19,1425.28,0,0,0.0,0.12907,0.11844,0.12306,0.11842
580,2025-08-15,Stability Open,5,6085.58,43831057706.0,0,29.48,0,0,0.0,-0.03855,-0.0288,-0.02995,-0.03428
581,2025-08-15,Together AI Multi-Lab,15,17219.38,122077131804.0,3,1318.45,0,0,0.0,0.03577,0.03597,0.03863,0.0285
582,2025-08-15,xAI Internal,47,97911.87,972795571146.0,15,993.53,0,0,0.0,0.08206,0.07357,0.07949,0.08025
583,2025-08-16,Anthropic Research,53,93281.51,1020137105760.0,18,1284.89,0,0,0.0,0.09331,0.10376,0.09903,0.10019
584,2025-08-16,Cohere Inference,12,15847.47,93712651996.0,2,2886.63,0,0,0.0,0.03772,0.02831,0.03175,0.03232
585,2025-08-16,OpenAI Pretrain,64,125114.98,1380507341617.0,18,1373.02,0,0,0.0,0.11842,0.12665,0.12192,0.11868
586,2025-08-16,Stability Open,5,5783.03,37633311452.0,0,26.32,0,1,0.0,-0.03428,-0.02537,-0.03055,-0.0296
587,2025-08-16,Together AI Multi-Lab,13,16849.09,113801845979.0,4,1234.05,0,0,0.0,0.0285,0.03779,0.03895,0.04002
588,2025-08-16,xAI Internal,51,102514.96,1104728079306.0,16,1269.68,0,0,0.0,0.08025,0.07435,0.0807,0.08281
589,2025-08-17,Anthropic Research,51,96214.12,1012444039908.0,14,1120.52,0,0,0.0,0.10019,0.09651,0.0996,0.10056
590,2025-08-17,Cohere Inference,12,14111.47,106188820180.0,1,2768.47,0,0,0.0,0.03232,0.02825,0.03202,0.03014
591,2025-08-17,OpenAI Pretrain,63,115975.62,1394661825493.0,17,1273.56,0,0,0.0,0.11868,0.11593,0.12334,0.12588
592,2025-08-17,Stability Open,4,5576.61,33690987986.0,0,22.37,1,0,0.0,-0.0296,-0.02709,-0.03058,-0.02729
593,2025-08-17,Together AI Multi-Lab,13,16182.23,102553272619.0,2,1159.34,0,0,0.0,0.04002,0.04446,0.038,0.03784
594,2025-08-17,xAI Internal,50,87958.88,959934019576.0,15,1107.59,0,1,0.0,0.08281,0.07701,0.0809,0.07837
595,2025-08-18,Anthropic Research,51,102129.13,1050413859192.0,14,1187.21,0,0,0.0,0.10056,0.0986,0.10044,0.10446
596,2025-08-18,Cohere Inference,13,14467.88,112652746889.0,3,3392.36,0,0,0.0,0.03014,0.02155,0.03231,0.0236
597,2025-08-18,OpenAI Pretrain,61,121978.21,1201298818244.0,19,1271.94,0,0,0.0,0.12588,0.12446,0.12273,0.12015
598,2025-08-18,Stability Open,5,5678.4,41502878112.0,0,28.77,0,0,0.0,-0.02729,-0.03442,-0.03029,-0.03237
599,2025-08-18,Together AI Multi-Lab,14,17754.23,112976397291.0,3,1257.92,0,0,0.0,0.03784,0.04115,0.03745,0.0373
600,2025-08-18,xAI Internal,47,90319.93,971192348894.0,14,1185.21,0,0,0.0,0.07837,0.07451,0.08259,0.08639
601,2025-08-19,Anthropic Research,50,90855.61,954126779862.0,14,1199.29,0,0,0.0,0.10446,0.10437,0.09987,0.10035
602,2025-08-19,Cohere Inference,12,14851.61,95276788257.0,2,2676.72,0,0,0.0,0.0236,0.04059,0.03084,0.03029
603,2025-08-19,OpenAI Pretrain,63,120177.2,1318311549693.0,20,1361.42,0,1,0.0,0.12015,0.12717,0.12152,0.11871
604,2025-08-19,Stability Open,5,6325.08,45327741644.0,2,27.52,0,0,0.0,-0.03237,-0.02622,-0.03298,-0.04505
605,2025-08-19,Together AI Multi-Lab,14,17229.57,129211817797.0,3,1346.81,0,0,0.0,0.0373,0.03938,0.03728,0.03821
606,2025-08-19,xAI Internal,50,98232.05,949151379673.0,16,1180.73,0,1,0.0,0.08639,0.08051,0.08287,0.08246
607,2025-08-20,Anthropic Research,49,88960.01,943747664980.0,14,1040.6,0,0,0.0,0.10035,0.10102,0.10173,0.11405
608,2025-08-20,Cohere Inference,12,14039.37,111213381680.0,5,3025.38,0,0,0.0,0.03029,0.02891,0.03084,0.0289
609,2025-08-20,OpenAI Pretrain,62,122005.91,1138448456165.0,18,1394.79,0,0,0.0,0.11871,0.11971,0.12228,0.12503
610,2025-08-20,Stability Open,5,5898.6,44162101266.0,3,27.67,0,0,0.0,-0.04505,-0.0237,-0.03425,-0.03258
611,2025-08-20,Together AI Multi-Lab,14,17221.15,124501122656.0,4,1494.25,0,0,0.0,0.03821,0.04334,0.0376,0.04554
612,2025-08-20,xAI Internal,51,93539.36,996423268611.0,14,1119.61,0,0,0.0,0.08246,0.08777,0.08156,0.07858
613,2025-08-21,Anthropic Research,51,95285.87,920907154923.0,17,1215.86,0,0,0.0,0.11405,0.09918,0.10289,0.10731
614,2025-08-21,Cohere Inference,12,14723.36,95690936065.0,2,3263.47,0,0,0.0,0.0289,0.0329,0.03165,0.03861
615,2025-08-21,OpenAI Pretrain,68,117434.65,1384653835530.0,19,1617.26,0,0,0.0,0.12503,0.12907,0.12121,0.12162
616,2025-08-21,Stability Open,5,6286.5,40923907356.0,2,27.1,0,0,0.0,-0.03258,-0.03855,-0.0321,-0.02354
617,2025-08-21,Together AI Multi-Lab,13,18452.04,107826547658.0,3,1244.49,0,0,0.0,0.04554,0.03577,0.0378,0.03716
618,2025-08-21,xAI Internal,53,97827.21,1090113815207.0,15,1155.17,0,0,0.0,0.07858,0.08206,0.08203,0.08538
619,2025-08-22,Anthropic Research,53,99611.18,877124932819.0,15,1238.75,0,0,0.0,0.10731,0.09331,0.10457,0.10508
620,2025-08-22,Cohere Inference,11,13677.29,105109561675.0,4,2782.49,0,0,0.0,0.03861,0.03772,0.02949,0.02255
621,2025-08-22,OpenAI Pretrain,64,120589.63,1166882188142.0,20,1442.89,1,0,0.0,0.12162,0.11842,0.12155,0.1208
622,2025-08-22,Stability Open,6,6963.13,44374637365.0,0,29.33,0,0,0.0,-0.02354,-0.03428,-0.03144,-0.02962
623,2025-08-22,Together AI Multi-Lab,14,17416.05,125676560211.0,5,1538.06,0,0,0.0,0.03716,0.0285,0.03942,0.0399
624,2025-08-22,xAI Internal,48,87959.94,872417579140.0,14,1155.37,0,0,0.0,0.08538,0.08025,0.08146,0.0762
625,2025-08-23,Anthropic Research,49,92299.41,1003796120167.0,14,984.9,0,0,0.0,0.10508,0.10019,0.10423,0.09778
626,2025-08-23,Cohere Inference,10,13076.42,75328610898.0,4,2425.98,0,0,0.0,0.02255,0.03232,0.03016,0.03701
627,2025-08-23,OpenAI Pretrain,63,112521.34,1409234147739.0,18,1350.25,0,0,0.0,0.1208,0.11868,0.12238,0.1245
628,2025-08-23,Stability Open,5,5602.63,44627729294.0,2,27.69,1,0,0.0,-0.02962,-0.0296,-0.031,-0.02657
629,2025-08-23,Together AI Multi-Lab,14,15939.82,122299829667.0,4,1341.5,0,0,0.0,0.0399,0.04002,0.0391,0.03777
630,2025-08-23,xAI Internal,52,92938.55,1064572798778.0,16,1067.97,0,0,0.0,0.0762,0.08281,0.0814,0.08239
631,2025-08-24,Anthropic Research,52,100123.58,1022603469034.0,15,1181.99,0,0,0.0,0.09778,0.10056,0.10483,0.1048
632,2025-08-24,Cohere Inference,11,12893.02,83721502630.0,2,2699.03,0,0,0.0,0.03701,0.03014,0.02999,0.02896
633,2025-08-24,OpenAI Pretrain,64,118160.22,1176052457490.0,19,1345.8,0,0,0.0,0.1245,0.12588,0.1222,0.12462
634,2025-08-24,Stability Open,5,6443.09,40035649120.0,0,29.18,0,0,0.0,-0.02657,-0.02729,-0.03124,-0.02895
635,2025-08-24,Together AI Multi-Lab,16,19335.26,119620518702.0,4,1654.17,0,0,0.0,0.03777,0.03784,0.03824,0.03179
636,2025-08-24,xAI Internal,51,100936.97,965791426923.0,14,935.38,0,0,0.0,0.08239,0.07837,0.08117,0.07676
637,2025-08-25,Anthropic Research,50,83924.12,1012248632317.0,15,1128.77,0,2,0.0,0.1048,0.10446,0.10475,0.10385
638,2025-08-25,Cohere Inference,11,13086.1,89582316769.0,4,2615.37,0,0,0.0,0.02896,0.0236,0.03065,0.02824
639,2025-08-25,OpenAI Pretrain,62,112734.12,1272806194298.0,18,1408.34,0,0,0.0,0.12462,0.12015,0.12148,0.11507
640,2025-08-25,Stability Open,5,6456.64,50937840768.0,0,34.28,0,0,0.0,-0.02895,-0.03237,-0.0302,-0.02509
641,2025-08-25,Together AI Multi-Lab,15,18243.37,125030065881.0,3,1410.8,0,0,0.0,0.03179,0.0373,0.03813,0.03655
642,2025-08-25,xAI Internal,53,94143.14,1089038147151.0,15,1188.7,0,0,0.0,0.07676,0.08639,0.07993,0.07771
643,2025-08-26,Anthropic Research,55,106965.43,1037280362559.0,17,1307.71,2,0,0.0,0.10385,0.10035,0.10499,0.10207
644,2025-08-26,Cohere Inference,11,13525.37,96880005956.0,3,3210.79,0,0,0.0,0.02824,0.03029,0.03205,0.04006
645,2025-08-26,OpenAI Pretrain,63,114514.02,1256359540778.0,20,1480.17,0,0,0.0,0.11507,0.11871,0.12115,0.11639
646,2025-08-26,Stability Open,5,6529.14,41192392187.0,0,29.37,0,0,0.0,-0.02509,-0.04505,-0.02863,-0.03407
647,2025-08-26,Together AI Multi-Lab,16,19281.86,129323594802.0,2,1524.45,0,0,0.0,0.03655,0.03821,0.03652,0.02694
648,2025-08-26,xAI Internal,53,95015.23,1054719729958.0,16,1194.08,0,0,0.0,0.07771,0.08246,0.07829,0.07104
649,2025-08-27,Anthropic Research,55,103184.09,1112654441157.0,16,1342.13,0,0,0.0,0.10207,0.11405,0.10191,0.09251
650,2025-08-27,Cohere Inference,12,13836.78,101677799180.0,2,2904.07,0,0,0.0,0.04006,0.0289,0.03398,0.04242
651,2025-08-27,OpenAI Pretrain,61,100510.06,1197521538359.0,18,1431.35,0,0,0.0,0.11639,0.12503,0.11988,0.11616
652,2025-08-27,Stability Open,5,6670.9,49122911352.0,3,28.9,0,0,0.0,-0.03407,-0.03258,-0.02848,-0.03154
653,2025-08-27,Together AI Multi-Lab,15,17519.98,114636048766.0,3,1540.87,0,0,0.0,0.02694,0.04554,0.03551,0.03847
654,2025-08-27,xAI Internal,53,104926.82,1106005938521.0,16,1126.82,0,0,0.0,0.07104,0.07858,0.07772,0.07459
655,2025-08-28,Anthropic Research,52,88105.56,1048802232559.0,15,1150.05,0,0,0.0,0.09251,0.10731,0.10135,0.10336
656,2025-08-28,Cohere Inference,10,11712.85,78239158693.0,4,2593.18,0,0,0.0,0.04242,0.03861,0.03309,0.03236
657,2025-08-28,OpenAI Pretrain,60,99973.32,1108284610974.0,17,1355.89,0,0,0.0,0.11616,0.12162,0.11995,0.12213
658,2025-08-28,Stability Open,5,5952.91,46730181090.0,1,30.28,0,0,0.0,-0.03154,-0.02354,-0.03053,-0.03784
659,2025-08-28,Together AI Multi-Lab,14,16462.9,106298220249.0,4,1410.15,0,0,0.0,0.03847,0.03716,0.03517,0.03474
660,2025-08-28,xAI Internal,53,101976.8,1077672285797.0,16,1316.03,0,0,0.0,0.07459,0.08538,0.07784,0.08617
661,2025-08-29,Anthropic Research,56,100830.67,1100918035247.0,18,1282.91,0,0,0.0,0.10336,0.10508,0.10136,0.10512
662,2025-08-29,Cohere Inference,10,12798.86,87436652764.0,2,2337.96,0,0,0.0,0.03236,0.02255,0.03367,0.02663
663,2025-08-29,OpenAI Pretrain,61,114870.81,1092435341978.0,18,1343.93,0,0,0.0,0.12213,0.1208,0.11913,0.11506
664,2025-08-29,Stability Open,5,6071.74,41811418696.0,0,25.46,0,0,0.0,-0.03784,-0.02962,-0.03063,-0.03034
665,2025-08-29,Together AI Multi-Lab,15,19556.44,125802292693.0,3,1450.65,0,0,0.0,0.03474,0.0399,0.03537,0.0413
666,2025-08-29,xAI Internal,52,105393.04,1072069097272.0,15,1141.52,0,0,0.0,0.08617,0.0762,0.07853,0.08102
667,2025-08-30,Anthropic Research,56,105605.53,1101318228730.0,17,1229.41,0,0,0.0,0.10512,0.09778,0.10082,0.09403
668,2025-08-30,Cohere Inference,10,12195.96,78726453146.0,2,2807.59,0,0,0.0,0.02663,0.03701,0.03226,0.02715
669,2025-08-30,OpenAI Pretrain,62,119051.58,1161059247464.0,19,1370.98,0,0,0.0,0.11506,0.1245,0.11846,0.11981
670,2025-08-30,Stability Open,5,6433.56,48363971747.0,0,26.9,0,0,0.0,-0.03034,-0.02657,-0.03103,-0.02939
671,2025-08-30,Together AI Multi-Lab,15,18151.8,126156115550.0,3,1389.14,0,0,0.0,0.0413,0.03777,0.03686,0.04823
672,2025-08-30,xAI Internal,51,107560.05,1043101865748.0,15,1237.1,0,0,0.0,0.08102,0.08239,0.07893,0.08525
673,2025-08-31,Anthropic Research,54,92200.46,1137725779690.0,18,1321.87,0,0,0.0,0.09403,0.1048,0.10021,0.10051
674,2025-08-31,Cohere Inference,11,13535.13,92942934560.0,3,2607.57,0,0,0.0,0.02715,0.02896,0.03299,0.03408
675,2025-08-31,OpenAI Pretrain,59,114245.32,1178944777348.0,18,1358.87,0,0,0.0,0.11981,0.12462,0.11694,0.11394
676,2025-08-31,Stability Open,5,5955.31,43299148910.0,0,26.69,0,0,0.0,-0.02939,-0.02895,-0.03118,-0.03002
677,2025-08-31,Together AI Multi-Lab,15,18740.38,153644710292.0,4,1407.74,0,0,0.0,0.04823,0.03179,0.0375,0.03624
678,2025-08-31,xAI Internal,54,97557.26,1015040005592.0,17,1172.25,0,0,0.0,0.08525,0.07676,0.07847,0.07349
679,2025-09-01,Anthropic Research,53,100560.87,979725061970.0,16,1079.3,0,0,0.0,0.10051,0.10385,0.09812,0.08922
680,2025-09-01,Cohere Inference,11,13284.14,94261844630.0,1,2637.1,0,0,0.0,0.03408,0.02824,0.03271,0.02626
681,2025-09-01,OpenAI Pretrain,61,115786.55,1263691611799.0,17,1358.8,0,0,0.0,0.11394,0.11507,0.11692,0.11497
682,2025-09-01,Stability Open,5,5627.64,43536256229.0,0,24.92,0,0,0.0,-0.03002,-0.02509,-0.0317,-0.02872
683,2025-09-01,Together AI Multi-Lab,16,18743.51,128556370303.0,5,1487.81,0,0,0.0,0.03624,0.03655,0.03817,0.0413
684,2025-09-01,xAI Internal,51,87271.85,1005190646636.0,14,1268.5,0,0,0.0,0.07349,0.07771,0.07898,0.08128
685,2025-09-02,Anthropic Research,56,101808.56,997047907487.0,17,1224.32,0,0,0.0,0.08922,0.10207,0.09773,0.09935
686,2025-09-02,Cohere Inference,12,13818.07,97218776749.0,2,2927.99,0,0,0.0,0.02626,0.04006,0.0314,0.03088
687,2025-09-02,OpenAI Pretrain,62,114960.35,1284506756499.0,18,1376.08,0,0,0.0,0.11497,0.11639,0.11648,0.11328
688,2025-09-02,Stability Open,5,5699.65,35532899872.0,1,23.29,0,0,0.0,-0.02872,-0.03407,-0.03143,-0.03214
689,2025-09-02,Together AI Multi-Lab,15,16781.98,119159458099.0,4,1384.43,0,0,0.0,0.0413,0.02694,0.03978,0.03816
690,2025-09-02,xAI Internal,49,91150.64,1112217340380.0,14,1091.92,0,0,0.0,0.08128,0.07104,0.08022,0.07977
691,2025-09-03,Anthropic Research,57,101449.24,1151411562925.0,17,1255.98,0,1,0.0,0.09935,0.09251,0.09965,0.10595
692,2025-09-03,Cohere Inference,11,13608.13,87303475821.0,3,2773.48,0,0,0.0,0.03088,0.04242,0.02971,0.03061
693,2025-09-03,OpenAI Pretrain,64,134132.54,1312233210181.0,18,1365.02,0,0,0.0,0.11328,0.11616,0.11717,0.12098
694,2025-09-03,Stability Open,4,5487.54,41235786043.0,3,22.8,0,0,0.0,-0.03214,-0.03154,-0.03153,-0.03224
695,2025-09-03,Together AI Multi-Lab,15,19903.57,124597720993.0,3,1548.97,0,0,0.0,0.03816,0.03847,0.03998,0.03988
696,2025-09-03,xAI Internal,49,96492.17,1069667581003.0,13,1249.4,0,0,0.0,0.07977,0.07459,0.0807,0.07795
697,2025-09-04,Anthropic Research,52,93695.2,1105190466652.0,15,1058.02,0,0,0.0,0.10595,0.10336,0.09913,0.09972
698,2025-09-04,Cohere Inference,11,13840.61,100534785288.0,3,2701.28,0,0,0.0,0.03061,0.03236,0.02785,0.01936
699,2025-09-04,OpenAI Pretrain,63,115602.86,1117309117477.0,19,1506.74,0,0,0.0,0.12098,0.12213,0.1176,0.12513
700,2025-09-04,Stability Open,5,5868.9,35743653361.0,2,27.01,0,0,0.0,-0.03224,-0.03784,-0.02928,-0.02212
701,2025-09-04,Together AI Multi-Lab,14,17792.64,120917231677.0,5,1366.56,0,1,0.0,0.03988,0.03474,0.04048,0.03825
702,2025-09-04,xAI Internal,50,94325.93,931628402149.0,15,1068.44,0,0,0.0,0.07795,0.08617,0.08013,0.08216
703,2025-09-05,Anthropic Research,54,99029.74,1010565175548.0,17,1277.84,0,0,0.0,0.09972,0.10512,0.09743,0.09325
704,2025-09-05,Cohere Inference,10,13562.62,80255817607.0,4,2584.69,0,0,0.0,0.01936,0.02663,0.02945,0.03779
705,2025-09-05,OpenAI Pretrain,62,119862.67,1379155873058.0,18,1357.43,0,0,0.0,0.12513,0.11506,0.11759,0.11504
706,2025-09-05,Stability Open,4,5422.75,29652381541.0,2,25.73,0,0,0.0,-0.02212,-0.03034,-0.0297,-0.03325
707,2025-09-05,Together AI Multi-Lab,14,17444.32,110137626344.0,4,1463.79,0,0,0.0,0.03825,0.0413,0.04077,0.0433
708,2025-09-05,xAI Internal,50,102084.36,837715511904.0,15,1115.38,0,0,0.0,0.08216,0.08102,0.07945,0.07628
709,2025-09-06,Anthropic Research,59,109786.0,1077596735011.0,17,1256.16,0,0,0.0,0.09325,0.09403,0.09801,0.0981
710,2025-09-06,Cohere Inference,11,12647.86,85360017967.0,2,2955.19,0,0,0.0,0.03779,0.02715,0.02916,0.02511
711,2025-09-06,OpenAI Pretrain,62,117948.09,1329108468316.0,19,1442.26,0,0,0.0,0.11504,0.11981,0.11738,0.11833
712,2025-09-06,Stability Open,5,5635.18,33088763456.0,2,23.88,0,0,0.0,-0.03325,-0.02939,-0.02965,-0.02909
713,2025-09-06,Together AI Multi-Lab,13,15851.61,110932304484.0,0,1288.02,0,0,0.0,0.0433,0.04823,0.03936,0.03836
714,2025-09-06,xAI Internal,50,84750.55,1051991849422.0,15,1089.65,0,0,0.0,0.07628,0.08525,0.07958,0.0861
715,2025-09-07,Anthropic Research,53,95432.39,990413768359.0,15,1332.8,0,0,0.0,0.0981,0.10051,0.0981,0.10108
716,2025-09-07,Cohere Inference,11,14166.52,88702908758.0,2,2710.85,0,0,0.0,0.02511,0.03408,0.02865,0.03057
717,2025-09-07,OpenAI Pretrain,66,131349.67,1371114194745.0,20,1469.28,0,0,0.0,0.11833,0.11394,0.11858,0.12235
718,2025-09-07,Stability Open,4,5475.32,39007337079.0,0,24.56,0,0,0.0,-0.02909,-0.03002,-0.02989,-0.03169
719,2025-09-07,Together AI Multi-Lab,13,14593.76,117702130408.0,4,1404.1,0,0,0.0,0.03836,0.03624,0.03927,0.03565
720,2025-09-07,xAI Internal,48,92361.37,1000129624354.0,13,993.22,0,0,0.0,0.0861,0.07349,0.08091,0.08286
721,2025-09-08,Anthropic Research,54,105361.74,984541015711.0,16,1166.9,0,0,0.0,0.10108,0.08922,0.09911,0.09633
722,2025-09-08,Cohere Inference,12,13775.59,96840383672.0,2,2887.94,0,0,0.0,0.03057,0.02626,0.02896,0.02841
723,2025-09-08,OpenAI Pretrain,65,117478.72,1235962479439.0,21,1527.83,0,0,0.0,0.12235,0.11497,0.11964,0.12236
724,2025-09-08,Stability Open,4,5025.85,39297968595.0,2,25.83,0,0,0.0,-0.03169,-0.02872,-0.02979,-0.02799
725,2025-09-08,Together AI Multi-Lab,14,17472.11,128856309825.0,3,1311.78,0,0,0.0,0.03565,0.0413,0.03963,0.04378
726,2025-09-08,xAI Internal,48,97246.15,872992414126.0,17,989.22,1,0,0.0,0.08286,0.08128,0.08059,0.07902
727,2025-09-09,Anthropic Research,56,105768.88,1107996487055.0,16,1314.22,0,0,0.0,0.09633,0.09935,0.09825,0.0933
728,2025-09-09,Cohere Inference,12,14785.84,85074493937.0,4,2937.04,0,0,0.0,0.02841,0.03088,0.0281,0.02484
729,2025-09-09,OpenAI Pretrain,68,128957.26,1425816483567.0,19,1488.34,0,0,0.0,0.12236,0.11328,0.11933,0.11112
730,2025-09-09,Stability Open,4,5178.24,33464468503.0,0,23.8,1,0,0.0,-0.02799,-0.03214,-0.02943,-0.02961
731,2025-09-09,Together AI Multi-Lab,14,17224.93,118849296381.0,4,1383.07,0,0,0.0,0.04378,0.03816,0.0393,0.03589
732,2025-09-09,xAI Internal,47,89949.74,918285681079.0,15,1045.11,0,0,0.0,0.07902,0.07977,0.07966,0.07325
733,2025-09-10,Anthropic Research,56,94657.17,1132205711764.0,18,1291.44,0,0,0.0,0.0933,0.10595,0.09684,0.09607
734,2025-09-10,Cohere Inference,11,14475.86,91468100114.0,3,2454.48,0,0,0.0,0.02484,0.03061,0.02754,0.02672
735,2025-09-10,OpenAI Pretrain,65,134532.52,1126483727686.0,21,1228.1,0,0,0.0,0.11112,0.12098,0.12001,0.12575
736,2025-09-10,Stability Open,4,5810.75,38364709770.0,1,24.23,0,0,0.0,-0.02961,-0.03224,-0.02927,-0.03115
737,2025-09-10,Together AI Multi-Lab,13,16125.18,103367268121.0,3,1338.58,0,0,0.0,0.03589,0.03988,0.03896,0.03748
738,2025-09-10,xAI Internal,49,83752.08,1077432944438.0,15,1100.17,0,0,0.0,0.07325,0.07795,0.0801,0.081
739,2025-09-11,Anthropic Research,54,101569.41,1015153091339.0,15,1108.36,0,0,0.0,0.09607,0.09972,0.09694,0.10044
740,2025-09-11,Cohere Inference,10,11450.52,88317570679.0,2,2398.19,0,0,0.0,0.02672,0.01936,0.02814,0.02351
741,2025-09-11,OpenAI Pretrain,65,126102.77,1269220424385.0,18,1531.27,2,0,0.0,0.12575,0.12513,0.11931,0.12022
742,2025-09-11,Stability Open,4,5175.61,35749462678.0,0,23.41,0,0,0.0,-0.03115,-0.02212,-0.03198,-0.04107
743,2025-09-11,Together AI Multi-Lab,13,16770.98,98889019283.0,5,1295.09,0,0,0.0,0.03748,0.03825,0.03912,0.03937
744,2025-09-11,xAI Internal,46,78809.01,843699346054.0,14,1029.72,0,0,0.0,0.081,0.08216,0.07911,0.07528
745,2025-09-12,Anthropic Research,54,103434.25,1079824396244.0,16,1385.06,0,0,0.0,0.10044,0.09325,0.0969,0.09298
746,2025-09-12,Cohere Inference,10,12788.44,80009972301.0,0,2594.61,0,0,0.0,0.02351,0.03779,0.02706,0.03029
747,2025-09-12,OpenAI Pretrain,66,114370.94,1385394335809.0,20,1429.54,0,0,0.0,0.12022,0.11504,0.12014,0.12084
748,2025-09-12,Stability Open,4,4960.02,35562437687.0,2,23.52,0,0,0.0,-0.04107,-0.03325,-0.03294,-0.03999
749,2025-09-12,Together AI Multi-Lab,13,14894.43,102596570353.0,3,1267.75,0,0,0.0,0.03937,0.0433,0.03832,0.0377
750,2025-09-12,xAI Internal,49,91846.0,939648143490.0,15,1097.21,0,0,0.0,0.07528,0.07628,0.07907,0.07599
751,2025-09-13,Anthropic Research,55,102981.46,1017840061626.0,18,1288.24,0,1,0.0,0.09298,0.0981,0.09831,0.10795
752,2025-09-13,Cohere Inference,11,12927.35,87214681701.0,2,2174.93,0,0,0.0,0.03029,0.02511,0.02744,0.02776
753,2025-09-13,OpenAI Pretrain,66,125013.29,1293010024417.0,20,1571.16,0,0,0.0,0.12084,0.11833,0.12075,0.12261
754,2025-09-13,Stability Open,4,5497.04,39147989867.0,3,24.74,0,0,0.0,-0.03999,-0.02909,-0.03341,-0.03239
755,2025-09-13,Together AI Multi-Lab,13,16491.8,114912594319.0,3,1336.14,0,0,0.0,0.0377,0.03836,0.03828,0.03812
756,2025-09-13,xAI Internal,47,87715.84,995693468757.0,14,1031.46,0,0,0.0,0.07599,0.0861,0.07686,0.07063
757,2025-09-14,Anthropic Research,53,99994.47,1018738468954.0,17,1235.98,0,1,0.0,0.10795,0.10108,0.0971,0.09264
758,2025-09-14,Cohere Inference,11,12735.7,93697948139.0,2,2530.83,0,0,0.0,0.02776,0.03057,0.02688,0.02666
759,2025-09-14,OpenAI Pretrain,64,123055.01,1290271245813.0,19,1420.17,0,0,0.0,0.12261,0.12235,0.12102,0.12425
760,2025-09-14,Stability Open,4,5192.71,37808545919.0,2,24.77,0,0,0.0,-0.03239,-0.03169,-0.03236,-0.02432
761,2025-09-14,Together AI Multi-Lab,13,15027.2,106446957929.0,2,1211.43,0,0,0.0,0.03812,0.03565,0.03807,0.03417
762,2025-09-14,xAI Internal,47,86209.58,1087215173516.0,16,1106.83,0,0,0.0,0.07063,0.08286,0.07587,0.07592
763,2025-09-15,Anthropic Research,54,87958.55,1094044069299.0,16,1308.59,0,0,0.0,0.09264,0.09633,0.09815,0.10368
764,2025-09-15,Cohere Inference,11,13742.58,82331068502.0,3,2643.12,0,0,0.0,0.02666,0.02841,0.02704,0.02948
765,2025-09-15,OpenAI Pretrain,64,132192.19,1253751686706.0,18,1362.6,0,0,0.0,0.12425,0.12236,0.12004,0.11552
766,2025-09-15,Stability Open,4,5078.78,32584415859.0,0,21.11,1,0,0.0,-0.02432,-0.02799,-0.03324,-0.03417
767,2025-09-15,Together AI Multi-Lab,13,15961.06,102313810543.0,4,1425.87,0,0,0.0,0.03417,0.04378,0.03736,0.03878
768,2025-09-15,xAI Internal,50,91726.42,1062991963573.0,13,1132.34,0,0,0.0,0.07592,0.07902,0.07613,0.08082
769,2025-09-16,Anthropic Research,52,102906.35,972840766496.0,16,1241.38,0,0,0.0,0.10368,0.0933,0.0984,0.09503
770,2025-09-16,Cohere Inference,11,13115.37,75068598551.0,1,2879.39,0,0,0.0,0.02948,0.02484,0.02792,0.031
771,2025-09-16,OpenAI Pretrain,68,125627.31,1338325245819.0,22,1595.18,0,0,0.0,0.11552,0.11112,0.11999,0.11077
772,2025-09-16,Stability Open,4,4383.69,34595132075.0,1,21.53,1,0,0.0,-0.03417,-0.02961,-0.0328,-0.0265
773,2025-09-16,Together AI Multi-Lab,14,17869.46,131081044269.0,4,1476.38,0,0,0.0,0.03878,0.03589,0.03807,0.04089
774,2025-09-16,xAI Internal,50,90880.64,969482952825.0,15,1075.86,0,0,0.0,0.08082,0.07325,0.07739,0.08208
775,2025-09-17,Anthropic Research,54,104164.72,1091860380174.0,15,1275.73,0,0,0.0,0.09503,0.09607,0.099,0.10027
776,2025-09-17,Cohere Inference,11,14050.78,87773949097.0,2,2445.47,0,0,0.0,0.031,0.02672,0.02862,0.03163
777,2025-09-17,OpenAI Pretrain,64,127775.81,1343203221513.0,19,1363.73,0,0,0.0,0.11077,0.12575,0.1186,0.11602
778,2025-09-17,Stability Open,4,4986.88,35753653267.0,1,23.67,0,0,0.0,-0.0265,-0.03115,-0.03195,-0.02523
779,2025-09-17,Together AI Multi-Lab,13,16280.25,97254972203.0,2,1318.34,0,0,0.0,0.04089,0.03748,0.03992,0.05038
780,2025-09-17,xAI Internal,50,95349.59,937124047266.0,15,1114.1,0,0,0.0,0.08208,0.081,0.07684,0.07716
