METRIC_ID,TOWER_ID,TIMESTAMP,LATENCY_MS,THROUGHPUT_MBPS,PACKET_LOSS_PCT,JITTER_MS,SIGNAL_STRENGTH_DBM,ACTIVE_CONNECTIONS,BANDWIDTH_UTILIZATION_PCT,ERROR_RATE
MET-F5718881-C,TWR-0036,2024-04-11T00:45:00,30.36,173.90,1.058,12.89,-51,1407,42.3,1.836
MET-AF63D14D-2,TWR-0036,2024-04-21T08:51:00,18.53,310.34,1.429,9.52,-45,102,83.8,0.383
MET-A3DFCD73-E,TWR-0036,2024-04-22T05:22:00,21.30,169.99,1.429,8.85,-45,1841,53.2,4.775
MET-E5C31690-4,TWR-0036,2024-04-26T18:32:00,30.79,288.03,0.874,14.96,-46,500,80.5,1.797
MET-F660FAE7-9,TWR-0036,2024-05-02T07:39:00,48.10,305.64,0.848,13.57,-57,1843,28.1,1.266
MET-0F02FDAB-E,TWR-0036,2024-05-13T19:41:00,10.95,453.94,0.717,1.15,-54,1333,55.0,4.869
MET-5DD82C73-E,TWR-0036,2024-05-14T16:38:00,38.30,283.78,1.423,5.98,-43,1254,91.8,4.367
MET-C70CB21D-8,TWR-0036,2024-05-24T14:14:00,39.21,122.01,0.286,5.33,-59,1206,40.1,2.308
MET-46C6B378-6,TWR-0036,2024-05-29T04:39:00,24.53,499.78,0.207,7.53,-63,488,69.7,1.984
MET-E6DC311C-8,TWR-0036,2024-07-29T19:00:00,35.25,302.30,1.374,3.23,-56,1177,74.0,2.694
MET-54D6CA2C-E,TWR-0036,2024-08-19T20:12:00,44.25,430.81,0.744,12.30,-49,924,58.3,4.961
MET-A9FE8E07-C,TWR-0036,2024-09-11T17:28:00,28.74,491.59,0.333,1.25,-62,1971,56.8,2.369
MET-FC918A5F-8,TWR-0036,2024-10-04T01:30:00,10.60,141.66,0.994,6.89,-42,777,68.1,2.726
MET-8C86118E-1,TWR-0036,2024-11-10T19:37:00,45.91,304.39,1.278,9.73,-59,396,54.7,3.267
MET-191249AE-F,TWR-0036,2024-11-22T03:39:00,34.21,222.33,0.757,7.63,-67,225,65.8,0.511
MET-9012B72D-3,TWR-0036,2024-11-23T03:05:00,32.08,273.39,0.596,1.45,-54,1587,23.1,1.488
MET-065C4DCD-6,TWR-0036,2024-12-05T21:26:00,12.49,187.16,1.340,5.76,-51,1850,27.6,1.328
MET-D4A4853C-D,TWR-0037,2024-01-16T22:14:00,14.76,235.97,1.441,14.65,-51,774,52.6,3.261
MET-605B84BA-1,TWR-0037,2024-02-08T19:24:00,20.06,143.01,0.496,2.77,-58,490,49.8,2.338
MET-59F17908-C,TWR-0037,2024-02-12T19:39:00,42.69,314.97,0.940,9.11,-56,1142,28.3,0.340
MET-DF8B7E63-0,TWR-0037,2024-03-01T17:44:00,41.30,476.49,0.416,8.67,-48,1216,94.1,0.774
MET-0B0EC82B-F,TWR-0037,2024-03-02T00:14:00,49.93,110.35,0.151,3.65,-53,944,61.2,4.912
MET-E406BEFC-B,TWR-0037,2024-03-11T22:21:00,46.05,173.68,0.934,11.42,-62,861,55.7,4.985
MET-267F956B-E,TWR-0037,2024-04-01T01:37:00,48.32,499.50,0.095,13.62,-60,1072,63.3,4.260
MET-B2F7D42A-0,TWR-0037,2024-04-15T04:32:00,48.32,148.63,1.469,10.83,-53,366,35.6,4.181
MET-44785EBA-7,TWR-0037,2024-05-05T18:26:00,27.83,282.59,0.211,5.95,-49,765,45.1,4.630
MET-1E23EA03-6,TWR-0037,2024-05-20T22:16:00,48.17,420.53,0.488,5.90,-52,1964,53.5,1.686
MET-95C7EA41-C,TWR-0037,2024-06-05T03:31:00,22.64,145.59,0.090,9.99,-61,436,56.2,4.965
MET-6E5A9C63-F,TWR-0037,2024-06-20T05:13:00,35.43,478.57,0.816,4.03,-41,1745,24.5,3.574
MET-BAECA74A-E,TWR-0037,2024-06-25T12:10:00,32.02,348.26,0.220,4.55,-51,956,46.2,1.230
MET-1AC21853-7,TWR-0037,2024-08-10T17:12:00,27.62,163.80,0.526,9.15,-62,1212,55.9,2.170
MET-0D1BC829-C,TWR-0037,2024-08-14T23:04:00,42.11,297.21,0.357,2.78,-60,1329,93.0,4.844
MET-88E413C3-8,TWR-0037,2024-08-19T21:07:00,44.38,225.35,0.352,1.63,-46,1164,69.9,4.354
MET-C884C413-D,TWR-0037,2024-10-24T12:57:00,18.71,170.29,0.288,9.66,-45,1911,72.6,2.365
MET-6B3548F0-3,TWR-0037,2024-11-05T15:43:00,15.51,417.66,0.707,12.25,-43,1908,73.4,0.570
MET-5A0DCE04-2,TWR-0037,2024-12-04T19:18:00,12.55,456.63,1.202,6.64,-47,1860,50.6,0.639
MET-96719D02-E,TWR-0037,2024-12-08T20:15:00,11.00,244.40,1.340,5.99,-65,1167,58.6,3.525
MET-81BF1201-0,TWR-0038,2024-01-05T12:08:00,26.31,365.40,0.432,11.40,-61,1980,51.9,0.526
MET-5CE607FB-8,TWR-0038,2024-01-20T05:40:00,10.44,237.65,0.755,4.24,-66,1978,39.8,3.966
MET-B07C70F0-E,TWR-0038,2024-02-07T06:54:00,12.51,108.99,1.346,5.83,-57,1290,73.4,3.579
MET-9EF2A13C-0,TWR-0038,2024-02-10T20:22:00,47.95,202.89,1.112,1.39,-55,1223,71.9,0.646
MET-EF1D5485-3,TWR-0038,2024-02-14T10:19:00,32.53,247.65,0.203,2.61,-53,1882,77.1,1.365
MET-C9990540-0,TWR-0038,2024-02-16T23:50:00,42.17,319.18,0.899,1.06,-68,282,70.4,1.601
MET-EA4BB546-A,TWR-0038,2024-03-14T15:57:00,27.37,385.65,0.941,3.13,-40,291,53.5,2.758
MET-226FDFE2-0,TWR-0038,2024-03-26T13:32:00,13.54,346.19,1.173,14.16,-68,771,77.9,2.833
MET-1C61EC7C-D,TWR-0038,2024-04-26T19:51:00,12.78,317.86,0.105,11.46,-64,139,21.6,1.184
MET-CC71BF61-6,TWR-0038,2024-05-02T03:15:00,32.64,186.25,1.426,12.80,-43,170,75.6,4.429
MET-92043F3E-6,TWR-0038,2024-06-18T08:51:00,13.15,191.19,1.097,13.88,-69,101,66.9,3.075
MET-2122EBCC-C,TWR-0038,2024-07-15T17:17:00,44.05,302.24,0.493,14.00,-64,1737,31.9,0.604
MET-2DAA93F8-3,TWR-0038,2024-07-17T03:36:00,46.56,207.87,0.187,1.15,-48,355,79.1,2.054
MET-B1E9FBEA-C,TWR-0038,2024-07-23T17:01:00,36.02,391.68,1.033,8.73,-52,1217,60.2,3.211
MET-71C9F963-1,TWR-0038,2024-08-15T03:26:00,31.41,340.12,0.433,1.10,-55,419,42.5,2.936
MET-9F3DA5F8-E,TWR-0038,2024-08-31T22:43:00,47.02,250.57,0.316,8.23,-45,870,81.3,2.088
MET-E01849EE-A,TWR-0038,2024-09-09T12:19:00,10.77,476.48,1.338,12.09,-68,1862,42.5,0.050
MET-BF06954A-5,TWR-0038,2024-11-02T06:21:00,30.58,248.10,0.391,13.92,-50,1074,46.6,1.636
MET-1441CA58-1,TWR-0038,2024-11-25T03:52:00,47.02,343.52,1.437,4.94,-53,1510,33.6,0.717
MET-31850DB5-7,TWR-0038,2024-12-01T07:59:00,29.21,285.39,0.212,13.85,-70,599,22.9,1.775
MET-FAB3476D-7,TWR-0039,2024-03-18T01:14:00,10.60,207.83,0.380,11.71,-69,1266,81.4,4.660
MET-52405D4A-C,TWR-0039,2024-04-16T14:05:00,41.46,306.25,1.189,11.41,-49,942,55.4,0.878
MET-53B4FAAF-8,TWR-0039,2024-04-22T14:03:00,46.61,249.15,0.451,2.44,-42,826,44.5,2.675
MET-2BC005F0-C,TWR-0039,2024-04-25T02:58:00,32.80,458.63,0.305,1.04,-57,267,92.3,0.310
MET-E0102229-B,TWR-0039,2024-04-26T13:18:00,34.63,375.80,1.106,8.88,-68,912,21.9,3.611
MET-60AC6B11-9,TWR-0039,2024-04-30T08:33:00,11.10,277.16,0.656,14.14,-51,736,43.4,2.546
MET-8314D778-2,TWR-0039,2024-05-02T03:45:00,46.68,282.53,0.312,2.12,-65,648,32.7,2.894
MET-5049605C-1,TWR-0039,2024-05-28T16:42:00,15.98,370.94,0.436,12.41,-64,1150,70.0,1.782
MET-19DED38B-C,TWR-0039,2024-06-04T16:42:00,10.79,275.23,0.756,2.68,-52,299,51.4,3.380
MET-E010DABB-F,TWR-0039,2024-07-02T02:58:00,37.10,354.79,1.189,10.07,-55,82,90.1,4.808
MET-F0784364-A,TWR-0039,2024-08-13T03:09:00,19.01,114.82,1.456,12.51,-42,1364,65.5,0.183
MET-6F2347E0-0,TWR-0039,2024-08-25T14:18:00,37.40,389.34,0.881,11.35,-60,570,89.0,1.375
MET-60F96A03-7,TWR-0039,2024-08-26T06:49:00,19.53,355.41,0.874,8.80,-48,941,28.1,3.955
MET-3C28B6D6-9,TWR-0039,2024-08-27T06:40:00,31.55,162.73,0.180,2.49,-49,1285,84.1,4.608
MET-E93E27E7-A,TWR-0039,2024-10-13T23:44:00,39.82,187.66,0.729,14.51,-47,760,85.0,0.360
MET-5514E094-8,TWR-0039,2024-11-05T09:57:00,36.11,151.94,0.460,12.19,-59,190,58.0,2.465
MET-6A6FAA7C-3,TWR-0039,2024-11-18T06:20:00,28.99,396.57,0.196,2.56,-59,1985,66.2,0.655
MET-5C6CA3BF-3,TWR-0039,2024-12-07T09:49:00,38.20,384.53,0.350,3.72,-54,1703,39.2,4.347
MET-02240D5B-2,TWR-0039,2024-12-09T05:26:00,23.04,235.33,1.192,10.14,-40,1483,93.6,0.030
MET-82CD3317-B,TWR-0039,2024-12-13T17:05:00,21.52,222.67,0.062,6.68,-57,1861,67.3,3.868
MET-875FD7D3-3,TWR-0040,2024-02-20T06:18:00,40.95,197.77,0.714,5.74,-55,1529,64.4,3.499
MET-2432EAE2-0,TWR-0040,2024-02-20T13:31:00,18.35,157.25,1.039,4.37,-62,1558,89.8,1.491
MET-D9DF39CF-E,TWR-0040,2024-03-07T15:07:00,21.74,121.85,1.204,2.59,-63,618,22.6,0.242
MET-8ACAA507-0,TWR-0040,2024-03-26T15:56:00,30.98,247.29,1.494,4.39,-67,257,82.0,2.390
MET-C3E35D93-A,TWR-0040,2024-03-29T04:23:00,43.19,120.63,1.000,5.14,-43,1238,27.2,2.933
MET-31F6512F-F,TWR-0040,2024-04-26T15:17:00,15.02,169.16,1.331,11.79,-68,678,75.3,1.354
MET-08D62447-2,TWR-0040,2024-06-08T10:14:00,31.85,196.48,1.165,5.76,-60,980,23.5,0.738
MET-8AB923D9-9,TWR-0040,2024-06-30T03:09:00,12.69,339.47,0.965,13.98,-55,912,87.2,0.116
MET-D401A882-D,TWR-0040,2024-07-03T13:26:00,16.24,112.30,1.444,13.48,-45,1291,86.7,1.684
MET-77C36949-7,TWR-0040,2024-07-07T05:25:00,21.15,326.75,0.165,7.22,-42,656,81.2,2.103
MET-BA7AE0A5-7,TWR-0040,2024-07-14T12:55:00,19.88,432.38,0.423,3.14,-66,322,50.1,0.832
MET-E8AAD058-4,TWR-0040,2024-09-14T23:23:00,24.15,151.92,0.938,5.36,-57,1368,58.3,0.514
MET-CF1D2792-1,TWR-0040,2024-10-06T05:07:00,16.70,378.44,0.385,13.89,-70,1444,33.3,1.751
MET-D7BAC693-C,TWR-0040,2024-10-06T12:34:00,10.17,316.44,0.689,13.39,-50,1378,90.2,4.061
MET-9C0EB160-1,TWR-0040,2024-10-24T09:53:00,23.76,153.30,0.782,13.46,-60,1359,72.8,3.644
MET-83603936-7,TWR-0040,2024-11-04T07:12:00,46.08,111.86,0.187,7.44,-59,76,26.1,2.925
MET-A7B86E6B-9,TWR-0040,2024-11-26T16:07:00,49.89,104.28,1.104,11.67,-67,1389,27.7,0.643
MET-5D107B3E-7,TWR-0040,2024-11-29T01:00:00,14.76,323.88,0.659,14.30,-52,1368,71.2,4.228
MET-7E564CBA-1,TWR-0040,2024-11-30T05:18:00,21.95,133.95,1.078,5.62,-40,559,66.3,1.196
MET-093CF7E4-8,TWR-0040,2024-12-05T07:16:00,18.32,219.21,0.149,7.53,-45,855,88.3,1.792
MET-5AEB88E2-5,TWR-0041,2024-01-09T06:41:00,33.30,158.75,0.833,7.16,-68,332,86.0,0.941
MET-1ECCEDDD-7,TWR-0041,2024-01-10T13:18:00,30.86,145.26,0.465,3.92,-42,1321,76.0,3.614
MET-EBB23FD0-6,TWR-0041,2024-02-26T15:28:00,26.94,340.39,0.654,8.89,-51,476,80.4,3.673
MET-2E255191-8,TWR-0041,2024-03-20T19:13:00,21.74,389.19,1.006,9.64,-61,1871,50.9,0.544
MET-715273B0-3,TWR-0041,2024-04-12T13:55:00,33.90,289.41,1.186,13.89,-57,838,28.8,0.311
MET-0EA41242-1,TWR-0041,2024-04-18T02:52:00,44.18,212.32,1.102,4.72,-41,115,60.1,2.908
MET-A040DBCA-D,TWR-0041,2024-05-03T12:13:00,29.12,124.63,1.426,3.88,-65,753,30.6,3.880
MET-700E5ADC-9,TWR-0041,2024-06-10T19:38:00,28.85,150.16,0.685,11.39,-64,1425,40.5,1.188
MET-C18AFE86-9,TWR-0041,2024-06-13T08:58:00,34.92,261.45,0.693,4.93,-51,1865,90.6,4.843
MET-085EAB68-F,TWR-0041,2024-07-01T03:31:00,14.48,255.34,0.762,13.48,-57,738,43.8,1.068
MET-BB9922B8-0,TWR-0041,2024-07-07T20:49:00,17.81,307.51,1.467,2.17,-50,1981,92.7,4.750
MET-021D8F94-7,TWR-0041,2024-07-19T22:50:00,34.76,196.19,0.112,8.35,-51,1450,29.6,3.578
MET-2BCE8C34-B,TWR-0041,2024-09-16T19:37:00,29.78,100.53,1.462,3.82,-51,442,49.9,4.332
MET-FFB01CF1-F,TWR-0041,2024-10-15T21:11:00,41.16,127.84,1.481,12.68,-48,58,93.8,3.695
MET-6BD70A71-6,TWR-0041,2024-11-01T13:07:00,25.70,478.32,0.868,9.11,-59,521,27.9,4.049
MET-39138C25-F,TWR-0041,2024-11-09T05:25:00,36.50,371.34,1.155,2.93,-60,954,81.6,2.767
MET-59395F65-9,TWR-0041,2024-11-16T07:53:00,47.06,243.90,1.448,13.00,-46,293,53.1,2.199
MET-0D3C5A5E-6,TWR-0041,2024-11-23T14:43:00,13.45,112.97,0.472,2.11,-60,1189,49.7,0.462
MET-B036E980-B,TWR-0041,2024-12-08T05:42:00,47.37,158.30,1.044,3.05,-46,170,94.9,0.818
MET-6CD3BAFC-D,TWR-0041,2024-12-08T06:00:00,30.63,404.29,1.339,12.92,-43,887,66.5,0.001
MET-8869708D-A,TWR-0042,2024-01-07T15:09:00,46.90,188.82,0.265,3.18,-70,1110,65.5,2.625
MET-6E622C65-3,TWR-0042,2024-01-27T01:26:00,42.02,463.52,0.363,9.98,-54,364,71.3,3.436
MET-D0E9404D-7,TWR-0042,2024-01-27T15:26:00,13.33,207.41,0.355,5.38,-54,749,65.2,1.947
MET-A1CF46B0-9,TWR-0042,2024-02-05T08:39:00,31.13,220.46,0.082,7.70,-66,1845,69.3,4.781
MET-E38ADFF9-5,TWR-0042,2024-02-14T10:47:00,33.59,171.31,0.728,11.76,-70,1616,61.2,2.011
MET-213F2163-5,TWR-0042,2024-02-18T14:21:00,14.38,428.33,0.715,4.08,-51,167,66.2,3.329
MET-66A8EAD6-1,TWR-0042,2024-02-26T14:52:00,25.85,267.61,1.085,3.94,-52,1679,66.1,3.930
MET-2F73BCD1-F,TWR-0042,2024-03-02T06:12:00,12.27,261.89,1.225,5.53,-58,408,69.2,2.335
MET-F9D35DB0-C,TWR-0042,2024-05-05T16:12:00,48.46,237.91,0.395,6.57,-44,1077,87.4,1.940
MET-AEDF3A6F-9,TWR-0042,2024-05-20T11:53:00,18.97,118.52,0.724,4.24,-50,79,49.4,3.473
MET-257F99A4-E,TWR-0042,2024-06-06T14:37:00,10.43,325.06,0.576,3.60,-68,493,40.8,3.223
MET-9E11F3A4-E,TWR-0042,2024-06-06T22:23:00,43.24,106.18,1.447,8.66,-56,1280,21.0,0.714
MET-C6C38961-3,TWR-0042,2024-06-11T14:35:00,17.27,374.46,0.414,7.41,-43,957,33.5,2.496
MET-A53BAA69-1,TWR-0042,2024-06-19T18:08:00,36.01,367.62,1.263,4.82,-50,932,57.0,4.382
MET-735BAEE9-D,TWR-0042,2024-06-30T10:28:00,16.80,443.12,1.035,5.85,-53,1802,88.8,0.389
MET-F55BBBBB-C,TWR-0042,2024-07-19T10:47:00,15.33,454.75,0.977,3.90,-69,1739,63.3,0.521
MET-1AD613FA-6,TWR-0042,2024-07-24T16:45:00,13.40,175.87,0.873,13.50,-54,216,69.9,4.733
MET-FC51E1AC-9,TWR-0042,2024-08-10T05:06:00,36.98,269.13,0.728,1.47,-49,717,38.1,4.032
MET-B5ADA567-E,TWR-0042,2024-10-17T20:11:00,11.17,130.61,0.064,7.10,-46,1501,62.6,2.628
MET-419264E7-9,TWR-0042,2024-10-28T18:34:00,22.01,172.22,1.146,9.25,-70,977,20.5,1.129
MET-416FF80B-C,TWR-0043,2024-01-05T02:12:00,12.50,289.01,1.034,13.42,-60,475,55.8,0.211
MET-C4451797-F,TWR-0043,2024-01-11T22:23:00,40.58,429.73,0.691,9.16,-69,1785,63.8,2.547
MET-F6DABABC-3,TWR-0043,2024-01-19T15:32:00,21.63,131.56,0.784,4.20,-43,1522,28.8,0.337
MET-14793D76-6,TWR-0043,2024-03-19T14:26:00,31.53,217.75,0.732,14.05,-43,122,47.6,0.161
MET-18F2B45F-C,TWR-0043,2024-03-27T17:48:00,12.69,348.37,1.206,11.63,-66,1010,42.8,0.886
MET-47C36D95-D,TWR-0043,2024-04-08T21:45:00,32.27,437.64,1.165,14.47,-50,53,46.7,0.652
MET-7F61FC18-B,TWR-0043,2024-04-12T12:00:00,34.66,243.68,0.509,13.86,-68,226,29.6,4.311
MET-9AB3DEC2-7,TWR-0043,2024-05-26T15:22:00,34.59,118.13,1.476,1.36,-44,981,78.3,3.383
MET-1BC3038A-9,TWR-0043,2024-06-30T03:27:00,17.20,241.62,0.938,10.72,-51,1102,62.4,1.021
MET-9F7FE88E-1,TWR-0043,2024-07-11T02:08:00,32.94,171.56,0.891,9.11,-41,504,66.1,4.744
MET-3F12179C-B,TWR-0043,2024-07-15T18:12:00,42.76,365.51,1.376,9.72,-46,395,31.8,3.649
MET-2B53595C-5,TWR-0043,2024-08-11T14:03:00,30.74,422.11,0.154,4.90,-55,694,94.4,4.086
MET-80766442-9,TWR-0043,2024-08-17T14:07:00,48.10,467.01,1.286,14.70,-50,135,30.1,3.754
MET-9080E466-F,TWR-0043,2024-08-23T15:02:00,28.70,335.34,1.255,5.13,-59,202,60.2,0.417
MET-0DAEEDF8-2,TWR-0043,2024-09-14T07:56:00,19.23,213.57,1.191,11.66,-51,894,59.1,4.178
MET-1223C4B2-E,TWR-0043,2024-09-22T16:44:00,38.74,166.27,1.230,6.29,-57,1043,36.9,4.896
MET-201CC892-D,TWR-0043,2024-10-05T16:59:00,26.26,201.20,0.649,14.51,-68,552,92.6,2.817
MET-25300D9F-7,TWR-0043,2024-10-25T08:36:00,29.24,430.22,1.157,5.88,-66,1414,66.9,4.170
MET-151DF0F9-3,TWR-0043,2024-11-01T15:32:00,38.74,200.73,0.848,9.77,-47,1501,88.9,0.586
MET-822A09EE-A,TWR-0043,2024-11-22T19:26:00,20.98,109.80,0.028,9.72,-50,1388,36.3,0.575
MET-A125C163-B,TWR-0044,2024-01-10T15:56:00,18.64,285.52,1.245,11.55,-56,1204,36.1,0.037
MET-73ECD4E4-6,TWR-0044,2024-01-14T22:17:00,49.75,489.41,1.487,8.57,-60,1551,65.3,2.710
MET-39C6ED0C-F,TWR-0044,2024-01-15T07:28:00,12.19,284.84,1.044,6.76,-61,813,75.1,0.207
MET-2E478798-C,TWR-0044,2024-02-04T09:51:00,27.18,425.19,0.391,4.06,-65,656,53.9,0.177
MET-BB95C11C-8,TWR-0044,2024-03-04T06:48:00,15.97,413.75,1.100,11.46,-70,312,69.9,0.387
MET-BF48530E-F,TWR-0044,2024-03-04T16:27:00,34.71,250.05,0.717,6.53,-70,547,82.7,1.932
MET-508A47B4-4,TWR-0044,2024-03-13T10:56:00,13.95,483.00,0.170,11.34,-63,819,27.0,3.301
MET-5A9E3C91-B,TWR-0044,2024-04-15T17:20:00,24.95,220.73,0.516,8.12,-70,1935,77.2,0.674
MET-781EE205-8,TWR-0044,2024-04-18T15:00:00,43.30,171.49,0.298,9.97,-64,1791,79.9,3.921
MET-CD2F75C7-B,TWR-0044,2024-05-08T21:31:00,14.45,234.12,0.818,9.70,-61,528,62.9,0.576
MET-418B8CD5-2,TWR-0044,2024-07-05T16:27:00,21.77,241.26,1.409,3.31,-58,402,84.6,4.677
MET-D74A3569-B,TWR-0044,2024-07-12T00:05:00,24.06,163.84,0.110,5.26,-68,845,73.7,3.886
MET-85E7CC1A-1,TWR-0044,2024-07-30T06:41:00,23.66,489.52,0.122,10.75,-50,1615,23.3,3.241
MET-8E74FB1D-8,TWR-0044,2024-10-01T03:51:00,47.89,242.07,1.445,10.77,-44,1413,46.0,0.140
MET-BE2A5046-E,TWR-0044,2024-10-05T02:38:00,21.49,338.21,0.393,11.38,-69,1716,75.7,4.310
MET-096155B7-9,TWR-0044,2024-10-16T02:29:00,28.11,109.24,0.763,1.05,-64,245,24.5,2.927
MET-62608EFE-D,TWR-0044,2024-11-08T20:59:00,10.01,418.08,0.923,5.98,-57,317,33.2,2.140
MET-A8C491CF-0,TWR-0044,2024-11-24T21:52:00,13.11,363.25,1.306,11.10,-67,1189,83.6,1.711
MET-E12B6CBA-9,TWR-0044,2024-12-01T09:58:00,13.75,252.57,0.434,11.63,-64,704,63.0,0.995
MET-E2A6F6CE-E,TWR-0044,2024-12-03T05:47:00,16.68,498.10,0.461,14.50,-60,795,67.8,0.617
MET-A5928A1E-9,TWR-0045,2024-01-05T19:55:00,47.91,335.24,0.720,10.41,-56,286,80.8,2.092
MET-57420255-9,TWR-0045,2024-01-14T20:06:00,20.63,303.69,1.230,2.76,-48,240,67.8,2.428
MET-B6F899AB-F,TWR-0045,2024-01-19T01:48:00,27.96,365.94,0.924,5.90,-58,358,91.9,0.753
MET-8E4C1DEE-3,TWR-0045,2024-01-30T04:38:00,26.23,263.81,0.344,3.82,-48,1177,78.7,1.172
MET-789BC087-E,TWR-0045,2024-02-02T13:48:00,30.26,107.24,0.290,12.98,-56,783,84.5,4.653
MET-52108888-0,TWR-0045,2024-03-03T11:29:00,18.10,418.68,0.444,13.62,-56,331,21.0,2.081
MET-D931186A-A,TWR-0045,2024-04-03T06:46:00,46.65,111.15,1.206,3.98,-65,585,86.4,2.329
MET-0B766762-D,TWR-0045,2024-04-05T00:12:00,25.25,383.63,0.020,4.36,-59,946,78.9,1.299
MET-A4593A16-7,TWR-0045,2024-04-05T20:36:00,29.78,161.09,0.375,4.08,-48,455,68.0,0.159
MET-849B03C0-2,TWR-0045,2024-04-18T09:42:00,43.29,368.60,1.426,4.39,-57,660,41.9,4.072
MET-2E05EC23-B,TWR-0045,2024-05-27T03:55:00,48.88,206.46,1.380,13.66,-64,956,64.3,0.821
MET-7B403586-D,TWR-0045,2024-07-05T01:25:00,48.18,160.00,0.956,6.23,-70,1472,46.0,1.176
MET-F3D1746A-2,TWR-0045,2024-07-22T07:28:00,21.65,210.99,0.046,5.43,-44,618,79.0,3.438
MET-65A8373E-2,TWR-0045,2024-08-25T13:08:00,23.87,445.42,0.021,10.46,-51,419,55.2,3.077
MET-F2FFD361-5,TWR-0045,2024-09-08T17:27:00,17.65,238.34,0.182,11.13,-49,703,86.0,2.538
MET-2699D070-A,TWR-0045,2024-09-24T23:05:00,29.63,285.87,0.492,5.67,-44,1976,68.7,4.161
MET-AB486306-3,TWR-0045,2024-09-27T08:42:00,32.85,384.61,0.478,6.12,-63,559,42.4,0.338
MET-CB11D940-1,TWR-0045,2024-10-30T03:07:00,39.82,458.77,0.662,2.84,-66,1000,81.6,0.379
MET-EF7F76E7-1,TWR-0045,2024-11-19T09:00:00,16.91,468.00,0.205,3.30,-57,758,59.6,2.633
MET-D9620683-E,TWR-0045,2024-11-27T11:35:00,31.92,257.09,0.815,1.82,-58,1585,39.4,1.089
MET-0F71A8E1-2,TWR-0046,2024-01-07T05:10:00,35.85,246.28,0.323,6.84,-68,1847,62.5,4.159
MET-BE1DA5ED-1,TWR-0046,2024-01-09T11:07:00,43.00,463.87,0.392,4.15,-40,1526,83.4,3.426
MET-8EF45701-E,TWR-0046,2024-01-15T15:51:00,39.69,482.35,0.625,13.37,-48,1357,81.0,2.323
MET-D5CC412F-B,TWR-0046,2024-03-12T10:43:00,18.64,120.19,1.079,1.11,-50,1177,26.2,1.575
MET-6BBA1D07-8,TWR-0046,2024-03-23T09:03:00,23.26,117.24,0.114,8.14,-61,1153,63.0,1.703
MET-EE5F69D5-E,TWR-0046,2024-03-23T10:05:00,15.86,348.52,0.539,9.12,-62,1440,93.1,1.864
MET-F88FCD6B-5,TWR-0046,2024-04-18T06:28:00,20.17,203.54,0.258,4.04,-48,1266,25.9,0.316
MET-471FEB6D-0,TWR-0046,2024-04-26T14:09:00,28.70,192.77,0.684,6.79,-50,311,38.4,0.087
MET-FEADBDD7-4,TWR-0046,2024-04-26T16:00:00,33.17,139.17,0.385,14.34,-57,962,31.6,3.957
MET-97A4395C-0,TWR-0046,2024-05-09T00:02:00,43.20,425.76,0.047,5.71,-52,521,62.1,3.758
MET-0AEFF1BD-7,TWR-0046,2024-05-12T16:39:00,17.24,106.65,0.751,5.67,-57,666,89.2,1.800
MET-C9F14100-C,TWR-0046,2024-06-24T03:45:00,49.74,295.31,1.432,7.26,-61,672,74.2,0.563
MET-7A1AC78D-D,TWR-0046,2024-06-26T08:16:00,40.04,425.41,0.709,12.19,-47,455,64.8,2.457
MET-97DA260E-6,TWR-0046,2024-07-03T08:38:00,23.16,340.20,0.705,14.96,-49,1796,93.2,4.781
MET-F1FA9DA8-C,TWR-0046,2024-07-08T01:13:00,35.08,382.64,0.148,9.04,-70,360,27.2,0.720
MET-4A214F2D-D,TWR-0046,2024-07-20T21:37:00,36.69,203.08,0.960,1.08,-43,1971,90.0,2.542
MET-F852A198-1,TWR-0046,2024-08-06T20:18:00,34.43,356.96,1.289,3.33,-68,1896,67.7,4.388
MET-0B3536DF-9,TWR-0046,2024-09-26T11:49:00,15.70,292.76,0.839,4.92,-70,121,94.1,4.734
MET-3BB87368-0,TWR-0046,2024-11-02T04:56:00,35.48,294.89,0.571,4.83,-46,1934,87.4,3.965
MET-ABD2F435-F,TWR-0046,2024-11-03T10:57:00,15.15,249.22,0.212,12.73,-67,1123,52.2,1.694
MET-EF1F7C50-E,TWR-0047,2024-01-03T17:13:00,35.02,453.16,1.073,3.14,-42,1788,48.0,1.933
MET-53BAA443-2,TWR-0047,2024-01-13T03:09:00,42.82,275.05,1.055,1.38,-56,1811,87.8,1.161
MET-6B0579A8-E,TWR-0047,2024-01-24T03:06:00,27.38,270.35,1.318,3.83,-49,265,78.6,3.954
MET-7DFED66A-9,TWR-0047,2024-01-28T12:07:00,12.46,165.53,1.150,14.96,-58,1738,78.7,4.222
MET-F420822F-1,TWR-0047,2024-02-24T20:56:00,49.27,151.64,0.339,13.75,-59,672,52.9,0.307
MET-A54BBE34-5,TWR-0047,2024-03-10T13:52:00,46.36,276.44,1.044,13.61,-61,1226,73.7,2.506
MET-DFD8E077-E,TWR-0047,2024-03-21T19:34:00,45.94,233.01,0.968,4.83,-55,1963,56.8,0.778
MET-20B04741-7,TWR-0047,2024-03-22T14:42:00,37.90,404.81,0.916,5.62,-55,935,28.6,0.868
MET-DB8DBAB1-B,TWR-0047,2024-04-10T15:50:00,13.51,330.90,0.042,14.09,-58,459,65.1,0.682
