EQUIPMENT_ID,TOWER_ID,EQUIPMENT_TYPE,PART_ID,MANUFACTURER,MODEL,SERIAL_NUMBER,INSTALL_DATE,FIRMWARE_VERSION,STATUS
EQP-00169,TWR-0022,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,57B4900F-DD58-674,2022-08-20,v1.2.7,WARNING
EQP-00170,TWR-0022,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,BB664CFF-C5C3-895,2022-09-01,v2.1.3,OPERATIONAL
EQP-00171,TWR-0023,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,611680D1-F462-823,2023-10-29,v3.0.0,OPERATIONAL
EQP-00172,TWR-0023,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,119D1381-407B-411,2022-08-22,v1.3.0,OPERATIONAL
EQP-00173,TWR-0024,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,68212FB2-462D-939,2022-08-12,v2.1.3,WARNING
EQP-00174,TWR-0024,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,049C5430-0690-200,2024-04-08,v2.1.3,FAILING
EQP-00175,TWR-0024,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,FA89536B-AA90-625,2024-03-13,v2.4.0,OPERATIONAL
EQP-00176,TWR-0024,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,A93C7471-EB5C-054,2022-12-18,v2.0.1,WARNING
EQP-00177,TWR-0024,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,A0BD93B5-BA11-015,2022-03-07,v1.5.8-OUTDATED,FAILING
EQP-00178,TWR-0024,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,40FE24BA-9FAA-501,2023-04-24,v3.0.0,WARNING
EQP-00179,TWR-0024,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,48E629CF-8C46-418,2022-10-30,v1.1.0-OUTDATED,FAILING
EQP-00180,TWR-0024,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,BE52DDE4-BBCC-951,2023-03-11,v2.4.0,OPERATIONAL
EQP-00181,TWR-0025,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,13ED0535-A876-640,2023-09-15,v2.0.2-OUTDATED,WARNING
EQP-00182,TWR-0025,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,0256FEA0-179A-141,2024-03-19,v2.1.3,OPERATIONAL
EQP-00183,TWR-0025,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,790D8355-0FCE-353,2023-05-24,v1.3.0,OPERATIONAL
EQP-00184,TWR-0026,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,7797C03E-ED57-025,2022-09-12,v2.0.2-OUTDATED,FAILING
EQP-00185,TWR-0026,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,B5717B98-E349-479,2024-06-11,v2.0.2-OUTDATED,OPERATIONAL
EQP-00186,TWR-0026,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,0157E762-6899-429,2022-05-24,v3.0.0,WARNING
EQP-00187,TWR-0026,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,229DE41A-0A6D-624,2023-11-06,v3.0.0,OPERATIONAL
EQP-00188,TWR-0026,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,6D8A57D6-0666-070,2022-04-28,v1.5.8-OUTDATED,FAILING
EQP-00189,TWR-0026,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,56065044-2C19-664,2024-01-05,v2.0.1,OPERATIONAL
EQP-00190,TWR-0026,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,88CD3C71-9F20-915,2023-06-28,v1.3.0,WARNING
EQP-00191,TWR-0027,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,3C654925-40C0-958,2022-03-28,v1.2.7,OPERATIONAL
EQP-00192,TWR-0027,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,515918C7-1B20-436,2022-09-04,v2.1.3,OPERATIONAL
EQP-00193,TWR-0027,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,0C9E77D1-5C4E-283,2023-01-12,v2.0.1,OPERATIONAL
EQP-00194,TWR-0027,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,E3F0499E-FAA5-804,2023-08-09,v1.0.4,OPERATIONAL
EQP-00195,TWR-0027,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,0D577D46-0519-892,2023-02-28,v1.5.8-OUTDATED,OPERATIONAL
EQP-00196,TWR-0027,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,EF0886D6-0835-501,2023-10-21,v2.1.3,OPERATIONAL
EQP-00197,TWR-0027,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,46169940-9A18-094,2023-02-17,v1.2.7,OPERATIONAL
EQP-00198,TWR-0027,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,ABBC3D55-C51B-661,2023-06-15,v1.3.0,OPERATIONAL
EQP-00199,TWR-0027,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,2A388CF3-18F2-486,2023-01-07,v2.1.3,OPERATIONAL
EQP-00200,TWR-0028,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,5A47D60E-4CC8-087,2024-05-15,v3.0.0,OPERATIONAL
EQP-00201,TWR-0028,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,A6DCC2A4-1511-726,2023-04-03,v3.0.0,OPERATIONAL
EQP-00202,TWR-0028,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,63CA9311-0F5A-981,2024-05-03,v2.0.1,OPERATIONAL
EQP-00203,TWR-0028,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,5770C958-B0AD-725,2023-07-19,v2.0.2-OUTDATED,WARNING
EQP-00204,TWR-0028,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,1BC79914-CF46-914,2022-05-28,v2.4.0,WARNING
EQP-00205,TWR-0028,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,403A5FEE-BB8F-095,2023-10-21,v1.1.0-OUTDATED,WARNING
EQP-00206,TWR-0028,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,2549C193-1693-389,2024-05-18,v2.1.3,OPERATIONAL
EQP-00207,TWR-0028,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,5FD59B76-5205-794,2022-08-01,v2.4.0,OPERATIONAL
EQP-00208,TWR-0029,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,25933153-DE51-087,2022-10-23,v2.0.1,WARNING
EQP-00209,TWR-0029,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,784548B0-7AA9-524,2023-09-13,v1.2.7,OPERATIONAL
EQP-00210,TWR-0029,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,69571523-68F0-897,2022-10-27,v1.0.4,OPERATIONAL
EQP-00211,TWR-0029,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,BAF1F1EA-761C-727,2024-05-03,v2.4.0,WARNING
EQP-00212,TWR-0029,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,BFE6B4C9-7A49-474,2022-10-21,v1.0.4,OPERATIONAL
EQP-00213,TWR-0029,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,F1C33211-DE90-863,2023-07-03,v2.1.3,OPERATIONAL
EQP-00214,TWR-0029,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,8F65C8BB-D517-646,2024-01-15,v1.5.8-OUTDATED,OPERATIONAL
EQP-00215,TWR-0029,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,4BDCCFA5-6B39-572,2023-08-31,v1.1.0-OUTDATED,OPERATIONAL
EQP-00216,TWR-0029,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,6B1BCEE5-0A14-701,2023-06-26,v1.5.8-OUTDATED,OPERATIONAL
EQP-00217,TWR-0029,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,9C2C9678-8532-340,2022-08-26,v2.1.3,OPERATIONAL
EQP-00218,TWR-0029,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,8E140FB3-6BF9-270,2023-09-27,v2.4.0,OPERATIONAL
EQP-00219,TWR-0029,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,AA0B0EE9-A1D4-261,2023-10-08,v3.0.0,OPERATIONAL
EQP-00220,TWR-0030,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,F78849F6-CCDB-920,2023-10-13,v1.2.7,OPERATIONAL
EQP-00221,TWR-0030,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,FBDEF9BF-61EA-428,2023-10-16,v1.0.4,WARNING
EQP-00222,TWR-0030,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,0744F825-3E45-333,2022-06-10,v1.5.8-OUTDATED,WARNING
EQP-00223,TWR-0030,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,C966A1E9-38D2-523,2023-06-29,v2.1.3,OPERATIONAL
EQP-00224,TWR-0030,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,C9BCE5B3-DF48-821,2022-01-25,v1.1.0-OUTDATED,WARNING
EQP-00225,TWR-0030,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,BDD3CC0B-AF0F-570,2022-09-07,v2.4.0,WARNING
EQP-00226,TWR-0030,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,6CF5FA39-C010-569,2022-02-22,v2.0.2-OUTDATED,WARNING
EQP-00227,TWR-0030,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,E214CE48-CC2D-866,2023-11-01,v1.1.0-OUTDATED,WARNING
EQP-00228,TWR-0030,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,86ED8B6B-1E89-189,2023-04-27,v2.0.2-OUTDATED,WARNING
EQP-00229,TWR-0030,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,0EB7DC10-4098-537,2022-03-09,v1.2.7,OPERATIONAL
EQP-00230,TWR-0030,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,EF906BB3-DF86-525,2022-01-25,v1.5.8-OUTDATED,WARNING
EQP-00231,TWR-0030,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,80088F8F-C5E7-594,2022-04-02,v2.0.2-OUTDATED,FAILING
EQP-00232,TWR-0030,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,384914A9-FEC0-601,2022-07-28,v1.0.4,WARNING
EQP-00233,TWR-0031,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,4371828A-21CB-261,2024-03-19,v2.4.0,OPERATIONAL
EQP-00234,TWR-0031,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,3E1A0361-731F-980,2024-05-26,v3.0.0,OPERATIONAL
EQP-00235,TWR-0031,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,26556874-FF53-532,2022-12-03,v3.0.0,OPERATIONAL
EQP-00236,TWR-0031,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,F602165D-E2F9-306,2023-01-06,v2.0.2-OUTDATED,WARNING
EQP-00237,TWR-0032,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,72D01420-662C-881,2023-10-18,v2.0.2-OUTDATED,OPERATIONAL
EQP-00238,TWR-0032,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,8F560B1A-C394-397,2023-04-28,v1.2.7,OPERATIONAL
EQP-00239,TWR-0032,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,3C67D37F-614F-758,2024-01-08,v2.1.3,WARNING
EQP-00240,TWR-0032,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,4D6CE3FA-BC2B-212,2022-09-05,v1.2.7,WARNING
EQP-00241,TWR-0032,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,12F567B9-8D7C-909,2023-09-08,v2.4.0,OPERATIONAL
EQP-00242,TWR-0032,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,04974513-C0D5-807,2022-08-22,v1.1.0-OUTDATED,WARNING
EQP-00243,TWR-0032,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,D9D0C450-FAF9-158,2022-11-04,v2.1.3,WARNING
EQP-00244,TWR-0032,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,72EF99BA-18CC-595,2024-03-27,v1.2.7,WARNING
EQP-00245,TWR-0033,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,967BE34A-C6A0-291,2024-05-20,v2.1.3,OPERATIONAL
EQP-00246,TWR-0033,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,9D34FFE5-C7DD-434,2022-10-05,v2.1.3,OPERATIONAL
EQP-00247,TWR-0033,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,F76AE2F6-047A-565,2022-05-04,v2.0.2-OUTDATED,OPERATIONAL
EQP-00248,TWR-0033,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,734BC296-5B3C-400,2022-03-28,v1.3.0,OPERATIONAL
EQP-00249,TWR-0033,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,CD9B255C-5B49-209,2023-05-24,v2.0.1,WARNING
EQP-00250,TWR-0033,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,1B0FD9EC-2B6D-862,2024-05-19,v2.4.0,OPERATIONAL
EQP-00251,TWR-0033,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,7322F957-296C-021,2024-04-28,v3.0.0,OPERATIONAL
EQP-00252,TWR-0034,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,065BA378-7028-260,2023-05-12,v1.2.7,OPERATIONAL
EQP-00253,TWR-0034,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,2B3AD520-51EF-979,2024-04-20,v1.5.8-OUTDATED,OPERATIONAL
EQP-00254,TWR-0034,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,9574D66B-5531-037,2023-01-02,v2.1.3,OPERATIONAL
EQP-00255,TWR-0034,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,F4A5429A-5874-691,2023-05-20,v2.1.3,OPERATIONAL
EQP-00256,TWR-0034,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,176C4F92-6E4B-782,2023-09-23,v2.4.0,WARNING
EQP-00257,TWR-0034,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,1555E08F-E9F6-610,2023-05-11,v1.2.7,OPERATIONAL
EQP-00258,TWR-0034,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,00E25998-FCFA-978,2023-07-02,v3.0.0,OPERATIONAL
EQP-00259,TWR-0034,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,8DD1EBEB-E433-251,2022-07-14,v1.1.0-OUTDATED,OPERATIONAL
EQP-00260,TWR-0034,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,7328C28A-B1B0-236,2022-10-18,v2.4.0,WARNING
EQP-00261,TWR-0034,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,D3CFF413-C3A5-766,2023-07-06,v1.1.0-OUTDATED,WARNING
EQP-00262,TWR-0035,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,9CF58AD7-5DF9-103,2022-09-22,v2.1.3,OPERATIONAL
EQP-00263,TWR-0035,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,7BAD07BF-2E03-846,2023-12-18,v1.2.7,OPERATIONAL
EQP-00264,TWR-0035,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,F998884D-59A8-610,2022-02-14,v2.0.1,OPERATIONAL
EQP-00265,TWR-0035,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,576EEB50-CE7D-929,2023-05-14,v2.0.1,WARNING
EQP-00266,TWR-0035,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,30C820F5-5A5E-680,2022-11-22,v1.0.4,OPERATIONAL
EQP-00267,TWR-0036,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,4D9E50E3-DB3C-081,2022-12-24,v2.4.0,OPERATIONAL
EQP-00268,TWR-0036,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,5A897B2B-01B2-769,2022-05-01,v1.5.8-OUTDATED,OPERATIONAL
EQP-00269,TWR-0036,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,2E2E5CF1-59D2-186,2022-12-02,v2.0.2-OUTDATED,OPERATIONAL
EQP-00270,TWR-0036,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,342DC28A-AFAA-032,2022-03-14,v1.3.0,OPERATIONAL
EQP-00271,TWR-0037,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,9E6A37CA-1EE7-340,2023-04-30,v2.1.3,WARNING
EQP-00272,TWR-0037,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,C701CCC2-2636-557,2022-09-13,v1.5.8-OUTDATED,WARNING
EQP-00273,TWR-0037,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,16B95492-DD0F-023,2023-02-22,v1.2.7,OPERATIONAL
EQP-00274,TWR-0037,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,A530B076-FEDB-542,2022-11-15,v1.2.7,WARNING
EQP-00275,TWR-0037,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,2F6624A6-931E-431,2022-11-26,v2.4.0,WARNING
EQP-00276,TWR-0038,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,4A96EE3A-F702-667,2024-04-01,v2.0.2-OUTDATED,WARNING
EQP-00277,TWR-0038,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,2874AE30-55B8-017,2022-11-06,v3.0.0,OPERATIONAL
EQP-00278,TWR-0038,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,B7945210-929F-696,2023-06-09,v2.0.2-OUTDATED,WARNING
EQP-00279,TWR-0038,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,17E6DB42-045A-572,2023-03-13,v1.1.0-OUTDATED,FAILING
EQP-00280,TWR-0038,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,BCBE5D62-21F2-834,2023-12-15,v2.0.1,OPERATIONAL
EQP-00281,TWR-0038,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,7EEE740D-D81D-298,2023-05-15,v1.5.8-OUTDATED,WARNING
EQP-00282,TWR-0038,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,A211FF66-6585-615,2022-12-12,v2.1.3,OPERATIONAL
EQP-00283,TWR-0039,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,AF31813C-68C2-478,2022-02-01,v1.0.4,OPERATIONAL
EQP-00284,TWR-0039,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,73E43023-3BED-955,2024-03-29,v1.2.7,OPERATIONAL
EQP-00285,TWR-0039,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,76A59F3C-E854-167,2022-10-20,v2.0.2-OUTDATED,FAILING
EQP-00286,TWR-0039,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,B838C00F-B9E9-520,2022-07-12,v2.4.0,WARNING
EQP-00287,TWR-0039,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,CC4BB129-9A5D-445,2022-07-07,v1.2.7,WARNING
EQP-00288,TWR-0039,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,1EB73121-8324-698,2023-03-29,v2.4.0,OPERATIONAL
EQP-00289,TWR-0039,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,2B72BF82-49FE-932,2024-01-29,v1.0.4,OPERATIONAL
EQP-00290,TWR-0040,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,9ABBA2E0-66F1-475,2022-11-22,v2.0.2-OUTDATED,OPERATIONAL
EQP-00291,TWR-0040,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,136E6EBD-DBB2-716,2022-02-14,v2.0.2-OUTDATED,OPERATIONAL
EQP-00292,TWR-0040,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,BACA5597-5783-637,2022-10-14,v1.0.4,OPERATIONAL
EQP-00293,TWR-0040,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,4619BF48-8B9C-849,2022-04-14,v2.4.0,OPERATIONAL
EQP-00294,TWR-0040,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,5A8729B0-9E9F-352,2022-01-04,v2.4.0,OPERATIONAL
EQP-00295,TWR-0040,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,A302EC49-52FD-363,2022-11-19,v1.3.0,OPERATIONAL
EQP-00296,TWR-0040,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,D7667807-7456-365,2024-04-07,v3.0.0,OPERATIONAL
EQP-00297,TWR-0040,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,884E082C-640C-396,2022-08-29,v3.0.0,OPERATIONAL
EQP-00298,TWR-0041,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,D072202F-7F4C-089,2022-04-09,v2.4.0,OPERATIONAL
EQP-00299,TWR-0041,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,0EABE5B8-8A70-074,2023-04-02,v1.0.4,OPERATIONAL
EQP-00300,TWR-0041,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,9B9357F8-AB5F-674,2024-02-12,v1.5.8-OUTDATED,WARNING
EQP-00301,TWR-0041,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,B90929B8-40AB-477,2023-10-15,v2.4.0,WARNING
EQP-00302,TWR-0041,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,C80D7AE5-90E0-540,2022-11-17,v2.0.2-OUTDATED,WARNING
EQP-00303,TWR-0041,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,07E24313-9CBC-714,2022-12-15,v1.2.7,OPERATIONAL
EQP-00304,TWR-0041,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,E2B1C136-B045-730,2024-05-25,v1.2.7,WARNING
EQP-00305,TWR-0041,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,985D1234-7FA6-211,2023-08-14,v2.1.3,WARNING
EQP-00306,TWR-0041,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,4F78E478-4041-675,2022-01-07,v1.5.8-OUTDATED,WARNING
EQP-00307,TWR-0041,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,5E9AA4A3-AAEE-023,2022-09-30,v2.4.0,WARNING
EQP-00308,TWR-0042,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,859D4EEE-1411-053,2023-02-05,v1.1.0-OUTDATED,OPERATIONAL
EQP-00309,TWR-0042,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,14FEE0AA-2E6F-113,2023-08-16,v2.0.2-OUTDATED,OPERATIONAL
EQP-00310,TWR-0042,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,2F913500-EF8E-654,2022-01-26,v1.5.8-OUTDATED,OPERATIONAL
EQP-00311,TWR-0042,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,B0D524AD-92EC-409,2023-05-21,v1.0.4,OPERATIONAL
EQP-00312,TWR-0042,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,F6029FB9-5705-622,2024-04-05,v1.1.0-OUTDATED,WARNING
EQP-00313,TWR-0042,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,ED0C39FE-A48B-513,2023-01-04,v2.0.1,OPERATIONAL
EQP-00314,TWR-0042,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,690F1F08-696E-016,2024-06-16,v2.0.1,OPERATIONAL
EQP-00315,TWR-0042,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,BC2165CE-6C0B-099,2023-09-01,v3.0.0,OPERATIONAL
EQP-00316,TWR-0042,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,6646DC54-8A2B-947,2024-02-09,v3.0.0,OPERATIONAL
EQP-00317,TWR-0042,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,855B71A2-F650-167,2024-05-13,v2.0.1,WARNING
EQP-00318,TWR-0042,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,8EF06D78-9BFE-624,2023-06-10,v2.0.1,WARNING
EQP-00319,TWR-0043,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,51B0B7CF-8975-088,2022-01-29,v2.0.1,OPERATIONAL
EQP-00320,TWR-0043,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,BE059BBB-1471-342,2022-12-17,v1.5.8-OUTDATED,OPERATIONAL
EQP-00321,TWR-0043,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,F5FBBDD3-68F0-476,2022-07-15,v2.0.2-OUTDATED,OPERATIONAL
EQP-00322,TWR-0043,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,3C3CFC22-68C6-166,2024-06-22,v1.3.0,OPERATIONAL
EQP-00323,TWR-0044,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,EABE7297-CC75-421,2023-07-31,v1.3.0,WARNING
EQP-00324,TWR-0044,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,A88F42CE-9657-052,2023-04-27,v1.3.0,WARNING
EQP-00325,TWR-0044,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,448F3E8F-6FAA-562,2023-02-16,v1.5.8-OUTDATED,OPERATIONAL
EQP-00326,TWR-0044,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,8DC0BDB7-5AA5-405,2022-12-02,v2.0.2-OUTDATED,OPERATIONAL
EQP-00327,TWR-0044,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,001686F3-6349-309,2022-10-17,v1.2.7,OPERATIONAL
EQP-00328,TWR-0044,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,AD3139F2-08F8-923,2023-08-09,v2.0.1,WARNING
EQP-00329,TWR-0044,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,06C832A7-955A-007,2023-02-01,v2.4.0,WARNING
EQP-00330,TWR-0044,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,5CB64334-C008-223,2024-01-27,v1.0.4,OPERATIONAL
EQP-00331,TWR-0044,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,CC77639D-4096-796,2024-02-20,v1.2.7,WARNING
EQP-00332,TWR-0044,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,F6E154E9-52CA-852,2023-02-04,v1.3.0,OPERATIONAL
EQP-00333,TWR-0044,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,25931D86-8B07-253,2022-03-25,v1.3.0,OPERATIONAL
EQP-00334,TWR-0044,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,0788C79D-AE3C-696,2023-06-15,v2.0.1,OPERATIONAL
EQP-00335,TWR-0045,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,08DA049C-7DC4-194,2024-04-02,v1.1.0-OUTDATED,OPERATIONAL
EQP-00336,TWR-0045,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,9DE60E91-8045-453,2023-05-31,v1.2.7,WARNING
EQP-00337,TWR-0045,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,D5BFB4A4-7A40-836,2023-10-25,v2.0.2-OUTDATED,WARNING
EQP-00338,TWR-0045,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,164FFB70-31C1-676,2024-05-17,v2.1.3,WARNING
