CDR_ID,CALLER_SUB_ID,CALLEE_SUB_ID,CALL_TYPE,CALL_START_TIME,CALL_DURATION_SECONDS,CALL_STATUS,TOWER_ID,DATA_USED_MB,CALL_QUALITY_SCORE
CDR-23DDE678-7,SUB-CON-00721,SUB-CON-00227,VIDEO,2024-04-03T11:00:00,230,COMPLETED,TWR-0104,26.63,4.6
CDR-23F664E2-0,SUB-CON-00857,SUB-CON-00994,SMS,2024-10-30T19:00:00,1921,FAILED,TWR-0112,52.56,4.9
CDR-23F78F82-B,SUB-CON-00509,SUB-CON-01044,VOICE,2024-01-19T17:00:00,659,COMPLETED,TWR-0085,13.28,3.9
CDR-23F79F8C-D,SUB-INF-0008,SUB-CON-00094,VOICE,2024-07-15T21:42:00,564,DROPPED,TWR-0015,36.16,1.9
CDR-2402BD52-2,SUB-CON-00974,SUB-CON-00849,VIDEO,2024-10-06T16:00:00,1980,COMPLETED,TWR-0008,60.16,3.4
CDR-240FD31C-E,SUB-CON-00531,SUB-CON-00089,SMS,2024-03-03T19:00:00,847,COMPLETED,TWR-0098,68.85,3.6
CDR-24176169-1,SUB-INF-0008,SUB-CON-00596,VIDEO,2024-02-16T14:29:00,1546,DROPPED,TWR-0006,8.38,2.4
CDR-24305FA4-C,SUB-CON-00826,SUB-CON-00832,SMS,2024-08-14T07:00:00,2773,COMPLETED,TWR-0095,57.81,4.7
CDR-24391E37-8,SUB-INF-0003,SUB-CON-00184,VOICE,2024-12-03T13:51:00,1458,COMPLETED,TWR-0013,43.58,2.9
CDR-245ECEEC-C,SUB-CON-00510,SUB-ENT-0001,SMS,2024-01-25T13:00:00,3336,DROPPED,TWR-0045,55.41,4.7
CDR-2461C797-D,SUB-INF-0001,SUB-ENT-0001,VIDEO,2024-02-02T10:46:00,487,DROPPED,TWR-0001,41.15,1.8
CDR-24635434-2,SUB-INF-0004,SUB-ENT-0010,VIDEO,2024-06-10T21:41:00,457,COMPLETED,TWR-0009,46.27,3.5
CDR-246C68D3-1,SUB-INF-0001,SUB-CON-00690,VIDEO,2024-06-09T22:20:00,824,DROPPED,TWR-0007,14.09,3.2
CDR-2478B821-4,SUB-CON-00927,SUB-CON-00032,VIDEO,2024-09-29T19:00:00,2089,DROPPED,TWR-0041,78.78,4.8
CDR-247ABE81-0,SUB-CON-01067,SUB-CON-00978,VIDEO,2024-03-07T13:00:00,271,DROPPED,TWR-0092,14.5,3.1
CDR-247FCA51-4,SUB-INF-0006,SUB-CON-00423,VIDEO,2024-06-27T18:24:00,726,COMPLETED,TWR-0011,10.68,2.2
CDR-2486F896-0,SUB-INF-0014,SUB-INF-0001,VOICE,2024-04-13T15:59:00,986,COMPLETED,TWR-0011,21.35,2.9
CDR-248AD70B-8,SUB-CON-00899,SUB-CON-00699,SMS,2024-11-15T06:00:00,1162,DROPPED,TWR-0114,61.06,3.1
CDR-249A4EC1-4,SUB-CON-00945,SUB-CON-01048,VOICE,2024-07-31T16:00:00,1378,DROPPED,TWR-0071,38.35,3.8
CDR-24A09319-4,SUB-INF-0008,SUB-CON-00465,VIDEO,2024-07-01T18:10:00,1631,COMPLETED,TWR-0014,30.91,3.1
CDR-24B6A91C-5,SUB-INF-0003,SUB-CON-00367,VOICE,2024-09-16T19:21:00,1058,COMPLETED,TWR-0011,29.89,3.2
CDR-24BC8ED7-4,SUB-CON-00522,SUB-CON-01044,SMS,2024-03-31T10:00:00,1489,COMPLETED,TWR-0037,82.61,4.6
CDR-24C10BAA-F,SUB-CON-00921,SUB-CON-00124,SMS,2024-05-21T17:00:00,216,DROPPED,TWR-0041,92.6,4.1
CDR-24C1DAC4-7,SUB-CON-00549,SUB-CON-00483,VOICE,2024-12-14T09:00:00,166,DROPPED,TWR-0108,10.1,4.0
CDR-24C9EC0E-8,SUB-INF-0009,SUB-CON-01035,VOICE,2024-06-22T10:03:00,1161,DROPPED,TWR-0011,26.99,2.9
CDR-24D5591A-7,SUB-CON-00018,SUB-CON-00822,SMS,2024-07-22T20:00:00,1128,FAILED,TWR-0083,1.49,4.9
CDR-24D80F7E-4,SUB-CON-00604,SUB-CON-00501,VIDEO,2024-07-03T07:00:00,85,DROPPED,TWR-0079,26.82,4.2
CDR-24D823B3-7,SUB-CON-01046,SUB-CON-00064,VOICE,2024-08-05T11:00:00,844,FAILED,TWR-0060,37.85,4.3
CDR-24E26426-B,SUB-INF-0006,SUB-INF-0005,VOICE,2024-11-30T22:58:00,436,COMPLETED,TWR-0013,30.13,1.5
CDR-24F7EB83-B,SUB-CON-00363,SUB-CON-00603,VIDEO,2024-04-01T16:00:00,10,COMPLETED,TWR-0073,8.76,3.7
CDR-25124D94-C,SUB-CON-00279,SUB-CON-00846,VIDEO,2024-04-17T16:00:00,2269,COMPLETED,TWR-0008,67.91,4.4
CDR-25244DCD-A,SUB-CON-00821,SUB-CON-00413,VIDEO,2024-07-09T20:00:00,432,FAILED,TWR-0103,69.25,4.1
CDR-25381255-F,SUB-CON-01045,SUB-CON-00209,VOICE,2024-02-11T16:00:00,1971,COMPLETED,TWR-0003,73.2,4.0
CDR-2538E26C-9,SUB-CON-00804,SUB-CON-00549,SMS,2024-07-04T19:00:00,306,COMPLETED,TWR-0106,7.87,3.3
CDR-255A27A6-4,SUB-CON-00544,SUB-CON-01050,SMS,2024-02-07T10:00:00,769,FAILED,TWR-0016,24.73,3.8
CDR-257F2598-A,SUB-INF-0007,SUB-CON-00759,VIDEO,2024-04-27T17:41:00,908,DROPPED,TWR-0003,42.73,3.2
CDR-259A3037-E,SUB-INF-0009,SUB-CON-00427,VOICE,2024-05-18T21:19:00,835,DROPPED,TWR-0006,43.78,2.2
CDR-25A41845-C,SUB-CON-00097,SUB-CON-00545,SMS,2024-03-03T13:00:00,2397,COMPLETED,TWR-0096,72.48,4.2
CDR-25B0326C-F,SUB-CON-00132,SUB-CON-00603,SMS,2024-05-29T11:00:00,43,COMPLETED,TWR-0085,12.73,3.5
CDR-25B11F6D-F,SUB-CON-00339,SUB-CON-00349,VIDEO,2024-03-28T13:00:00,2835,DROPPED,TWR-0117,83.79,4.2
CDR-25B3A572-8,SUB-INF-0009,SUB-CON-00460,VIDEO,2024-07-07T17:45:00,1247,COMPLETED,TWR-0001,24.45,2.4
CDR-25B5554A-E,SUB-CON-01035,SUB-CON-00088,VIDEO,2024-03-29T22:00:00,2746,COMPLETED,TWR-0057,60.96,3.4
CDR-25D0BD74-5,SUB-CON-00918,SUB-CON-00182,VIDEO,2024-06-12T16:00:00,79,COMPLETED,TWR-0079,62.54,3.1
CDR-25E0A60E-5,SUB-INF-0009,SUB-CON-01004,VIDEO,2024-06-02T08:06:00,1444,COMPLETED,TWR-0012,26.54,3.5
CDR-25E20097-1,SUB-CON-00422,SUB-CON-00358,SMS,2024-07-05T12:00:00,586,COMPLETED,TWR-0107,56.31,3.4
CDR-25E45A03-D,SUB-CON-00235,SUB-CON-00532,SMS,2024-08-09T09:00:00,2747,COMPLETED,TWR-0021,15.51,4.3
CDR-260325C8-A,SUB-INF-0006,SUB-CON-00716,VIDEO,2024-01-12T15:26:00,312,COMPLETED,TWR-0001,47.93,2.7
CDR-26078820-F,SUB-CON-00983,SUB-CON-00440,SMS,2024-03-24T10:00:00,3390,DROPPED,TWR-0008,16.86,3.2
CDR-2626FD0C-1,SUB-CON-00181,SUB-CON-00430,VIDEO,2024-11-16T21:00:00,1928,COMPLETED,TWR-0070,82.37,3.9
CDR-262B0255-A,SUB-INF-0009,SUB-CON-00163,VOICE,2024-05-23T21:05:00,812,DROPPED,TWR-0003,8.29,3.4
CDR-262FB51D-C,SUB-INF-0006,SUB-CON-00208,VOICE,2024-10-07T20:01:00,1318,COMPLETED,TWR-0011,21.38,2.2
CDR-26321884-9,SUB-CON-00495,SUB-CON-00398,VOICE,2024-05-26T16:00:00,1568,COMPLETED,TWR-0080,56.53,3.2
CDR-263849DF-2,SUB-INF-0015,SUB-CON-00005,VOICE,2024-03-17T19:29:00,140,DROPPED,TWR-0004,20.26,3.3
CDR-263FF921-A,SUB-INF-0009,SUB-CON-00839,VOICE,2024-01-27T07:07:00,712,DROPPED,TWR-0005,23.12,3.2
CDR-2643A4F5-5,SUB-CON-00294,SUB-CON-00688,VIDEO,2024-04-23T13:00:00,1780,COMPLETED,TWR-0006,33.25,4.5
CDR-26508E1A-2,SUB-INF-0001,SUB-CON-00224,VOICE,2024-08-29T06:35:00,1681,COMPLETED,TWR-0015,28.68,1.9
CDR-2658B678-5,SUB-INF-0014,SUB-CON-00318,VOICE,2024-08-09T21:54:00,423,COMPLETED,TWR-0010,30.35,2.9
CDR-26603C5C-C,SUB-CON-00558,SUB-CON-00557,VIDEO,2024-05-10T13:00:00,2938,COMPLETED,TWR-0086,67.59,3.9
CDR-267CAB42-7,SUB-CON-00982,SUB-ENT-0029,VIDEO,2024-11-12T06:00:00,2800,COMPLETED,TWR-0119,62.4,3.6
CDR-268DF887-6,SUB-INF-0009,SUB-CON-00616,VOICE,2024-01-06T07:58:00,1409,DROPPED,TWR-0004,40.23,3.0
CDR-26971D75-7,SUB-ENT-0010,SUB-CON-00612,VOICE,2024-12-01T22:00:00,2243,COMPLETED,TWR-0035,1.61,3.4
CDR-269E58F6-E,SUB-CON-00401,SUB-CON-00322,VIDEO,2024-07-27T19:00:00,3082,FAILED,TWR-0037,81.91,3.6
CDR-26A0C38C-A,SUB-CON-00789,SUB-CON-00639,VOICE,2024-06-20T22:00:00,3436,COMPLETED,TWR-0017,79.3,3.9
CDR-26A30E64-4,SUB-INF-0014,SUB-CON-00746,VIDEO,2024-07-23T19:30:00,124,COMPLETED,TWR-0007,18.48,1.8
CDR-26AAE14B-C,SUB-CON-00298,SUB-CON-00153,VOICE,2024-01-05T07:00:00,1063,DROPPED,TWR-0091,78.45,4.6
CDR-26CF8CE8-F,SUB-INF-0004,SUB-CON-00825,VIDEO,2024-11-10T08:34:00,1714,DROPPED,TWR-0011,44.29,2.1
CDR-26E6D3F6-D,SUB-CON-00524,SUB-CON-00967,VOICE,2024-08-14T21:00:00,3461,COMPLETED,TWR-0020,0.24,3.0
CDR-26F317F0-0,SUB-ENT-0050,SUB-CON-00311,VOICE,2024-04-08T10:00:00,1427,FAILED,TWR-0048,59.32,4.7
CDR-26FABE7D-6,SUB-CON-01083,SUB-CON-00417,VIDEO,2024-05-26T10:00:00,13,DROPPED,TWR-0033,18.97,4.3
CDR-27108D4A-F,SUB-INF-0013,SUB-CON-00310,VIDEO,2024-01-12T20:13:00,345,COMPLETED,TWR-0005,15.21,3.0
CDR-271FCDB3-9,SUB-CON-00608,SUB-CON-00547,VIDEO,2024-09-03T12:00:00,2085,COMPLETED,TWR-0070,28.27,4.0
CDR-271FFE38-A,SUB-CON-00198,SUB-CON-00207,SMS,2024-01-17T08:00:00,940,FAILED,TWR-0023,85.0,4.3
CDR-27345C84-C,SUB-INF-0014,SUB-INF-0002,VOICE,2024-10-08T10:07:00,1642,DROPPED,TWR-0011,26.94,1.7
CDR-2735913E-9,SUB-CON-01061,SUB-CON-00358,VIDEO,2024-04-05T06:00:00,359,COMPLETED,TWR-0091,22.64,3.2
CDR-273789FE-1,SUB-INF-0002,SUB-CON-00807,VOICE,2024-04-08T19:19:00,485,COMPLETED,TWR-0008,0.87,2.1
CDR-27484057-5,SUB-CON-01069,SUB-CON-00412,SMS,2024-06-02T09:00:00,845,COMPLETED,TWR-0082,59.19,3.3
CDR-274FB207-A,SUB-CON-00384,SUB-CON-00945,VOICE,2024-10-04T16:00:00,954,FAILED,TWR-0026,97.83,3.2
CDR-2754EA36-3,SUB-CON-00311,SUB-CON-00443,SMS,2024-04-15T16:00:00,2409,COMPLETED,TWR-0054,79.38,4.5
CDR-276F090B-1,SUB-INF-0013,SUB-ENT-0010,VOICE,2024-04-19T18:57:00,178,COMPLETED,TWR-0009,19.06,1.7
CDR-2771C5F8-8,SUB-INF-0004,SUB-CON-00951,VOICE,2024-07-14T15:44:00,1482,DROPPED,TWR-0004,43.35,2.9
CDR-277889A1-4,SUB-CON-01042,SUB-CON-01028,VOICE,2024-07-30T08:00:00,1622,COMPLETED,TWR-0025,15.08,3.7
CDR-2790A014-9,SUB-INF-0006,SUB-CON-00213,VOICE,2024-10-04T11:57:00,765,DROPPED,TWR-0004,29.52,3.3
CDR-27910C8E-D,SUB-CON-00919,SUB-CON-00294,VIDEO,2024-09-16T08:00:00,1013,COMPLETED,TWR-0054,95.17,3.7
CDR-279734D3-3,SUB-CON-00193,SUB-CON-00711,VIDEO,2024-01-12T13:00:00,2822,DROPPED,TWR-0015,63.24,4.4
CDR-279B0E4F-B,SUB-CON-00140,SUB-CON-00479,VIDEO,2024-12-12T06:00:00,1450,COMPLETED,TWR-0087,43.99,4.3
CDR-27A02816-1,SUB-CON-00852,SUB-CON-00107,VIDEO,2024-10-24T06:00:00,541,COMPLETED,TWR-0023,49.66,3.2
CDR-27A351FF-A,SUB-CON-00751,SUB-CON-00611,VIDEO,2024-03-18T15:00:00,1201,FAILED,TWR-0078,7.22,3.7
CDR-27ADEBF4-D,SUB-INF-0014,SUB-CON-00468,VIDEO,2024-10-23T08:07:00,1377,COMPLETED,TWR-0014,39.92,2.2
CDR-27B238ED-4,SUB-INF-0001,SUB-CON-01020,VOICE,2024-06-05T08:02:00,364,DROPPED,TWR-0005,26.59,3.1
CDR-27BED417-7,SUB-CON-00784,SUB-INF-0003,VOICE,2024-09-30T21:00:00,1577,COMPLETED,TWR-0073,86.22,4.4
CDR-27C15AB7-5,SUB-CON-00162,SUB-CON-00839,VOICE,2024-07-19T06:00:00,3344,COMPLETED,TWR-0054,60.73,3.3
CDR-27FA557E-F,SUB-CON-00411,SUB-CON-00989,SMS,2024-01-02T06:00:00,375,COMPLETED,TWR-0086,95.4,3.4
CDR-27FDD5FF-2,SUB-ENT-0031,SUB-CON-00944,SMS,2024-07-28T19:00:00,1900,DROPPED,TWR-0102,39.89,3.6
CDR-28015EA2-B,SUB-CON-00305,SUB-CON-00579,SMS,2024-10-14T18:00:00,1127,COMPLETED,TWR-0053,79.33,4.8
CDR-2803EB01-D,SUB-CON-00297,SUB-CON-00781,SMS,2024-05-30T16:00:00,2133,COMPLETED,TWR-0059,49.55,4.1
CDR-28048757-E,SUB-INF-0002,SUB-CON-00061,VOICE,2024-07-15T18:35:00,1764,COMPLETED,TWR-0005,19.92,2.4
CDR-280BD4B2-C,SUB-CON-00756,SUB-ENT-0022,VIDEO,2024-08-08T06:00:00,3160,COMPLETED,TWR-0032,68.35,3.3
CDR-280C6BA2-F,SUB-CON-00983,SUB-CON-00375,VIDEO,2024-06-20T15:00:00,3181,COMPLETED,TWR-0097,78.42,3.6
CDR-280F6235-6,SUB-CON-00375,SUB-CON-00516,VOICE,2024-06-20T07:00:00,1349,FAILED,TWR-0108,69.09,4.9
CDR-28111AC2-9,SUB-CON-01027,SUB-CON-00336,VOICE,2024-10-31T12:00:00,2156,COMPLETED,TWR-0112,84.22,3.9
CDR-28173345-0,SUB-CON-00273,SUB-CON-00308,VOICE,2024-05-20T14:00:00,655,DROPPED,TWR-0045,77.31,4.9
CDR-2825A04B-1,SUB-INF-0006,SUB-CON-00611,VIDEO,2024-02-29T13:22:00,90,COMPLETED,TWR-0004,15.93,3.1
CDR-2831392B-5,SUB-CON-01129,SUB-CON-00470,VIDEO,2024-10-28T10:00:00,867,COMPLETED,TWR-0081,34.66,3.2
CDR-28332130-3,SUB-CON-00423,SUB-CON-01133,SMS,2024-01-04T06:00:00,302,COMPLETED,TWR-0022,30.32,3.3
CDR-28479019-A,SUB-INF-0006,SUB-CON-00516,VOICE,2024-12-05T20:30:00,1581,DROPPED,TWR-0014,46.4,2.9
CDR-284B73DD-6,SUB-INF-0009,SUB-CON-00979,VIDEO,2024-05-10T19:41:00,130,COMPLETED,TWR-0013,31.69,2.5
CDR-285331C8-0,SUB-CON-00789,SUB-ENT-0036,SMS,2024-07-05T14:00:00,2314,COMPLETED,TWR-0048,84.31,4.0
CDR-28554820-9,SUB-INF-0001,SUB-CON-00349,VOICE,2024-04-17T07:05:00,502,DROPPED,TWR-0010,27.81,2.0
CDR-2856D926-8,SUB-CON-00495,SUB-CON-00339,VIDEO,2024-03-02T12:00:00,2893,COMPLETED,TWR-0090,68.15,4.0
CDR-28647C4B-5,SUB-INF-0004,SUB-CON-01075,VIDEO,2024-07-20T11:49:00,1527,COMPLETED,TWR-0004,25.69,3.3
CDR-28657ABE-D,SUB-CON-01098,SUB-CON-00355,SMS,2024-07-27T13:00:00,1787,FAILED,TWR-0008,69.24,4.9
CDR-286EF90A-1,SUB-CON-00198,SUB-CON-01066,SMS,2024-06-05T10:00:00,3187,FAILED,TWR-0062,92.62,4.3
CDR-287526BA-A,SUB-CON-00561,SUB-CON-00862,VIDEO,2024-04-09T08:00:00,405,DROPPED,TWR-0066,53.38,4.2
CDR-2876D508-D,SUB-CON-00553,SUB-CON-01072,VOICE,2024-09-09T18:00:00,2147,COMPLETED,TWR-0110,45.18,3.8
CDR-28895932-B,SUB-CON-00248,SUB-CON-00496,VIDEO,2024-04-05T15:00:00,2649,COMPLETED,TWR-0101,48.35,3.1
CDR-288A1B6F-7,SUB-CON-00377,SUB-CON-00364,VIDEO,2024-01-22T13:00:00,1605,COMPLETED,TWR-0112,61.19,4.1
CDR-289EF665-C,SUB-INF-0013,SUB-CON-00647,VIDEO,2024-09-15T13:03:00,966,COMPLETED,TWR-0013,15.17,3.0
CDR-28A01441-C,SUB-CON-00771,SUB-CON-00609,SMS,2024-02-23T15:00:00,2816,COMPLETED,TWR-0102,50.9,3.7
CDR-28A5C4A4-2,SUB-INF-0001,SUB-CON-00344,VOICE,2024-11-02T16:47:00,1041,COMPLETED,TWR-0003,8.78,3.3
CDR-28B12FD2-5,SUB-INF-0012,SUB-CON-00992,VOICE,2024-06-26T21:42:00,47,COMPLETED,TWR-0014,16.59,2.6
CDR-28B68BFE-B,SUB-CON-00797,SUB-CON-00933,SMS,2024-10-31T21:00:00,1043,DROPPED,TWR-0056,7.94,3.4
CDR-28D53A79-B,SUB-CON-00760,SUB-CON-00680,VIDEO,2024-12-16T15:00:00,828,COMPLETED,TWR-0003,33.99,3.9
CDR-28DC8E48-1,SUB-INF-0001,SUB-CON-00006,VIDEO,2024-07-10T07:28:00,877,COMPLETED,TWR-0011,44.15,2.4
CDR-28EFCC8E-C,SUB-CON-00802,SUB-CON-00262,SMS,2024-02-27T12:00:00,1712,COMPLETED,TWR-0051,27.72,3.8
CDR-28F08E03-F,SUB-INF-0011,SUB-CON-00248,VOICE,2024-07-26T09:57:00,375,COMPLETED,TWR-0015,48.92,2.8
CDR-28FCD09A-F,SUB-CON-00049,SUB-CON-00552,VOICE,2024-09-13T09:00:00,842,COMPLETED,TWR-0098,86.36,4.5
CDR-29025BDA-B,SUB-CON-00016,SUB-CON-00749,VIDEO,2024-10-02T18:00:00,3573,FAILED,TWR-0090,74.56,3.8
CDR-290DE1FC-D,SUB-CON-00657,SUB-CON-00177,VIDEO,2024-03-01T11:00:00,3474,COMPLETED,TWR-0054,90.11,3.1
CDR-29260DC7-C,SUB-INF-0007,SUB-CON-00736,VOICE,2024-11-18T11:00:00,3495,COMPLETED,TWR-0053,42.41,3.5
CDR-2927C870-1,SUB-CON-00081,SUB-CON-00097,VOICE,2024-04-04T07:00:00,1925,COMPLETED,TWR-0004,83.14,4.3
CDR-292C05F0-D,SUB-CON-00180,SUB-CON-01039,SMS,2024-09-25T08:00:00,282,FAILED,TWR-0022,73.98,4.4
CDR-292D1002-9,SUB-CON-00772,SUB-CON-00341,VOICE,2024-02-13T19:00:00,244,COMPLETED,TWR-0021,49.47,3.1
CDR-29397928-A,SUB-CON-00790,SUB-CON-00952,SMS,2024-11-19T11:00:00,432,COMPLETED,TWR-0002,68.74,3.8
CDR-29467638-E,SUB-CON-00608,SUB-CON-00341,VIDEO,2024-11-04T07:00:00,1921,FAILED,TWR-0120,21.24,5.0
CDR-2963EB20-E,SUB-INF-0003,SUB-CON-00622,VIDEO,2024-10-26T18:10:00,355,COMPLETED,TWR-0003,43.48,1.5
CDR-296BBF50-D,SUB-CON-00745,SUB-CON-00365,VIDEO,2024-02-04T08:00:00,2839,DROPPED,TWR-0098,88.83,3.9
CDR-297C62FA-2,SUB-INF-0010,SUB-CON-00868,VIDEO,2024-09-08T16:26:00,1643,COMPLETED,TWR-0015,0.58,1.6
CDR-2987B708-3,SUB-CON-00541,SUB-CON-00939,VOICE,2024-07-07T15:00:00,2630,COMPLETED,TWR-0065,53.7,4.6
CDR-29D52D4A-0,SUB-CON-01019,SUB-CON-00008,VIDEO,2024-06-27T11:00:00,3512,COMPLETED,TWR-0104,60.47,5.0
CDR-29D69511-D,SUB-CON-00002,SUB-CON-00146,VIDEO,2024-04-18T22:00:00,2287,FAILED,TWR-0014,0.59,4.1
CDR-29DCF1ED-1,SUB-CON-00761,SUB-CON-00009,VOICE,2024-08-26T21:00:00,2015,COMPLETED,TWR-0005,63.28,3.6
CDR-29E1050A-E,SUB-INF-0001,SUB-CON-00546,VOICE,2024-05-23T19:25:00,401,COMPLETED,TWR-0013,16.84,3.2
CDR-29E70D83-5,SUB-ENT-0050,SUB-CON-00243,VOICE,2024-10-11T19:00:00,3443,COMPLETED,TWR-0010,50.77,3.9
CDR-29EFE33B-5,SUB-CON-00304,SUB-CON-01117,VOICE,2024-04-06T20:00:00,3143,DROPPED,TWR-0113,75.27,4.3
CDR-2A08221F-9,SUB-CON-00905,SUB-CON-00594,VOICE,2024-02-10T10:00:00,2345,COMPLETED,TWR-0009,54.82,4.0
CDR-2A2287D5-F,SUB-CON-00110,SUB-CON-00489,SMS,2024-04-29T10:00:00,1656,COMPLETED,TWR-0085,39.66,4.9
CDR-2A2F18BE-B,SUB-CON-00602,SUB-CON-00801,SMS,2024-06-18T09:00:00,2841,FAILED,TWR-0020,15.49,4.9
CDR-2A33F86C-0,SUB-CON-00617,SUB-CON-00674,VOICE,2024-08-16T21:00:00,1193,COMPLETED,TWR-0020,56.04,3.5
CDR-2A3C2F6B-3,SUB-INF-0006,SUB-CON-00389,VOICE,2024-05-02T10:01:00,217,COMPLETED,TWR-0012,6.94,2.8
CDR-2A413511-7,SUB-CON-00502,SUB-CON-01098,VOICE,2024-09-06T20:00:00,3190,COMPLETED,TWR-0029,39.41,3.5
CDR-2A4DA662-0,SUB-INF-0002,SUB-CON-01112,VOICE,2024-09-25T16:55:00,49,DROPPED,TWR-0002,3.85,3.4
CDR-2A5B7273-2,SUB-CON-00015,SUB-CON-00500,VIDEO,2024-07-03T09:00:00,1040,COMPLETED,TWR-0044,73.93,3.8
CDR-2A6359F3-8,SUB-CON-00763,SUB-CON-00692,VOICE,2024-01-17T08:00:00,796,COMPLETED,TWR-0062,52.63,4.9
CDR-2A6C6A31-A,SUB-CON-00290,SUB-CON-00120,VOICE,2024-08-05T18:00:00,2516,COMPLETED,TWR-0023,19.09,4.6
CDR-2A6F7A09-A,SUB-INF-0001,SUB-CON-00849,VOICE,2024-01-16T13:12:00,1115,COMPLETED,TWR-0007,4.16,3.1
CDR-2A741F92-B,SUB-ENT-0027,SUB-CON-00070,SMS,2024-05-27T15:00:00,1125,COMPLETED,TWR-0080,95.78,3.3
CDR-2A7B5C60-D,SUB-INF-0002,SUB-CON-01020,VOICE,2024-03-14T10:48:00,1144,COMPLETED,TWR-0001,29.37,3.0
CDR-2A8064B3-6,SUB-CON-00422,SUB-CON-00813,SMS,2024-05-03T20:00:00,2990,COMPLETED,TWR-0060,24.94,3.1
CDR-2A82536A-1,SUB-CON-00359,SUB-CON-00602,SMS,2024-03-06T13:00:00,3441,DROPPED,TWR-0011,11.59,4.0
CDR-2A858358-9,SUB-INF-0010,SUB-CON-00960,VOICE,2024-09-03T13:17:00,539,DROPPED,TWR-0015,41.91,1.9
CDR-2A8C2B0A-4,SUB-CON-00262,SUB-CON-00164,SMS,2024-08-06T21:00:00,3016,COMPLETED,TWR-0106,52.3,4.2
CDR-2A984495-9,SUB-INF-0004,SUB-CON-00619,VIDEO,2024-02-28T15:04:00,901,DROPPED,TWR-0005,49.67,2.9
CDR-2AAA86B9-B,SUB-CON-00220,SUB-CON-00872,VOICE,2024-04-03T11:00:00,3208,DROPPED,TWR-0029,83.27,4.2
CDR-2AC06056-7,SUB-CON-01019,SUB-CON-00344,VIDEO,2024-09-22T10:00:00,582,COMPLETED,TWR-0049,14.57,4.2
CDR-2AC64F88-D,SUB-CON-00676,SUB-CON-00782,VIDEO,2024-08-26T15:00:00,3082,COMPLETED,TWR-0081,48.67,4.7
CDR-2AD771F7-3,SUB-ENT-0013,SUB-CON-00598,VIDEO,2024-09-15T12:00:00,1010,COMPLETED,TWR-0114,96.44,4.0
CDR-2AD777BD-0,SUB-INF-0008,SUB-CON-00881,VIDEO,2024-04-27T07:26:00,533,COMPLETED,TWR-0012,11.73,2.1
CDR-2AE674AE-B,SUB-CON-00732,SUB-CON-00603,VOICE,2024-10-11T15:00:00,638,FAILED,TWR-0032,46.46,3.5
CDR-2AE6FB88-D,SUB-INF-0002,SUB-CON-00639,VIDEO,2024-08-31T17:48:00,1156,COMPLETED,TWR-0012,14.54,2.9
CDR-2AF0461C-5,SUB-CON-00009,SUB-CON-00703,VOICE,2024-08-02T13:00:00,1374,COMPLETED,TWR-0046,40.18,4.0
CDR-2AF67F9B-1,SUB-CON-00821,SUB-CON-00967,VIDEO,2024-03-31T06:00:00,405,FAILED,TWR-0083,54.89,3.3
CDR-2B09F48E-F,SUB-CON-00431,SUB-CON-00151,SMS,2024-12-16T06:00:00,2230,FAILED,TWR-0109,68.39,4.3
CDR-2B1037F3-0,SUB-INF-0011,SUB-CON-00767,VIDEO,2024-05-07T19:49:00,1524,DROPPED,TWR-0007,25.36,3.2
CDR-2B24DEDB-C,SUB-INF-0003,SUB-CON-00273,VIDEO,2024-12-02T10:57:00,1076,COMPLETED,TWR-0006,0.07,3.4
CDR-2B2D1A24-E,SUB-INF-0004,SUB-INF-0010,VOICE,2024-06-11T21:55:00,1525,COMPLETED,TWR-0008,0.99,2.0
CDR-2B46E30A-6,SUB-CON-00207,SUB-CON-00857,VOICE,2024-08-24T18:00:00,1598,DROPPED,TWR-0113,13.29,4.3
CDR-2B4CD2E3-4,SUB-CON-00714,SUB-CON-00969,VIDEO,2024-04-05T22:00:00,1851,COMPLETED,TWR-0101,66.69,4.0
CDR-2B96B829-E,SUB-CON-00276,SUB-CON-00542,SMS,2024-06-24T13:00:00,1862,COMPLETED,TWR-0075,70.34,4.9
CDR-2B975BB1-E,SUB-CON-01108,SUB-CON-00261,VOICE,2024-01-24T21:00:00,2117,FAILED,TWR-0071,93.37,5.0
CDR-2B9F0948-7,SUB-CON-01076,SUB-CON-00125,VIDEO,2024-02-01T06:00:00,2373,COMPLETED,TWR-0038,22.1,3.1
CDR-2BA80442-2,SUB-CON-00093,SUB-CON-00656,VIDEO,2024-11-25T09:00:00,2503,DROPPED,TWR-0094,66.74,4.5
CDR-2BA92ADC-5,SUB-INF-0001,SUB-CON-01103,VIDEO,2024-06-24T12:25:00,1220,DROPPED,TWR-0013,26.66,3.5
CDR-2BAFA888-9,SUB-CON-00749,SUB-CON-00794,VIDEO,2024-08-08T20:00:00,849,COMPLETED,TWR-0025,97.15,4.0
CDR-2BDC1AA6-6,SUB-CON-00631,SUB-INF-0014,VOICE,2024-11-28T13:00:00,3184,FAILED,TWR-0101,73.84,3.6
CDR-2BE0B091-F,SUB-CON-01110,SUB-CON-01125,SMS,2024-10-16T10:00:00,1924,COMPLETED,TWR-0113,58.01,4.8
CDR-2BE53DC7-C,SUB-CON-00109,SUB-CON-00740,VIDEO,2024-02-17T07:00:00,3118,COMPLETED,TWR-0077,82.29,4.2
