METRIC_DATE,REGION,ACTIVE_SUBSCRIBERS,SUBSCRIBER_GROWTH_RATE,DAILY_REVENUE_USD,TOTAL_CALLS,AVG_CALL_QUALITY,NETWORK_AVAILABILITY_PCT,DATA_CONSUMED_TB,AVG_LATENCY_MS,SUPPORT_TICKETS_OPENED,SUPPORT_TICKETS_RESOLVED,CHURN_RATE,NPS_DAILY_AVG,MARKETING_SPEND_USD
2024-04-13,NORTH,19775,0.0073,144359.40,112224,4.12,99.21,160.50,78.07,137,52,0.0060,6.3,6302.91
2024-04-13,NORTHEAST,23247,0.0112,119610.48,131816,4.51,99.84,290.16,50.93,48,150,0.0058,8.0,3855.88
2024-04-13,NORTHWEST,32605,0.0121,84756.19,64452,4.01,99.24,141.68,48.31,57,102,0.0028,8.6,7937.61
2024-04-13,SOUTH,16496,0.0054,88434.41,90287,4.76,99.70,115.21,68.68,80,137,0.0032,6.2,7310.13
2024-04-13,SOUTHEAST,18545,0.0102,119573.27,89989,4.08,99.64,229.74,52.46,47,82,0.0073,7.1,3918.88
2024-04-13,SOUTHWEST,30049,0.0122,142495.15,165937,4.69,99.45,148.85,32.98,69,89,0.0034,8.7,6584.99
2024-04-13,WEST,24474,0.0081,83097.11,174732,4.25,99.45,147.86,41.70,191,109,0.0054,8.9,6902.53
2024-04-14,CENTRAL,30439,0.0128,78269.48,89210,4.36,99.77,134.61,38.21,109,130,0.0037,8.4,6939.32
2024-04-14,EAST,30811,0.0023,89109.39,114278,4.76,99.60,126.30,16.93,130,55,0.0023,6.1,2375.60
2024-04-14,NORTH,28019,0.0037,93593.93,62518,4.20,99.49,211.86,49.31,41,53,0.0067,8.8,1181.81
2024-04-14,NORTHEAST,20569,0.0082,138456.56,192043,4.65,99.67,137.96,76.80,134,107,0.0043,7.3,7722.37
2024-04-14,NORTHWEST,27525,0.0054,122327.60,113704,4.58,99.65,186.64,37.77,24,156,0.0060,7.0,9818.63
2024-04-14,SOUTH,30774,0.0049,153735.50,189792,4.35,99.25,104.93,55.39,123,49,0.0065,7.8,9338.97
2024-04-14,SOUTHEAST,20699,0.0103,133793.10,130166,4.72,99.61,66.39,20.82,118,24,0.0040,7.9,2224.55
2024-04-14,SOUTHWEST,20756,0.0094,86386.20,151158,4.44,99.24,59.05,19.11,126,97,0.0036,6.4,3228.18
2024-04-14,WEST,25249,0.0139,104754.39,180062,4.54,99.90,196.46,17.62,25,70,0.0053,6.4,4923.97
2024-04-15,CENTRAL,24953,0.0035,94245.94,135010,4.69,99.23,113.07,68.24,51,74,0.0074,6.1,2782.10
2024-04-15,EAST,28352,0.0052,116407.18,75835,4.64,99.29,231.21,78.73,176,141,0.0066,9.0,9573.70
2024-04-15,NORTH,20516,0.0062,74542.55,73437,4.13,99.90,161.31,22.94,170,145,0.0062,7.5,3976.12
2024-04-15,NORTHEAST,33148,0.0105,142512.76,94653,4.41,99.47,259.14,16.98,20,16,0.0068,8.6,7489.95
2024-04-15,NORTHWEST,34181,0.0012,93931.06,168374,4.45,99.39,282.92,29.09,177,103,0.0034,8.6,3840.93
2024-04-15,SOUTH,23321,0.0056,64477.91,89000,4.44,99.24,124.57,65.06,54,94,0.0062,7.5,3573.23
2024-04-15,SOUTHEAST,17447,0.0092,121545.16,196094,4.18,99.23,155.07,33.36,89,35,0.0079,7.4,2021.33
2024-04-15,SOUTHWEST,28694,0.0124,155703.90,138086,4.44,99.26,245.29,33.35,146,102,0.0020,6.4,5415.95
2024-04-15,WEST,31915,0.0031,143948.55,190959,4.46,99.79,262.47,50.15,180,123,0.0053,7.3,4988.74
2024-04-16,CENTRAL,23182,0.0038,87442.16,195327,4.75,99.71,299.79,73.44,90,83,0.0076,6.3,1812.29
2024-04-16,EAST,32496,0.0060,151654.16,181057,4.41,99.85,82.53,45.35,145,134,0.0064,8.3,4816.34
2024-04-16,NORTH,17432,0.0054,121534.17,126615,4.55,99.29,240.35,51.62,133,24,0.0057,7.0,1972.09
2024-04-16,NORTHEAST,27185,0.0067,121090.47,130264,4.74,99.47,90.61,48.25,63,83,0.0024,7.1,2820.75
2024-04-16,NORTHWEST,31836,0.0012,143123.85,162992,4.05,99.60,260.66,15.67,35,123,0.0074,8.9,2704.69
2024-04-16,SOUTH,30089,0.0019,72257.63,109231,4.44,99.38,116.12,29.13,90,61,0.0055,6.6,8138.96
2024-04-16,SOUTHEAST,34966,0.0064,155138.82,87585,4.30,99.83,151.74,31.15,186,155,0.0027,6.8,4403.20
2024-04-16,SOUTHWEST,28533,0.0041,111729.07,179092,4.70,99.63,61.07,65.61,131,121,0.0026,6.4,3704.61
2024-04-16,WEST,31276,0.0075,68953.16,141294,4.79,99.42,212.50,23.87,193,26,0.0044,8.4,4757.09
2024-04-17,CENTRAL,29644,0.0145,106230.36,84304,4.50,99.73,163.39,69.12,41,45,0.0054,7.3,8059.31
2024-04-17,EAST,22753,0.0133,62945.04,84435,4.42,99.83,135.45,78.52,197,139,0.0036,6.5,1446.76
2024-04-17,NORTH,29535,0.0070,114179.82,106275,4.30,99.86,160.35,37.29,103,152,0.0032,6.8,8352.19
2024-04-17,NORTHEAST,16976,0.0122,92306.75,153762,4.49,99.67,174.87,49.78,162,57,0.0075,6.9,7237.52
2024-04-17,NORTHWEST,18275,0.0042,144128.88,173204,4.21,99.32,250.94,18.37,60,114,0.0035,9.0,8275.33
2024-04-17,SOUTH,26543,0.0082,77421.48,191133,4.28,99.23,180.10,65.30,189,20,0.0022,7.6,7366.15
2024-04-17,SOUTHEAST,33757,0.0123,148916.62,195262,4.79,99.46,291.20,37.99,168,165,0.0033,7.8,6558.58
2024-04-17,SOUTHWEST,26034,0.0070,82449.24,119901,4.70,99.57,276.02,39.20,112,52,0.0080,7.5,7462.18
2024-04-17,WEST,24059,0.0010,149804.39,177248,4.08,99.40,138.76,35.96,56,149,0.0059,7.4,8302.77
2024-04-18,CENTRAL,21313,0.0139,107460.03,142606,4.10,99.62,153.96,64.76,190,172,0.0069,6.6,4914.02
2024-04-18,EAST,21911,0.0013,130180.10,91851,4.58,99.69,230.86,79.87,60,31,0.0067,8.9,5838.21
2024-04-18,NORTH,34171,0.0039,72033.95,163608,4.30,99.82,224.72,20.11,128,80,0.0073,8.3,7296.53
2024-04-18,NORTHEAST,20585,0.0079,71293.02,76050,4.49,99.33,190.07,55.19,167,70,0.0072,6.1,1328.03
2024-04-18,NORTHWEST,33185,0.0015,63707.72,189402,4.38,99.22,126.35,16.57,50,149,0.0044,6.3,1746.26
2024-04-18,SOUTH,15520,0.0065,139148.77,72802,4.17,99.39,204.89,52.76,66,101,0.0074,7.5,9435.63
2024-04-18,SOUTHEAST,25650,0.0129,66394.72,109217,4.26,99.73,232.27,17.40,156,48,0.0022,7.0,6423.85
2024-04-18,SOUTHWEST,24683,0.0078,133673.96,102241,4.50,99.29,101.01,47.82,113,139,0.0072,8.9,5916.39
2024-04-18,WEST,23394,0.0032,141921.83,190926,4.30,99.67,242.48,76.75,35,148,0.0043,6.7,9203.07
2024-04-19,CENTRAL,31846,0.0084,59470.78,105515,4.31,99.28,241.88,75.51,94,72,0.0075,6.7,2546.07
2024-04-19,EAST,23620,0.0125,116592.43,93328,4.47,99.44,178.93,73.23,154,24,0.0042,7.6,1478.85
2024-04-19,NORTH,18668,0.0068,150079.48,186167,4.70,99.87,275.95,26.13,112,153,0.0043,7.6,3143.49
2024-04-19,NORTHEAST,30689,0.0138,54375.49,108891,4.51,99.67,194.08,35.73,116,180,0.0060,8.2,6255.93
2024-04-19,NORTHWEST,33546,0.0052,58026.97,189971,4.15,99.24,254.58,36.15,112,150,0.0030,7.1,8589.82
2024-04-19,SOUTH,19383,0.0112,81122.44,177259,4.56,99.55,267.73,63.13,167,152,0.0062,6.7,4740.88
2024-04-19,SOUTHEAST,22257,0.0112,149799.75,151529,4.63,99.66,276.49,16.86,32,168,0.0068,7.1,2544.37
2024-04-19,SOUTHWEST,16674,0.0044,114470.63,170430,4.38,99.26,218.64,71.94,89,123,0.0055,7.7,6033.08
2024-04-19,WEST,30397,0.0136,55579.06,97227,4.67,99.23,280.72,51.49,26,151,0.0062,8.0,5764.68
2024-04-20,CENTRAL,34328,0.0025,135795.80,56243,4.69,99.55,187.56,40.13,89,131,0.0033,6.2,7165.99
2024-04-20,EAST,31601,0.0046,58817.06,72618,4.19,99.28,168.53,17.23,195,82,0.0030,7.0,9063.35
2024-04-20,NORTH,34601,0.0013,99479.87,189053,4.10,99.22,212.07,32.45,105,99,0.0079,7.2,5912.01
2024-04-20,NORTHEAST,29083,0.0108,112297.65,193496,4.17,99.49,251.59,41.35,114,159,0.0038,6.9,8373.54
2024-04-20,NORTHWEST,16153,0.0127,110471.87,175884,4.46,99.28,71.99,78.13,116,109,0.0024,7.2,4615.06
2024-04-20,SOUTH,31721,0.0088,120808.06,192584,4.31,99.85,202.30,27.88,161,64,0.0061,7.0,1084.58
2024-04-20,SOUTHEAST,27414,0.0122,80123.66,97945,4.31,99.27,105.46,57.78,99,78,0.0076,7.9,6196.30
2024-04-20,SOUTHWEST,30642,0.0041,64944.05,159399,4.14,99.62,232.42,46.04,92,104,0.0060,8.5,7276.69
2024-04-20,WEST,21466,0.0093,147682.63,147201,4.07,99.30,166.47,20.04,165,115,0.0058,7.9,4025.08
2024-04-21,CENTRAL,26000,0.0047,108439.92,142661,4.62,99.23,71.71,71.79,167,19,0.0062,8.8,6230.48
2024-04-21,EAST,25331,0.0122,74858.99,52478,4.66,99.72,60.86,68.70,166,82,0.0072,8.8,9112.02
2024-04-21,NORTH,29965,0.0142,128724.80,113495,4.75,99.30,140.75,25.27,63,61,0.0071,6.8,3197.80
2024-04-21,NORTHEAST,23036,0.0072,80293.62,180032,4.11,99.50,292.88,40.74,168,106,0.0035,6.3,2912.74
2024-04-21,NORTHWEST,24234,0.0061,143230.67,68964,4.80,99.23,276.21,25.34,187,74,0.0061,7.8,1664.99
2024-04-21,SOUTH,34823,0.0027,111446.67,144686,4.02,99.29,209.29,40.70,117,170,0.0030,8.1,2307.00
2024-04-21,SOUTHEAST,18249,0.0124,106270.37,153354,4.49,99.52,232.19,73.76,85,93,0.0030,7.8,9774.14
2024-04-21,SOUTHWEST,26088,0.0074,84621.87,187416,4.62,99.79,175.71,57.02,115,152,0.0024,8.6,1152.31
2024-04-21,WEST,29946,0.0060,54768.36,173222,4.29,99.80,95.62,32.37,84,164,0.0054,8.6,6908.66
2024-04-22,CENTRAL,17388,0.0035,129528.67,85798,4.54,99.60,64.30,34.67,197,16,0.0043,7.9,2765.92
2024-04-22,EAST,25555,0.0118,127862.26,122801,4.34,99.61,54.65,70.77,88,97,0.0040,6.7,9131.23
2024-04-22,NORTH,20684,0.0108,121568.59,70150,4.09,99.74,266.86,50.82,195,122,0.0052,7.0,7672.79
2024-04-22,NORTHEAST,34903,0.0146,113077.15,125869,4.58,99.57,214.77,66.20,74,108,0.0063,7.3,1985.94
2024-04-22,NORTHWEST,25130,0.0044,123061.05,193848,4.23,99.33,219.77,72.35,65,38,0.0042,7.6,1794.27
2024-04-22,SOUTH,25258,0.0067,69016.72,120766,4.63,99.79,111.78,62.21,72,64,0.0045,6.6,4409.67
2024-04-22,SOUTHEAST,29353,0.0110,142514.54,168828,4.00,99.58,151.31,53.78,195,37,0.0033,7.1,2642.96
2024-04-22,SOUTHWEST,33846,0.0130,95192.93,194288,4.43,99.53,244.05,65.46,84,120,0.0028,8.8,2004.62
2024-04-22,WEST,26111,0.0096,121901.56,166842,4.03,99.30,299.49,69.28,83,143,0.0047,6.5,3921.32
2024-04-23,CENTRAL,31303,0.0128,95588.55,197436,4.36,99.40,185.94,17.68,67,68,0.0030,8.2,2612.27
2024-04-23,EAST,20326,0.0044,131896.13,131089,4.69,99.50,158.02,44.91,166,25,0.0067,7.2,2448.86
2024-04-23,NORTH,30579,0.0056,115133.91,159631,4.00,99.54,54.22,42.57,52,170,0.0030,7.7,3495.14
2024-04-23,NORTHEAST,26696,0.0134,48952.56,122101,4.56,99.26,91.20,58.10,145,171,0.0037,8.8,4172.12
2024-04-23,NORTHWEST,29149,0.0122,70093.02,168430,4.58,99.26,254.15,45.73,34,56,0.0049,6.8,3764.28
2024-04-23,SOUTH,22618,0.0073,140777.76,166376,4.48,99.30,79.23,42.94,169,98,0.0062,7.5,9830.02
2024-04-23,SOUTHEAST,16365,0.0058,54803.29,51069,4.76,99.62,138.41,75.74,127,94,0.0020,7.3,3778.82
2024-04-23,SOUTHWEST,20981,0.0129,161900.21,112822,4.61,99.76,100.85,55.41,101,158,0.0024,6.1,7439.23
2024-04-23,WEST,15555,0.0045,84040.34,105892,4.34,99.40,247.84,68.10,53,127,0.0056,8.0,8223.52
2024-04-24,CENTRAL,28150,0.0120,142169.39,193775,4.17,99.73,185.62,42.90,89,112,0.0025,6.0,4834.06
2024-04-24,EAST,28448,0.0016,75057.62,98491,4.07,99.45,251.21,63.84,159,58,0.0031,8.7,7427.33
2024-04-24,NORTH,21067,0.0136,73671.76,132367,4.71,99.54,190.28,66.78,106,106,0.0062,7.8,9568.09
2024-04-24,NORTHEAST,18499,0.0026,120996.04,86961,4.20,99.31,100.61,71.70,169,79,0.0048,6.7,5676.42
2024-04-24,NORTHWEST,31539,0.0058,119319.02,134334,4.78,99.76,289.99,76.93,157,122,0.0073,6.3,1976.55
2024-04-24,SOUTH,32924,0.0091,152193.14,76304,4.02,99.37,105.34,75.61,183,138,0.0077,7.3,1333.16
2024-04-24,SOUTHEAST,27880,0.0120,142038.11,186212,4.10,99.40,165.67,70.36,23,80,0.0040,6.2,5501.83
2024-04-24,SOUTHWEST,33557,0.0106,68190.10,66432,4.37,99.20,179.19,77.95,130,155,0.0079,8.3,2173.29
2024-04-24,WEST,18576,0.0135,130075.39,90886,4.61,99.22,242.59,44.56,148,163,0.0031,7.3,3966.66
2024-04-25,CENTRAL,27329,0.0120,116481.65,140816,4.64,99.25,279.05,71.20,195,176,0.0031,6.1,5649.60
2024-04-25,EAST,16428,0.0014,96756.04,196367,4.63,99.33,118.10,69.61,171,35,0.0042,6.4,9554.78
2024-04-25,NORTH,23511,0.0052,113765.90,63485,4.67,99.53,104.12,37.16,48,93,0.0072,7.3,7308.53
2024-04-25,NORTHEAST,18367,0.0123,146434.48,88443,4.62,99.53,57.52,40.97,181,147,0.0059,8.5,3011.24
2024-04-25,NORTHWEST,22364,0.0112,73063.48,90522,4.19,99.79,129.81,24.01,135,129,0.0028,6.4,4902.48
2024-04-25,SOUTH,27143,0.0056,137593.35,137794,4.65,99.23,78.91,57.38,194,173,0.0022,8.2,8469.82
2024-04-25,SOUTHEAST,28571,0.0028,61822.46,117170,4.69,99.51,89.34,45.59,185,95,0.0032,7.8,3614.55
2024-04-25,SOUTHWEST,34932,0.0059,57844.87,77198,4.16,99.32,133.30,49.08,60,146,0.0021,7.9,8033.94
2024-04-25,WEST,27502,0.0020,115534.35,140755,4.20,99.59,136.35,27.06,145,168,0.0059,6.4,5042.47
2024-04-26,CENTRAL,32973,0.0023,91083.81,68197,4.45,99.77,136.55,40.20,106,46,0.0056,7.3,3254.53
2024-04-26,EAST,34520,0.0137,127655.16,121393,4.32,99.50,120.67,36.22,79,143,0.0044,7.0,7024.01
2024-04-26,NORTH,15720,0.0043,67841.34,69540,4.03,99.65,202.13,51.27,128,63,0.0077,8.7,9818.60
2024-04-26,NORTHEAST,30136,0.0088,80884.50,62592,4.13,99.42,128.52,26.00,112,72,0.0064,6.2,1168.24
2024-04-26,NORTHWEST,27588,0.0080,95927.89,122171,4.07,99.44,256.98,78.15,80,135,0.0023,8.8,8999.16
2024-04-26,SOUTH,30903,0.0079,118795.85,139299,4.34,99.77,235.44,37.11,46,65,0.0046,6.3,7387.79
2024-04-26,SOUTHEAST,22978,0.0117,61162.11,134244,4.65,99.43,59.91,18.08,140,104,0.0038,8.4,3986.26
2024-04-26,SOUTHWEST,19739,0.0067,70486.39,79924,4.27,99.41,79.39,19.45,64,146,0.0070,8.5,8815.42
2024-04-26,WEST,23301,0.0124,69283.63,77819,4.64,99.85,173.74,72.08,151,164,0.0038,8.4,3470.99
2024-04-27,CENTRAL,22578,0.0083,119977.09,186540,4.43,99.34,264.72,17.09,101,86,0.0074,7.8,5804.28
2024-04-27,EAST,32483,0.0117,130145.53,50910,4.58,99.39,119.75,68.23,105,54,0.0070,6.4,2827.16
2024-04-27,NORTH,17735,0.0106,144332.98,161515,4.20,99.37,297.67,48.27,165,75,0.0039,8.7,5064.02
2024-04-27,NORTHEAST,22931,0.0055,149496.09,178373,4.47,99.42,292.93,36.09,173,105,0.0031,8.1,3451.86
2024-04-27,NORTHWEST,16451,0.0048,116392.71,61077,4.05,99.34,290.74,29.09,190,145,0.0032,8.9,9795.39
2024-04-27,SOUTH,30219,0.0090,157121.53,111160,4.28,99.48,298.83,68.87,147,167,0.0026,7.6,1111.01
2024-04-27,SOUTHEAST,18879,0.0126,151216.30,167977,4.08,99.69,254.23,30.42,122,179,0.0064,6.0,5494.08
2024-04-27,SOUTHWEST,25572,0.0079,132777.55,192223,4.61,99.64,204.67,56.77,46,96,0.0049,6.6,5806.35
2024-04-27,WEST,20483,0.0080,116079.48,87899,4.13,99.74,286.56,19.57,166,102,0.0024,8.7,4262.84
2024-04-28,CENTRAL,27995,0.0101,138337.51,73924,4.65,99.60,215.93,49.50,156,135,0.0068,8.9,4293.10
2024-04-28,EAST,32217,0.0091,99656.53,158131,4.16,99.59,151.36,70.22,200,139,0.0053,7.3,4958.46
2024-04-28,NORTH,21087,0.0124,65818.17,73566,4.34,99.78,81.18,31.98,20,165,0.0076,6.6,7413.56
2024-04-28,NORTHEAST,17032,0.0072,111519.29,167495,4.46,99.70,241.62,67.78,33,79,0.0065,6.7,1269.43
2024-04-28,NORTHWEST,33987,0.0066,76700.80,137554,4.72,99.47,158.59,16.66,23,146,0.0054,7.4,2623.95
2024-04-28,SOUTH,33072,0.0051,144491.45,100256,4.25,99.54,110.14,15.98,36,40,0.0037,8.8,4874.62
2024-04-28,SOUTHEAST,28646,0.0042,62767.24,114259,4.60,99.75,213.40,69.67,173,116,0.0036,8.4,9568.30
2024-04-28,SOUTHWEST,16785,0.0042,135480.96,75243,4.27,99.64,198.74,74.64,63,32,0.0038,8.4,8549.20
2024-04-28,WEST,34701,0.0058,137053.04,132041,4.01,99.50,299.32,20.56,73,69,0.0036,6.7,7610.49
2024-04-29,CENTRAL,27429,0.0093,138177.62,161752,4.61,99.83,100.16,19.75,172,56,0.0037,8.9,6230.04
2024-04-29,EAST,29917,0.0048,78149.55,99373,4.35,99.25,287.66,59.08,146,150,0.0067,7.6,1831.32
2024-04-29,NORTH,34312,0.0017,135336.16,127742,4.51,99.47,273.48,62.67,153,70,0.0067,8.0,3693.19
2024-04-29,NORTHEAST,25663,0.0137,85133.72,185440,4.47,99.82,156.55,44.69,121,127,0.0078,7.1,7511.48
2024-04-29,NORTHWEST,25892,0.0053,120830.85,103770,4.41,99.85,80.27,67.20,55,107,0.0022,7.9,8699.36
2024-04-29,SOUTH,16510,0.0074,94161.83,137275,4.26,99.38,264.03,68.64,175,51,0.0067,8.0,6834.36
2024-04-29,SOUTHEAST,19783,0.0103,121212.71,99743,4.38,99.26,105.79,41.03,29,43,0.0048,7.1,4451.20
2024-04-29,SOUTHWEST,20445,0.0040,114405.38,76651,4.74,99.87,133.56,49.28,102,165,0.0062,7.4,6719.15
2024-04-29,WEST,28775,0.0117,60040.00,89616,4.77,99.72,120.92,36.69,69,151,0.0045,6.2,3272.78
2024-04-30,CENTRAL,29495,0.0118,70482.53,195125,4.08,99.23,97.11,52.48,157,120,0.0024,8.9,5161.89
2024-04-30,EAST,26305,0.0134,141201.53,188420,4.45,99.58,226.80,47.90,126,66,0.0071,7.5,9046.91
2024-04-30,NORTH,22264,0.0113,121881.94,183151,4.26,99.35,216.94,45.11,162,159,0.0035,6.7,2802.91
2024-04-30,NORTHEAST,19078,0.0058,74018.06,89976,4.01,99.83,133.19,36.80,77,44,0.0032,7.9,2073.45
2024-04-30,NORTHWEST,20742,0.0045,74790.50,90761,4.48,99.79,295.85,48.97,26,151,0.0045,8.0,2549.66
2024-04-30,SOUTH,18391,0.0129,64948.42,138950,4.33,99.71,123.02,16.27,124,138,0.0060,7.0,4251.27
2024-04-30,SOUTHEAST,28540,0.0086,92897.92,74912,4.05,99.63,222.77,35.44,140,166,0.0055,7.9,4990.67
2024-04-30,SOUTHWEST,26966,0.0016,142001.93,160551,4.63,99.26,92.40,67.51,117,154,0.0052,7.8,8784.55
2024-04-30,WEST,34438,0.0052,78847.25,102869,4.56,99.26,235.69,23.19,166,61,0.0067,8.2,5883.48
2024-05-01,CENTRAL,31156,0.0022,101978.60,102783,4.10,99.28,273.84,57.38,121,104,0.0059,6.9,6355.00
2024-05-01,EAST,26026,0.0046,136151.00,98434,4.31,99.24,260.22,70.02,25,78,0.0021,8.2,2077.22
2024-05-01,NORTH,21464,0.0075,56521.40,178274,4.13,99.88,284.67,77.48,174,55,0.0050,7.0,9655.50
2024-05-01,NORTHEAST,16461,0.0043,81270.15,99640,4.72,99.46,224.35,49.65,117,56,0.0069,8.6,6105.07
2024-05-01,NORTHWEST,32322,0.0086,105186.33,68253,4.38,99.56,142.72,29.91,197,179,0.0071,6.8,6934.53
2024-05-01,SOUTH,34058,0.0070,107042.70,86011,4.40,99.63,289.30,27.29,33,75,0.0033,8.0,1006.61
2024-05-01,SOUTHEAST,25016,0.0054,103228.09,192764,4.01,99.76,295.46,24.83,42,155,0.0062,8.1,8517.54
2024-05-01,SOUTHWEST,28686,0.0027,90144.65,187581,4.32,99.25,141.27,30.84,164,144,0.0043,6.4,9803.24
2024-05-01,WEST,21824,0.0063,91329.81,105770,4.62,99.51,279.27,15.43,91,89,0.0078,6.5,9148.13
2024-05-02,CENTRAL,19461,0.0030,106853.09,84325,4.49,99.68,271.43,44.06,66,112,0.0070,7.3,7438.73
2024-05-02,EAST,30188,0.0101,134323.99,62937,4.04,99.70,194.58,61.35,113,140,0.0023,8.0,6487.77
2024-05-02,NORTH,32432,0.0048,100524.69,128508,4.20,99.30,67.43,16.44,177,154,0.0074,8.4,5625.88
2024-05-02,NORTHEAST,19624,0.0123,52520.24,116408,4.56,99.54,53.28,21.28,192,152,0.0046,8.3,7912.39
2024-05-02,NORTHWEST,17431,0.0100,139402.76,142752,4.35,99.28,285.21,29.79,57,86,0.0021,7.9,1497.34
2024-05-02,SOUTH,21666,0.0109,58075.14,109431,4.33,99.44,270.55,57.24,84,155,0.0059,8.5,2475.95
2024-05-02,SOUTHEAST,25325,0.0088,110723.98,132667,4.70,99.30,260.46,27.05,53,73,0.0079,6.1,2639.68
2024-05-02,SOUTHWEST,17813,0.0078,119920.70,70705,4.03,99.39,135.62,48.73,117,103,0.0044,6.3,4869.96
2024-05-02,WEST,15609,0.0032,101384.32,125349,4.45,99.47,220.20,79.60,55,36,0.0044,7.1,2178.60
2024-05-03,CENTRAL,20007,0.0088,86141.77,187277,4.67,99.49,237.58,44.99,135,71,0.0066,7.5,7018.51
2024-05-03,EAST,16258,0.0129,83820.02,90854,4.29,99.29,143.15,41.91,27,120,0.0022,6.8,1949.62
2024-05-03,NORTH,16284,0.0060,136118.56,72282,4.23,99.59,56.83,29.73,145,126,0.0031,8.2,7811.67
2024-05-03,NORTHEAST,22877,0.0146,91785.72,52101,4.11,99.71,90.60,68.65,89,23,0.0027,6.4,3641.71
2024-05-03,NORTHWEST,26228,0.0044,61778.98,130976,4.37,99.87,141.21,67.38,132,108,0.0061,6.6,9220.64
2024-05-03,SOUTH,24887,0.0050,103512.10,75852,4.34,99.69,241.23,66.82,120,96,0.0062,8.9,4624.82
2024-05-03,SOUTHEAST,29340,0.0134,116993.62,192534,4.24,99.49,58.76,20.63,170,101,0.0070,8.9,1373.62
2024-05-03,SOUTHWEST,25766,0.0082,72360.31,94975,4.09,99.61,230.65,71.79,53,103,0.0062,6.4,2045.01
2024-05-03,WEST,29746,0.0035,83321.07,101708,4.31,99.32,162.61,34.56,69,163,0.0053,6.2,4452.28
2024-05-04,CENTRAL,34373,0.0131,58455.85,65191,4.00,99.38,278.76,24.48,180,32,0.0068,6.6,5337.26
2024-05-04,EAST,20769,0.0111,119620.72,63658,4.26,99.29,200.50,53.09,104,46,0.0074,8.4,9396.90
2024-05-04,NORTH,16049,0.0144,55637.19,84358,4.32,99.31,53.31,39.85,164,118,0.0034,6.6,3613.61
2024-05-04,NORTHEAST,24678,0.0071,117880.23,69605,4.64,99.25,111.28,27.39,198,80,0.0023,8.7,8733.49
2024-05-04,NORTHWEST,34463,0.0117,61898.83,93016,4.49,99.35,171.48,47.30,157,75,0.0074,8.0,6743.71
2024-05-04,SOUTH,15408,0.0106,62155.98,145585,4.33,99.30,292.66,75.32,198,122,0.0022,8.4,7575.35
2024-05-04,SOUTHEAST,16649,0.0077,126216.20,151413,4.22,99.65,206.54,17.70,81,138,0.0028,7.2,2472.63
2024-05-04,SOUTHWEST,25516,0.0043,155127.93,85532,4.69,99.29,120.06,50.10,114,123,0.0072,6.5,1605.17
2024-05-04,WEST,33919,0.0118,80646.16,152076,4.79,99.64,220.72,79.10,72,154,0.0061,8.3,6103.12
2024-05-05,CENTRAL,21863,0.0031,104359.94,97990,4.06,99.33,86.26,47.82,23,130,0.0040,9.0,3303.31
2024-05-05,EAST,25732,0.0027,88929.24,66418,4.34,99.38,258.67,55.91,176,144,0.0050,8.0,8986.46
2024-05-05,NORTH,28561,0.0028,83501.84,170246,4.66,99.27,146.93,37.64,150,121,0.0043,7.7,4382.56
2024-05-05,NORTHEAST,23364,0.0044,158443.25,187479,4.61,99.46,264.65,76.01,194,55,0.0065,7.6,6238.01
2024-05-05,NORTHWEST,22905,0.0120,48998.47,119228,4.54,99.74,215.92,37.93,114,171,0.0080,6.8,9929.84
2024-05-05,SOUTH,33849,0.0110,65045.75,86495,4.27,99.83,262.57,64.10,182,67,0.0044,7.3,8433.30
2024-05-05,SOUTHEAST,19717,0.0058,119739.60,60833,4.79,99.89,193.22,18.66,165,28,0.0062,7.2,8084.04
2024-05-05,SOUTHWEST,34004,0.0100,93715.43,151575,4.02,99.70,119.99,29.66,182,27,0.0059,7.1,7501.15
2024-05-05,WEST,28444,0.0058,53253.52,198928,4.54,99.61,247.41,56.33,160,151,0.0078,6.8,4736.06
2024-05-06,CENTRAL,27700,0.0022,85925.75,149805,4.46,99.80,201.48,73.78,83,98,0.0050,6.7,8804.87
2024-05-06,EAST,33860,0.0016,99011.10,173956,4.15,99.41,135.58,74.38,60,97,0.0046,8.2,5266.96
2024-05-06,NORTH,24084,0.0102,97193.84,185312,4.09,99.54,160.98,74.90,35,96,0.0073,8.4,8256.86
2024-05-06,NORTHEAST,20902,0.0092,113124.59,184138,4.53,99.22,62.48,19.34,169,109,0.0039,8.0,2084.70
2024-05-06,NORTHWEST,19941,0.0067,64880.91,132305,4.30,99.49,172.92,39.73,73,72,0.0059,6.0,8656.89
2024-05-06,SOUTH,25251,0.0036,84771.08,183117,4.71,99.30,200.23,78.25,60,152,0.0072,6.7,7986.67
2024-05-06,SOUTHEAST,19946,0.0028,69667.52,167809,4.47,99.76,280.72,63.54,54,108,0.0065,6.2,6968.00
2024-05-06,SOUTHWEST,20583,0.0020,130376.03,191906,4.79,99.32,144.98,42.81,102,87,0.0063,7.7,5236.48
2024-05-06,WEST,26157,0.0095,81839.28,131480,4.76,99.47,122.12,38.65,79,129,0.0049,7.1,8656.81
2024-05-07,CENTRAL,19044,0.0047,113855.71,51698,4.77,99.79,258.29,16.48,78,35,0.0070,7.1,6517.48
2024-05-07,EAST,23475,0.0052,140631.72,128156,4.05,99.60,170.41,57.56,133,86,0.0065,8.2,1206.36
