UNIT_ID,OPERATION,MACHINE_ID,SHIFT,RUN_TS
U-00467,FUNCTIONAL_TEST,TST-01,DAY,2026-02-14T00:00:00
U-00468,SMT_PLACEMENT,SMT-03,DAY,2026-02-06T00:00:00
U-00468,REFLOW,REF-02,DAY,2026-02-06T00:00:00
U-00468,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-06T00:00:00
U-00468,FUNCTIONAL_TEST,TST-02,DAY,2026-02-06T00:00:00
U-00469,SMT_PLACEMENT,SMT-02,SWING,2026-02-17T00:00:00
U-00469,REFLOW,REF-03,SWING,2026-02-17T00:00:00
U-00469,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-17T00:00:00
U-00469,FUNCTIONAL_TEST,TST-02,SWING,2026-02-17T00:00:00
U-00470,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-17T00:00:00
U-00470,REFLOW,REF-02,NIGHT,2026-02-17T00:00:00
U-00470,FINAL_ASSEMBLY,ASM-01,NIGHT,2026-02-17T00:00:00
U-00470,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-17T00:00:00
U-00471,SMT_PLACEMENT,SMT-03,NIGHT,2026-02-11T00:00:00
U-00471,REFLOW,REF-01,NIGHT,2026-02-11T00:00:00
U-00471,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-11T00:00:00
U-00471,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-11T00:00:00
U-00472,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-08T00:00:00
U-00472,REFLOW,REF-03,NIGHT,2026-02-08T00:00:00
U-00472,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-08T00:00:00
U-00472,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-08T00:00:00
U-00473,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-03T00:00:00
U-00473,REFLOW,REF-02,NIGHT,2026-02-03T00:00:00
U-00473,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-03T00:00:00
U-00473,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-03T00:00:00
U-00474,SMT_PLACEMENT,SMT-01,DAY,2026-02-19T00:00:00
U-00474,REFLOW,REF-02,DAY,2026-02-19T00:00:00
U-00474,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-19T00:00:00
U-00474,FUNCTIONAL_TEST,TST-02,DAY,2026-02-19T00:00:00
U-00475,SMT_PLACEMENT,SMT-01,DAY,2026-02-09T00:00:00
U-00475,REFLOW,REF-01,DAY,2026-02-09T00:00:00
U-00475,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-09T00:00:00
U-00475,FUNCTIONAL_TEST,TST-01,DAY,2026-02-09T00:00:00
U-00476,SMT_PLACEMENT,SMT-01,SWING,2026-02-15T00:00:00
U-00476,REFLOW,REF-01,SWING,2026-02-15T00:00:00
U-00476,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-15T00:00:00
U-00476,FUNCTIONAL_TEST,TST-02,SWING,2026-02-15T00:00:00
U-00477,SMT_PLACEMENT,SMT-01,DAY,2026-02-20T00:00:00
U-00477,REFLOW,REF-03,DAY,2026-02-20T00:00:00
U-00477,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-20T00:00:00
U-00477,FUNCTIONAL_TEST,TST-01,DAY,2026-02-20T00:00:00
U-00478,SMT_PLACEMENT,SMT-02,SWING,2026-02-22T00:00:00
U-00478,REFLOW,REF-01,SWING,2026-02-22T00:00:00
U-00478,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-22T00:00:00
U-00478,FUNCTIONAL_TEST,TST-02,SWING,2026-02-22T00:00:00
U-00479,SMT_PLACEMENT,SMT-03,SWING,2026-02-15T00:00:00
U-00479,REFLOW,REF-02,SWING,2026-02-15T00:00:00
U-00479,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-15T00:00:00
U-00479,FUNCTIONAL_TEST,TST-01,SWING,2026-02-15T00:00:00
U-00480,SMT_PLACEMENT,SMT-02,NIGHT,2026-02-18T00:00:00
U-00480,REFLOW,REF-02,NIGHT,2026-02-18T00:00:00
U-00480,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-18T00:00:00
U-00480,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-18T00:00:00
U-00481,SMT_PLACEMENT,SMT-03,DAY,2026-02-15T00:00:00
U-00481,REFLOW,REF-01,DAY,2026-02-15T00:00:00
U-00481,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-15T00:00:00
U-00481,FUNCTIONAL_TEST,TST-01,DAY,2026-02-15T00:00:00
U-00482,SMT_PLACEMENT,SMT-01,SWING,2026-02-20T00:00:00
U-00482,REFLOW,REF-03,SWING,2026-02-20T00:00:00
U-00482,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-20T00:00:00
U-00482,FUNCTIONAL_TEST,TST-02,SWING,2026-02-20T00:00:00
U-00483,SMT_PLACEMENT,SMT-02,SWING,2026-02-22T00:00:00
U-00483,REFLOW,REF-01,SWING,2026-02-22T00:00:00
U-00483,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-22T00:00:00
U-00483,FUNCTIONAL_TEST,TST-01,SWING,2026-02-22T00:00:00
U-00484,SMT_PLACEMENT,SMT-01,DAY,2026-02-03T00:00:00
U-00484,REFLOW,REF-01,DAY,2026-02-03T00:00:00
U-00484,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-03T00:00:00
U-00484,FUNCTIONAL_TEST,TST-01,DAY,2026-02-03T00:00:00
U-00485,SMT_PLACEMENT,SMT-01,SWING,2026-02-19T00:00:00
U-00485,REFLOW,REF-02,SWING,2026-02-19T00:00:00
U-00485,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-19T00:00:00
U-00485,FUNCTIONAL_TEST,TST-01,SWING,2026-02-19T00:00:00
U-00486,SMT_PLACEMENT,SMT-01,SWING,2026-02-15T00:00:00
U-00486,REFLOW,REF-01,SWING,2026-02-15T00:00:00
U-00486,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-15T00:00:00
U-00486,FUNCTIONAL_TEST,TST-02,SWING,2026-02-15T00:00:00
U-00487,SMT_PLACEMENT,SMT-03,DAY,2026-02-11T00:00:00
U-00487,REFLOW,REF-01,DAY,2026-02-11T00:00:00
U-00487,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-11T00:00:00
U-00487,FUNCTIONAL_TEST,TST-01,DAY,2026-02-11T00:00:00
U-00488,SMT_PLACEMENT,SMT-01,SWING,2026-02-10T00:00:00
U-00488,REFLOW,REF-03,SWING,2026-02-10T00:00:00
U-00488,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-10T00:00:00
U-00488,FUNCTIONAL_TEST,TST-02,SWING,2026-02-10T00:00:00
U-00489,SMT_PLACEMENT,SMT-01,DAY,2026-02-06T00:00:00
U-00489,REFLOW,REF-03,DAY,2026-02-06T00:00:00
U-00489,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-06T00:00:00
U-00489,FUNCTIONAL_TEST,TST-01,DAY,2026-02-06T00:00:00
U-00490,SMT_PLACEMENT,SMT-01,SWING,2026-02-12T00:00:00
U-00490,REFLOW,REF-02,SWING,2026-02-12T00:00:00
U-00490,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-12T00:00:00
U-00490,FUNCTIONAL_TEST,TST-02,SWING,2026-02-12T00:00:00
U-00491,SMT_PLACEMENT,SMT-02,DAY,2026-02-07T00:00:00
U-00491,REFLOW,REF-03,DAY,2026-02-07T00:00:00
U-00491,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-07T00:00:00
U-00491,FUNCTIONAL_TEST,TST-02,DAY,2026-02-07T00:00:00
U-00492,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-07T00:00:00
U-00492,REFLOW,REF-01,NIGHT,2026-02-07T00:00:00
U-00492,FINAL_ASSEMBLY,ASM-01,NIGHT,2026-02-07T00:00:00
U-00492,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-07T00:00:00
U-00493,SMT_PLACEMENT,SMT-01,DAY,2026-02-19T00:00:00
U-00493,REFLOW,REF-01,DAY,2026-02-19T00:00:00
U-00493,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-19T00:00:00
U-00493,FUNCTIONAL_TEST,TST-01,DAY,2026-02-19T00:00:00
U-00494,SMT_PLACEMENT,SMT-02,NIGHT,2026-02-17T00:00:00
U-00494,REFLOW,REF-01,NIGHT,2026-02-17T00:00:00
U-00494,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-17T00:00:00
U-00494,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-17T00:00:00
U-00495,SMT_PLACEMENT,SMT-02,NIGHT,2026-02-20T00:00:00
U-00495,REFLOW,REF-03,NIGHT,2026-02-20T00:00:00
U-00495,FINAL_ASSEMBLY,ASM-01,NIGHT,2026-02-20T00:00:00
U-00495,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-20T00:00:00
U-00496,SMT_PLACEMENT,SMT-01,SWING,2026-02-16T00:00:00
U-00496,REFLOW,REF-02,SWING,2026-02-16T00:00:00
U-00496,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-16T00:00:00
U-00496,FUNCTIONAL_TEST,TST-01,SWING,2026-02-16T00:00:00
U-00497,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-04T00:00:00
U-00497,REFLOW,REF-01,NIGHT,2026-02-04T00:00:00
U-00497,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-04T00:00:00
U-00497,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-04T00:00:00
U-00498,SMT_PLACEMENT,SMT-01,DAY,2026-02-13T00:00:00
U-00498,REFLOW,REF-01,DAY,2026-02-13T00:00:00
U-00498,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-13T00:00:00
U-00498,FUNCTIONAL_TEST,TST-01,DAY,2026-02-13T00:00:00
U-00499,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-15T00:00:00
U-00499,REFLOW,REF-03,NIGHT,2026-02-15T00:00:00
U-00499,FINAL_ASSEMBLY,ASM-01,NIGHT,2026-02-15T00:00:00
U-00499,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-15T00:00:00
U-00500,SMT_PLACEMENT,SMT-01,DAY,2026-02-12T00:00:00
U-00500,REFLOW,REF-01,DAY,2026-02-12T00:00:00
U-00500,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-12T00:00:00
U-00500,FUNCTIONAL_TEST,TST-02,DAY,2026-02-12T00:00:00
U-00501,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-06T00:00:00
U-00501,REFLOW,REF-02,NIGHT,2026-02-06T00:00:00
U-00501,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-06T00:00:00
U-00501,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-06T00:00:00
U-00502,SMT_PLACEMENT,SMT-02,SWING,2026-02-02T00:00:00
U-00502,REFLOW,REF-03,SWING,2026-02-02T00:00:00
U-00502,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-02T00:00:00
U-00502,FUNCTIONAL_TEST,TST-02,SWING,2026-02-02T00:00:00
U-00503,SMT_PLACEMENT,SMT-03,SWING,2026-02-22T00:00:00
U-00503,REFLOW,REF-02,SWING,2026-02-22T00:00:00
U-00503,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-22T00:00:00
U-00503,FUNCTIONAL_TEST,TST-02,SWING,2026-02-22T00:00:00
U-00504,SMT_PLACEMENT,SMT-01,DAY,2026-02-17T00:00:00
U-00504,REFLOW,REF-03,DAY,2026-02-17T00:00:00
U-00504,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-17T00:00:00
U-00504,FUNCTIONAL_TEST,TST-02,DAY,2026-02-17T00:00:00
U-00505,SMT_PLACEMENT,SMT-03,DAY,2026-02-07T00:00:00
U-00505,REFLOW,REF-02,DAY,2026-02-07T00:00:00
U-00505,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-07T00:00:00
U-00505,FUNCTIONAL_TEST,TST-01,DAY,2026-02-07T00:00:00
U-00506,SMT_PLACEMENT,SMT-02,SWING,2026-02-07T00:00:00
U-00506,REFLOW,REF-03,SWING,2026-02-07T00:00:00
U-00506,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-07T00:00:00
U-00506,FUNCTIONAL_TEST,TST-02,SWING,2026-02-07T00:00:00
U-00507,SMT_PLACEMENT,SMT-01,SWING,2026-02-05T00:00:00
U-00507,REFLOW,REF-02,SWING,2026-02-05T00:00:00
U-00507,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-05T00:00:00
U-00507,FUNCTIONAL_TEST,TST-01,SWING,2026-02-05T00:00:00
U-00508,SMT_PLACEMENT,SMT-03,DAY,2026-02-09T00:00:00
U-00508,REFLOW,REF-02,DAY,2026-02-09T00:00:00
U-00508,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-09T00:00:00
U-00508,FUNCTIONAL_TEST,TST-01,DAY,2026-02-09T00:00:00
U-00509,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-16T00:00:00
U-00509,REFLOW,REF-03,NIGHT,2026-02-16T00:00:00
U-00509,FINAL_ASSEMBLY,ASM-01,NIGHT,2026-02-16T00:00:00
U-00509,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-16T00:00:00
U-00510,SMT_PLACEMENT,SMT-01,SWING,2026-02-09T00:00:00
U-00510,REFLOW,REF-03,SWING,2026-02-09T00:00:00
U-00510,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-09T00:00:00
U-00510,FUNCTIONAL_TEST,TST-01,SWING,2026-02-09T00:00:00
U-00511,SMT_PLACEMENT,SMT-01,DAY,2026-02-15T00:00:00
U-00511,REFLOW,REF-03,DAY,2026-02-15T00:00:00
U-00511,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-15T00:00:00
U-00511,FUNCTIONAL_TEST,TST-02,DAY,2026-02-15T00:00:00
U-00512,SMT_PLACEMENT,SMT-01,SWING,2026-02-02T00:00:00
U-00512,REFLOW,REF-02,SWING,2026-02-02T00:00:00
U-00512,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-02T00:00:00
U-00512,FUNCTIONAL_TEST,TST-01,SWING,2026-02-02T00:00:00
U-00513,SMT_PLACEMENT,SMT-02,SWING,2026-02-10T00:00:00
U-00513,REFLOW,REF-03,SWING,2026-02-10T00:00:00
U-00513,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-10T00:00:00
U-00513,FUNCTIONAL_TEST,TST-01,SWING,2026-02-10T00:00:00
U-00514,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-18T00:00:00
U-00514,REFLOW,REF-03,NIGHT,2026-02-18T00:00:00
U-00514,FINAL_ASSEMBLY,ASM-01,NIGHT,2026-02-18T00:00:00
U-00514,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-18T00:00:00
U-00515,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-17T00:00:00
U-00515,REFLOW,REF-03,NIGHT,2026-02-17T00:00:00
U-00515,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-17T00:00:00
U-00515,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-17T00:00:00
U-00516,SMT_PLACEMENT,SMT-01,DAY,2026-02-05T00:00:00
U-00516,REFLOW,REF-02,DAY,2026-02-05T00:00:00
U-00516,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-05T00:00:00
U-00516,FUNCTIONAL_TEST,TST-01,DAY,2026-02-05T00:00:00
U-00517,SMT_PLACEMENT,SMT-02,DAY,2026-02-14T00:00:00
U-00517,REFLOW,REF-03,DAY,2026-02-14T00:00:00
U-00517,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-14T00:00:00
U-00517,FUNCTIONAL_TEST,TST-02,DAY,2026-02-14T00:00:00
U-00518,SMT_PLACEMENT,SMT-01,DAY,2026-02-04T00:00:00
U-00518,REFLOW,REF-03,DAY,2026-02-04T00:00:00
U-00518,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-04T00:00:00
U-00518,FUNCTIONAL_TEST,TST-01,DAY,2026-02-04T00:00:00
U-00519,SMT_PLACEMENT,SMT-01,SWING,2026-02-20T00:00:00
U-00519,REFLOW,REF-03,SWING,2026-02-20T00:00:00
U-00519,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-20T00:00:00
U-00519,FUNCTIONAL_TEST,TST-01,SWING,2026-02-20T00:00:00
U-00520,SMT_PLACEMENT,SMT-02,NIGHT,2026-02-17T00:00:00
U-00520,REFLOW,REF-03,NIGHT,2026-02-17T00:00:00
U-00520,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-17T00:00:00
U-00520,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-17T00:00:00
U-00521,SMT_PLACEMENT,SMT-01,DAY,2026-02-18T00:00:00
U-00521,REFLOW,REF-01,DAY,2026-02-18T00:00:00
U-00521,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-18T00:00:00
U-00521,FUNCTIONAL_TEST,TST-01,DAY,2026-02-18T00:00:00
U-00522,SMT_PLACEMENT,SMT-01,DAY,2026-02-02T00:00:00
U-00522,REFLOW,REF-01,DAY,2026-02-02T00:00:00
U-00522,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-02T00:00:00
U-00522,FUNCTIONAL_TEST,TST-02,DAY,2026-02-02T00:00:00
U-00523,SMT_PLACEMENT,SMT-01,DAY,2026-02-17T00:00:00
U-00523,REFLOW,REF-03,DAY,2026-02-17T00:00:00
U-00523,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-17T00:00:00
U-00523,FUNCTIONAL_TEST,TST-02,DAY,2026-02-17T00:00:00
U-00524,SMT_PLACEMENT,SMT-01,SWING,2026-02-16T00:00:00
U-00524,REFLOW,REF-01,SWING,2026-02-16T00:00:00
U-00524,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-16T00:00:00
U-00524,FUNCTIONAL_TEST,TST-01,SWING,2026-02-16T00:00:00
U-00525,SMT_PLACEMENT,SMT-01,SWING,2026-02-14T00:00:00
U-00525,REFLOW,REF-03,SWING,2026-02-14T00:00:00
U-00525,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-14T00:00:00
U-00525,FUNCTIONAL_TEST,TST-01,SWING,2026-02-14T00:00:00
U-00526,SMT_PLACEMENT,SMT-01,DAY,2026-02-17T00:00:00
U-00526,REFLOW,REF-03,DAY,2026-02-17T00:00:00
U-00526,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-17T00:00:00
U-00526,FUNCTIONAL_TEST,TST-01,DAY,2026-02-17T00:00:00
U-00527,SMT_PLACEMENT,SMT-03,DAY,2026-02-20T00:00:00
U-00527,REFLOW,REF-02,DAY,2026-02-20T00:00:00
U-00527,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-20T00:00:00
U-00527,FUNCTIONAL_TEST,TST-01,DAY,2026-02-20T00:00:00
U-00528,SMT_PLACEMENT,SMT-01,SWING,2026-02-04T00:00:00
U-00528,REFLOW,REF-01,SWING,2026-02-04T00:00:00
U-00528,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-04T00:00:00
U-00528,FUNCTIONAL_TEST,TST-02,SWING,2026-02-04T00:00:00
U-00529,SMT_PLACEMENT,SMT-01,SWING,2026-02-20T00:00:00
U-00529,REFLOW,REF-01,SWING,2026-02-20T00:00:00
U-00529,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-20T00:00:00
U-00529,FUNCTIONAL_TEST,TST-02,SWING,2026-02-20T00:00:00
U-00530,SMT_PLACEMENT,SMT-01,SWING,2026-02-12T00:00:00
U-00530,REFLOW,REF-03,SWING,2026-02-12T00:00:00
U-00530,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-12T00:00:00
U-00530,FUNCTIONAL_TEST,TST-01,SWING,2026-02-12T00:00:00
U-00531,SMT_PLACEMENT,SMT-01,SWING,2026-02-20T00:00:00
U-00531,REFLOW,REF-03,SWING,2026-02-20T00:00:00
U-00531,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-20T00:00:00
U-00531,FUNCTIONAL_TEST,TST-01,SWING,2026-02-20T00:00:00
U-00532,SMT_PLACEMENT,SMT-01,SWING,2026-02-15T00:00:00
U-00532,REFLOW,REF-02,SWING,2026-02-15T00:00:00
U-00532,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-15T00:00:00
U-00532,FUNCTIONAL_TEST,TST-01,SWING,2026-02-15T00:00:00
U-00533,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-19T00:00:00
U-00533,REFLOW,REF-02,NIGHT,2026-02-19T00:00:00
U-00533,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-19T00:00:00
U-00533,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-19T00:00:00
U-00534,SMT_PLACEMENT,SMT-01,DAY,2026-02-15T00:00:00
U-00534,REFLOW,REF-01,DAY,2026-02-15T00:00:00
U-00534,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-15T00:00:00
U-00534,FUNCTIONAL_TEST,TST-02,DAY,2026-02-15T00:00:00
U-00535,SMT_PLACEMENT,SMT-01,SWING,2026-02-04T00:00:00
U-00535,REFLOW,REF-02,SWING,2026-02-04T00:00:00
U-00535,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-04T00:00:00
U-00535,FUNCTIONAL_TEST,TST-01,SWING,2026-02-04T00:00:00
U-00536,SMT_PLACEMENT,SMT-03,DAY,2026-02-09T00:00:00
U-00536,REFLOW,REF-02,DAY,2026-02-09T00:00:00
U-00536,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-09T00:00:00
U-00536,FUNCTIONAL_TEST,TST-01,DAY,2026-02-09T00:00:00
U-00537,SMT_PLACEMENT,SMT-03,DAY,2026-02-19T00:00:00
U-00537,REFLOW,REF-01,DAY,2026-02-19T00:00:00
U-00537,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-19T00:00:00
U-00537,FUNCTIONAL_TEST,TST-01,DAY,2026-02-19T00:00:00
U-00538,SMT_PLACEMENT,SMT-02,NIGHT,2026-02-13T00:00:00
U-00538,REFLOW,REF-01,NIGHT,2026-02-13T00:00:00
U-00538,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-13T00:00:00
U-00538,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-13T00:00:00
U-00539,SMT_PLACEMENT,SMT-02,NIGHT,2026-02-05T00:00:00
U-00539,REFLOW,REF-03,NIGHT,2026-02-05T00:00:00
U-00539,FINAL_ASSEMBLY,ASM-01,NIGHT,2026-02-05T00:00:00
U-00539,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-05T00:00:00
U-00540,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-10T00:00:00
U-00540,REFLOW,REF-02,NIGHT,2026-02-10T00:00:00
U-00540,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-10T00:00:00
U-00540,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-10T00:00:00
U-00541,SMT_PLACEMENT,SMT-03,SWING,2026-02-06T00:00:00
U-00541,REFLOW,REF-01,SWING,2026-02-06T00:00:00
U-00541,FINAL_ASSEMBLY,ASM-01,SWING,2026-02-06T00:00:00
U-00541,FUNCTIONAL_TEST,TST-01,SWING,2026-02-06T00:00:00
U-00542,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-22T00:00:00
U-00542,REFLOW,REF-03,NIGHT,2026-02-22T00:00:00
U-00542,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-22T00:00:00
U-00542,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-22T00:00:00
U-00543,SMT_PLACEMENT,SMT-02,SWING,2026-02-09T00:00:00
U-00543,REFLOW,REF-02,SWING,2026-02-09T00:00:00
U-00543,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-09T00:00:00
U-00543,FUNCTIONAL_TEST,TST-01,SWING,2026-02-09T00:00:00
U-00544,SMT_PLACEMENT,SMT-02,NIGHT,2026-02-17T00:00:00
U-00544,REFLOW,REF-03,NIGHT,2026-02-17T00:00:00
U-00544,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-17T00:00:00
U-00544,FUNCTIONAL_TEST,TST-01,NIGHT,2026-02-17T00:00:00
U-00545,SMT_PLACEMENT,SMT-01,DAY,2026-02-19T00:00:00
U-00545,REFLOW,REF-02,DAY,2026-02-19T00:00:00
U-00545,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-19T00:00:00
U-00545,FUNCTIONAL_TEST,TST-01,DAY,2026-02-19T00:00:00
U-00546,SMT_PLACEMENT,SMT-01,SWING,2026-02-04T00:00:00
U-00546,REFLOW,REF-03,SWING,2026-02-04T00:00:00
U-00546,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-04T00:00:00
U-00546,FUNCTIONAL_TEST,TST-02,SWING,2026-02-04T00:00:00
U-00547,SMT_PLACEMENT,SMT-01,DAY,2026-02-10T00:00:00
U-00547,REFLOW,REF-01,DAY,2026-02-10T00:00:00
U-00547,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-10T00:00:00
U-00547,FUNCTIONAL_TEST,TST-01,DAY,2026-02-10T00:00:00
U-00548,SMT_PLACEMENT,SMT-02,DAY,2026-02-19T00:00:00
U-00548,REFLOW,REF-01,DAY,2026-02-19T00:00:00
U-00548,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-19T00:00:00
U-00548,FUNCTIONAL_TEST,TST-02,DAY,2026-02-19T00:00:00
U-00549,SMT_PLACEMENT,SMT-01,NIGHT,2026-02-13T00:00:00
U-00549,REFLOW,REF-03,NIGHT,2026-02-13T00:00:00
U-00549,FINAL_ASSEMBLY,ASM-02,NIGHT,2026-02-13T00:00:00
U-00549,FUNCTIONAL_TEST,TST-02,NIGHT,2026-02-13T00:00:00
U-00550,SMT_PLACEMENT,SMT-02,SWING,2026-02-08T00:00:00
U-00550,REFLOW,REF-01,SWING,2026-02-08T00:00:00
U-00550,FINAL_ASSEMBLY,ASM-02,SWING,2026-02-08T00:00:00
U-00550,FUNCTIONAL_TEST,TST-01,SWING,2026-02-08T00:00:00
U-00551,SMT_PLACEMENT,SMT-03,DAY,2026-02-06T00:00:00
U-00551,REFLOW,REF-02,DAY,2026-02-06T00:00:00
U-00551,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-06T00:00:00
U-00551,FUNCTIONAL_TEST,TST-01,DAY,2026-02-06T00:00:00
U-00552,SMT_PLACEMENT,SMT-01,DAY,2026-02-14T00:00:00
U-00552,REFLOW,REF-01,DAY,2026-02-14T00:00:00
U-00552,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-14T00:00:00
U-00552,FUNCTIONAL_TEST,TST-02,DAY,2026-02-14T00:00:00
U-00553,SMT_PLACEMENT,SMT-01,DAY,2026-02-21T00:00:00
U-00553,REFLOW,REF-01,DAY,2026-02-21T00:00:00
U-00553,FINAL_ASSEMBLY,ASM-01,DAY,2026-02-21T00:00:00
U-00553,FUNCTIONAL_TEST,TST-01,DAY,2026-02-21T00:00:00
U-00554,SMT_PLACEMENT,SMT-01,DAY,2026-02-12T00:00:00
U-00554,REFLOW,REF-03,DAY,2026-02-12T00:00:00
U-00554,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-12T00:00:00
U-00554,FUNCTIONAL_TEST,TST-01,DAY,2026-02-12T00:00:00
U-00555,SMT_PLACEMENT,SMT-02,DAY,2026-02-10T00:00:00
U-00555,REFLOW,REF-02,DAY,2026-02-10T00:00:00
U-00555,FINAL_ASSEMBLY,ASM-02,DAY,2026-02-10T00:00:00
U-00555,FUNCTIONAL_TEST,TST-02,DAY,2026-02-10T00:00:00
