UNIT_ID,LOT_ID
U-00588,SA-ENC-L06
U-00589,SA-PCBA-L11
U-00589,SA-BATT-L03
U-00589,SA-DISP-L01
U-00589,SA-ENC-L01
U-00590,SA-PCBA-L14
U-00590,SA-BATT-L05
U-00590,SA-DISP-L09
U-00590,SA-ENC-L06
U-00591,SA-PCBA-L08
U-00591,SA-BATT-L10
U-00591,SA-DISP-L10
U-00591,SA-ENC-L04
U-00592,SA-PCBA-L17
U-00592,SA-BATT-L10
U-00592,SA-DISP-L04
U-00592,SA-ENC-L06
U-00593,SA-PCBA-L18
U-00593,SA-BATT-L02
U-00593,SA-DISP-L06
U-00593,SA-ENC-L07
U-00594,SA-PCBA-L14
U-00594,SA-BATT-L03
U-00594,SA-DISP-L03
U-00594,SA-ENC-L03
U-00595,SA-PCBA-L12
U-00595,SA-BATT-L02
U-00595,SA-DISP-L10
U-00595,SA-ENC-L07
U-00596,SA-PCBA-L10
U-00596,SA-BATT-L08
U-00596,SA-DISP-L01
U-00596,SA-ENC-L03
U-00597,SA-PCBA-L01
U-00597,SA-BATT-L02
U-00597,SA-DISP-L09
U-00597,SA-ENC-L06
U-00598,SA-PCBA-L20
U-00598,SA-BATT-L03
U-00598,SA-DISP-L03
U-00598,SA-ENC-L08
U-00599,SA-PCBA-L13
U-00599,SA-BATT-L04
U-00599,SA-DISP-L07
U-00599,SA-ENC-L06
U-00600,SA-PCBA-L18
U-00600,SA-BATT-L02
U-00600,SA-DISP-L09
U-00600,SA-ENC-L02
U-00601,SA-PCBA-L04
U-00601,SA-BATT-L09
U-00601,SA-DISP-L03
U-00601,SA-ENC-L01
U-00602,SA-PCBA-L19
U-00602,SA-BATT-L01
U-00602,SA-DISP-L08
U-00602,SA-ENC-L01
U-00603,SA-PCBA-L07
U-00603,SA-BATT-L05
U-00603,SA-DISP-L03
U-00603,SA-ENC-L03
U-00604,SA-PCBA-L01
U-00604,SA-BATT-L01
U-00604,SA-DISP-L05
U-00604,SA-ENC-L07
U-00605,SA-PCBA-L08
U-00605,SA-BATT-L04
U-00605,SA-DISP-L10
U-00605,SA-ENC-L04
U-00606,SA-PCBA-L03
U-00606,SA-BATT-L08
U-00606,SA-DISP-L01
U-00606,SA-ENC-L07
U-00607,SA-PCBA-L14
U-00607,SA-BATT-L08
U-00607,SA-DISP-L02
U-00607,SA-ENC-L04
U-00608,SA-PCBA-L15
U-00608,SA-BATT-L01
U-00608,SA-DISP-L01
U-00608,SA-ENC-L08
U-00609,SA-PCBA-L13
U-00609,SA-BATT-L06
U-00609,SA-DISP-L04
U-00609,SA-ENC-L05
U-00610,SA-PCBA-L11
U-00610,SA-BATT-L07
U-00610,SA-DISP-L04
U-00610,SA-ENC-L06
U-00611,SA-PCBA-L07
U-00611,SA-BATT-L08
U-00611,SA-DISP-L10
U-00611,SA-ENC-L06
U-00612,SA-PCBA-L18
U-00612,SA-BATT-L08
U-00612,SA-DISP-L07
U-00612,SA-ENC-L02
U-00613,SA-PCBA-L20
U-00613,SA-BATT-L06
U-00613,SA-DISP-L07
U-00613,SA-ENC-L03
U-00614,SA-PCBA-L10
U-00614,SA-BATT-L01
U-00614,SA-DISP-L05
U-00614,SA-ENC-L06
U-00615,SA-PCBA-L11
U-00615,SA-BATT-L08
U-00615,SA-DISP-L10
U-00615,SA-ENC-L04
U-00616,SA-PCBA-L07
U-00616,SA-BATT-L10
U-00616,SA-DISP-L10
U-00616,SA-ENC-L03
U-00617,SA-PCBA-L07
U-00617,SA-BATT-L01
U-00617,SA-DISP-L09
U-00617,SA-ENC-L05
U-00618,SA-PCBA-L09
U-00618,SA-BATT-L02
U-00618,SA-DISP-L09
U-00618,SA-ENC-L08
U-00619,SA-PCBA-L13
U-00619,SA-BATT-L02
U-00619,SA-DISP-L10
U-00619,SA-ENC-L01
U-00620,SA-PCBA-L04
U-00620,SA-BATT-L01
U-00620,SA-DISP-L08
U-00620,SA-ENC-L07
U-00621,SA-PCBA-L02
U-00621,SA-BATT-L06
U-00621,SA-DISP-L09
U-00621,SA-ENC-L04
U-00622,SA-PCBA-L02
U-00622,SA-BATT-L07
U-00622,SA-DISP-L06
U-00622,SA-ENC-L02
U-00623,SA-PCBA-L02
U-00623,SA-BATT-L09
U-00623,SA-DISP-L01
U-00623,SA-ENC-L05
U-00624,SA-PCBA-L01
U-00624,SA-BATT-L08
U-00624,SA-DISP-L07
U-00624,SA-ENC-L08
U-00625,SA-PCBA-L04
U-00625,SA-BATT-L02
U-00625,SA-DISP-L01
U-00625,SA-ENC-L02
U-00626,SA-PCBA-L15
U-00626,SA-BATT-L03
U-00626,SA-DISP-L04
U-00626,SA-ENC-L03
U-00627,SA-PCBA-L19
U-00627,SA-BATT-L05
U-00627,SA-DISP-L10
U-00627,SA-ENC-L06
U-00628,SA-PCBA-L02
U-00628,SA-BATT-L07
U-00628,SA-DISP-L06
U-00628,SA-ENC-L04
U-00629,SA-PCBA-L20
U-00629,SA-BATT-L06
U-00629,SA-DISP-L10
U-00629,SA-ENC-L06
U-00630,SA-PCBA-L15
U-00630,SA-BATT-L10
U-00630,SA-DISP-L04
U-00630,SA-ENC-L04
U-00631,SA-PCBA-L01
U-00631,SA-BATT-L09
U-00631,SA-DISP-L02
U-00631,SA-ENC-L03
U-00632,SA-PCBA-L06
U-00632,SA-BATT-L04
U-00632,SA-DISP-L05
U-00632,SA-ENC-L03
U-00633,SA-PCBA-L06
U-00633,SA-BATT-L07
U-00633,SA-DISP-L02
U-00633,SA-ENC-L06
U-00634,SA-PCBA-L14
U-00634,SA-BATT-L02
U-00634,SA-DISP-L02
U-00634,SA-ENC-L03
U-00635,SA-PCBA-L08
U-00635,SA-BATT-L01
U-00635,SA-DISP-L10
U-00635,SA-ENC-L04
U-00636,SA-PCBA-L20
U-00636,SA-BATT-L10
U-00636,SA-DISP-L08
U-00636,SA-ENC-L04
U-00637,SA-PCBA-L17
U-00637,SA-BATT-L06
U-00637,SA-DISP-L08
U-00637,SA-ENC-L08
U-00638,SA-PCBA-L19
U-00638,SA-BATT-L01
U-00638,SA-DISP-L04
U-00638,SA-ENC-L04
U-00639,SA-PCBA-L14
U-00639,SA-BATT-L05
U-00639,SA-DISP-L09
U-00639,SA-ENC-L02
U-00640,SA-PCBA-L11
U-00640,SA-BATT-L07
U-00640,SA-DISP-L08
U-00640,SA-ENC-L08
U-00641,SA-PCBA-L14
U-00641,SA-BATT-L02
U-00641,SA-DISP-L05
U-00641,SA-ENC-L02
U-00642,SA-PCBA-L13
U-00642,SA-BATT-L05
U-00642,SA-DISP-L05
U-00642,SA-ENC-L05
U-00643,SA-PCBA-L13
U-00643,SA-BATT-L07
U-00643,SA-DISP-L10
U-00643,SA-ENC-L01
U-00644,SA-PCBA-L17
U-00644,SA-BATT-L10
U-00644,SA-DISP-L09
U-00644,SA-ENC-L08
U-00645,SA-PCBA-L07
U-00645,SA-BATT-L08
U-00645,SA-DISP-L08
U-00645,SA-ENC-L01
U-00646,SA-PCBA-L08
U-00646,SA-BATT-L07
U-00646,SA-DISP-L07
U-00646,SA-ENC-L07
U-00647,SA-PCBA-L19
U-00647,SA-BATT-L10
U-00647,SA-DISP-L10
U-00647,SA-ENC-L07
U-00648,SA-PCBA-L10
U-00648,SA-BATT-L02
U-00648,SA-DISP-L03
U-00648,SA-ENC-L02
U-00649,SA-PCBA-L10
U-00649,SA-BATT-L04
U-00649,SA-DISP-L04
U-00649,SA-ENC-L05
U-00650,SA-PCBA-L06
U-00650,SA-BATT-L02
U-00650,SA-DISP-L03
U-00650,SA-ENC-L07
U-00651,SA-PCBA-L06
U-00651,SA-BATT-L10
U-00651,SA-DISP-L10
U-00651,SA-ENC-L05
U-00652,SA-PCBA-L08
U-00652,SA-BATT-L09
U-00652,SA-DISP-L06
U-00652,SA-ENC-L08
U-00653,SA-PCBA-L20
U-00653,SA-BATT-L03
U-00653,SA-DISP-L07
U-00653,SA-ENC-L04
U-00654,SA-PCBA-L10
U-00654,SA-BATT-L03
U-00654,SA-DISP-L05
U-00654,SA-ENC-L05
U-00655,SA-PCBA-L14
U-00655,SA-BATT-L02
U-00655,SA-DISP-L02
U-00655,SA-ENC-L06
U-00656,SA-PCBA-L13
U-00656,SA-BATT-L06
U-00656,SA-DISP-L07
U-00656,SA-ENC-L04
U-00657,SA-PCBA-L03
U-00657,SA-BATT-L02
U-00657,SA-DISP-L09
U-00657,SA-ENC-L04
U-00658,SA-PCBA-L07
U-00658,SA-BATT-L05
U-00658,SA-DISP-L02
U-00658,SA-ENC-L07
U-00659,SA-PCBA-L08
U-00659,SA-BATT-L08
U-00659,SA-DISP-L01
U-00659,SA-ENC-L02
U-00660,SA-PCBA-L12
U-00660,SA-BATT-L04
U-00660,SA-DISP-L04
U-00660,SA-ENC-L02
U-00661,SA-PCBA-L07
U-00661,SA-BATT-L01
U-00661,SA-DISP-L07
U-00661,SA-ENC-L02
U-00662,SA-PCBA-L04
U-00662,SA-BATT-L06
U-00662,SA-DISP-L06
U-00662,SA-ENC-L03
U-00663,SA-PCBA-L20
U-00663,SA-BATT-L06
U-00663,SA-DISP-L01
U-00663,SA-ENC-L02
U-00664,SA-PCBA-L06
U-00664,SA-BATT-L05
U-00664,SA-DISP-L02
U-00664,SA-ENC-L06
U-00665,SA-PCBA-L16
U-00665,SA-BATT-L02
U-00665,SA-DISP-L06
U-00665,SA-ENC-L01
U-00666,SA-PCBA-L08
U-00666,SA-BATT-L07
U-00666,SA-DISP-L04
U-00666,SA-ENC-L02
U-00667,SA-PCBA-L15
U-00667,SA-BATT-L06
U-00667,SA-DISP-L03
U-00667,SA-ENC-L05
U-00668,SA-PCBA-L08
U-00668,SA-BATT-L04
U-00668,SA-DISP-L09
U-00668,SA-ENC-L01
U-00669,SA-PCBA-L01
U-00669,SA-BATT-L02
U-00669,SA-DISP-L08
U-00669,SA-ENC-L02
U-00670,SA-PCBA-L10
U-00670,SA-BATT-L09
U-00670,SA-DISP-L02
U-00670,SA-ENC-L07
U-00671,SA-PCBA-L19
U-00671,SA-BATT-L08
U-00671,SA-DISP-L04
U-00671,SA-ENC-L05
U-00672,SA-PCBA-L17
U-00672,SA-BATT-L10
U-00672,SA-DISP-L07
U-00672,SA-ENC-L03
U-00673,SA-PCBA-L20
U-00673,SA-BATT-L09
U-00673,SA-DISP-L03
U-00673,SA-ENC-L03
U-00674,SA-PCBA-L07
U-00674,SA-BATT-L03
U-00674,SA-DISP-L04
U-00674,SA-ENC-L01
U-00675,SA-PCBA-L13
U-00675,SA-BATT-L08
U-00675,SA-DISP-L05
U-00675,SA-ENC-L02
U-00676,SA-PCBA-L17
U-00676,SA-BATT-L08
U-00676,SA-DISP-L06
U-00676,SA-ENC-L01
U-00677,SA-PCBA-L01
U-00677,SA-BATT-L03
U-00677,SA-DISP-L05
U-00677,SA-ENC-L08
U-00678,SA-PCBA-L13
U-00678,SA-BATT-L10
U-00678,SA-DISP-L02
U-00678,SA-ENC-L04
U-00679,SA-PCBA-L04
U-00679,SA-BATT-L10
U-00679,SA-DISP-L06
U-00679,SA-ENC-L03
U-00680,SA-PCBA-L04
U-00680,SA-BATT-L02
U-00680,SA-DISP-L07
U-00680,SA-ENC-L07
U-00681,SA-PCBA-L20
U-00681,SA-BATT-L02
U-00681,SA-DISP-L08
U-00681,SA-ENC-L04
U-00682,SA-PCBA-L20
U-00682,SA-BATT-L02
U-00682,SA-DISP-L03
U-00682,SA-ENC-L02
U-00683,SA-PCBA-L01
U-00683,SA-BATT-L01
U-00683,SA-DISP-L05
U-00683,SA-ENC-L01
U-00684,SA-PCBA-L16
U-00684,SA-BATT-L08
U-00684,SA-DISP-L06
U-00684,SA-ENC-L07
U-00685,SA-PCBA-L20
U-00685,SA-BATT-L01
U-00685,SA-DISP-L06
U-00685,SA-ENC-L06
U-00686,SA-PCBA-L09
U-00686,SA-BATT-L04
U-00686,SA-DISP-L06
U-00686,SA-ENC-L08
U-00687,SA-PCBA-L13
U-00687,SA-BATT-L08
U-00687,SA-DISP-L04
U-00687,SA-ENC-L08
U-00688,SA-PCBA-L16
U-00688,SA-BATT-L05
U-00688,SA-DISP-L10
U-00688,SA-ENC-L04
U-00689,SA-PCBA-L15
U-00689,SA-BATT-L03
U-00689,SA-DISP-L08
U-00689,SA-ENC-L02
U-00690,SA-PCBA-L13
U-00690,SA-BATT-L05
U-00690,SA-DISP-L04
U-00690,SA-ENC-L05
U-00691,SA-PCBA-L19
U-00691,SA-BATT-L10
U-00691,SA-DISP-L02
U-00691,SA-ENC-L06
U-00692,SA-PCBA-L12
U-00692,SA-BATT-L02
U-00692,SA-DISP-L02
U-00692,SA-ENC-L02
U-00693,SA-PCBA-L19
U-00693,SA-BATT-L01
U-00693,SA-DISP-L05
U-00693,SA-ENC-L01
U-00694,SA-PCBA-L20
U-00694,SA-BATT-L10
U-00694,SA-DISP-L10
U-00694,SA-ENC-L04
U-00695,SA-PCBA-L16
U-00695,SA-BATT-L08
U-00695,SA-DISP-L03
U-00695,SA-ENC-L05
U-00696,SA-PCBA-L11
U-00696,SA-BATT-L10
U-00696,SA-DISP-L08
U-00696,SA-ENC-L04
U-00697,SA-PCBA-L02
U-00697,SA-BATT-L03
U-00697,SA-DISP-L08
U-00697,SA-ENC-L07
U-00698,SA-PCBA-L12
U-00698,SA-BATT-L07
U-00698,SA-DISP-L07
U-00698,SA-ENC-L02
U-00699,SA-PCBA-L12
U-00699,SA-BATT-L08
U-00699,SA-DISP-L03
U-00699,SA-ENC-L03
U-00700,SA-PCBA-L01
U-00700,SA-BATT-L06
U-00700,SA-DISP-L10
U-00700,SA-ENC-L02
U-00701,SA-PCBA-L06
U-00701,SA-BATT-L01
U-00701,SA-DISP-L02
U-00701,SA-ENC-L06
U-00702,SA-PCBA-L06
U-00702,SA-BATT-L07
U-00702,SA-DISP-L02
U-00702,SA-ENC-L08
U-00703,SA-PCBA-L17
U-00703,SA-BATT-L04
U-00703,SA-DISP-L01
U-00703,SA-ENC-L08
U-00704,SA-PCBA-L10
U-00704,SA-BATT-L10
U-00704,SA-DISP-L03
U-00704,SA-ENC-L02
U-00705,SA-PCBA-L18
U-00705,SA-BATT-L09
U-00705,SA-DISP-L08
U-00705,SA-ENC-L02
U-00706,SA-PCBA-L06
U-00706,SA-BATT-L01
U-00706,SA-DISP-L09
U-00706,SA-ENC-L08
U-00707,SA-PCBA-L03
U-00707,SA-BATT-L02
U-00707,SA-DISP-L09
U-00707,SA-ENC-L05
U-00708,SA-PCBA-L10
U-00708,SA-BATT-L09
U-00708,SA-DISP-L08
U-00708,SA-ENC-L03
U-00709,SA-PCBA-L08
U-00709,SA-BATT-L03
U-00709,SA-DISP-L05
U-00709,SA-ENC-L04
U-00710,SA-PCBA-L11
U-00710,SA-BATT-L05
U-00710,SA-DISP-L07
U-00710,SA-ENC-L03
U-00711,SA-PCBA-L07
U-00711,SA-BATT-L06
U-00711,SA-DISP-L10
U-00711,SA-ENC-L03
U-00712,SA-PCBA-L04
U-00712,SA-BATT-L09
U-00712,SA-DISP-L07
U-00712,SA-ENC-L02
U-00713,SA-PCBA-L04
U-00713,SA-BATT-L07
U-00713,SA-DISP-L04
U-00713,SA-ENC-L07
U-00714,SA-PCBA-L10
U-00714,SA-BATT-L09
U-00714,SA-DISP-L05
U-00714,SA-ENC-L02
U-00715,SA-PCBA-L18
U-00715,SA-BATT-L10
U-00715,SA-DISP-L07
U-00715,SA-ENC-L08
U-00716,SA-PCBA-L12
U-00716,SA-BATT-L04
U-00716,SA-DISP-L10
U-00716,SA-ENC-L07
U-00717,SA-PCBA-L10
U-00717,SA-BATT-L02
U-00717,SA-DISP-L05
U-00717,SA-ENC-L07
U-00718,SA-PCBA-L03
U-00718,SA-BATT-L05
U-00718,SA-DISP-L09
U-00718,SA-ENC-L08
U-00719,SA-PCBA-L04
U-00719,SA-BATT-L07
U-00719,SA-DISP-L01
U-00719,SA-ENC-L04
U-00720,SA-PCBA-L20
U-00720,SA-BATT-L01
U-00720,SA-DISP-L10
U-00720,SA-ENC-L08
U-00721,SA-PCBA-L12
U-00721,SA-BATT-L01
U-00721,SA-DISP-L07
U-00721,SA-ENC-L08
U-00722,SA-PCBA-L07
U-00722,SA-BATT-L01
U-00722,SA-DISP-L10
U-00722,SA-ENC-L07
U-00723,SA-PCBA-L14
U-00723,SA-BATT-L01
U-00723,SA-DISP-L10
U-00723,SA-ENC-L08
U-00724,SA-PCBA-L07
U-00724,SA-BATT-L02
U-00724,SA-DISP-L09
U-00724,SA-ENC-L03
U-00725,SA-PCBA-L11
U-00725,SA-BATT-L02
U-00725,SA-DISP-L08
U-00725,SA-ENC-L08
U-00726,SA-PCBA-L16
U-00726,SA-BATT-L07
U-00726,SA-DISP-L06
U-00726,SA-ENC-L01
U-00727,SA-PCBA-L13
U-00727,SA-BATT-L07
U-00727,SA-DISP-L09
U-00727,SA-ENC-L07
U-00728,SA-PCBA-L02
U-00728,SA-BATT-L06
U-00728,SA-DISP-L07
U-00728,SA-ENC-L01
U-00729,SA-PCBA-L04
U-00729,SA-BATT-L05
U-00729,SA-DISP-L04
U-00729,SA-ENC-L07
U-00730,SA-PCBA-L05
U-00730,SA-BATT-L04
U-00730,SA-DISP-L02
U-00730,SA-ENC-L03
U-00731,SA-PCBA-L14
U-00731,SA-BATT-L09
U-00731,SA-DISP-L05
U-00731,SA-ENC-L04
U-00732,SA-PCBA-L12
U-00732,SA-BATT-L07
U-00732,SA-DISP-L04
U-00732,SA-ENC-L06
U-00733,SA-PCBA-L04
U-00733,SA-BATT-L07
U-00733,SA-DISP-L03
U-00733,SA-ENC-L05
U-00734,SA-PCBA-L13
U-00734,SA-BATT-L06
U-00734,SA-DISP-L06
U-00734,SA-ENC-L06
U-00735,SA-PCBA-L02
U-00735,SA-BATT-L10
U-00735,SA-DISP-L04
U-00735,SA-ENC-L04
U-00736,SA-PCBA-L06
U-00736,SA-BATT-L01
U-00736,SA-DISP-L03
U-00736,SA-ENC-L04
U-00737,SA-PCBA-L03
U-00737,SA-BATT-L08
U-00737,SA-DISP-L07
U-00737,SA-ENC-L01
U-00738,SA-PCBA-L16
U-00738,SA-BATT-L08
U-00738,SA-DISP-L09
U-00738,SA-ENC-L02
U-00739,SA-PCBA-L07
U-00739,SA-BATT-L10
U-00739,SA-DISP-L04
U-00739,SA-ENC-L01
U-00740,SA-PCBA-L18
U-00740,SA-BATT-L02
U-00740,SA-DISP-L03
U-00740,SA-ENC-L04
U-00741,SA-PCBA-L10
U-00741,SA-BATT-L04
U-00741,SA-DISP-L09
U-00741,SA-ENC-L02
U-00742,SA-PCBA-L09
U-00742,SA-BATT-L03
U-00742,SA-DISP-L07
U-00742,SA-ENC-L05
U-00743,SA-PCBA-L04
U-00743,SA-BATT-L07
U-00743,SA-DISP-L05
U-00743,SA-ENC-L04
U-00744,SA-PCBA-L12
U-00744,SA-BATT-L03
U-00744,SA-DISP-L08
U-00744,SA-ENC-L02
U-00745,SA-PCBA-L01
U-00745,SA-BATT-L05
U-00745,SA-DISP-L03
U-00745,SA-ENC-L03
U-00746,SA-PCBA-L13
U-00746,SA-BATT-L02
U-00746,SA-DISP-L09
U-00746,SA-ENC-L03
U-00747,SA-PCBA-L02
U-00747,SA-BATT-L03
U-00747,SA-DISP-L04
U-00747,SA-ENC-L02
U-00748,SA-PCBA-L08
U-00748,SA-BATT-L03
U-00748,SA-DISP-L08
U-00748,SA-ENC-L08
U-00749,SA-PCBA-L04
U-00749,SA-BATT-L01
U-00749,SA-DISP-L01
U-00749,SA-ENC-L02
U-00750,SA-PCBA-L14
U-00750,SA-BATT-L05
U-00750,SA-DISP-L04
U-00750,SA-ENC-L07
U-00751,SA-PCBA-L12
U-00751,SA-BATT-L02
U-00751,SA-DISP-L10
U-00751,SA-ENC-L06
U-00752,SA-PCBA-L06
U-00752,SA-BATT-L07
U-00752,SA-DISP-L03
U-00752,SA-ENC-L05
U-00753,SA-PCBA-L01
U-00753,SA-BATT-L03
U-00753,SA-DISP-L03
U-00753,SA-ENC-L06
U-00754,SA-PCBA-L05
U-00754,SA-BATT-L02
U-00754,SA-DISP-L06
U-00754,SA-ENC-L03
U-00755,SA-PCBA-L05
U-00755,SA-BATT-L04
U-00755,SA-DISP-L07
U-00755,SA-ENC-L07
U-00756,SA-PCBA-L03
U-00756,SA-BATT-L04
U-00756,SA-DISP-L06
U-00756,SA-ENC-L01
U-00757,SA-PCBA-L12
U-00757,SA-BATT-L03
U-00757,SA-DISP-L05
U-00757,SA-ENC-L08
U-00758,SA-PCBA-L04
U-00758,SA-BATT-L03
U-00758,SA-DISP-L07
U-00758,SA-ENC-L01
U-00759,SA-PCBA-L01
U-00759,SA-BATT-L03
U-00759,SA-DISP-L06
U-00759,SA-ENC-L03
U-00760,SA-PCBA-L20
U-00760,SA-BATT-L05
U-00760,SA-DISP-L08
U-00760,SA-ENC-L07
U-00761,SA-PCBA-L02
U-00761,SA-BATT-L10
U-00761,SA-DISP-L03
U-00761,SA-ENC-L03
U-00762,SA-PCBA-L14
U-00762,SA-BATT-L03
U-00762,SA-DISP-L05
U-00762,SA-ENC-L02
U-00763,SA-PCBA-L20
U-00763,SA-BATT-L02
U-00763,SA-DISP-L08
U-00763,SA-ENC-L08
U-00764,SA-PCBA-L11
U-00764,SA-BATT-L02
U-00764,SA-DISP-L02
U-00764,SA-ENC-L02
U-00765,SA-PCBA-L01
U-00765,SA-BATT-L05
U-00765,SA-DISP-L04
U-00765,SA-ENC-L04
U-00766,SA-PCBA-L01
U-00766,SA-BATT-L06
U-00766,SA-DISP-L05
U-00766,SA-ENC-L07
U-00767,SA-PCBA-L04
U-00767,SA-BATT-L09
U-00767,SA-DISP-L03
U-00767,SA-ENC-L01
U-00768,SA-PCBA-L03
U-00768,SA-BATT-L04
U-00768,SA-DISP-L04
U-00768,SA-ENC-L03
U-00769,SA-PCBA-L20
U-00769,SA-BATT-L07
U-00769,SA-DISP-L01
U-00769,SA-ENC-L07
U-00770,SA-PCBA-L18
U-00770,SA-BATT-L02
U-00770,SA-DISP-L08
U-00770,SA-ENC-L02
U-00771,SA-PCBA-L09
U-00771,SA-BATT-L08
U-00771,SA-DISP-L05
U-00771,SA-ENC-L08
U-00772,SA-PCBA-L05
U-00772,SA-BATT-L08
U-00772,SA-DISP-L06
U-00772,SA-ENC-L06
U-00773,SA-PCBA-L18
U-00773,SA-BATT-L01
U-00773,SA-DISP-L03
U-00773,SA-ENC-L02
U-00774,SA-PCBA-L14
U-00774,SA-BATT-L08
U-00774,SA-DISP-L08
U-00774,SA-ENC-L08
U-00775,SA-PCBA-L11
U-00775,SA-BATT-L10
U-00775,SA-DISP-L08
U-00775,SA-ENC-L04
U-00776,SA-PCBA-L13
U-00776,SA-BATT-L10
U-00776,SA-DISP-L01
U-00776,SA-ENC-L07
U-00777,SA-PCBA-L09
U-00777,SA-BATT-L05
U-00777,SA-DISP-L03
U-00777,SA-ENC-L02
U-00778,SA-PCBA-L03
U-00778,SA-BATT-L07
U-00778,SA-DISP-L06
U-00778,SA-ENC-L05
U-00779,SA-PCBA-L13
U-00779,SA-BATT-L01
U-00779,SA-DISP-L09
U-00779,SA-ENC-L04
U-00780,SA-PCBA-L19
U-00780,SA-BATT-L06
U-00780,SA-DISP-L02
U-00780,SA-ENC-L07
U-00781,SA-PCBA-L08
U-00781,SA-BATT-L04
U-00781,SA-DISP-L07
U-00781,SA-ENC-L03
U-00782,SA-PCBA-L10
U-00782,SA-BATT-L09
U-00782,SA-DISP-L02
U-00782,SA-ENC-L08
U-00783,SA-PCBA-L18
U-00783,SA-BATT-L07
U-00783,SA-DISP-L06
U-00783,SA-ENC-L03
U-00784,SA-PCBA-L03
U-00784,SA-BATT-L02
U-00784,SA-DISP-L02
U-00784,SA-ENC-L01
U-00785,SA-PCBA-L14
U-00785,SA-BATT-L04
U-00785,SA-DISP-L04
U-00785,SA-ENC-L08
U-00786,SA-PCBA-L13
U-00786,SA-BATT-L01
U-00786,SA-DISP-L06
U-00786,SA-ENC-L04
U-00787,SA-PCBA-L01
U-00787,SA-BATT-L01
U-00787,SA-DISP-L03
U-00787,SA-ENC-L06
U-00788,SA-PCBA-L08
U-00788,SA-BATT-L09
U-00788,SA-DISP-L07
U-00788,SA-ENC-L04
U-00789,SA-PCBA-L11
U-00789,SA-BATT-L09
U-00789,SA-DISP-L03
U-00789,SA-ENC-L07
U-00790,SA-PCBA-L18
U-00790,SA-BATT-L03
U-00790,SA-DISP-L06
U-00790,SA-ENC-L04
U-00791,SA-PCBA-L16
U-00791,SA-BATT-L01
U-00791,SA-DISP-L03
U-00791,SA-ENC-L08
U-00792,SA-PCBA-L09
U-00792,SA-BATT-L01
U-00792,SA-DISP-L05
U-00792,SA-ENC-L02
U-00793,SA-PCBA-L09
U-00793,SA-BATT-L03
U-00793,SA-DISP-L02
U-00793,SA-ENC-L02
U-00794,SA-PCBA-L08
U-00794,SA-BATT-L07
U-00794,SA-DISP-L07
U-00794,SA-ENC-L06
U-00795,SA-PCBA-L20
U-00795,SA-BATT-L01
U-00795,SA-DISP-L02
U-00795,SA-ENC-L06
U-00796,SA-PCBA-L08
U-00796,SA-BATT-L10
U-00796,SA-DISP-L01
U-00796,SA-ENC-L01
U-00797,SA-PCBA-L10
U-00797,SA-BATT-L02
U-00797,SA-DISP-L03
U-00797,SA-ENC-L05
U-00798,SA-PCBA-L13
U-00798,SA-BATT-L04
U-00798,SA-DISP-L05
U-00798,SA-ENC-L03
U-00799,SA-PCBA-L06
U-00799,SA-BATT-L04
U-00799,SA-DISP-L08
U-00799,SA-ENC-L07
U-00800,SA-PCBA-L12
U-00800,SA-BATT-L06
U-00800,SA-DISP-L02
U-00800,SA-ENC-L08
U-00801,SA-PCBA-L12
U-00801,SA-BATT-L07
U-00801,SA-DISP-L01
U-00801,SA-ENC-L02
U-00802,SA-PCBA-L05
U-00802,SA-BATT-L06
U-00802,SA-DISP-L02
U-00802,SA-ENC-L01
U-00803,SA-PCBA-L07
U-00803,SA-BATT-L09
U-00803,SA-DISP-L04
U-00803,SA-ENC-L02
U-00804,SA-PCBA-L08
U-00804,SA-BATT-L01
U-00804,SA-DISP-L08
U-00804,SA-ENC-L08
U-00805,SA-PCBA-L19
U-00805,SA-BATT-L01
U-00805,SA-DISP-L05
U-00805,SA-ENC-L01
U-00806,SA-PCBA-L17
U-00806,SA-BATT-L01
U-00806,SA-DISP-L06
U-00806,SA-ENC-L01
U-00807,SA-PCBA-L13
U-00807,SA-BATT-L08
U-00807,SA-DISP-L10
U-00807,SA-ENC-L01
U-00808,SA-PCBA-L02
U-00808,SA-BATT-L01
U-00808,SA-DISP-L03
U-00808,SA-ENC-L02
U-00809,SA-PCBA-L18
U-00809,SA-BATT-L01
U-00809,SA-DISP-L01
U-00809,SA-ENC-L05
U-00810,SA-PCBA-L09
U-00810,SA-BATT-L03
U-00810,SA-DISP-L03
U-00810,SA-ENC-L08
U-00811,SA-PCBA-L16
U-00811,SA-BATT-L05
U-00811,SA-DISP-L06
U-00811,SA-ENC-L08
U-00812,SA-PCBA-L07
U-00812,SA-BATT-L02
U-00812,SA-DISP-L02
U-00812,SA-ENC-L08
U-00813,SA-PCBA-L17
U-00813,SA-BATT-L09
U-00813,SA-DISP-L06
U-00813,SA-ENC-L05
U-00814,SA-PCBA-L20
U-00814,SA-BATT-L09
U-00814,SA-DISP-L04
U-00814,SA-ENC-L07
U-00815,SA-PCBA-L10
U-00815,SA-BATT-L01
U-00815,SA-DISP-L08
U-00815,SA-ENC-L03
U-00816,SA-PCBA-L14
U-00816,SA-BATT-L04
U-00816,SA-DISP-L03
U-00816,SA-ENC-L07
U-00817,SA-PCBA-L07
U-00817,SA-BATT-L05
U-00817,SA-DISP-L04
U-00817,SA-ENC-L07
