account_id,account_type_prefix
C799393307,C
C1248328274,C
C1498875416,C
C1075724931,C
C1356115958,C
C1022475357,C
C978638319,C
C333851574,C
C1023386197,C
C1761347420,C
C1845682753,C
C1261111835,C
C1433433851,C
C1176876206,C
C449635613,C
C705956796,C
C640532730,C
C1027236311,C
C2070012456,C
C1567508562,C
C1098290230,C
C328021152,C
C1036579486,C
C635418663,C
C2062661722,C
C304885039,C
C766442736,C
C2033204563,C
C1644589912,C
C971943007,C
C1750444391,C
C837428907,C
C1477071345,C
C678590002,C
C1210477366,C
C1357479917,C
C1541560952,C
C1186321372,C
C1904402123,C
C1629919142,C
C606036772,C
C605725215,C
C2144754403,C
C300902846,C
C1216850367,C
C783353790,C
C782470219,C
C33770705,C
C100012446,C
C1049754770,C
C1213874342,C
C395825139,C
C683696065,C
C243815922,C
C156864904,C
C1585861369,C
C386758803,C
C1835281660,C
C1043256763,C
C1608921121,C
C130070267,C
C1944000382,C
C568654206,C
C1430436436,C
C80183609,C
C1397440072,C
C1029932653,C
C1674591686,C
C1471437030,C
C213964870,C
C1713204236,C
C569564677,C
C1325240934,C
C1229699193,C
C515510845,C
C984523540,C
C275034566,C
C1981814103,C
C1720178910,C
C1207144684,C
C1051865605,C
C1948779063,C
C1486116303,C
C296753895,C
C1399554611,C
C1154726295,C
C344677665,C
C845019567,C
C875158937,C
C2099780546,C
C63485295,C
C152213690,C
C1614424275,C
C1529791682,C
C348542549,C
C1260477552,C
C1928661315,C
C1958391057,C
C1078690748,C
C640048187,C
C22250243,C
C1706582969,C
C1705309294,C
C1718542188,C
C185633643,C
C1965139623,C
C841835519,C
C2047262761,C
C2139949210,C
C117511843,C
C393546828,C
C895065191,C
C457596841,C
C1269861924,C
C1660730946,C
C1531078025,C
C1990303942,C
C1561545090,C
C710831065,C
C1378370359,C
C1376942715,C
C482076505,C
C20934995,C
C1034276407,C
C1426319616,C
C784347509,C
C1549709638,C
C826706971,C
C1797158870,C
C1687271609,C
C747167356,C
C1625326980,C
C139186412,C
C779094620,C
C1966432997,C
C2080946708,C
C534886270,C
C1255236760,C
C1647999659,C
C344166330,C
C1810566617,C
C2072674903,C
C1090175876,C
C830155496,C
C610088962,C
C364370773,C
C485022724,C
C1945733096,C
C1442572206,C
C1587398978,C
C290075102,C
C841995363,C
C835769230,C
C731237621,C
C1707034403,C
C1282060272,C
C693388130,C
C972429885,C
C1304293347,C
C1133286360,C
C179039961,C
C1812878390,C
C1439879444,C
C139606427,C
C690631136,C
C1906906636,C
C969333096,C
C979280636,C
C294637923,C
C568807005,C
C399405877,C
C1621545714,C
C1134941235,C
C1135563168,C
C712970778,C
C1143152502,C
C954200212,C
C1506410293,C
C914150476,C
C279565271,C
C741504749,C
C474679889,C
C395312314,C
C578564110,C
C1905569757,C
C862990374,C
C1474318735,C
C1194657376,C
C738555010,C
C1701872761,C
C1468125811,C
C75004200,C
C39176629,C
C1871604900,C
C1916200037,C
C927102285,C
C391508712,C
C449727386,C
C1985542113,C
C1131704051,C
C478070319,C
C1470529636,C
C1602486914,C
C427687969,C
C1659764623,C
C261429073,C
C1672114335,C
C1963796757,C
C2048555739,C
C1623488922,C
C1817116789,C
C1174163617,C
C280460099,C
C350993487,C
C1147794387,C
C891040808,C
C1390069901,C
C2131247880,C
C2059919874,C
C905234452,C
C1900295340,C
C2009251127,C
C82903176,C
C1983763502,C
C293086250,C
C523315738,C
C1215599495,C
C1263270388,C
C1467456761,C
C648547280,C
C1033117475,C
C1608113324,C
C103483511,C
C1936755873,C
C1493846482,C
C913178524,C
C1933312509,C
C29118015,C
C2072968042,C
C263446124,C
C1872359745,C
C845396284,C
C1589553907,C
C481685627,C
C1409640196,C
C866617206,C
C871130750,C
C1374040436,C
C1733095361,C
C1231246335,C
C1479969874,C
C1817152957,C
C984153855,C
C926836772,C
C1976332867,C
C531780975,C
C1259321993,C
C1117509089,C
C54761777,C
C1545144095,C
C47730224,C
C1746633930,C
C1122154751,C
C1221985222,C
C11622838,C
C937391405,C
C442464470,C
C992223106,C
C1325569746,C
C2000198791,C
C612571830,C
C1467223550,C
C585645639,C
C1845243200,C
C1614200747,C
C981996349,C
C184586799,C
C1417290971,C
C1807376004,C
C48530399,C
C1458716480,C
C675089141,C
C1014405562,C
C1955710856,C
C1266372699,C
C830861574,C
C344692560,C
C10702255,C
C355787543,C
C2099684775,C
C1530285171,C
C1828331658,C
C194800493,C
C439658405,C
C515973302,C
C783919407,C
C1893124712,C
C1334025413,C
C371645181,C
C873589684,C
C1410718192,C
C1626069370,C
C1620468524,C
C1618449638,C
C568098334,C
C2111384441,C
C1396198422,C
C673357794,C
C578092794,C
C152541672,C
C1408957161,C
C617440399,C
C1808236434,C
C402645129,C
C610159138,C
C1136739857,C
C2050839128,C
C1431701654,C
C1362377958,C
C1557244190,C
C1471583911,C
C1677074645,C
C1367270224,C
C57383792,C
C1884318665,C
C609350669,C
C1343500180,C
C831325954,C
C1927794445,C
C163362068,C
C873738093,C
C1597477718,C
C1832495334,C
C740548252,C
C71055143,C
C757077981,C
C2012738590,C
C323132484,C
C1452139199,C
C1169186485,C
C1567926095,C
C1144666745,C
C1096564626,C
C397527070,C
C1050290931,C
C2079444990,C
C495443132,C
C729983243,C
C287402036,C
C1172437299,C
C2092064919,C
C837271132,C
C1711353344,C
C270480639,C
C1919843108,C
C1798677747,C
C1617228242,C
C744963430,C
C376322280,C
C1744798972,C
C961503749,C
C1990249992,C
C2031186592,C
C956819858,C
C1823833255,C
C1651863225,C
C488038887,C
C175641909,C
C944779990,C
C928327430,C
C1765438191,C
C228562296,C
C1085535145,C
C516411527,C
C957113172,C
C63239299,C
C2109457516,C
C254697935,C
C1000484178,C
C519034900,C
C2011142231,C
C981071931,C
C1483122432,C
C537091000,C
C1134156005,C
C1333331282,C
C750171680,C
C451805271,C
C1969327890,C
C1664257559,C
C1334273013,C
C1270013623,C
C1961162790,C
C784168683,C
C1428884461,C
C1387819669,C
C671756101,C
C841964829,C
C268717768,C
C754293523,C
C1728700338,C
C470624098,C
C1395532268,C
C812001868,C
C1295327703,C
C1704149886,C
C1961145948,C
C1977304181,C
C674539023,C
C1311695181,C
C253399690,C
C1648787789,C
C1664110305,C
C1859445584,C
C62190783,C
C792347661,C
C449877864,C
C2088071095,C
C929434570,C
C660614375,C
C265809565,C
C563555461,C
C927151591,C
C1473877091,C
C1353657671,C
C1336772160,C
C79434801,C
C462695952,C
C1700633166,C
C1659791860,C
C944480548,C
C1092840661,C
C749156164,C
C1165570921,C
C1951757947,C
C416005614,C
C137478420,C
C2057200986,C
C1343535445,C
C1905022556,C
C1228331239,C
C763413770,C
C707229861,C
C123757418,C
C1025875217,C
C483764611,C
C1238224795,C
C1607079996,C
C360978145,C
C1846913649,C
C418875558,C
C1891689119,C
C498473809,C
C226697568,C
C792281006,C
C1492957578,C
C1758075827,C
C15204463,C
C105097305,C
C954355337,C
C1160185399,C
C1822864932,C
C75122895,C
C1227029335,C
C2104703442,C
C250418765,C
C490149364,C
C496857152,C
C1264180814,C
C1401151925,C
C1517105060,C
C1589465909,C
C2016423927,C
C2101118383,C
C1745419959,C
C240039250,C
C47972411,C
C500782163,C
C1855210694,C
C584281371,C
C218959911,C
C523102327,C
C1766011317,C
C1446983339,C
C1471998742,C
C480136801,C
C1626624594,C
C131849972,C
C243052380,C
C403242634,C
C776739325,C
C1758225011,C
C646587946,C
C678820764,C
C2036852927,C
C556589156,C
C307539719,C
C308228373,C
C1185443149,C
C1239771149,C
C532238126,C
C1265063091,C
C1036571307,C
C562520723,C
C681064264,C
C494837899,C
C1333801102,C
C1477176067,C
C1478317293,C
C1881240614,C
C980295084,C
C1583075564,C
C1494175804,C
C1738672335,C
C1355391463,C
C1248586428,C
C627878441,C
C943180964,C
C676989090,C
C934940485,C
C1987328742,C
C1680736871,C
C15251711,C
C1344002266,C
C23423526,C
C830157856,C
C1944143513,C
C81587291,C
C199759845,C
C1706772520,C
C191725289,C
C684154463,C
C206570460,C
C747295947,C
C1911994336,C
C1082160362,C
C1817837968,C
C414253556,C
C660472493,C
C1980352063,C
C533706573,C
C936539159,C
C1404883387,C
C1530026844,C
C1372628002,C
C1439734437,C
C1829606822,C
C179434885,C
C273163128,C
C677001306,C
C1092143469,C
C484812858,C
C1913086233,C
C1206556898,C
C1039326044,C
C14516308,C
C1460810398,C
C1143706946,C
C1370497396,C
C1220505915,C
C923060516,C
C533095346,C
C2040719079,C
C938594796,C
C836001849,C
C25796099,C
C678453204,C
C549921125,C
C1854275574,C
C1653012257,C
C506132962,C
C99029817,C
C389155531,C
C823307425,C
C1897651048,C
C371063342,C
C874241747,C
C828265234,C
C1556435221,C
C57037472,C
C1544043933,C
C743239060,C
C1050505636,C
C1959891582,C
C1091035709,C
C1460980455,C
C1107417189,C
C1326350909,C
C1776675634,C
C317779855,C
C464286204,C
C2096987876,C
C77588545,C
C1587006115,C
C321971640,C
C705295084,C
C1894234774,C
C892044083,C
C787879349,C
C501884984,C
C441921841,C
C201227406,C
C1593617762,C
C651782265,C
C1527141912,C
C573639638,C
C1527777491,C
C171987241,C
C1891615655,C
C1215045618,C
C208443743,C
C805912404,C
C1045717877,C
C1876149604,C
C1995102812,C
C978476874,C
C660775947,C
C562380077,C
C1394122484,C
C263849171,C
C1331489578,C
C2140627643,C
C1070449524,C
C724176081,C
C1882504523,C
C3630973,C
C1140883229,C
C1623240836,C
C518311526,C
C37434177,C
C1820166304,C
C1988220199,C
C758276780,C
C807604201,C
C608259465,C
C710694637,C
C84594080,C
C2061411554,C
C2122610748,C
C1048726177,C
C1520695757,C
C59301880,C
C268168150,C
C1406252838,C
C1923199503,C
C1938167452,C
C413804198,C
C1532781755,C
C893034321,C
C1693222575,C
C1531977735,C
C1535441674,C
C2080146129,C
C320540298,C
C971586236,C
C198701564,C
C1217792657,C
C1806428433,C
C913764937,C
C660232503,C
C546845746,C
C601223153,C
C1898980323,C
C2129027484,C
C602476051,C
C1794826326,C
C1101896788,C
C2087376037,C
C327079432,C
C914459666,C
C1162821443,C
C2098207513,C
C538210721,C
C693427358,C
C677179162,C
C1261928380,C
C1873591619,C
C881304595,C
C1706545542,C
C1166446482,C
C27532588,C
C656541323,C
C212390173,C
C1854432307,C
C6520412,C
C2068375845,C
C2041658441,C
C1501382387,C
C1018733794,C
C1960915719,C
C1992219124,C
C1311125532,C
C155619820,C
C696765995,C
C1942521018,C
C1032891419,C
C2071408487,C
C1268276273,C
C2145487508,C
C1880050661,C
C2104655508,C
C1846352477,C
C511307813,C
C555479599,C
C157136573,C
C1282533102,C
C1048331953,C
C1256913473,C
C1905861842,C
C1179900921,C
C1063385447,C
C956748876,C
C730675323,C
C659685895,C
C448860094,C
C74323680,C
C1239512802,C
C1643313162,C
C635097019,C
C1666626085,C
C1542691314,C
C382533095,C
C1513214731,C
C1144862911,C
C711340026,C
C968443194,C
C616299190,C
C1439633894,C
C17548630,C
C1770613514,C
C1863248518,C
C1733969838,C
C947741630,C
C846698812,C
C2014013314,C
C1576089605,C
C1070629899,C
C720553150,C
C1912628537,C
C2110692683,C
C1750058888,C
C91294902,C
C2137653767,C
C374108453,C
C1802920586,C
C1232837961,C
C747807405,C
C625073662,C
C1906024708,C
C1871574805,C
C601921404,C
C1416924629,C
C616239672,C
C507031767,C
C34452419,C
C807173004,C
C1630644567,C
C813741320,C
C744161547,C
C194318694,C
C1411755058,C
C1177564509,C
C2061241585,C
C807174277,C
C426632957,C
C297632291,C
C1442710040,C
C609764432,C
C1939137487,C
C1962863386,C
C1768476979,C
C1471051994,C
C1068081772,C
C22695246,C
C1386844753,C
C34739568,C
C2108721091,C
C41800226,C
C922917235,C
C688380113,C
C572669478,C
C723906274,C
C687994262,C
C757889087,C
C746401571,C
C1007372776,C
C1577661477,C
C1729291850,C
C1036592129,C
C1645603796,C
C145691981,C
C32197798,C
C2691545,C
C2122806908,C
C291796106,C
C520847673,C
C1016323653,C
C539058529,C
C1031095437,C
C90885996,C
C960563833,C
C1839738747,C
C154743171,C
C1699188829,C
C1398344547,C
C984536695,C
C485976806,C
C316375145,C
C299008076,C
C2029976755,C
C1067248673,C
C1538572034,C
C1423921623,C
C1054999314,C
C1517694265,C
C1262950132,C
C1145919481,C
C1677725001,C
C1764152019,C
C260298539,C
C2117790232,C
C319417787,C
C1235357795,C
C655091661,C
C430326245,C
C601648119,C
C361536240,C
C274955922,C
C377875298,C
C175359537,C
C718215446,C
C1010269571,C
C357608900,C
C1077554732,C
C1983454169,C
C1474356167,C
C1428068885,C
C1593088347,C
C287098370,C
C1820544520,C
C966859879,C
C2014517092,C
C507000655,C
C1105435526,C
C1869569059,C
C173426305,C
C1497936234,C
C1958192911,C
C1799298799,C
C210299714,C
C1440901488,C
C1934895408,C
C847336008,C
C496339929,C
C909629490,C
C1832777631,C
C940127138,C
C341811151,C
C1819780658,C
C1492220840,C
C467123178,C
C374964915,C
C901331326,C
C1569833841,C
C314413386,C
C1272562525,C
C709433004,C
C1582000733,C
C1631011834,C
C1962729026,C
C446536254,C
C727542577,C
C587736003,C
C192639055,C
C1801750044,C
C1911667833,C
C826788482,C
C617240150,C
C1289286413,C
C246726057,C
C107615831,C
C395458530,C
C496844077,C
C606408866,C
C1299679751,C
C558066114,C
C338054971,C
C2138261012,C
C280219151,C
C190726325,C
C22021229,C
C1291118740,C
C105027468,C
C1000430491,C
C865099324,C
C375989398,C
C1401275229,C
C85727598,C
C570470570,C
C1937012052,C
C862942009,C
C1083450805,C
C1578360070,C
C536666762,C
C1914597256,C
C1312260902,C
C506864521,C
C1057119007,C
C106058139,C
C345224144,C
C358953043,C
C1782363498,C
C531667625,C
C2062481561,C
C1285235130,C
C1620747831,C
C1097963824,C
C2128192158,C
C156864267,C
C137273895,C
C1097013699,C
C1484456052,C
C765019511,C
C183521993,C
C874397913,C
C1897862539,C
C1843566745,C
C741378481,C
C1749125443,C
C953063546,C
C188744869,C
C873337141,C
C1147401002,C
C1267596180,C
C1563963083,C
C1572654702,C
C1768002736,C
C355611635,C
C814904337,C
C1970217984,C
C1702286599,C
C2127837202,C
C830030564,C
C1948614614,C
C1592906945,C
C556498313,C
C161904536,C
C1247938090,C
C876716683,C
C1791470904,C
C475917062,C
C480126375,C
C178762168,C
C1568950252,C
C236597029,C
C65054182,C
C781578392,C
C1014289467,C
C1015615322,C
C1590961484,C
C254912587,C
C504859386,C
C790340353,C
C1413982640,C
C755980216,C
C1568794390,C
C1529205180,C
C1931394737,C
C1360012913,C
C2023738276,C
C2018514833,C
C1674770977,C
C572439972,C
C1494324577,C
C32628272,C
C913474262,C
C107137922,C
C1223916377,C
C1991054778,C
C1673728989,C
C40717653,C
C1464769805,C
C8087606,C
C1572032278,C
C29873495,C
C1699145557,C
C812049215,C
C1817565028,C
C846680900,C
C856951632,C
C220889804,C
C1406129022,C
C97010398,C
C1612346881,C
C822440427,C
C427113244,C
C722874428,C
C1736832400,C
C1492091308,C
C261951610,C
C1714764214,C
C848033794,C
C660096183,C
C311355500,C
C599118964,C
C1287144716,C
C101677237,C
C830531419,C
C325595838,C
C133235498,C
C1331582731,C
C792987085,C
C1691713014,C
C1084065479,C
C1416286172,C
C1670907554,C
C189821209,C
C1285139783,C
C621024017,C
C179802055,C
C1733125382,C
C1332180070,C
C1032079278,C
C1313478218,C
C2017409191,C
C1258278039,C
C663221524,C
C428497076,C
C1987150760,C
C1821651825,C
C2129656460,C
C1744142327,C
C1639510217,C
C1416145951,C
C797588864,C
C1604466708,C
C1184451957,C
C5740869,C
C427738422,C
C1584668690,C
C1501869620,C
C1132083905,C
C1569274327,C
C869520571,C
C277096632,C
C1100390301,C
C158964639,C
C377667734,C
C365040331,C
C1460661799,C
C619581802,C
C391142184,C
C782391244,C
C2050703310,C
C1088891073,C
C198776985,C
C1851386700,C
C389135391,C
C866940482,C
C863943949,C
C343190841,C
C2118127422,C
C1223397091,C
C1582769973,C
C1496523675,C
C211205523,C
C1775690406,C
C919002200,C
C1561550785,C
C2098770464,C
C1495316160,C
C376238964,C
C1799922318,C
C1170472326,C
C896934166,C
C558296929,C
C1410879349,C
C99498713,C
C796312778,C
C441091861,C
C1871543991,C
C1790729382,C
C1949930737,C
C1837991531,C
C1798516483,C
C1540877468,C
C2129691610,C
C100142444,C
C991396928,C
C1043010006,C
C886554830,C
C718351152,C
C110827506,C
C2085174348,C
C332921972,C
C1982489294,C
C761772957,C
C919376224,C
C1118147077,C
C546561669,C
C1650887439,C
C641053431,C
C1634528707,C
C1411766413,C
C985759209,C
C1136362140,C
C1915645992,C
C1641162834,C
C1204602597,C
C994417942,C
C18387088,C
C1178605963,C
C496382878,C
C645169404,C
C1234776614,C
C426037005,C
C962574299,C
C1932379439,C
C1006717276,C
C1146499384,C
C1800719756,C
C1382192414,C
C1974725347,C
C1913306809,C
C927092506,C
C1064034527,C
C708744710,C
C1551381510,C
C2020138517,C
C1104869047,C
C668339993,C
C1843342943,C
C2039186549,C
C1904414737,C
C158423386,C
C837852200,C
C601788592,C
C1507425554,C
C1956315931,C
C1882162040,C
C160052939,C
C637063091,C
C265913219,C
C1916497484,C
C324016463,C
C699527041,C
C1721830331,C
C843076192,C
C260978837,C
C19601217,C
C2020357947,C
C1539299608,C
C1795788636,C
C1309915249,C
C1632544073,C
C2024237269,C
C842156378,C
C1336518891,C
C551550619,C
C2022182585,C
C509024717,C
C637472789,C
C1360735702,C
C370789557,C
C1899752414,C
C1312178500,C
C1440649048,C
C1918133252,C
C580471971,C
C1902903963,C
C825596697,C
C517450408,C
C1657291163,C
C19047797,C
C978703019,C
C1126940128,C
C59004862,C
C124576050,C
C676474591,C
C374928039,C
C256361539,C
C80837759,C
C40549195,C
C271603944,C
C660401037,C
C1379900917,C
C251937757,C
C2135939957,C
C933301215,C
C1857126069,C
C1009068801,C
C123512825,C
C918684226,C
C1125393561,C
C1329448931,C
C370157478,C
C495224863,C
C558438058,C
C1597502323,C
C141206514,C
C1047942249,C
C1202805418,C
C1489860972,C
C311903861,C
C903493464,C
C709457407,C
C1021627549,C
C106120002,C
C2022265875,C
C1860777745,C
C1365682784,C
C1873367958,C
C961141805,C
C1351604555,C
C387226180,C
C851065850,C
C2000710297,C
C1985714348,C
C364720575,C
C367922797,C
C1584739086,C
C829529546,C
C1246119226,C
C94525444,C
C1882943298,C
C525941534,C
C736786406,C
C1753299569,C
C682644115,C
C2122951913,C
C1293206094,C
C282282823,C
C180488500,C
C150545118,C
C306323012,C
C2101422122,C
C1767333284,C
C207317063,C
C441939747,C
C1895081516,C
C868244039,C
C1536825643,C
C1815524342,C
C1953138233,C
C147756271,C
C1806442473,C
C1585122257,C
C265143874,C
C1950985216,C
C1970843703,C
C1836246597,C
C476640492,C
C867375245,C
C967691562,C
C1264435185,C
C1305407743,C
C878935318,C
C872116979,C
C504897102,C
C217697661,C
C287247787,C
C1987618558,C
C300970521,C
C701951936,C
C557894266,C
C2101686389,C
C1126334701,C
C1205919663,C
C630277566,C
C966717890,C
C954245252,C
C282585664,C
C1506281910,C
C398869135,C
C919766733,C
C934227113,C
C952177952,C
C814413517,C
C819082558,C
C1155447996,C
C1387512168,C
C2061974333,C
C1966710402,C
C972169827,C
C661371185,C
C1819568647,C
C1813633369,C
C579160579,C
C1250919006,C
C293582990,C
C251649722,C
C1227042704,C
C1973569728,C
C778909639,C
C1964503568,C
C1340063228,C
C1028584712,C
C70903191,C
C1780908136,C
C1276066240,C
C299064903,C
C586477634,C
C923811656,C
C557530807,C
C37315617,C
C1268545631,C
C1921431894,C
C4292865,C
C1046754068,C
C763853532,C
C1846239303,C
C1041263133,C
C1796527667,C
C2146300085,C
C1156611770,C
C1618315138,C
C511571810,C
C468480326,C
C1132334899,C
C1826108576,C
C1304722608,C
C67997298,C
C1198427314,C
C500110641,C
C1758441716,C
C1967858843,C
C116882584,C
C209189172,C
C1514146724,C
C2065498878,C
C1552118178,C
C1983750370,C
C2133707942,C
C2040730825,C
C198033049,C
C146952243,C
C414043927,C
C57069023,C
C1489685700,C
C1805409130,C
C276800386,C
C330175937,C
C1764417597,C
C93170117,C
C723434267,C
C934745802,C
C470215050,C
C178173239,C
C61378648,C
C1464408178,C
C895249949,C
C1845402508,C
C379511279,C
C1275389176,C
C144782541,C
C790582807,C
C851631639,C
C1280357462,C
C1538706817,C
C606301780,C
C985192953,C
C1949729831,C
C485323920,C
C2136375337,C
C99753762,C
C594782618,C
C723840682,C
C615843583,C
C1799860706,C
C1883768704,C
C1899106071,C
C73290469,C
C1788320123,C
C398909840,C
C1611123412,C
C1916355655,C
C1317145382,C
C422356451,C
C152035983,C
C1561647393,C
C659511092,C
C690668049,C
C947315292,C
C247783356,C
C10712954,C
C1804825835,C
C1720399024,C
C1517430908,C
C269847282,C
C916181834,C
C1649474651,C
C417979181,C
C1414793795,C
C1245971920,C
C324127688,C
C1312139303,C
C1846777916,C
C428276954,C
C125995436,C
C987809249,C
C1296945495,C
C153671808,C
C1147685648,C
C1580733517,C
C133986219,C
C840857519,C
C933837794,C
C1333112500,C
C1923595739,C
C658921428,C
C1684976870,C
C871433982,C
C732624402,C
C681717230,C
C733220553,C
C182779257,C
C1020081092,C
C1533698204,C
C1029506944,C
C1345605199,C
C266724704,C
C292639771,C
C1508594424,C
C2059535727,C
C1688657688,C
C236282948,C
C1283170944,C
C931171461,C
C1562722141,C
C1759818209,C
C202723643,C
C964573395,C
C100848174,C
C1251607471,C
C2105616632,C
C1359352679,C
C517758721,C
C347823837,C
C1608445918,C
C642401754,C
C962934326,C
C1389046188,C
C742596177,C
C149862932,C
C1779020291,C
C171311470,C
C1248737908,C
C1926307448,C
C1855522502,C
C163614138,C
C1696166614,C
C699357351,C
C1938184125,C
C1431338158,C
C1548534366,C
C842027258,C
C1171643689,C
C1131718012,C
C988536152,C
C260626577,C
C1366228179,C
C1927784651,C
C2123611836,C
C101490501,C
C1724887726,C
C655596704,C
C416774850,C
C334405532,C
C1214039607,C
C1819971579,C
C1931522295,C
C344825727,C
C513400073,C
C1231531045,C
C954160536,C
C630013429,C
C1817806739,C
C1882740890,C
C778435389,C
C2009642313,C
C395584465,C
C1233106691,C
C1709469664,C
C910853647,C
C1765043249,C
C30736240,C
C526995277,C
C219983545,C
C1534934111,C
C428886252,C
C1038369572,C
C1183135461,C
C1122268687,C
C943280321,C
C862482572,C
C2010561147,C
C715459557,C
C204215591,C
C1205727724,C
C1280727261,C
C795586453,C
C1737336360,C
C369107118,C
C1124257950,C
C568168780,C
C538578874,C
C1539983421,C
C1160392233,C
C1105639758,C
C574277798,C
C255590219,C
C1183754268,C
C1673158726,C
C355424107,C
C759695088,C
C1288055175,C
C2141948139,C
C176928407,C
C850761206,C
C1571315901,C
C292642955,C
C244143906,C
C1174044823,C
C1309172677,C
C1369749401,C
C1866086966,C
C1904979167,C
C1811450131,C
C1460251004,C
C1366337734,C
C1012580160,C
C1742651298,C
C1206601325,C
C1719821412,C
C1261746831,C
C370488053,C
C1428652097,C
C1958958208,C
C1432646090,C
C1807314715,C
C754504719,C
C554032564,C
C315283970,C
C1733207981,C
C1025143111,C
C589262212,C
C1122738410,C
C543728349,C
C1626151381,C
C1561200626,C
C470739268,C
C1996558397,C
C1076570585,C
C1938877364,C
C1930966924,C
C534774470,C
C1469626651,C
C432403364,C
C1108270870,C
C745977891,C
C1091206153,C
C1674101827,C
C1955146427,C
C2066796751,C
C204274618,C
C1670593881,C
C979300502,C
C841867558,C
C135348737,C
C1888149669,C
C308687683,C
C784866685,C
C1019553772,C
C317427363,C
C48118432,C
C736006600,C
C4863930,C
C2032582234,C
C1916979174,C
C1726653191,C
C1901170304,C
C725236553,C
C2045012639,C
C1019433665,C
C1247391276,C
C1515790640,C
C1556613698,C
C438581,C
C555416676,C
C2043309958,C
C1755382174,C
C46387531,C
C180141685,C
C76155601,C
C649046785,C
C1799683256,C
C464710523,C
C1591547495,C
C1213680230,C
C1572733222,C
C1464800261,C
C391936455,C
C372032909,C
C291823113,C
C1421370456,C
C2138920304,C
C119613068,C
C1529282032,C
C871094830,C
C28489329,C
C1726615343,C
C930332477,C
C525853407,C
C915330664,C
C743185292,C
C1195613966,C
C1673791045,C
C2072956880,C
C809443427,C
C1678635027,C
C644686763,C
C1206364338,C
C783136757,C
C142790245,C
C192629341,C
C988422154,C
C375295344,C
C2139586577,C
C1024321064,C
C1660954768,C
C1530845932,C
C309297026,C
C11831964,C
C1779751495,C
C2109710609,C
C1205642418,C
C1599110470,C
C1679714245,C
C898201649,C
C1693963584,C
C1043092101,C
C1575108626,C
C164480838,C
C2114541746,C
C1225444134,C
C416205844,C
C555990868,C
C67550882,C
C1139006593,C
C204723850,C
C4748745,C
C1892844368,C
C1355514007,C
C72780172,C
C2086071347,C
C1927864995,C
C1302461032,C
C1987163387,C
C15678402,C
C246766962,C
C474888989,C
C209849944,C
C1630331937,C
C1412024578,C
C1948610803,C
C1519673706,C
C435088108,C
C104682725,C
C1462947577,C
C1336273672,C
C1256963563,C
C796025746,C
C356905617,C
C134039106,C
C357911107,C
C1305598780,C
C587748822,C
C392033063,C
C97134390,C
C38948739,C
C1357985676,C
C617501177,C
C1592979314,C
C1200071210,C
C923980829,C
C241686740,C
C1709710853,C
C1224276273,C
C1124119311,C
C1537171146,C
C262815390,C
C1818027225,C
C776527639,C
C2047188833,C
C282678300,C
C238168336,C
C1474911553,C
C318687345,C
C1602676087,C
C1895315229,C
C1765744035,C
C874110441,C
C384072543,C
C1767695983,C
C641101329,C
C1566921402,C
C777099882,C
C695111751,C
C904059459,C
C1234321469,C
C903484940,C
C1125239020,C
C175672070,C
C127960549,C
C1806861254,C
C1578148119,C
C902008507,C
C679279132,C
C1107881761,C
C1264401813,C
C12592309,C
C1422183898,C
C1744772022,C
C579977241,C
C2116603253,C
C863413785,C
C1647758006,C
C1910367307,C
C1873858924,C
C1523193770,C
C731792064,C
C892428215,C
C189611887,C
C1323122307,C
C1426584231,C
C1775717184,C
C24366668,C
C1983934079,C
C1729002817,C
C429080055,C
C2065836466,C
C1057975418,C
C1357770570,C
C1667667445,C
C488587409,C
C1817254692,C
C949573914,C
C220809630,C
C9591597,C
C755809826,C
C2086578644,C
C875863694,C
C276282396,C
C2035691205,C
C13172883,C
C839142171,C
C742996578,C
C250523545,C
C594244147,C
C1884327450,C
C1212148611,C
C291581033,C
C492131522,C
C36961525,C
C664688196,C
C1631859649,C
C859898804,C
C1947091405,C
C1733335197,C
C1191681942,C
C1710791091,C
C23091724,C
C1359574887,C
C45500935,C
C1803268605,C
C1562103626,C
C1588962215,C
C839389478,C
C1434063893,C
C1918384445,C
C1840157167,C
C935920556,C
C1117030253,C
C2123054855,C
C1984370045,C
C149938639,C
C171758172,C
C2078773097,C
C851249845,C
C225677171,C
C393177637,C
C293144655,C
C1908904298,C
C1867725412,C
C482850122,C
C1473328942,C
C956308078,C
C972995743,C
C1525254623,C
C1991993954,C
C247703773,C
C392377350,C
C1564094426,C
C975117365,C
C1558533240,C
C1496866222,C
C411677025,C
C934172571,C
C1840901933,C
C172750604,C
C1765991027,C
C589953327,C
C1522022838,C
C974215960,C
C1980530073,C
C1940478165,C
C475096619,C
C1857315349,C
C759624030,C
C271188943,C
C498010584,C
C1029645120,C
C860207877,C
C1537789158,C
C1771904561,C
C645925104,C
C293594690,C
C151380810,C
C1319949415,C
C1549516546,C
C48679493,C
C640012175,C
C782221639,C
C445718318,C
C1946400298,C
C492984106,C
C1564569861,C
C680864117,C
C1880773458,C
C1881699309,C
C2073757635,C
C73296501,C
C937983122,C
C1684585857,C
C1963804586,C
C1093054954,C
C1506215501,C
C1292366795,C
C2128118964,C
C136928681,C
C373547831,C
C240430551,C
C1827869035,C
C1069416818,C
C474899128,C
C24775045,C
C835169130,C
C359489555,C
C752353094,C
C1044529814,C
