CONTRACT_ID,SUB_ID,PLAN_TYPE,MONTHLY_RATE_USD,DATA_LIMIT_GB,CONTRACT_START_DATE,CONTRACT_END_DATE,TERM_MONTHS,AUTO_RENEW,EARLY_TERMINATION_FEE_USD,STATUS
CTR-9DDC0C0B,SUB-CON-00161,PREMIUM,99.99,100,2023-07-30,2025-07-30,24,False,240,ACTIVE
CTR-6842A80A,SUB-CON-00162,PREMIUM,99.99,100,2023-09-12,2025-09-12,24,True,240,ACTIVE
CTR-4D9698AA,SUB-CON-00163,STANDARD,59.99,50,2022-06-30,2023-06-30,12,True,120,ACTIVE
CTR-51DC3A8E,SUB-CON-00164,PREMIUM,99.99,100,2024-06-30,2026-06-30,24,False,240,ACTIVE
CTR-D6E3965F,SUB-CON-00165,BASIC,29.99,10,2021-11-18,2022-11-18,12,False,120,ACTIVE
CTR-BFD2EF7C,SUB-CON-00166,PREMIUM,99.99,100,2025-06-03,2027-06-03,24,True,240,ACTIVE
CTR-FCEA8251,SUB-CON-00167,PREMIUM,99.99,100,2021-05-25,2023-05-25,24,True,240,ACTIVE
CTR-C87849C1,SUB-CON-00168,BASIC,29.99,10,2022-12-20,2024-12-20,24,True,240,ACTIVE
CTR-2F0B07D6,SUB-CON-00169,PREMIUM,99.99,100,2025-05-23,2027-05-23,24,False,240,ACTIVE
CTR-24301BAC,SUB-CON-00170,STANDARD,59.99,50,2024-02-19,2026-02-19,24,True,240,ACTIVE
CTR-DB915FFD,SUB-CON-00171,STANDARD,59.99,50,2023-09-05,2024-09-05,12,True,120,ACTIVE
CTR-575BB6FF,SUB-CON-00172,BASIC,29.99,10,2023-09-11,2025-09-11,24,False,240,ACTIVE
CTR-4E898769,SUB-CON-00173,STANDARD,59.99,50,2024-09-06,2025-09-06,12,True,120,ACTIVE
CTR-9E3D59F0,SUB-CON-00174,BASIC,29.99,10,2024-06-16,2026-06-16,24,True,240,ACTIVE
CTR-1A5CD165,SUB-CON-00175,STANDARD,59.99,50,2022-01-02,2024-01-02,24,False,240,ACTIVE
CTR-1AC9C9D3,SUB-CON-00176,PREMIUM,99.99,100,2024-04-06,2026-04-06,24,True,240,ACTIVE
CTR-61E7EED9,SUB-CON-00177,STANDARD,59.99,50,2022-06-28,2023-06-28,12,True,120,ACTIVE
CTR-B0A54369,SUB-CON-00178,PREMIUM,99.99,100,2022-11-14,2024-11-14,24,False,240,ACTIVE
CTR-0F12543F,SUB-CON-00179,BASIC,29.99,10,2024-06-29,2026-06-29,24,True,240,ACTIVE
CTR-D7177DE4,SUB-CON-00180,STANDARD,59.99,50,2023-11-05,2025-11-05,24,True,240,ACTIVE
CTR-86C48769,SUB-CON-00181,BASIC,29.99,10,2025-04-23,2026-04-23,12,True,120,ACTIVE
CTR-AA05FBD5,SUB-CON-00182,STANDARD,59.99,50,2023-04-08,2024-04-08,12,True,120,ACTIVE
CTR-BD742407,SUB-CON-00183,BASIC,29.99,10,2023-04-12,2025-04-12,24,True,240,ACTIVE
CTR-24327C6F,SUB-CON-00184,PREMIUM,99.99,100,2024-09-05,2026-09-05,24,True,240,ACTIVE
CTR-ECD06B5A,SUB-CON-00185,BASIC,29.99,10,2022-05-01,2024-05-01,24,True,240,ACTIVE
CTR-156E9644,SUB-CON-00186,BASIC,29.99,10,2022-11-13,2023-11-13,12,True,120,ACTIVE
CTR-5B184E8C,SUB-CON-00187,BASIC,29.99,10,2023-06-24,2025-06-24,24,False,240,ACTIVE
CTR-2BA5D62A,SUB-CON-00188,PREMIUM,99.99,100,2022-12-06,2024-12-06,24,True,240,ACTIVE
CTR-D5EDB0C8,SUB-CON-00189,STANDARD,59.99,50,2024-07-06,2025-07-06,12,True,120,ACTIVE
CTR-61A7442F,SUB-CON-00190,BASIC,29.99,10,2021-10-11,2023-10-11,24,False,240,ACTIVE
CTR-8771AA3B,SUB-CON-00191,STANDARD,59.99,50,2024-07-10,2025-07-10,12,True,120,ACTIVE
CTR-7F1F2B30,SUB-CON-00192,BASIC,29.99,10,2025-12-19,2027-12-19,24,True,240,ACTIVE
CTR-B55AC750,SUB-CON-00193,BASIC,29.99,10,2023-09-27,2025-09-27,24,True,240,ACTIVE
CTR-02D8EB63,SUB-CON-00194,PREMIUM,99.99,100,2023-06-08,2024-06-08,12,True,120,ACTIVE
CTR-239F7C50,SUB-CON-00195,BASIC,29.99,10,2022-09-18,2024-09-18,24,True,240,ACTIVE
CTR-A223621E,SUB-CON-00196,BASIC,29.99,10,2023-11-30,2024-11-30,12,True,120,ACTIVE
CTR-A23064A7,SUB-CON-00197,STANDARD,59.99,50,2021-06-26,2022-06-26,12,True,120,ACTIVE
CTR-C2938347,SUB-CON-00198,STANDARD,59.99,50,2021-07-11,2022-07-11,12,True,120,ACTIVE
CTR-74B392BD,SUB-CON-00199,BASIC,29.99,10,2023-09-04,2025-09-04,24,True,240,ACTIVE
CTR-286C2D47,SUB-CON-00200,BASIC,29.99,10,2025-02-26,2026-02-26,12,False,120,ACTIVE
CTR-F5CD3FCB,SUB-CON-00201,STANDARD,59.99,50,2025-07-12,2027-07-12,24,False,240,ACTIVE
CTR-E9B1C858,SUB-CON-00202,PREMIUM,99.99,100,2021-02-03,2023-02-03,24,True,240,ACTIVE
CTR-56F00BD9,SUB-CON-00203,BASIC,29.99,10,2022-08-29,2023-08-29,12,True,120,ACTIVE
CTR-20FA3560,SUB-CON-00204,BASIC,29.99,10,2025-08-21,2027-08-21,24,False,240,ACTIVE
CTR-8E76DB29,SUB-CON-00205,STANDARD,59.99,50,2024-06-06,2026-06-06,24,True,240,ACTIVE
CTR-250E3556,SUB-CON-00206,PREMIUM,99.99,100,2022-02-23,2024-02-23,24,False,240,ACTIVE
CTR-4B94F3D9,SUB-CON-00207,STANDARD,59.99,50,2023-06-20,2024-06-20,12,False,120,ACTIVE
CTR-B79BA014,SUB-CON-00208,STANDARD,59.99,50,2022-09-17,2023-09-17,12,False,120,ACTIVE
CTR-AD48C174,SUB-CON-00209,STANDARD,59.99,50,2024-01-23,2026-01-23,24,False,240,ACTIVE
CTR-ECEDECB0,SUB-CON-00210,STANDARD,59.99,50,2022-01-09,2024-01-09,24,True,240,ACTIVE
CTR-B4DCFD71,SUB-CON-00211,STANDARD,59.99,50,2026-01-24,2028-01-24,24,True,240,ACTIVE
CTR-A1BA835E,SUB-CON-00212,PREMIUM,99.99,100,2022-09-15,2023-09-15,12,True,120,ACTIVE
CTR-04145AEC,SUB-CON-00213,BASIC,29.99,10,2021-06-18,2022-06-18,12,False,120,ACTIVE
CTR-49BCBC58,SUB-CON-00214,PREMIUM,99.99,100,2022-11-01,2024-11-01,24,True,240,ACTIVE
CTR-CA924DA8,SUB-CON-00215,STANDARD,59.99,50,2023-07-23,2024-07-23,12,True,120,ACTIVE
CTR-431C17B6,SUB-CON-00216,STANDARD,59.99,50,2022-03-19,2024-03-19,24,True,240,ACTIVE
CTR-5BCE01C4,SUB-CON-00217,STANDARD,59.99,50,2023-11-01,2024-11-01,12,False,120,ACTIVE
CTR-7A239FFF,SUB-CON-00218,STANDARD,59.99,50,2023-06-23,2024-06-23,12,True,120,ACTIVE
CTR-CDFD1FE9,SUB-CON-00219,PREMIUM,99.99,100,2021-12-03,2023-12-03,24,True,240,ACTIVE
CTR-9B6382E5,SUB-CON-00220,PREMIUM,99.99,100,2022-10-18,2023-10-18,12,False,120,ACTIVE
CTR-B7CFF80B,SUB-CON-00221,PREMIUM,99.99,100,2022-04-13,2023-04-13,12,True,120,ACTIVE
CTR-DEE14213,SUB-CON-00222,PREMIUM,99.99,100,2024-02-22,2025-02-22,12,True,120,ACTIVE
CTR-F8D86C40,SUB-CON-00223,PREMIUM,99.99,100,2022-05-04,2024-05-04,24,True,240,ACTIVE
CTR-549A7833,SUB-CON-00224,STANDARD,59.99,50,2024-01-28,2025-01-28,12,True,120,ACTIVE
CTR-B0145CBB,SUB-CON-00225,STANDARD,59.99,50,2021-10-14,2023-10-14,24,True,240,ACTIVE
CTR-180133F1,SUB-CON-00226,BASIC,29.99,10,2023-08-01,2025-08-01,24,True,240,ACTIVE
CTR-A0836609,SUB-CON-00227,STANDARD,59.99,50,2022-04-29,2023-04-29,12,True,120,ACTIVE
CTR-CE257693,SUB-CON-00228,STANDARD,59.99,50,2023-07-07,2025-07-07,24,True,240,ACTIVE
CTR-8F11B60E,SUB-CON-00229,BASIC,29.99,10,2022-05-30,2023-05-30,12,True,120,ACTIVE
CTR-ED3F3AFF,SUB-CON-00230,PREMIUM,99.99,100,2025-02-19,2026-02-19,12,True,120,ACTIVE
CTR-E14C7EA0,SUB-CON-00231,STANDARD,59.99,50,2021-08-18,2023-08-18,24,True,240,ACTIVE
CTR-B27F6E82,SUB-CON-00232,BASIC,29.99,10,2023-06-24,2024-06-24,12,False,120,ACTIVE
CTR-9D040243,SUB-CON-00233,BASIC,29.99,10,2022-05-13,2023-05-13,12,False,120,ACTIVE
CTR-12F62DC7,SUB-CON-00234,PREMIUM,99.99,100,2024-05-16,2025-05-16,12,True,120,ACTIVE
CTR-F57FD15F,SUB-CON-00235,BASIC,29.99,10,2023-08-04,2025-08-04,24,True,240,ACTIVE
CTR-20C318D5,SUB-CON-00236,BASIC,29.99,10,2024-10-28,2026-10-28,24,True,240,ACTIVE
CTR-D7E58438,SUB-CON-00237,STANDARD,59.99,50,2022-12-21,2024-12-21,24,True,240,ACTIVE
CTR-16933DC7,SUB-CON-00238,BASIC,29.99,10,2022-11-19,2024-11-19,24,True,240,ACTIVE
CTR-BA172AB1,SUB-CON-00239,BASIC,29.99,10,2022-11-22,2023-11-22,12,True,120,ACTIVE
CTR-61D73DB1,SUB-CON-00240,BASIC,29.99,10,2022-08-22,2023-08-22,12,False,120,ACTIVE
CTR-7B63FC26,SUB-CON-00241,PREMIUM,99.99,100,2021-02-27,2022-02-27,12,True,120,ACTIVE
CTR-AA5840E6,SUB-CON-00242,PREMIUM,99.99,100,2023-04-24,2025-04-24,24,True,240,ACTIVE
CTR-E1D852F3,SUB-CON-00243,BASIC,29.99,10,2022-09-13,2023-09-13,12,True,120,ACTIVE
CTR-9D8AC4B9,SUB-CON-00244,BASIC,29.99,10,2024-12-23,2025-12-23,12,True,120,ACTIVE
CTR-0444E642,SUB-CON-00245,BASIC,29.99,10,2024-11-07,2026-11-07,24,True,240,ACTIVE
CTR-C28AA3EC,SUB-CON-00246,PREMIUM,99.99,100,2024-04-05,2025-04-05,12,True,120,ACTIVE
CTR-DB59BA43,SUB-CON-00247,PREMIUM,99.99,100,2025-10-20,2027-10-20,24,False,240,ACTIVE
CTR-CC321064,SUB-CON-00248,BASIC,29.99,10,2025-10-11,2026-10-11,12,False,120,ACTIVE
CTR-BAD79FA1,SUB-CON-00249,BASIC,29.99,10,2023-08-08,2024-08-08,12,True,120,ACTIVE
CTR-F36397C0,SUB-CON-00250,STANDARD,59.99,50,2022-08-12,2023-08-12,12,True,120,ACTIVE
CTR-4EDBB0CB,SUB-CON-00251,PREMIUM,99.99,100,2022-08-06,2023-08-06,12,False,120,ACTIVE
CTR-C0E46EC7,SUB-CON-00252,PREMIUM,99.99,100,2022-12-01,2023-12-01,12,True,120,ACTIVE
CTR-CF12B313,SUB-CON-00253,BASIC,29.99,10,2023-03-16,2024-03-16,12,True,120,ACTIVE
CTR-F5002058,SUB-CON-00254,STANDARD,59.99,50,2022-10-10,2023-10-10,12,True,120,ACTIVE
CTR-70C497AC,SUB-CON-00255,BASIC,29.99,10,2024-02-13,2026-02-13,24,False,240,ACTIVE
CTR-96A98189,SUB-CON-00256,STANDARD,59.99,50,2025-11-05,2027-11-05,24,True,240,ACTIVE
CTR-F512730D,SUB-CON-00257,STANDARD,59.99,50,2023-11-09,2024-11-09,12,False,120,ACTIVE
CTR-370DB45E,SUB-CON-00258,BASIC,29.99,10,2021-08-31,2022-08-31,12,True,120,ACTIVE
CTR-907C7B39,SUB-CON-00259,PREMIUM,99.99,100,2021-04-28,2022-04-28,12,True,120,ACTIVE
CTR-2047BBFF,SUB-CON-00260,STANDARD,59.99,50,2021-09-18,2022-09-18,12,True,120,ACTIVE
CTR-7E510FA2,SUB-CON-00261,STANDARD,59.99,50,2025-12-28,2027-12-28,24,False,240,ACTIVE
CTR-417F38C1,SUB-CON-00262,STANDARD,59.99,50,2025-01-21,2027-01-21,24,False,240,ACTIVE
CTR-845E8F4E,SUB-CON-00263,PREMIUM,99.99,100,2022-09-03,2024-09-03,24,False,240,ACTIVE
CTR-875A3A92,SUB-CON-00264,STANDARD,59.99,50,2022-01-30,2024-01-30,24,False,240,ACTIVE
CTR-D5AFC2DD,SUB-CON-00265,PREMIUM,99.99,100,2023-06-04,2025-06-04,24,True,240,ACTIVE
CTR-B0530141,SUB-CON-00266,PREMIUM,99.99,100,2023-06-02,2025-06-02,24,True,240,ACTIVE
CTR-E41342EC,SUB-CON-00267,PREMIUM,99.99,100,2023-02-08,2025-02-08,24,True,240,ACTIVE
CTR-A9DD493E,SUB-CON-00268,BASIC,29.99,10,2025-02-08,2026-02-08,12,True,120,ACTIVE
CTR-A9DE64A3,SUB-CON-00269,PREMIUM,99.99,100,2024-12-04,2026-12-04,24,True,240,ACTIVE
CTR-28AA6964,SUB-CON-00270,BASIC,29.99,10,2024-07-25,2026-07-25,24,True,240,ACTIVE
CTR-B78707BD,SUB-CON-00271,STANDARD,59.99,50,2023-11-22,2025-11-22,24,True,240,ACTIVE
CTR-C2984F2B,SUB-CON-00272,BASIC,29.99,10,2022-05-09,2024-05-09,24,True,240,ACTIVE
CTR-37E4B927,SUB-CON-00273,BASIC,29.99,10,2024-09-25,2025-09-25,12,True,120,ACTIVE
CTR-35ACD71B,SUB-CON-00274,STANDARD,59.99,50,2024-05-12,2025-05-12,12,True,120,ACTIVE
CTR-828C4BAC,SUB-CON-00275,PREMIUM,99.99,100,2021-10-20,2022-10-20,12,False,120,ACTIVE
CTR-89016A1B,SUB-CON-00276,STANDARD,59.99,50,2024-08-26,2026-08-26,24,True,240,ACTIVE
CTR-F12EE3A3,SUB-CON-00277,BASIC,29.99,10,2024-07-02,2025-07-02,12,True,120,ACTIVE
CTR-E81A13F0,SUB-CON-00278,STANDARD,59.99,50,2025-06-19,2027-06-19,24,True,240,ACTIVE
CTR-809C187C,SUB-CON-00279,STANDARD,59.99,50,2022-02-08,2024-02-08,24,False,240,ACTIVE
CTR-663385B5,SUB-CON-00280,STANDARD,59.99,50,2022-04-27,2024-04-27,24,True,240,ACTIVE
CTR-8D39DB39,SUB-CON-00281,STANDARD,59.99,50,2024-05-10,2025-05-10,12,True,120,ACTIVE
CTR-44D02163,SUB-CON-00282,BASIC,29.99,10,2024-12-22,2025-12-22,12,True,120,ACTIVE
CTR-5350F069,SUB-CON-00283,PREMIUM,99.99,100,2024-06-04,2025-06-04,12,True,120,ACTIVE
CTR-55B06753,SUB-CON-00284,STANDARD,59.99,50,2021-04-29,2022-04-29,12,True,120,ACTIVE
CTR-5B7F7F66,SUB-CON-00285,STANDARD,59.99,50,2024-10-30,2026-10-30,24,False,240,ACTIVE
CTR-F0086838,SUB-CON-00286,STANDARD,59.99,50,2024-10-07,2025-10-07,12,False,120,ACTIVE
CTR-58388D77,SUB-CON-00287,STANDARD,59.99,50,2022-08-26,2024-08-26,24,False,240,ACTIVE
CTR-546AB1DA,SUB-CON-00288,PREMIUM,99.99,100,2025-06-23,2027-06-23,24,True,240,ACTIVE
CTR-EC7BE9E9,SUB-CON-00289,STANDARD,59.99,50,2024-06-21,2025-06-21,12,True,120,ACTIVE
CTR-7D11443F,SUB-CON-00290,STANDARD,59.99,50,2025-04-10,2026-04-10,12,True,120,ACTIVE
CTR-751526DF,SUB-CON-00291,PREMIUM,99.99,100,2024-09-29,2025-09-29,12,True,120,ACTIVE
CTR-F78B36A3,SUB-CON-00292,BASIC,29.99,10,2024-09-15,2025-09-15,12,False,120,ACTIVE
CTR-A2D855C2,SUB-CON-00293,PREMIUM,99.99,100,2023-03-15,2025-03-15,24,True,240,ACTIVE
CTR-62C1EF4C,SUB-CON-00294,BASIC,29.99,10,2024-02-11,2025-02-11,12,False,120,ACTIVE
CTR-EDB51A50,SUB-CON-00295,PREMIUM,99.99,100,2022-10-22,2024-10-22,24,True,240,ACTIVE
CTR-52BF3C8A,SUB-CON-00296,STANDARD,59.99,50,2021-10-17,2023-10-17,24,True,240,ACTIVE
CTR-BF898112,SUB-CON-00297,PREMIUM,99.99,100,2023-12-08,2025-12-08,24,True,240,ACTIVE
CTR-9DFA00DB,SUB-CON-00298,PREMIUM,99.99,100,2025-01-18,2027-01-18,24,True,240,ACTIVE
CTR-41D6045C,SUB-CON-00299,STANDARD,59.99,50,2021-03-07,2022-03-07,12,False,120,ACTIVE
CTR-9CF5FE16,SUB-CON-00300,PREMIUM,99.99,100,2026-01-02,2027-01-02,12,True,120,ACTIVE
CTR-517BAFA0,SUB-CON-00301,STANDARD,59.99,50,2021-06-07,2023-06-07,24,False,240,ACTIVE
CTR-C75596AD,SUB-CON-00302,BASIC,29.99,10,2023-11-06,2024-11-06,12,True,120,ACTIVE
CTR-E3001EC4,SUB-CON-00303,STANDARD,59.99,50,2022-06-10,2024-06-10,24,False,240,ACTIVE
CTR-70CB2492,SUB-CON-00304,PREMIUM,99.99,100,2024-04-26,2026-04-26,24,False,240,ACTIVE
CTR-3CD23AAF,SUB-CON-00305,PREMIUM,99.99,100,2025-12-20,2027-12-20,24,True,240,ACTIVE
CTR-E9DC1DBC,SUB-CON-00306,BASIC,29.99,10,2023-01-13,2024-01-13,12,True,120,ACTIVE
CTR-F495F84D,SUB-CON-00307,PREMIUM,99.99,100,2022-08-09,2024-08-09,24,True,240,ACTIVE
CTR-811AE804,SUB-CON-00308,STANDARD,59.99,50,2024-06-30,2025-06-30,12,True,120,ACTIVE
CTR-D5C729D1,SUB-CON-00309,BASIC,29.99,10,2022-05-16,2024-05-16,24,True,240,ACTIVE
CTR-31115E09,SUB-CON-00310,BASIC,29.99,10,2023-10-27,2024-10-27,12,True,120,ACTIVE
CTR-C233ABAA,SUB-CON-00311,PREMIUM,99.99,100,2022-01-31,2023-01-31,12,True,120,ACTIVE
CTR-79B3D03B,SUB-CON-00312,BASIC,29.99,10,2021-02-17,2023-02-17,24,False,240,ACTIVE
CTR-2C2C5D5B,SUB-CON-00313,PREMIUM,99.99,100,2022-01-24,2024-01-24,24,True,240,ACTIVE
CTR-205218CC,SUB-CON-00314,BASIC,29.99,10,2022-03-29,2023-03-29,12,True,120,ACTIVE
CTR-8A9C7A82,SUB-CON-00315,BASIC,29.99,10,2021-05-28,2023-05-28,24,False,240,ACTIVE
CTR-4E28C5E9,SUB-CON-00316,STANDARD,59.99,50,2021-11-23,2022-11-23,12,True,120,ACTIVE
CTR-2ADA4447,SUB-CON-00317,STANDARD,59.99,50,2023-07-20,2024-07-20,12,False,120,ACTIVE
CTR-8DA4E2E5,SUB-CON-00318,STANDARD,59.99,50,2023-09-13,2024-09-13,12,True,120,ACTIVE
CTR-85182AD2,SUB-CON-00319,PREMIUM,99.99,100,2025-06-27,2027-06-27,24,True,240,ACTIVE
CTR-A7A7F955,SUB-CON-00320,PREMIUM,99.99,100,2021-03-31,2023-03-31,24,True,240,ACTIVE
CTR-153335F8,SUB-CON-00321,STANDARD,59.99,50,2025-05-14,2027-05-14,24,False,240,ACTIVE
CTR-819318F2,SUB-CON-00322,PREMIUM,99.99,100,2024-12-23,2026-12-23,24,False,240,ACTIVE
CTR-02134726,SUB-CON-00323,BASIC,29.99,10,2025-04-21,2027-04-21,24,False,240,ACTIVE
CTR-E8F50FB0,SUB-CON-00324,BASIC,29.99,10,2025-03-29,2026-03-29,12,True,120,ACTIVE
CTR-126DE6C4,SUB-CON-00325,STANDARD,59.99,50,2023-05-11,2025-05-11,24,True,240,ACTIVE
CTR-DED6ECEF,SUB-CON-00326,STANDARD,59.99,50,2022-02-27,2024-02-27,24,True,240,ACTIVE
CTR-3DF46BD2,SUB-CON-00327,PREMIUM,99.99,100,2023-08-07,2025-08-07,24,True,240,ACTIVE
CTR-86E86510,SUB-CON-00328,PREMIUM,99.99,100,2022-03-24,2024-03-24,24,True,240,ACTIVE
CTR-BF32ED0D,SUB-CON-00329,BASIC,29.99,10,2021-11-18,2022-11-18,12,False,120,ACTIVE
CTR-588E3FF3,SUB-CON-00330,BASIC,29.99,10,2022-05-16,2023-05-16,12,True,120,ACTIVE
CTR-6AB54BFA,SUB-CON-00331,STANDARD,59.99,50,2021-02-05,2022-02-05,12,True,120,ACTIVE
CTR-3EBB7DFE,SUB-CON-00332,PREMIUM,99.99,100,2023-11-10,2025-11-10,24,True,240,ACTIVE
CTR-64986EC1,SUB-CON-00333,PREMIUM,99.99,100,2025-11-04,2027-11-04,24,True,240,ACTIVE
CTR-6FFAA787,SUB-CON-00334,PREMIUM,99.99,100,2021-03-02,2023-03-02,24,True,240,ACTIVE
CTR-EE6FE6CA,SUB-CON-00335,BASIC,29.99,10,2025-12-10,2026-12-10,12,True,120,ACTIVE
CTR-67247E29,SUB-CON-00336,PREMIUM,99.99,100,2021-07-21,2023-07-21,24,False,240,ACTIVE
CTR-7EEAF42D,SUB-CON-00337,BASIC,29.99,10,2025-05-05,2027-05-05,24,True,240,ACTIVE
CTR-552F9FED,SUB-CON-00338,STANDARD,59.99,50,2021-10-28,2023-10-28,24,True,240,ACTIVE
CTR-ECD884C7,SUB-CON-00339,BASIC,29.99,10,2023-06-13,2025-06-13,24,True,240,ACTIVE
CTR-4C85880D,SUB-CON-00340,BASIC,29.99,10,2025-07-11,2027-07-11,24,True,240,ACTIVE
CTR-1B69F51D,SUB-CON-00341,BASIC,29.99,10,2025-06-10,2027-06-10,24,True,240,ACTIVE
CTR-B5E9B522,SUB-CON-00342,STANDARD,59.99,50,2022-06-05,2024-06-05,24,True,240,ACTIVE
CTR-5959A5C3,SUB-CON-00343,PREMIUM,99.99,100,2024-04-01,2025-04-01,12,True,120,ACTIVE
CTR-A064C0CC,SUB-CON-00344,STANDARD,59.99,50,2025-07-14,2026-07-14,12,True,120,ACTIVE
CTR-CD92B0BB,SUB-CON-00345,BASIC,29.99,10,2022-07-16,2023-07-16,12,True,120,ACTIVE
CTR-0AE61CE2,SUB-CON-00346,BASIC,29.99,10,2022-11-19,2024-11-19,24,False,240,ACTIVE
CTR-E12587F7,SUB-CON-00347,STANDARD,59.99,50,2022-12-17,2023-12-17,12,True,120,ACTIVE
CTR-F848169C,SUB-CON-00348,BASIC,29.99,10,2024-05-05,2025-05-05,12,False,120,ACTIVE
CTR-D98BEF63,SUB-CON-00349,BASIC,29.99,10,2024-12-10,2025-12-10,12,False,120,ACTIVE
CTR-A807299A,SUB-CON-00350,STANDARD,59.99,50,2022-05-10,2024-05-10,24,True,240,ACTIVE
CTR-DC63A396,SUB-CON-00351,PREMIUM,99.99,100,2024-09-11,2025-09-11,12,True,120,ACTIVE
CTR-74389B38,SUB-CON-00352,BASIC,29.99,10,2022-02-23,2024-02-23,24,True,240,ACTIVE
CTR-8C8CBDD5,SUB-CON-00353,BASIC,29.99,10,2025-06-08,2026-06-08,12,True,120,ACTIVE
CTR-28A189BC,SUB-CON-00354,STANDARD,59.99,50,2025-12-14,2027-12-14,24,False,240,ACTIVE
CTR-4283AB42,SUB-CON-00355,PREMIUM,99.99,100,2023-05-31,2024-05-31,12,True,120,ACTIVE
CTR-5EEB78BF,SUB-CON-00356,BASIC,29.99,10,2023-12-22,2025-12-22,24,True,240,ACTIVE
CTR-83125577,SUB-CON-00357,BASIC,29.99,10,2022-11-03,2023-11-03,12,False,120,ACTIVE
CTR-653A81FB,SUB-CON-00358,BASIC,29.99,10,2023-01-27,2024-01-27,12,False,120,ACTIVE
CTR-9C08DE1B,SUB-CON-00359,BASIC,29.99,10,2023-10-17,2024-10-17,12,True,120,ACTIVE
CTR-D4C8D608,SUB-CON-00360,STANDARD,59.99,50,2024-05-03,2026-05-03,24,True,240,ACTIVE
CTR-150A2591,SUB-CON-00361,STANDARD,59.99,50,2025-12-01,2027-12-01,24,False,240,ACTIVE
CTR-9005042B,SUB-CON-00362,PREMIUM,99.99,100,2024-12-24,2025-12-24,12,False,120,ACTIVE
CTR-199D32D8,SUB-CON-00363,STANDARD,59.99,50,2024-08-15,2025-08-15,12,True,120,ACTIVE
CTR-74C1F9B4,SUB-CON-00364,STANDARD,59.99,50,2021-12-15,2023-12-15,24,True,240,ACTIVE
CTR-118AA30F,SUB-CON-00365,PREMIUM,99.99,100,2023-11-21,2024-11-21,12,True,120,ACTIVE
CTR-B02044EC,SUB-CON-00366,PREMIUM,99.99,100,2022-03-03,2023-03-03,12,False,120,ACTIVE
CTR-CB208D25,SUB-CON-00367,STANDARD,59.99,50,2022-07-11,2023-07-11,12,True,120,ACTIVE
CTR-2A4B4AB3,SUB-CON-00368,STANDARD,59.99,50,2022-10-31,2023-10-31,12,False,120,ACTIVE
CTR-19ADEEC2,SUB-CON-00369,STANDARD,59.99,50,2023-05-21,2025-05-21,24,True,240,ACTIVE
CTR-9EB29619,SUB-CON-00370,PREMIUM,99.99,100,2021-08-13,2023-08-13,24,True,240,ACTIVE
CTR-C263CF0D,SUB-CON-00371,PREMIUM,99.99,100,2021-12-04,2023-12-04,24,True,240,ACTIVE
CTR-8471000D,SUB-CON-00372,BASIC,29.99,10,2025-06-13,2027-06-13,24,False,240,ACTIVE
CTR-A9B7FB58,SUB-CON-00373,STANDARD,59.99,50,2024-10-01,2025-10-01,12,True,120,ACTIVE
CTR-70A23023,SUB-CON-00374,STANDARD,59.99,50,2023-08-18,2024-08-18,12,False,120,ACTIVE
CTR-6115914C,SUB-CON-00375,BASIC,29.99,10,2023-04-24,2024-04-24,12,True,120,ACTIVE
CTR-E5DC2616,SUB-CON-00376,BASIC,29.99,10,2024-12-17,2025-12-17,12,True,120,ACTIVE
CTR-5C94C008,SUB-CON-00377,BASIC,29.99,10,2021-12-25,2023-12-25,24,True,240,ACTIVE
CTR-9CDDA58C,SUB-CON-00378,BASIC,29.99,10,2023-12-28,2024-12-28,12,True,120,ACTIVE
CTR-B5574A16,SUB-CON-00379,STANDARD,59.99,50,2021-04-05,2023-04-05,24,False,240,ACTIVE
CTR-4E509DCE,SUB-CON-00380,BASIC,29.99,10,2021-04-09,2023-04-09,24,True,240,ACTIVE
CTR-6E919CF9,SUB-CON-00381,STANDARD,59.99,50,2021-09-19,2022-09-19,12,False,120,ACTIVE
CTR-7E1CF27D,SUB-CON-00382,PREMIUM,99.99,100,2021-09-11,2023-09-11,24,False,240,ACTIVE
CTR-69184FE9,SUB-CON-00383,BASIC,29.99,10,2026-01-17,2028-01-17,24,False,240,ACTIVE
CTR-F36450AC,SUB-CON-00384,BASIC,29.99,10,2025-09-01,2027-09-01,24,True,240,ACTIVE
CTR-D47F5D50,SUB-CON-00385,STANDARD,59.99,50,2021-04-16,2022-04-16,12,True,120,ACTIVE
CTR-9CCC3EA8,SUB-CON-00386,BASIC,29.99,10,2022-11-10,2023-11-10,12,True,120,ACTIVE
CTR-7CA3F6B2,SUB-CON-00387,STANDARD,59.99,50,2024-04-22,2026-04-22,24,True,240,ACTIVE
CTR-B1A5A1DC,SUB-CON-00388,STANDARD,59.99,50,2025-06-27,2027-06-27,24,False,240,ACTIVE
CTR-1CD04B14,SUB-CON-00389,STANDARD,59.99,50,2025-04-22,2027-04-22,24,True,240,ACTIVE
CTR-97FF7FD8,SUB-CON-00390,BASIC,29.99,10,2022-06-03,2024-06-03,24,False,240,ACTIVE
CTR-FE7DF350,SUB-CON-00391,PREMIUM,99.99,100,2021-11-23,2023-11-23,24,False,240,ACTIVE
CTR-1C1B2FDD,SUB-CON-00392,STANDARD,59.99,50,2023-08-21,2024-08-21,12,True,120,ACTIVE
